,NPA,year,schoolage_proximate_units,high_school_diploma,library_card_prevalence,bachelors_degree_moe,library_card_holders,neighborhood_school_attendance,highschool_graduation_rate,high_school_diploma_moe,early_care_proximity,proficiency_elementary_school,proficiency_middle_school,schoolage_proximity,bachelors_degree,early_care_proximate_units,proficiency_high_school,student_absenteeism
2112,358,2017,383.0,99.0,,6.0,,89.0,92.0,3.0,23.0,85.5,82.4,27.0,77.0,320.0,85.0,3.0
2113,358,2015,384.0,,20.0,,636.0,87.85,93.0,,21.0,79.1208791208791,77.89,26.0,,321.0,81.25,3.89972144846797
2114,358,2013,204.0,,17.0,,541.0,90.3,100.0,,0.0,,,14.0,,0.0,,4.618937644341801
2115,358,2011,203.0,,,,,88.46,,,40.0,,,14.0,,602.0,,
2116,358,2016,,,,,,88.6,100.0,,,80.51,86.4,,,,70.6,3.0
2117,358,2014,,,,,,85.01,88.0,,,86.66666666666667,77.52808988764045,,,,81.81818181818183,5.289672544080604
2118,359,2017,548.0,99.0,,9.0,,85.0,,7.0,36.0,89.7,82.9,51.0,80.0,381.0,,4.0
2119,359,2015,598.0,,20.0,,454.0,89.58,92.0,,36.0,79.6296296296296,85.0,56.0,,380.0,100.0,6.06060606060606
2120,359,2013,500.0,,16.0,,357.0,87.72,100.0,,23.0,,,47.0,,242.0,,2.631578947368421
2121,359,2011,429.0,,,,,88.94,,,45.0,,,41.0,,473.0,,
2122,359,2016,,,,,,87.4,96.0,,,87.3,80.5,,,,45.5,4.0
2123,359,2014,,,,,,86.7,88.0,,,82.22222222222221,70.58823529411765,,,,77.77777777777779,5.47945205479452
2124,360,2017,1016.0,95.0,,7.0,,69.0,98.0,8.0,67.0,54.9,39.2,67.0,35.0,1016.0,34.4,11.0
2125,360,2015,679.0,,16.0,,717.0,70.68,91.0,,45.0,50.7142857142857,33.33,45.0,,679.0,36.59,11.8032786885246
2126,360,2013,481.0,,11.0,,468.0,77.2,77.0,,82.0,,,33.0,,1206.0,,7.734056987788331
2127,360,2011,446.0,,,,,75.85,,,94.0,,,31.0,,1345.0,,
2128,360,2016,,,,,,71.1,87.0,,,49.66,40.5,,,,46.8,11.0
2129,360,2014,,,,,,77.05,91.0,,,43.262411347517734,33.33333333333333,,,,46.666666666666664,11.029411764705882
2130,361,2017,755.0,69.0,,8.0,,62.0,83.0,7.0,100.0,13.7,20.0,100.0,21.0,755.0,40.0,20.0
2131,361,2015,451.0,,17.0,,192.0,68.92,85.0,,100.0,11.6279069767442,18.92,100.0,,451.0,25.0,17.9487179487179
2132,361,2013,451.0,,11.0,,127.0,71.5,67.0,,100.0,,,100.0,,451.0,,16.06217616580311
2133,361,2011,456.0,,,,,68.55,,,100.0,,,100.0,,456.0,,
2134,361,2016,,,,,,67.2,60.0,,,13.04,18.4,,,,40.0,21.0
2135,361,2014,,,,,,68.45,85.0,,,20.0,32.35294117647059,,,,,18.478260869565215
2136,362,2017,1265.0,71.0,,4.0,,62.0,83.0,6.0,97.0,18.3,27.6,97.0,9.0,1265.0,27.3,19.0
2137,362,2015,1265.0,,24.0,,767.0,63.02,67.0,,97.0,19.4690265486726,12.5,97.0,,1265.0,22.73,22.1258134490239
2138,362,2013,1311.0,,16.0,,495.0,61.69,78.0,,100.0,,,100.0,,1311.0,,14.762741652021088
2139,362,2011,1314.0,,,,,50.29,,,100.0,,,100.0,,1314.0,,
2140,362,2016,,,,,,62.4,87.0,,,29.25,17.5,,,,50.0,18.0
2141,362,2014,,,,,,60.93,67.0,,,20.192307692307693,15.384615384615385,,,,28.57142857142857,19.642857142857142
2142,363,2017,1007.0,80.0,,6.0,,67.0,74.0,21.0,84.0,23.7,18.7,84.0,15.0,1007.0,17.7,27.0
2143,363,2015,1013.0,,19.0,,573.0,74.17,59.0,,84.0,22.4489795918367,12.64,84.0,,1013.0,5.26,26.9333333333333
2144,363,2013,1011.0,,12.0,,359.0,76.42,55.0,,84.0,,,84.0,,1011.0,,16.375545851528383
2145,363,2011,923.0,,,,,69.59,,,82.0,,,82.0,,923.0,,
2146,363,2016,,,,,,71.1,92.0,,,24.51,16.9,,,,10.7,27.0
2147,363,2014,,,,,,73.26,57.0,,,20.0,12.048192771084338,,,,3.571428571428571,24.867724867724867
2148,364,2017,902.0,100.0,,8.0,,90.0,100.0,8.0,62.0,82.4,92.5,78.0,88.0,719.0,,4.0
2149,364,2015,1058.0,,16.0,,461.0,92.41,100.0,,58.0,82.9787234042553,87.5,93.0,,663.0,100.0,4.10958904109589
2150,364,2013,876.0,,14.0,,379.0,90.37,100.0,,91.0,,,78.0,,1017.0,,4.587155963302752
2151,364,2011,872.0,,,,,87.43,,,100.0,,,78.0,,1118.0,,
2152,364,2016,,,,,,89.3,100.0,,,83.33,100.0,,,,87.5,4.0
2153,364,2014,,,,,,91.18,100.0,,,89.36170212765957,96.42857142857143,,,,50.0,4.069767441860465
2154,365,2017,740.0,91.0,,9.0,,64.0,,6.0,85.0,37.9,31.3,90.0,37.0,699.0,,12.0
2155,365,2015,742.0,,16.0,,262.0,55.22,75.0,,85.0,33.3333333333333,28.57,90.0,,701.0,16.67,6.42857142857143
2156,365,2013,741.0,,12.0,,204.0,60.87,20.0,,85.0,,,90.0,,700.0,,11.180124223602485
2157,365,2011,565.0,,,,,57.67,,,90.0,,,87.0,,581.0,,
2158,365,2016,,,,,,59.9,86.0,,,37.04,24.0,,,,40.0,8.0
2159,365,2014,,,,,,55.88,29.0,,,34.48275862068966,42.30769230769231,,,,,10.0
2160,366,2017,322.0,90.0,,10.0,,68.0,,3.0,12.0,35.3,35.3,73.0,31.0,51.0,,17.0
2161,366,2015,311.0,,18.0,,141.0,63.08,88.0,,10.0,52.6315789473684,33.33,68.0,,48.0,,17.8082191780822
2162,366,2013,294.0,,18.0,,133.0,56.57,50.0,,11.0,,,67.0,,48.0,,15.151515151515152
2163,366,2011,435.0,,,,,39.29,,,75.0,,,75.0,,435.0,,
2164,366,2016,,,,,,48.8,100.0,,,26.92,33.3,,,,60.0,12.0
2165,366,2014,,,,,,58.73,100.0,,,44.44444444444444,28.57142857142857,,,,,11.11111111111111
2166,367,2017,1569.0,99.0,,3.0,,76.0,92.0,2.0,62.0,69.1,75.7,51.0,65.0,1906.0,58.3,6.0
2167,367,2015,1984.0,,18.0,,866.0,69.8,100.0,,98.0,80.0,78.46,73.0,,2671.0,66.67,6.53846153846154
2168,367,2013,1325.0,,16.0,,716.0,71.33,92.0,,98.0,,,48.0,,2681.0,,8.041958041958042
2169,367,2011,1208.0,,,,,70.43,,,97.0,,,47.0,,2479.0,,
2170,367,2016,,,,,,73.4,85.0,,,69.12,83.3,,,,100.0,6.0
2171,367,2014,,,,,,71.37,93.0,,,75.38461538461539,85.0,,,,68.75,4.83271375464684
2172,368,2017,862.0,91.0,,8.0,,82.0,90.0,8.0,73.0,60.2,44.9,73.0,38.0,862.0,30.3,14.0
2173,368,2015,862.0,,15.0,,468.0,84.17,89.0,,73.0,51.6129032258064,40.91,73.0,,862.0,53.85,12.9113924050633
2174,368,2013,862.0,,12.0,,352.0,88.36,84.0,,98.0,,,73.0,,1160.0,,15.439429928741092
2175,368,2011,862.0,,,,,86.16,,,98.0,,,73.0,,1161.0,,
2176,368,2016,,,,,,84.0,94.0,,,50.0,41.4,,,,32.0,12.0
2177,368,2014,,,,,,85.31,86.0,,,47.77777777777778,34.883720930232556,,,,57.14285714285714,14.698795180722893
2178,369,2017,450.0,78.0,,7.0,,74.0,80.0,5.0,100.0,29.0,16.3,100.0,12.0,450.0,33.3,35.0
2179,369,2015,469.0,,28.0,,291.0,74.43,55.0,,100.0,17.1875,12.73,100.0,,469.0,19.05,31.3304721030043
2180,369,2013,509.0,,16.0,,199.0,73.16,38.0,,100.0,,,100.0,,509.0,,14.338235294117647
2181,369,2011,527.0,,,,,64.86,,,100.0,,,100.0,,527.0,,
2182,369,2016,,,,,,74.7,77.0,,,28.33,16.7,,,,35.3,30.0
2183,369,2014,,,,,,74.09,81.0,,,32.20338983050847,13.333333333333334,,,,25.0,20.44609665427509
2184,370,2017,71.0,72.0,,5.0,,79.0,82.0,9.0,72.0,25.6,18.2,6.0,11.0,873.0,40.0,20.0
2185,370,2015,71.0,,20.0,,650.0,78.01,78.0,,3.0,19.5121951219512,13.29,6.0,,38.0,23.68,18.8073394495413
2186,370,2013,77.0,,12.0,,381.0,79.17,53.0,,3.0,,,6.0,,38.0,,19.010416666666664
2187,370,2011,85.0,,,,,76.0,,,53.0,,,7.0,,649.0,,
2188,370,2016,,,,,,76.2,79.0,,,20.94,10.1,,,,25.0,22.0
2189,370,2014,,,,,,77.07,65.0,,,16.883116883116884,17.77777777777778,,,,20.689655172413794,19.58041958041958
2190,371,2017,2241.0,76.0,,3.0,,73.0,87.0,4.0,99.0,27.0,19.0,99.0,11.0,2242.0,25.7,22.0
2191,371,2015,2243.0,,24.0,,1408.0,73.67,81.0,,100.0,32.0,19.32,100.0,,2244.0,36.92,15.0
2192,371,2013,2256.0,,15.0,,879.0,74.46,70.0,,100.0,,,100.0,,2256.0,,14.64226289517471
2193,371,2011,2258.0,,,,,68.41,,,100.0,,,100.0,,2258.0,,
2194,371,2016,,,,,,71.1,79.0,,,32.91,21.3,,,,18.0,19.0
2195,371,2014,,,,,,71.7,71.0,,,29.74137931034483,21.73913043478261,,,,32.35294117647059,17.75147928994083
2196,372,2017,1268.0,97.0,,4.0,,88.0,98.0,4.0,38.0,64.6,59.4,29.0,54.0,1668.0,51.0,7.0
2197,372,2015,2150.0,,17.0,,2012.0,89.58,97.0,,52.0,62.5974025974026,64.11,49.0,,2291.0,58.57,4.92577597840756
2198,372,2013,1595.0,,12.0,,1431.0,92.87,96.0,,37.0,,,36.0,,1633.0,,4.736328125
2199,372,2011,1594.0,,,,,93.47,,,35.0,,,38.0,,1488.0,,
2200,372,2016,,,,,,87.8,100.0,,,60.88,57.6,,,,74.6,6.0
2201,372,2014,,,,,,91.28,96.0,,,68.32971800433839,63.81418092909536,,,,44.44444444444444,4.918949133594187
2202,373,2017,1040.0,94.0,,7.0,,73.0,,22.0,88.0,71.8,80.0,94.0,74.0,972.0,,1.0
2203,373,2015,934.0,,20.0,,510.0,66.4,100.0,,75.0,85.7142857142857,78.57,84.0,,836.0,,3.87596899224806
2204,373,2013,714.0,,19.0,,485.0,68.29,86.0,,77.0,,,64.0,,854.0,,2.4390243902439024
2205,373,2011,712.0,,,,,61.45,,,90.0,,,64.0,,999.0,,
2206,373,2016,,,,,,75.9,91.0,,,76.32,85.2,,,,,4.0
2207,373,2014,,,,,,66.43,100.0,,,80.55555555555556,92.3076923076923,,,,,2.7027027027027026
2208,374,2017,1088.0,79.0,,5.0,,64.0,71.0,6.0,96.0,19.6,10.3,96.0,10.0,1088.0,25.0,22.0
2209,374,2015,1089.0,,28.0,,699.0,69.77,59.0,,96.0,11.5789473684211,15.49,96.0,,1089.0,12.5,18.2370820668693
2210,374,2013,1104.0,,19.0,,469.0,64.0,59.0,,97.0,,,97.0,,1104.0,,13.5
2211,374,2011,1116.0,,,,,69.9,,,97.0,,,97.0,,1116.0,,
2212,374,2016,,,,,,62.5,76.0,,,17.31,9.8,,,,22.2,19.0
2213,374,2014,,,,,,59.65,69.0,,,21.59090909090909,13.157894736842104,,,,16.666666666666664,20.754716981132077
2214,375,2017,300.0,99.0,,9.0,,93.0,100.0,8.0,35.0,91.8,86.5,35.0,78.0,300.0,,2.0
2215,375,2015,301.0,,18.0,,441.0,90.64,91.0,,35.0,93.1818181818182,97.78,35.0,,301.0,,1.72413793103448
2216,375,2013,298.0,,16.0,,378.0,89.3,94.0,,34.0,,,34.0,,298.0,,1.3953488372093024
2217,375,2011,298.0,,,,,84.85,,,39.0,,,35.0,,338.0,,
2218,375,2016,,,,,,92.3,100.0,,,95.65,89.7,,,,,1.0
2219,375,2014,,,,,,89.18,100.0,,,93.87755102040816,96.0,,,,100.0,3.015075376884422
2220,376,2017,1074.0,91.0,,5.0,,67.0,89.0,7.0,50.0,41.9,47.5,71.0,33.0,752.0,33.3,12.0
2221,376,2015,1132.0,,20.0,,806.0,63.66,89.0,,68.0,46.3917525773196,37.5,78.0,,997.0,50.0,13.0434782608696
2222,376,2013,1136.0,,14.0,,551.0,69.42,100.0,,69.0,,,78.0,,996.0,,6.151142355008787
2223,376,2011,1135.0,,,,,67.01,,,80.0,,,79.0,,1141.0,,
2224,376,2016,,,,,,67.3,95.0,,,40.35,38.6,,,,24.1,8.0
2225,376,2014,,,,,,67.09,94.0,,,38.53211009174312,36.89320388349515,,,,44.44444444444444,11.156186612576064
2226,377,2017,651.0,99.0,,9.0,,50.0,97.0,10.0,31.0,54.2,45.7,31.0,50.0,651.0,39.5,11.0
2227,377,2015,646.0,,18.0,,1019.0,53.15,98.0,,32.0,49.0322580645161,46.26,32.0,,646.0,54.0,7.59075907590759
2228,377,2013,1720.0,,12.0,,659.0,62.74,90.0,,96.0,,,86.0,,1900.0,,7.170294494238156
2229,377,2011,1695.0,,,,,61.21,,,95.0,,,87.0,,1854.0,,
2230,377,2016,,,,,,51.1,94.0,,,54.73,47.1,,,,40.0,9.0
2231,377,2014,,,,,,55.13,95.0,,,50.32258064516129,38.41059602649007,,,,30.952380952380953,8.915304606240714
2232,378,2017,2037.0,97.0,,6.0,,28.0,100.0,6.0,94.0,72.2,81.4,94.0,78.0,2026.0,,6.0
2233,378,2015,2047.0,,21.0,,930.0,23.23,100.0,,96.0,70.6666666666667,84.21,95.0,,2054.0,70.59,4.52830188679245
2234,378,2013,2016.0,,18.0,,752.0,30.6,100.0,,99.0,,,95.0,,2085.0,,6.761565836298933
2235,378,2011,2007.0,,,,,17.05,,,100.0,,,95.0,,2096.0,,
2236,378,2016,,,,,,26.7,90.0,,,79.73,83.6,,,,45.5,2.0
2237,378,2014,,,,,,22.31,88.0,,,70.12987012987013,75.92592592592592,,,,60.0,3.4090909090909087
2238,379,2017,325.0,98.0,,5.0,,97.0,100.0,6.0,48.0,85.6,89.0,24.0,75.0,649.0,92.3,1.0
2239,379,2015,301.0,,15.0,,650.0,96.62,100.0,,47.0,87.2340425531915,90.12,23.0,,625.0,96.72,2.85234899328859
2240,379,2013,286.0,,13.0,,530.0,97.09,97.0,,47.0,,,22.0,,610.0,,1.9867549668874174
2241,379,2011,282.0,,,,,96.8,,,47.0,,,22.0,,607.0,,
2242,379,2016,,,,,,96.7,100.0,,,86.09,89.3,,,,91.7,2.0
2243,379,2014,,,,,,95.99,100.0,,,81.57894736842105,89.6969696969697,,,,98.21428571428571,2.0437956204379564
2244,380,2017,852.0,98.0,,5.0,,92.0,100.0,7.0,50.0,91.7,87.5,46.0,65.0,913.0,89.2,4.0
2245,380,2015,551.0,,21.0,,1198.0,91.79,98.0,,30.0,91.9597989949749,89.81,30.0,,543.0,93.15,3.59355638166047
2246,380,2013,554.0,,16.0,,931.0,94.34,95.0,,30.0,,,30.0,,546.0,,1.8536585365853657
2247,380,2011,553.0,,,,,94.36,,,30.0,,,30.0,,544.0,,
2248,380,2016,,,,,,91.8,99.0,,,91.44,87.2,,,,91.3,4.0
2249,380,2014,,,,,,92.81,100.0,,,92.98245614035088,90.04739336492891,,,,93.42105263157895,4.1530054644808745
2250,381,2017,1870.0,97.0,,7.0,,67.0,83.0,7.0,95.0,43.5,30.3,93.0,65.0,1923.0,,15.0
2251,381,2015,1237.0,,18.0,,542.0,68.42,71.0,,71.0,47.7272727272727,28.21,71.0,,1237.0,50.0,18.3673469387755
2252,381,2013,1473.0,,15.0,,447.0,64.11,67.0,,71.0,,,84.0,,1239.0,,10.887096774193548
2253,381,2011,1477.0,,,,,64.58,,,73.0,,,84.0,,1279.0,,
2254,381,2016,,,,,,63.3,79.0,,,54.35,23.9,,,,26.7,13.0
2255,381,2014,,,,,,64.93,80.0,,,57.99999999999999,17.02127659574468,,,,20.0,12.162162162162163
2256,382,2017,916.0,61.0,,6.0,,65.0,86.0,9.0,100.0,15.9,18.5,100.0,12.0,913.0,28.6,23.0
2257,382,2015,931.0,,15.0,,462.0,71.5,69.0,,100.0,15.7894736842105,20.41,100.0,,931.0,23.81,18.0257510729614
2258,382,2013,933.0,,12.0,,358.0,65.14,61.0,,100.0,,,100.0,,933.0,,13.455657492354739
2259,382,2011,947.0,,,,,60.9,,,100.0,,,100.0,,947.0,,
2260,382,2016,,,,,,68.4,71.0,,,24.64,8.9,,,,30.0,21.0
2261,382,2014,,,,,,68.13,72.0,,,13.23529411764706,25.64102564102564,,,,50.0,19.25925925925926
2262,383,2017,1389.0,78.0,,5.0,,80.0,83.0,4.0,86.0,33.9,24.1,87.0,30.0,1371.0,21.9,16.0
2263,383,2015,1431.0,,12.0,,482.0,83.52,91.0,,89.0,33.9181286549708,42.64,90.0,,1413.0,43.24,13.7715179968701
2264,383,2013,1435.0,,9.0,,387.0,84.01,61.0,,93.0,,,90.0,,1481.0,,10.319767441860465
2265,383,2011,1439.0,,,,,71.84,,,100.0,,,90.0,,1596.0,,
2266,383,2016,,,,,,78.2,77.0,,,34.08,30.7,,,,45.5,17.0
2267,383,2014,,,,,,82.96,75.0,,,32.23684210526316,34.02777777777778,,,,40.0,13.933236574746008
2268,384,2017,2293.0,95.0,,14.0,,50.0,,13.0,100.0,28.0,22.2,88.0,77.0,2593.0,,21.0
2269,384,2015,1811.0,,9.0,,331.0,48.39,,,100.0,,60.0,100.0,,1813.0,40.0,12.5
2270,384,2013,1374.0,,11.0,,354.0,59.09,,,100.0,,,94.0,,1460.0,,15.909090909090908
2271,384,2011,1380.0,,,,,46.55,,,100.0,,,94.0,,1465.0,,
2272,384,2016,,,,,,45.7,,,,22.22,66.7,,,,,10.0
2273,384,2014,,,,,,42.42,83.0,,,,,,,,,15.625
2274,385,2017,1786.0,80.0,,5.0,,66.0,81.0,4.0,90.0,18.3,18.2,90.0,13.0,1786.0,23.1,23.0
2275,385,2015,1856.0,,18.0,,883.0,69.21,63.0,,100.0,22.0588235294118,20.59,93.0,,1982.0,34.55,19.7062423500612
2276,385,2013,2014.0,,12.0,,545.0,75.2,72.0,,100.0,,,100.0,,2014.0,,12.753036437246964
2277,385,2011,2015.0,,,,,66.79,,,100.0,,,100.0,,2015.0,,
2278,385,2016,,,,,,69.4,86.0,,,24.29,16.8,,,,21.2,22.0
2279,385,2014,,,,,,70.72,66.0,,,24.242424242424242,15.763546798029557,,,,20.408163265306122,22.587719298245617
2280,386,2017,764.0,74.0,,7.0,,50.0,,7.0,92.0,29.0,35.3,92.0,27.0,764.0,,20.0
2281,386,2015,845.0,,18.0,,353.0,73.19,89.0,,100.0,41.9354838709677,21.62,100.0,,845.0,23.08,17.7631578947368
2282,386,2013,847.0,,14.0,,265.0,70.4,50.0,,100.0,,,100.0,,847.0,,18.385650224215247
2283,386,2011,846.0,,,,,58.95,,,100.0,,,100.0,,846.0,,
2284,386,2016,,,,,,58.3,67.0,,,38.71,22.2,,,,50.0,13.0
2285,386,2014,,,,,,68.31,77.0,,,33.33333333333333,27.27272727272727,,,,,15.508021390374333
2286,387,2017,796.0,66.0,,4.0,,73.0,82.0,7.0,85.0,24.5,25.4,85.0,9.0,795.0,27.3,18.0
2287,387,2015,795.0,,21.0,,491.0,76.86,84.0,,98.0,16.1538461538462,18.69,84.0,,923.0,23.4,14.7058823529412
2288,387,2013,925.0,,13.0,,305.0,75.88,61.0,,98.0,,,98.0,,924.0,,9.15492957746479
2289,387,2011,927.0,,,,,63.45,,,97.0,,,97.0,,926.0,,
2290,387,2016,,,,,,72.8,76.0,,,19.59,20.9,,,,33.3,16.0
2291,387,2014,,,,,,77.67,77.0,,,20.0,18.627450980392158,,,,40.0,13.111545988258316
2292,388,2017,494.0,80.0,,1.0,,77.0,92.0,22.0,78.0,60.0,42.6,34.0,42.0,1133.0,,12.0
2293,388,2015,17.0,,16.0,,329.0,69.01,71.0,,37.0,25.7142857142857,33.33,2.0,,356.0,11.11,15.4362416107383
2294,388,2013,635.0,,15.0,,253.0,72.32,50.0,,78.0,,,77.0,,642.0,,13.559322033898304
2295,388,2011,645.0,,,,,59.02,,,78.0,,,77.0,,651.0,,
2296,388,2016,,,,,,72.0,100.0,,,31.71,27.3,,,,,16.0
2297,388,2014,,,,,,68.35,80.0,,,37.93103448275862,31.03448275862069,,,,16.666666666666664,14.76510067114094
2298,389,2017,3016.0,75.0,,3.0,,70.0,78.0,3.0,91.0,36.6,29.7,85.0,22.0,3241.0,20.9,12.0
2299,389,2015,3015.0,,13.0,,1210.0,73.58,83.0,,94.0,37.3937677053824,32.9,85.0,,3367.0,32.5,13.1821403260099
2300,389,2013,3136.0,,10.0,,898.0,73.99,68.0,,88.0,,,88.0,,3140.0,,8.904593639575973
2301,389,2011,2822.0,,,,,53.75,,,100.0,,,85.0,,3297.0,,
2302,389,2016,,,,,,69.8,85.0,,,37.27,29.7,,,,28.3,12.0
2303,389,2014,,,,,,71.58,72.0,,,38.53503184713376,31.61764705882353,,,,36.84210526315789,11.513859275053305
2304,390,2017,786.0,90.0,,8.0,,65.0,,9.0,84.0,32.4,28.0,100.0,38.0,663.0,,7.0
2305,390,2015,663.0,,19.0,,275.0,46.67,91.0,,85.0,50.0,47.62,85.0,,663.0,37.5,11.214953271028
2306,390,2013,666.0,,14.0,,208.0,60.14,62.0,,84.0,,,84.0,,666.0,,9.79020979020979
2307,390,2011,668.0,,,,,79.45,,,84.0,,,84.0,,668.0,,
2308,390,2016,,,,,,57.3,83.0,,,42.31,50.0,,,,14.3,8.0
2309,390,2014,,,,,,61.11,83.0,,,34.61538461538461,36.84210526315789,,,,28.57142857142857,10.434782608695652
2310,391,2017,718.0,96.0,,13.0,,55.0,93.0,11.0,51.0,74.0,59.5,74.0,68.0,499.0,,5.0
2311,391,2015,718.0,,22.0,,512.0,57.5,100.0,,51.0,79.4871794871795,70.37,74.0,,499.0,50.0,4.32098765432099
2312,391,2013,718.0,,21.0,,477.0,55.77,82.0,,51.0,,,74.0,,499.0,,1.282051282051282
2313,391,2011,720.0,,,,,56.4,,,75.0,,,74.0,,732.0,,
2314,391,2016,,,,,,55.4,100.0,,,76.92,59.5,,,,,8.0
2315,391,2014,,,,,,56.6,88.0,,,81.25,60.0,,,,77.77777777777779,6.25
2316,392,2017,2723.0,98.0,,5.0,,87.0,100.0,5.0,56.0,91.7,84.4,66.0,82.0,2325.0,92.3,3.0
2317,392,2015,3044.0,,17.0,,1702.0,82.82,98.0,,39.0,88.6363636363636,87.33,74.0,,1586.0,90.48,3.35276967930029
2318,392,2013,2667.0,,14.0,,1401.0,84.24,98.0,,58.0,,,66.0,,2324.0,,4.310344827586207
2319,392,2011,2668.0,,,,,74.71,,,76.0,,,66.0,,3074.0,,
2320,392,2016,,,,,,85.6,96.0,,,90.0,84.0,,,,76.0,3.0
2321,392,2014,,,,,,83.6,98.0,,,90.95744680851064,87.41258741258741,,,,81.48148148148148,3.5856573705179287
2322,393,2017,1875.0,93.0,,6.0,,53.0,94.0,6.0,72.0,48.3,49.1,70.0,56.0,1914.0,53.9,11.0
2323,393,2015,1934.0,,15.0,,873.0,54.15,86.0,,68.0,53.5714285714286,32.88,69.0,,1913.0,54.55,10.7816711590297
2324,393,2013,1580.0,,11.0,,678.0,58.76,63.0,,62.0,,,54.0,,1820.0,,11.965811965811966
2325,393,2011,1580.0,,,,,54.65,,,73.0,,,54.0,,2143.0,,
2326,393,2016,,,,,,51.5,84.0,,,55.42,54.4,,,,20.0,11.0
2327,393,2014,,,,,,55.83,90.0,,,52.475247524752476,42.35294117647059,,,,61.904761904761905,9.195402298850574
2328,394,2017,1040.0,95.0,,6.0,,86.0,79.0,7.0,27.0,44.6,40.6,72.0,40.0,385.0,47.4,8.0
2329,394,2015,1269.0,,17.0,,500.0,85.55,89.0,,55.0,48.6111111111111,41.79,88.0,,791.0,40.0,10.9090909090909
2330,394,2013,1267.0,,13.0,,389.0,86.07,84.0,,55.0,,,88.0,,789.0,,10.8359133126935
2331,394,2011,1262.0,,,,,82.27,,,51.0,,,88.0,,731.0,,
2332,394,2016,,,,,,85.0,89.0,,,44.74,44.4,,,,66.7,9.0
2333,394,2014,,,,,,82.3,83.0,,,51.28205128205128,52.112676056338024,,,,50.0,10.759493670886076
2334,395,2017,73.0,92.0,,6.0,,90.0,89.0,4.0,12.0,52.6,55.6,11.0,42.0,83.0,,7.0
2335,395,2015,82.0,,21.0,,331.0,87.76,100.0,,12.0,58.3333333333333,60.98,12.0,,82.0,81.82,12.8378378378378
2336,395,2013,73.0,,18.0,,284.0,93.98,95.0,,11.0,,,11.0,,73.0,,9.63855421686747
2337,395,2011,59.0,,,,,88.27,,,9.0,,,9.0,,60.0,,
2338,395,2016,,,,,,89.0,100.0,,,55.56,65.0,,,,50.0,10.0
2339,395,2014,,,,,,93.92,100.0,,,62.06896551724138,42.42424242424242,,,,66.66666666666666,10.828025477707007
2340,396,2017,175.0,93.0,,5.0,,85.0,81.0,8.0,17.0,64.3,46.7,17.0,26.0,175.0,60.9,15.0
2341,396,2015,158.0,,17.0,,475.0,89.18,88.0,,16.0,54.4117647058823,61.82,16.0,,158.0,37.5,10.8303249097473
2342,396,2013,158.0,,11.0,,287.0,91.75,85.0,,16.0,,,16.0,,158.0,,9.206349206349207
2343,396,2011,161.0,,,,,86.71,,,17.0,,,17.0,,163.0,,
2344,396,2016,,,,,,88.9,92.0,,,56.92,56.6,,,,84.2,14.0
2345,396,2014,,,,,,90.22,90.0,,,58.9041095890411,50.90909090909091,,,,60.86956521739131,10.16949152542373
2346,397,2017,1127.0,98.0,,10.0,,90.0,,11.0,100.0,70.0,80.0,100.0,55.0,1127.0,,10.0
2347,397,2015,1086.0,,15.0,,279.0,98.08,,,100.0,45.4545454545455,66.67,100.0,,1086.0,,15.0943396226415
2348,397,2013,921.0,,15.0,,232.0,98.11,100.0,,100.0,,,100.0,,921.0,,9.433962264150944
2349,397,2011,922.0,,,,,93.62,,,100.0,,,100.0,,922.0,,
2350,397,2016,,,,,,96.3,100.0,,,77.78,69.6,,,,28.6,12.0
2351,397,2014,,,,,,97.01,,,,57.14285714285714,61.111111111111114,,,,,6.578947368421052
2352,398,2017,10.0,90.0,,10.0,,88.0,,25.0,2.0,81.3,80.0,2.0,35.0,10.0,,7.0
2353,398,2015,9.0,,17.0,,112.0,94.12,100.0,,2.0,85.7142857142857,70.0,2.0,,9.0,,14.2857142857143
2354,398,2013,8.0,,17.0,,99.0,100.0,,,2.0,,,2.0,,8.0,,7.6923076923076925
2355,398,2011,2.0,,,,,94.44,,,1.0,,,1.0,,2.0,,
2356,398,2016,,,,,,94.2,86.0,,,75.0,87.5,,,,,15.0
2357,398,2014,,,,,,93.94,,,,,50.0,,,,,2.857142857142857
2358,399,2017,834.0,99.0,,11.0,,92.0,100.0,11.0,77.0,74.0,69.4,77.0,54.0,834.0,66.7,8.0
2359,399,2015,835.0,,19.0,,376.0,91.81,100.0,,81.0,72.3404255319149,71.74,81.0,,835.0,54.55,5.64971751412429
2360,399,2013,858.0,,15.0,,301.0,93.93,78.0,,83.0,,,83.0,,858.0,,4.672897196261682
2361,399,2011,858.0,,,,,94.38,,,81.0,,,83.0,,836.0,,
2362,399,2016,,,,,,92.3,100.0,,,73.47,70.5,,,,64.7,8.0
2363,399,2014,,,,,,94.24,100.0,,,86.66666666666667,70.0,,,,60.0,8.866995073891626
2364,400,2017,535.0,99.0,,9.0,,95.0,100.0,10.0,51.0,88.6,84.1,61.0,70.0,449.0,75.0,5.0
2365,400,2015,715.0,,26.0,,663.0,94.4,100.0,,81.0,91.25,82.3,81.0,,715.0,85.37,3.46666666666667
2366,400,2013,366.0,,21.0,,525.0,96.73,96.0,,32.0,,,42.0,,280.0,,1.256281407035176
2367,400,2011,363.0,,,,,96.44,,,41.0,,,41.0,,363.0,,
