,NPA,year,transit_proximate_units,transit_ridership,transit_ridership_total,sidewalk_availability,sidewalk_miles,street_connectivity,long_commute,long_commute_moe,bicycle_friendliness,transit_proximity
1770,258,2014,,31.0,156.0,,,,,,,
1771,259,2017,842.0,,,,,1.02,64.0,11.0,1.2,85.83
1772,259,2018,845.0,,,,,1.02,,,1.2,85.87
1773,259,2016,842.0,,,,,1.02,,,1.2,85.83
1774,259,2015,842.0,38.0,192.0,53.1,4.7,1.02,,,1.3,85.83
1775,259,2013,844.0,41.0,205.0,,,1.03,,,1.3,85.86
1776,259,2011,841.0,,,,,1.03,,,1.3,85.73
1777,259,2014,,41.0,204.0,,,,,,,
1778,260,2017,1241.0,,,,,1.19,64.0,12.0,1.4,98.96
1779,260,2018,1241.0,,,,,1.19,,,1.4,98.96
1780,260,2016,1241.0,,,,,1.2,,,1.4,98.88
1781,260,2015,1237.0,38.0,1107.0,29.5,7.3,1.2,,,1.4,98.88
1782,260,2013,1249.0,40.0,1357.0,,,1.21,,,1.4,99.92
1783,260,2011,1250.0,,,,,1.21,,,1.4,99.92
1784,260,2014,,35.0,1223.0,,,,,,,
1785,261,2017,861.0,,,,,1.09,70.0,10.0,1.5,100.0
1786,261,2018,862.0,,,,,1.09,,,1.5,100.0
1787,261,2016,860.0,,,,,1.09,,,1.5,100.0
1788,261,2015,860.0,1.0,14.0,,,1.09,,,1.5,100.0
1789,261,2013,860.0,2.0,31.0,,,1.12,,,1.7,100.0
1790,261,2011,860.0,,,,,1.12,,,1.7,100.0
1791,261,2014,,2.0,30.0,,,,,,,
1792,262,2017,401.0,,,,,1.08,55.0,6.0,1.6,32.52
1793,262,2018,401.0,,,,,1.08,,,1.6,32.47
1794,262,2016,401.0,,,,,1.08,,,1.6,32.52
1795,262,2015,401.0,1.0,2.0,26.5,5.1,1.08,,,1.6,32.55
1796,262,2013,400.0,2.0,7.0,,,1.07,,,1.6,32.49
1797,262,2011,400.0,,,,,1.07,,,1.6,32.47
1798,262,2014,,2.0,6.0,,,,,,,
1799,263,2017,956.0,,,,,1.03,69.0,9.0,1.6,89.77
1800,263,2018,965.0,,,,,1.03,,,1.6,89.85
1801,263,2016,953.0,,,,,1.02,,,1.6,89.74
1802,263,2015,944.0,2.0,6.0,32.8,4.3,1.02,,,1.5,89.82
1803,263,2013,837.0,4.0,17.0,,,1.02,,,1.4,80.87
1804,263,2011,752.0,,,,,1.02,,,1.5,78.99
1805,263,2014,,12.0,12.0,,,,,,,
1806,264,2017,0.0,,,,,1.07,56.0,12.0,1.5,0.0
1807,264,2018,0.0,,,,,1.07,,,1.5,0.0
1808,264,2016,0.0,,,,,1.07,,,1.5,0.0
1809,264,2015,0.0,,,34.7,2.5,1.07,,,1.5,0.0
1810,264,2013,0.0,,,,,1.07,,,1.4,0.0
1811,264,2011,0.0,,,,,1.07,,,1.5,0.0
1812,264,2014,,,,,,,,,,
1813,265,2017,546.0,,,,,1.04,58.0,16.0,1.7,99.82
1814,265,2018,548.0,,,,,1.04,,,1.7,99.82
1815,265,2016,546.0,,,,,1.04,,,1.7,99.82
1816,265,2015,546.0,6.0,19.0,67.4,4.2,1.04,,,1.7,99.82
1817,265,2013,545.0,7.0,15.0,,,1.04,,,1.7,99.82
1818,265,2011,545.0,,,,,1.04,,,1.7,99.82
1819,265,2014,,6.0,18.0,,,,,,,
1820,266,2017,0.0,,,,,1.09,70.0,6.0,1.2,0.0
1821,266,2018,0.0,,,,,1.09,,,1.2,0.0
1822,266,2016,0.0,,,,,1.07,,,1.2,0.0
1823,266,2015,0.0,,,25.4,5.7,1.07,,,1.2,0.0
1824,266,2013,0.0,,,,,1.19,,,1.3,0.0
1825,266,2011,0.0,,,,,1.14,,,1.2,0.0
1826,266,2014,,,,,,,,,,
1827,267,2017,0.0,,,,,1.11,81.0,22.0,1.3,0.0
1828,267,2018,0.0,,,,,1.11,,,1.3,0.0
1829,267,2016,0.0,,,,,1.11,,,1.3,0.0
1830,267,2015,0.0,,,49.7,13.1,1.1,,,1.3,0.0
1831,267,2013,0.0,,,,,1.12,,,1.4,0.0
1832,267,2011,0.0,,,,,1.12,,,1.4,0.0
1833,267,2014,,,,,,,,,,
1834,268,2017,695.0,,,,,1.08,80.0,9.0,1.3,99.86
1835,268,2018,695.0,,,,,1.08,,,1.3,99.86
1836,268,2016,694.0,,,,,1.08,,,1.3,99.86
1837,268,2015,695.0,4.0,7.0,38.2,3.0,1.08,,,1.3,99.86
1838,268,2013,695.0,11.0,22.0,,,1.1,,,1.4,99.86
1839,268,2011,694.0,,,,,1.1,,,1.3,99.86
1840,268,2014,,6.0,12.0,,,,,,,
1841,269,2017,1202.0,,,,,1.12,64.0,12.0,1.5,99.34
1842,269,2018,1210.0,,,,,1.13,,,1.5,99.02
1843,269,2016,1198.0,,,,,1.13,,,1.5,99.42
1844,269,2015,1198.0,9.0,101.0,38.9,5.2,1.13,,,1.5,99.42
1845,269,2013,1192.0,3.0,30.0,,,1.14,,,1.5,99.42
1846,269,2011,1174.0,,,,,1.14,,,1.4,97.83
1847,269,2014,,7.0,81.0,,,,,,,
1848,270,2017,598.0,,,,,1.07,92.0,62.0,1.4,100.0
1849,270,2018,598.0,,,,,1.07,,,1.4,100.0
1850,270,2016,598.0,,,,,1.07,,,1.4,100.0
1851,270,2015,598.0,64.0,128.0,51.4,1.2,1.07,,,1.4,100.0
1852,270,2013,598.0,49.0,98.0,,,1.07,,,1.4,100.0
1853,270,2011,598.0,,,,,1.07,,,1.4,100.0
1854,270,2014,,81.0,163.0,,,,,,,
1855,271,2017,446.0,,,,,1.18,67.0,13.0,1.6,100.0
1856,271,2018,445.0,,,,,1.18,,,1.6,100.0
1857,271,2016,448.0,,,,,1.18,,,1.7,100.0
1858,271,2015,448.0,14.0,27.0,21.7,1.2,1.18,,,1.6,100.0
1859,271,2013,448.0,20.0,39.0,,,1.18,,,1.6,100.0
1860,271,2011,448.0,,,,,1.18,,,1.5,100.0
1861,271,2014,,24.0,47.0,,,,,,,
1862,272,2017,780.0,,,,,1.13,56.0,11.0,1.7,100.0
1863,272,2018,780.0,,,,,1.13,,,1.7,100.0
1864,272,2016,780.0,,,,,1.13,,,1.6,100.0
1865,272,2015,780.0,111.0,777.0,56.6,2.9,1.13,,,1.7,100.0
1866,272,2013,780.0,119.0,833.0,,,1.17,,,1.3,100.0
1867,272,2011,780.0,,,,,1.15,,,1.3,100.0
1868,272,2014,,121.0,849.0,,,,,,,
1869,273,2017,0.0,,,,,1.07,92.0,12.0,1.1,0.0
1870,273,2018,0.0,,,,,1.07,,,1.1,0.0
1871,273,2016,0.0,,,,,1.07,,,1.2,0.0
1872,273,2015,0.0,,,52.4,4.5,1.05,,,1.1,0.0
1873,273,2013,0.0,,,,,1.1,,,1.2,0.0
1874,273,2011,0.0,,,,,1.1,,,1.2,0.0
1875,273,2014,,,,,,,,,,
1876,274,2017,554.0,,,,,1.26,63.0,6.0,1.5,100.0
1877,274,2018,554.0,,,,,1.26,,,1.5,100.0
1878,274,2016,554.0,,,,,1.26,,,1.5,100.0
1879,274,2015,554.0,33.0,66.0,44.1,1.5,1.27,,,1.5,100.0
1880,274,2013,554.0,,,,,1.27,,,1.3,100.0
1881,274,2011,554.0,,,,,1.27,,,1.3,100.0
1882,274,2014,,20.0,40.0,,,,,,,
1883,275,2017,88.0,,,,,1.01,59.0,18.0,1.2,9.83
1884,275,2018,84.0,,,,,1.01,,,1.2,9.39
1885,275,2016,88.0,,,,,1.01,,,1.2,9.83
1886,275,2015,102.0,,,37.6,3.3,1.01,,,1.2,11.4
1887,275,2013,101.0,,,,,1.01,,,1.2,11.28
1888,275,2011,98.0,,,,,1.01,,,1.3,10.95
1889,275,2014,,,,,,,,,,
1890,276,2017,0.0,,,,,1.02,72.0,10.0,1.2,0.0
1891,276,2018,0.0,,,,,1.02,,,1.2,0.0
1892,276,2016,0.0,,,,,1.02,,,1.2,0.0
1893,276,2015,0.0,,,48.7,4.3,1.02,,,1.2,0.0
1894,276,2013,0.0,,,,,1.03,,,1.2,0.0
1895,276,2011,0.0,,,,,1.03,,,1.3,0.0
1896,276,2014,,,,,,,,,,
1897,277,2017,0.0,,,,,1.15,69.0,10.0,1.3,0.0
1898,277,2018,0.0,,,,,1.15,,,1.3,0.0
1899,277,2016,0.0,,,,,1.15,,,1.3,0.0
1900,277,2015,0.0,,,25.9,4.1,1.12,,,1.3,0.0
1901,277,2013,1.0,,,,,1.14,,,1.3,0.17
1902,277,2011,1.0,,,,,1.15,,,1.3,0.19
1903,277,2014,,,,,,,,,,
1904,278,2017,0.0,,,,,1.16,69.0,16.0,1.3,0.0
1905,278,2018,0.0,,,,,1.16,,,1.3,0.0
1906,278,2016,0.0,,,,,1.16,,,1.3,0.0
1907,278,2015,0.0,,,50.0,2.3,1.16,,,1.3,0.0
1908,278,2013,0.0,,,,,1.16,,,1.3,0.0
1909,278,2011,0.0,,,,,1.13,,,1.2,0.0
1910,278,2014,,,,,,,,,,
1911,279,2017,0.0,,,,,1.16,52.0,11.0,1.3,0.0
1912,279,2018,0.0,,,,,1.16,,,1.3,0.0
1913,279,2016,0.0,,,,,1.16,,,1.3,0.0
1914,279,2015,0.0,,,,,1.17,,,1.3,0.0
1915,279,2013,0.0,,,,,1.17,,,1.3,0.0
1916,279,2011,0.0,,,,,1.17,,,1.2,0.0
1917,279,2014,,,,,,,,,,
1918,280,2017,174.0,,,,,1.0,69.0,18.0,1.4,42.65
1919,280,2018,174.0,,,,,1.0,,,1.4,42.34
1920,280,2016,174.0,,,,,1.0,,,1.5,42.54
1921,280,2015,174.0,20.0,119.0,14.4,1.7,1.04,,,1.5,42.65
1922,280,2013,168.0,14.0,101.0,,,1.04,,,1.3,42.21
1923,280,2011,170.0,,,,,1.11,,,1.4,42.39
1924,280,2014,,19.0,130.0,,,,,,,
1925,281,2017,0.0,,,,,1.17,61.0,15.0,1.3,0.0
1926,281,2018,0.0,,,,,1.16,,,1.3,0.0
1927,281,2016,0.0,,,,,1.12,,,1.2,0.0
1928,281,2015,0.0,,,19.5,1.0,1.12,,,1.2,0.0
1929,281,2013,0.0,,,,,1.12,,,1.2,0.0
1930,281,2011,0.0,,,,,1.12,,,1.2,0.0
1931,281,2014,,,,,,,,,,
1932,282,2017,0.0,,,,,1.07,70.0,13.0,1.4,0.0
1933,282,2018,0.0,,,,,1.07,,,1.4,0.0
1934,282,2016,0.0,,,,,1.07,,,1.4,0.0
1935,282,2015,0.0,,,52.6,3.4,1.07,,,1.4,0.0
1936,282,2013,0.0,,,,,1.07,,,1.3,0.0
1937,282,2011,0.0,,,,,1.07,,,1.2,0.0
1938,282,2014,,,,,,,,,,
1939,283,2017,692.0,,,,,1.09,69.0,12.0,1.5,65.65
1940,283,2018,691.0,,,,,1.09,,,1.5,65.56
1941,283,2016,688.0,,,,,1.09,,,1.5,65.52
1942,283,2015,688.0,87.0,346.0,70.4,7.5,1.09,,,1.4,65.52
1943,283,2013,690.0,97.0,388.0,,,1.09,,,1.4,65.59
1944,283,2011,694.0,,,,,1.09,,,1.3,65.66
1945,283,2014,,97.0,388.0,,,,,,,
1946,284,2017,0.0,,,,,1.21,82.0,9.0,1.4,0.0
1947,284,2018,0.0,,,,,1.21,,,1.4,0.0
1948,284,2016,0.0,,,,,1.2,,,1.4,0.0
1949,284,2015,0.0,,,27.1,3.5,1.2,,,1.4,0.0
1950,284,2013,0.0,,,,,1.14,,,1.4,0.0
1951,284,2011,0.0,,,,,1.14,,,1.4,0.0
1952,284,2014,,,,,,,,,,
1953,285,2017,16.0,,,,,1.31,,,1.4,94.12
1954,285,2018,16.0,,,,,1.29,,,1.4,94.12
1955,285,2016,15.0,,,,,1.31,,,1.4,93.75
1956,285,2015,15.0,13.0,591.0,11.8,3.6,1.31,,,1.4,93.75
1957,285,2013,14.0,14.0,585.0,,,1.15,,,1.3,93.33
1958,285,2011,15.0,,,,,1.15,,,1.2,100.0
1959,285,2014,,13.0,538.0,,,,,,,
1960,286,2017,0.0,,,,,1.25,73.0,5.0,1.3,0.0
1961,286,2018,50.0,,,,,1.25,,,1.3,71.43
1962,286,2016,0.0,,,,,1.25,,,1.2,0.0
1963,286,2015,55.0,38.0,268.0,9.8,2.4,1.25,,,1.3,65.48
1964,286,2013,56.0,6.0,36.0,,,1.18,,,1.2,65.88
1965,286,2011,58.0,,,,,1.25,,,1.3,63.74
1966,286,2014,,7.0,47.0,,,,,,,
1967,287,2017,1214.0,,,,,1.26,61.0,12.0,1.3,100.0
1968,287,2018,1235.0,,,,,1.26,,,1.3,100.0
1969,287,2016,1215.0,,,,,1.26,,,1.3,100.0
1970,287,2015,1232.0,76.0,2421.0,,,1.26,,,1.3,100.0
1971,287,2013,1232.0,89.0,2588.0,,,1.28,,,1.3,100.0
1972,287,2011,1177.0,,,,,1.31,,,1.3,100.0
1973,287,2014,,91.0,2821.0,,,,,,,
1974,288,2017,859.0,,,,,1.03,55.0,9.0,1.2,86.33
1975,288,2018,863.0,,,,,1.03,,,1.2,86.47
1976,288,2016,859.0,,,,,1.03,,,1.2,86.33
1977,288,2015,856.0,8.0,62.0,,,1.03,,,1.2,86.29
1978,288,2013,840.0,4.0,34.0,,,1.07,,,1.2,86.07
1979,288,2011,699.0,,,,,1.08,,,1.2,71.69
1980,288,2014,,10.0,77.0,,,,,,,
1981,289,2017,224.0,,,,,1.17,68.0,10.0,1.4,17.07
1982,289,2018,225.0,,,,,1.17,,,1.4,16.5
1983,289,2016,224.0,,,,,1.13,,,1.4,17.19
1984,289,2015,216.0,92.0,275.0,62.1,10.7,1.11,,,1.4,16.74
1985,289,2013,117.0,156.0,312.0,,,1.11,,,1.4,9.08
1986,289,2011,124.0,,,,,1.1,,,1.4,9.66
1987,289,2014,,152.0,303.0,,,,,,,
1988,290,2017,412.0,,,,,1.24,40.0,19.0,1.4,100.0
1989,290,2018,255.0,,,,,1.23,,,1.4,100.0
1990,290,2016,411.0,,,,,1.25,,,1.4,100.0
1991,290,2015,416.0,425.0,19121.0,47.4,9.0,1.25,,,1.4,100.0
1992,290,2013,416.0,551.0,19835.0,,,1.26,,,1.5,100.0
1993,290,2011,232.0,,,,,1.26,,,1.5,100.0
1994,290,2014,,451.0,19388.0,,,,,,,
1995,291,2017,998.0,,,,,0.96,42.0,9.0,1.1,100.0
1996,291,2018,998.0,,,,,0.96,,,1.1,100.0
1997,291,2016,998.0,,,,,0.96,,,1.2,100.0
1998,291,2015,998.0,,,39.6,2.2,1.0,,,1.2,100.0
1999,291,2013,998.0,,,,,1.0,,,1.2,100.0
2000,291,2011,998.0,,,,,1.0,,,1.2,100.0
2001,291,2014,,,,,,,,,,
2002,292,2017,406.0,,,,,1.15,43.0,11.0,1.4,100.0
2003,292,2018,405.0,,,,,1.15,,,1.4,100.0
2004,292,2016,409.0,,,,,1.15,,,1.4,100.0
2005,292,2015,416.0,57.0,455.0,32.9,2.5,1.15,,,1.4,100.0
2006,292,2013,415.0,61.0,485.0,,,1.18,,,1.4,100.0
2007,292,2011,420.0,,,,,1.16,,,1.4,100.0
2008,292,2014,,65.0,519.0,,,,,,,
2009,293,2017,353.0,,,,,1.37,42.0,10.0,2.1,100.0
2010,293,2018,352.0,,,,,1.37,,,2.1,100.0
2011,293,2016,354.0,,,,,1.37,,,2.1,100.0
2012,293,2015,355.0,58.0,701.0,53.6,2.4,1.37,,,2.1,100.0
2013,293,2013,354.0,55.0,882.0,,,1.37,,,2.1,100.0
2014,293,2011,359.0,,,,,1.37,,,2.1,100.0
2015,293,2014,,60.0,784.0,,,,,,,
2016,294,2017,476.0,,,,,1.07,42.0,22.0,1.6,100.0
2017,294,2018,475.0,,,,,1.07,,,1.6,100.0
2018,294,2016,431.0,,,,,1.07,,,1.6,100.0
2019,294,2015,432.0,45.0,447.0,56.5,3.1,1.07,,,1.6,100.0
2020,294,2013,434.0,47.0,468.0,,,1.07,,,1.6,100.0
2021,294,2011,435.0,,,,,1.07,,,1.5,100.0
2022,294,2014,,52.0,523.0,,,,,,,
2023,295,2017,515.0,,,,,1.29,44.0,9.0,1.7,100.0
2024,295,2018,516.0,,,,,1.29,,,1.7,100.0
2025,295,2016,521.0,,,,,1.29,,,1.7,100.0
2026,295,2015,521.0,41.0,412.0,98.3,3.8,1.29,,,1.7,100.0
2027,295,2013,521.0,47.0,472.0,,,1.37,,,1.8,100.0
2028,295,2011,438.0,,,,,1.39,,,1.8,100.0
2029,295,2014,,44.0,442.0,,,,,,,
2030,296,2017,0.0,,,,,1.18,60.0,10.0,1.3,0.0
2031,296,2018,0.0,,,,,1.18,,,1.3,0.0
2032,296,2016,0.0,,,,,1.18,,,1.3,0.0
2033,296,2015,0.0,,,23.8,3.8,1.19,,,1.3,0.0
2034,296,2013,0.0,,,,,1.24,,,1.4,0.0
2035,296,2011,0.0,,,,,1.24,,,1.3,0.0
2036,296,2014,,,,,,,,,,
2037,297,2017,138.0,,,,,1.08,52.0,25.0,1.7,92.0
2038,297,2018,138.0,,,,,1.08,,,1.7,92.0
2039,297,2016,138.0,,,,,1.08,,,1.7,92.0
2040,297,2015,138.0,,,48.1,1.5,1.08,,,1.7,92.0
2041,297,2013,138.0,,,,,1.17,,,1.8,92.0
2042,297,2011,139.0,,,,,1.17,,,1.8,92.05
2043,297,2014,,,,,,,,,,
2044,298,2017,798.0,,,,,1.18,42.0,12.0,1.5,100.0
2045,298,2018,798.0,,,,,1.18,,,1.5,100.0
2046,298,2016,798.0,,,,,1.18,,,1.5,100.0
2047,298,2015,798.0,28.0,311.0,,,1.18,,,1.5,100.0
2048,298,2013,798.0,28.0,312.0,,,1.29,,,1.6,100.0
2049,298,2011,799.0,,,,,1.29,,,1.3,100.0
2050,298,2014,,32.0,356.0,,,,,,,
2051,299,2017,926.0,,,,,1.1,71.0,8.0,1.2,74.02
2052,299,2018,987.0,,,,,1.1,,,1.2,72.68
2053,299,2016,861.0,,,,,1.1,,,1.2,72.84
2054,299,2015,845.0,0.0,0.0,29.8,3.5,1.1,,,1.2,72.53
2055,299,2013,744.0,0.0,0.0,,,1.12,,,1.1,64.75
2056,299,2011,741.0,,,,,1.11,,,1.1,65.11
2057,299,2014,,0.0,0.0,,,,,,,
2058,300,2017,576.0,,,,,1.15,27.0,9.0,1.3,100.0
2059,300,2018,576.0,,,,,1.15,,,1.3,100.0
2060,300,2016,576.0,,,,,1.15,,,1.3,100.0
2061,300,2015,576.0,32.0,258.0,,,1.15,,,1.3,100.0
2062,300,2013,576.0,32.0,322.0,,,1.18,,,1.2,100.0
2063,300,2011,573.0,,,,,1.18,,,1.2,100.0
2064,300,2014,,30.0,300.0,,,,,,,
2065,301,2017,10.0,,,,,1.05,64.0,6.0,1.3,1.19
2066,301,2018,10.0,,,,,1.05,,,1.4,1.19
2067,301,2016,14.0,,,,,1.05,,,1.4,1.73
2068,301,2015,10.0,,,37.4,3.4,1.05,,,1.3,1.26
2069,301,2013,10.0,,,,,1.05,,,1.2,1.31
2070,301,2011,14.0,,,,,1.05,,,1.2,1.9
2071,301,2014,,,,,,,,,,
2072,302,2017,1147.0,,,,,1.04,39.0,7.0,1.4,95.19
2073,302,2018,1148.0,,,,,1.04,,,1.4,95.19
2074,302,2016,1147.0,,,,,1.04,,,1.4,95.19
2075,302,2015,1147.0,28.0,169.0,30.1,2.9,1.04,,,1.4,95.19
2076,302,2013,1147.0,31.0,186.0,,,1.06,,,1.4,95.19
2077,302,2011,1148.0,,,,,1.06,,,1.4,95.27
2078,302,2014,,35.0,211.0,,,,,,,
2079,303,2017,898.0,,,,,1.26,51.0,12.0,1.6,100.0
2080,303,2018,960.0,,,,,1.26,,,1.6,100.0
2081,303,2016,898.0,,,,,1.26,,,1.7,100.0
2082,303,2015,898.0,22.0,108.0,55.7,3.1,1.26,,,1.6,100.0
2083,303,2013,898.0,16.0,82.0,,,1.29,,,1.7,100.0
2084,303,2011,898.0,,,,,1.29,,,1.6,100.0
2085,303,2014,,22.0,111.0,,,,,,,
2086,304,2017,378.0,,,,,0.94,56.0,12.0,1.8,100.0
2087,304,2018,378.0,,,,,0.94,,,1.8,100.0
2088,304,2016,378.0,,,,,0.94,,,1.5,100.0
2089,304,2015,378.0,151.0,757.0,89.1,1.5,1.0,,,1.6,100.0
2090,304,2013,378.0,391.0,1954.0,,,1.0,,,1.6,100.0
2091,304,2011,378.0,,,,,1.0,,,1.6,100.0
2092,304,2014,,105.0,419.0,,,,,,,
2093,305,2017,168.0,,,,,1.16,58.0,18.0,1.4,41.08
2094,305,2018,168.0,,,,,1.18,,,1.4,41.08
2095,305,2016,168.0,,,,,1.16,,,1.5,41.18
2096,305,2015,168.0,,,19.9,1.4,1.16,,,1.4,40.98
2097,305,2013,168.0,,,,,1.16,,,1.4,40.98
2098,305,2011,168.0,,,,,1.16,,,1.4,41.38
2099,305,2014,,,,,,,,,,
2100,306,2017,411.0,,,,,1.17,31.0,20.0,1.2,100.0
2101,306,2018,486.0,,,,,1.19,,,1.2,100.0
2102,306,2016,412.0,,,,,1.17,,,1.3,100.0
2103,306,2015,356.0,45.0,1180.0,42.6,4.5,1.17,,,1.2,100.0
2104,306,2013,360.0,72.0,1288.0,,,1.15,,,1.2,100.0
2105,306,2011,434.0,,,,,1.23,,,1.3,100.0
2106,306,2014,,65.0,1176.0,,,,,,,
2107,307,2017,1440.0,,,,,1.17,39.0,10.0,1.5,99.86
2108,307,2018,1440.0,,,,,1.2,,,1.5,99.86
2109,307,2016,1440.0,,,,,1.17,,,1.5,99.86
2110,307,2015,1099.0,19.0,132.0,46.7,5.4,1.17,,,1.5,99.82
2111,307,2013,1101.0,15.0,123.0,,,1.19,,,1.5,99.82
2112,307,2011,1101.0,,,,,1.16,,,1.4,99.82
2113,307,2014,,20.0,159.0,,,,,,,
2114,308,2017,0.0,,,,,1.03,79.0,11.0,1.3,0.0
2115,308,2018,0.0,,,,,1.03,,,1.3,0.0
2116,308,2016,0.0,,,,,1.03,,,1.1,0.0
2117,308,2015,0.0,,,58.7,3.3,1.03,,,1.1,0.0
2118,308,2013,0.0,,,,,1.05,,,1.1,0.0
2119,308,2011,0.0,,,,,1.05,,,1.1,0.0
2120,308,2014,,,,,,,,,,
2121,309,2017,0.0,,,,,1.05,56.0,13.0,1.4,0.0
2122,309,2018,0.0,,,,,1.05,,,1.4,0.0
2123,309,2016,0.0,,,,,1.05,,,1.5,0.0
2124,309,2015,0.0,,,27.3,3.0,1.08,,,1.4,0.0
2125,309,2013,0.0,,,,,1.14,,,1.5,0.0
2126,309,2011,0.0,,,,,1.16,,,1.5,0.0
2127,309,2014,,,,,,,,,,
2128,310,2017,0.0,,,,,1.12,67.0,8.0,1.6,0.0
2129,310,2018,0.0,,,,,1.12,,,1.6,0.0
2130,310,2016,0.0,,,,,1.12,,,1.6,0.0
2131,310,2015,0.0,,,47.2,5.1,1.12,,,1.6,0.0
2132,310,2013,0.0,,,,,1.14,,,1.6,0.0
2133,310,2011,0.0,,,,,1.14,,,1.6,0.0
2134,310,2014,,,,,,,,,,
2135,311,2017,571.0,,,,,1.43,37.0,16.0,1.8,100.0
2136,311,2018,569.0,,,,,1.43,,,1.8,100.0
2137,311,2016,573.0,,,,,1.43,,,1.7,100.0
2138,311,2015,577.0,32.0,512.0,32.0,5.0,1.43,,,1.8,100.0
2139,311,2013,581.0,27.0,519.0,,,1.44,,,1.9,100.0
2140,311,2011,593.0,,,,,1.44,,,1.9,100.0
2141,311,2014,,29.0,492.0,,,,,,,
2142,312,2017,622.0,,,,,1.24,71.0,17.0,1.7,100.0
2143,312,2018,623.0,,,,,1.24,,,1.7,100.0
2144,312,2016,622.0,,,,,1.24,,,1.6,100.0
2145,312,2015,623.0,152.0,1518.0,43.0,2.5,1.24,,,1.6,100.0
2146,312,2013,624.0,136.0,1359.0,,,1.24,,,1.6,100.0
2147,312,2011,624.0,,,,,1.24,,,1.6,100.0
2148,312,2014,,173.0,1727.0,,,,,,,
2149,313,2017,570.0,,,,,1.01,62.0,16.0,1.3,99.13
2150,313,2018,571.0,,,,,1.01,,,1.3,99.3
2151,313,2016,570.0,,,,,1.01,,,1.3,99.13
2152,313,2015,570.0,30.0,455.0,21.4,1.9,1.03,,,1.3,99.13
2153,313,2013,575.0,54.0,647.0,,,1.03,,,1.3,100.0
2154,313,2011,575.0,,,,,1.04,,,1.3,100.0
2155,313,2014,,34.0,538.0,,,,,,,
2156,314,2017,931.0,,,,,1.17,60.0,8.0,1.9,100.0
2157,314,2018,936.0,,,,,1.17,,,1.9,100.0
2158,314,2016,933.0,,,,,1.17,,,2.0,100.0
2159,314,2015,948.0,144.0,862.0,49.7,3.5,1.17,,,1.9,100.0
2160,314,2013,948.0,150.0,901.0,,,1.17,,,1.9,100.0
2161,314,2011,950.0,,,,,1.19,,,2.0,100.0
2162,314,2014,,153.0,920.0,,,,,,,
2163,315,2017,402.0,,,,,1.28,31.0,8.0,1.6,100.0
2164,315,2018,994.0,,,,,1.27,,,1.6,100.0
2165,315,2016,397.0,,,,,1.29,,,1.6,100.0
2166,315,2015,396.0,50.0,900.0,58.6,4.2,1.3,,,1.6,100.0
2167,315,2013,395.0,35.0,815.0,,,1.32,,,1.6,100.0
2168,315,2011,320.0,,,,,1.32,,,1.6,100.0
2169,315,2014,,47.0,937.0,,,,,,,
2170,316,2017,1347.0,,,,,1.19,67.0,7.0,1.6,92.96
2171,316,2018,1348.0,,,,,1.19,,,1.6,93.03
2172,316,2016,1449.0,,,,,1.19,,,1.6,100.0
2173,316,2015,1449.0,67.0,607.0,52.5,4.3,1.19,,,1.6,100.0
2174,316,2013,1449.0,134.0,1205.0,,,1.19,,,1.5,100.0
2175,316,2011,1449.0,,,,,1.31,,,1.8,100.0
2176,316,2014,,76.0,683.0,,,,,,,
2177,317,2017,308.0,,,,,1.12,40.0,14.0,1.4,100.0
2178,317,2018,308.0,,,,,1.12,,,1.4,100.0
2179,317,2016,308.0,,,,,1.12,,,1.4,100.0
2180,317,2015,305.0,13.0,63.0,52.6,2.5,1.12,,,1.4,100.0
2181,317,2013,305.0,15.0,74.0,,,1.21,,,1.6,100.0
2182,317,2011,309.0,,,,,1.21,,,1.4,100.0
2183,317,2014,,14.0,68.0,,,,,,,
2184,318,2017,238.0,,,,,1.13,74.0,3.0,1.6,30.87
2185,318,2018,239.0,,,,,1.13,,,1.6,30.96
2186,318,2016,160.0,,,,,1.12,,,1.5,23.09
2187,318,2015,160.0,31.0,62.0,39.4,3.9,1.12,,,1.6,23.12
2188,318,2013,160.0,44.0,88.0,,,1.12,,,1.6,23.12
2189,318,2011,162.0,,,,,1.13,,,1.6,23.38
2190,318,2014,,39.0,78.0,,,,,,,
2191,319,2017,433.0,,,,,1.14,57.0,9.0,1.5,40.06
2192,319,2018,433.0,,,,,1.14,,,1.5,40.13
2193,319,2016,434.0,,,,,1.14,,,1.5,40.15
2194,319,2015,433.0,25.0,123.0,19.8,2.9,1.14,,,1.5,39.91
2195,319,2013,844.0,27.0,192.0,,,1.16,,,1.5,77.72
2196,319,2011,775.0,,,,,1.15,,,1.5,76.35
2197,319,2014,,27.0,191.0,,,,,,,
2198,320,2017,445.0,,,,,1.24,32.0,14.0,1.7,100.0
2199,320,2018,452.0,,,,,1.24,,,1.7,100.0
2200,320,2016,446.0,,,,,1.24,,,1.6,100.0
2201,320,2015,467.0,91.0,730.0,70.1,5.2,1.24,,,1.7,100.0
2202,320,2013,476.0,106.0,851.0,,,1.24,,,1.6,100.0
2203,320,2011,475.0,,,,,1.24,,,1.7,100.0
2204,320,2014,,95.0,764.0,,,,,,,
2205,321,2017,476.0,,,,,1.22,51.0,13.0,1.6,100.0
2206,321,2018,479.0,,,,,1.22,,,1.6,100.0
2207,321,2016,478.0,,,,,1.22,,,1.6,100.0
