,NPA,year,transit_proximate_units,transit_ridership,transit_ridership_total,sidewalk_availability,sidewalk_miles,street_connectivity,long_commute,long_commute_moe,bicycle_friendliness,transit_proximity
2635,382,2015,931.0,68.0,2174.0,72.4,10.1,1.38,,,1.8,100.0
2636,382,2013,933.0,78.0,2878.0,,,1.41,,,1.8,100.0
2637,382,2011,947.0,,,,,1.42,,,1.8,100.0
2638,382,2014,,65.0,2402.0,,,,,,,
2639,383,2017,1510.0,,,,,1.29,58.0,9.0,1.7,94.91
2640,383,2018,1510.0,,,,,1.29,,,1.8,94.91
2641,383,2016,1510.0,,,,,1.29,,,1.7,94.91
2642,383,2015,1510.0,23.0,343.0,48.3,7.5,1.29,,,1.7,94.91
2643,383,2013,1510.0,27.0,398.0,,,1.29,,,1.7,94.91
2644,383,2011,1515.0,,,,,1.29,,,1.7,94.92
2645,383,2014,,26.0,391.0,,,,,,,
2646,384,2017,2593.0,,,,,1.44,33.0,9.0,1.8,100.0
2647,384,2018,2832.0,,,,,1.44,,,1.8,100.0
2648,384,2016,1821.0,,,,,1.44,,,1.8,100.0
2649,384,2015,1813.0,189.0,5478.0,80.3,10.5,1.44,,,1.8,100.0
2650,384,2013,1460.0,281.0,8979.0,,,1.64,,,2.0,100.0
2651,384,2011,1465.0,,,,,1.61,,,2.0,100.0
2652,384,2014,,217.0,6514.0,,,,,,,
2653,385,2017,1977.0,,,,,1.2,35.0,7.0,1.5,100.0
2654,385,2018,1977.0,,,,,1.2,,,1.5,100.0
2655,385,2016,1984.0,,,,,1.2,,,1.4,100.0
2656,385,2015,1989.0,46.0,1826.0,29.6,6.9,1.2,,,1.4,100.0
2657,385,2013,2014.0,50.0,2083.0,,,1.2,,,1.4,100.0
2658,385,2011,2015.0,,,,,1.2,,,1.4,100.0
2659,385,2014,,47.0,1895.0,,,,,,,
2660,386,2017,828.0,,,,,1.45,45.0,4.0,2.2,100.0
2661,386,2018,870.0,,,,,1.45,,,2.2,100.0
2662,386,2016,841.0,,,,,1.45,,,2.3,100.0
2663,386,2015,845.0,69.0,414.0,69.2,7.2,1.45,,,2.2,100.0
2664,386,2013,847.0,77.0,464.0,,,1.47,,,2.3,100.0
2665,386,2011,846.0,,,,,1.47,,,2.2,100.0
2666,386,2014,,79.0,471.0,,,,,,,
2667,387,2017,940.0,,,,,1.33,46.0,10.0,1.5,100.0
2668,387,2018,935.0,,,,,1.33,,,1.5,100.0
2669,387,2016,943.0,,,,,1.33,,,1.4,100.0
2670,387,2015,945.0,47.0,2275.0,37.6,13.3,1.33,,,1.5,100.0
2671,387,2013,947.0,56.0,2752.0,,,1.39,,,1.6,100.0
2672,387,2011,951.0,,,,,1.36,,,1.5,100.0
2673,387,2014,,55.0,2691.0,,,,,,,
2674,388,2017,1449.0,,,,,1.49,37.0,13.0,1.9,100.0
2675,388,2018,1473.0,,,,,1.49,,,1.9,100.0
2676,388,2016,985.0,,,,,1.49,,,1.9,100.0
2677,388,2015,975.0,273.0,5995.0,77.0,10.4,1.49,,,1.9,100.0
2678,388,2013,827.0,268.0,5634.0,,,1.57,,,2.0,100.0
2679,388,2011,837.0,,,,,1.57,,,1.9,100.0
2680,388,2014,,273.0,6012.0,,,,,,,
2681,389,2017,3566.0,,,,,1.25,61.0,5.0,1.9,100.0
2682,389,2018,2795.0,,,,,1.25,,,1.9,75.87
2683,389,2016,3575.0,,,,,1.26,,,2.0,100.0
2684,389,2015,3565.0,90.0,3232.0,37.5,10.7,1.26,,,1.9,100.0
2685,389,2013,3567.0,81.0,3327.0,,,1.26,,,1.9,100.0
2686,389,2011,3313.0,,,,,1.26,,,1.9,100.0
2687,389,2014,,93.0,3364.0,,,,,,,
2688,390,2017,786.0,,,,,1.2,70.0,13.0,1.7,100.0
2689,390,2018,800.0,,,,,1.2,,,1.7,100.0
2690,390,2016,783.0,,,,,1.2,,,1.7,100.0
2691,390,2015,781.0,60.0,663.0,81.0,5.4,1.2,,,1.7,100.0
2692,390,2013,789.0,64.0,701.0,,,1.2,,,1.6,100.0
2693,390,2011,791.0,,,,,1.2,,,1.6,100.0
2694,390,2014,,65.0,712.0,,,,,,,
2695,391,2017,205.0,,,,,1.21,72.0,32.0,1.8,21.11
2696,391,2018,205.0,,,,,1.21,,,1.8,21.11
2697,391,2016,206.0,,,,,1.21,,,1.8,21.22
2698,391,2015,205.0,,,43.1,5.8,1.21,,,1.8,21.11
2699,391,2013,201.0,,,,,1.21,,,1.8,20.7
2700,391,2011,201.0,,,,,1.22,,,1.8,20.68
2701,391,2014,,,,,,,,,,
2702,392,2017,4121.0,,,,,1.44,24.0,4.0,2.0,99.78
2703,392,2018,4142.0,,,,,1.44,,,2.0,99.76
2704,392,2016,4079.0,,,,,1.44,,,1.9,99.76
2705,392,2015,4078.0,18.0,916.0,89.9,33.4,1.44,,,2.0,99.76
2706,392,2013,4031.0,14.0,985.0,,,1.44,,,2.0,100.0
2707,392,2011,4036.0,,,,,1.44,,,2.0,100.0
2708,392,2014,,19.0,945.0,,,,,,,
2709,393,2017,2591.0,,,,,1.35,46.0,9.0,1.9,97.37
2710,393,2018,2585.0,,,,,1.35,,,1.9,97.36
2711,393,2016,2611.0,,,,,1.35,,,2.0,97.39
2712,393,2015,2472.0,22.0,660.0,46.6,12.8,1.35,,,1.9,88.13
2713,393,2013,2924.0,27.0,811.0,,,1.36,,,1.9,99.93
2714,393,2011,2921.0,,,,,1.36,,,1.9,99.86
2715,393,2014,,27.0,818.0,,,,,,,
2716,394,2017,1403.0,,,,,1.17,47.0,10.0,1.6,97.5
2717,394,2018,1408.0,,,,,1.17,,,1.6,97.57
2718,394,2016,1408.0,,,,,1.17,,,1.7,97.51
2719,394,2015,1410.0,5.0,22.0,49.2,4.7,1.17,,,1.6,97.58
2720,394,2013,1399.0,11.0,46.0,,,1.16,,,1.6,97.56
2721,394,2011,1396.0,,,,,1.16,,,1.6,97.62
2722,394,2014,,10.0,39.0,,,,,,,
2723,395,2017,2.0,,,,,1.13,75.0,11.0,1.5,0.3
2724,395,2018,2.0,,,,,1.13,,,1.5,0.21
2725,395,2016,2.0,,,,,1.13,,,1.4,0.3
2726,395,2015,2.0,,,,,1.13,,,1.5,0.3
2727,395,2013,433.0,0.0,3.0,,,1.08,,,1.5,65.21
2728,395,2011,651.0,,,,,,,,,100.0
2729,395,2014,,2.0,7.0,,,,,,,
2730,396,2017,0.0,,,,,1.09,69.0,6.0,1.1,0.0
2731,396,2018,0.0,,,,,1.09,,,1.1,0.0
2732,396,2016,0.0,,,,,1.09,,,1.1,0.0
2733,396,2015,0.0,,,,,1.09,,,1.1,0.0
2734,396,2013,0.0,,,,,1.21,,,1.2,0.0
2735,396,2011,0.0,,,,,,,,,0.0
2736,396,2014,,,,,,,,,,
2737,397,2017,1127.0,,,,,1.26,72.0,19.0,1.4,100.0
2738,397,2018,1127.0,,,,,1.21,,,1.4,100.0
2739,397,2016,1128.0,,,,,1.23,,,1.3,100.0
2740,397,2015,1086.0,6.0,13.0,,,1.25,,,1.4,100.0
2741,397,2013,921.0,9.0,18.0,,,1.29,,,1.4,100.0
2742,397,2011,922.0,,,,,,,,,100.0
2743,397,2014,,6.0,13.0,,,,,,,
2744,398,2017,402.0,,,,,1.22,27.0,13.0,1.4,94.81
2745,398,2018,406.0,,,,,1.22,,,1.4,94.86
2746,398,2016,393.0,,,,,1.23,,,1.3,94.7
2747,398,2015,375.0,2.0,3.0,,,1.23,,,1.4,94.46
2748,398,2013,362.0,5.0,9.0,,,1.33,,,1.5,94.27
2749,398,2011,327.0,,,,,,,,,93.7
2750,398,2014,,2.0,4.0,,,,,,,
2751,399,2017,1071.0,,,,,1.32,63.0,10.0,1.4,98.71
2752,399,2018,1078.0,,,,,1.32,,,1.4,98.45
2753,399,2016,1051.0,,,,,1.33,,,1.3,99.43
2754,399,2015,1027.0,151.0,905.0,,,1.33,,,1.4,99.13
2755,399,2013,1021.0,167.0,1000.0,,,1.39,,,1.6,99.13
2756,399,2011,1021.0,,,,,,,,,99.13
2757,399,2014,,173.0,1041.0,,,,,,,
2758,400,2017,291.0,,,,,1.0,69.0,8.0,1.1,32.96
2759,400,2018,291.0,,,,,1.0,,,1.1,32.77
2760,400,2016,289.0,,,,,0.99,,,1.1,32.8
2761,400,2015,289.0,1.0,3.0,,,1.0,,,1.1,32.8
2762,400,2013,288.0,0.0,0.0,,,1.0,,,1.2,32.69
2763,400,2011,0.0,,,,,,,,,0.0
2764,400,2014,,1.0,2.0,,,,,,,
2765,401,2017,0.0,,,,,1.11,71.0,12.0,1.2,0.0
2766,401,2018,0.0,,,,,1.11,,,1.2,0.0
2767,401,2016,0.0,,,,,1.11,,,1.1,0.0
2768,401,2015,0.0,,,,,1.11,,,1.2,0.0
2769,401,2013,0.0,0.0,0.0,,,1.15,,,1.3,0.0
2770,401,2011,324.0,,,,,,,,,39.46
2771,401,2014,,,,,,,,,,
2772,402,2017,0.0,,,,,1.14,64.0,12.0,1.1,0.0
2773,402,2018,0.0,,,,,1.14,,,1.1,0.0
2774,402,2016,0.0,,,,,1.14,,,1.1,0.0
2775,402,2015,0.0,,,,,1.14,,,1.1,0.0
2776,402,2013,0.0,,,,,1.19,,,1.2,0.0
2777,402,2011,6.0,,,,,,,,,1.04
2778,402,2014,,,,,,,,,,
2779,403,2017,72.0,,,,,1.11,74.0,10.0,1.3,10.24
2780,403,2018,72.0,,,,,1.11,,,1.3,9.72
2781,403,2016,72.0,,,,,1.1,,,1.3,10.45
2782,403,2015,71.0,68.0,68.0,,,1.11,,,1.3,10.5
2783,403,2013,65.0,26.0,103.0,,,1.11,,,1.3,10.0
2784,403,2011,178.0,,,,,,,,,29.42
2785,403,2014,,118.0,118.0,,,,,,,
2786,404,2017,831.0,,,,,1.17,54.0,30.0,1.3,97.54
2787,404,2018,830.0,,,,,1.17,,,1.3,97.53
2788,404,2016,845.0,,,,,1.17,,,1.3,99.06
2789,404,2015,828.0,8.0,34.0,,,1.17,,,1.3,97.53
2790,404,2013,829.0,11.0,42.0,,,1.2,,,1.3,97.53
2791,404,2011,713.0,,,,,,,,,83.98
2792,404,2014,,11.0,43.0,,,,,,,
2793,405,2017,470.0,,,,,1.33,48.0,10.0,1.4,34.08
2794,405,2018,476.0,,,,,1.33,,,1.4,34.34
2795,405,2016,470.0,,,,,1.35,,,1.4,34.08
2796,405,2015,471.0,,,,,1.35,,,1.4,34.13
2797,405,2013,471.0,,,,,1.56,,,1.7,34.2
2798,405,2011,471.0,,,,,,,,,34.38
2799,405,2014,,,,,,,,,,
2800,406,2017,82.0,,,,,1.15,75.0,15.0,1.2,8.9
2801,406,2018,200.0,,,,,1.15,,,1.2,18.74
2802,406,2016,82.0,,,,,1.15,,,1.2,9.49
2803,406,2015,82.0,,,,,1.15,,,1.2,9.66
2804,406,2013,68.0,2.0,4.0,,,1.16,,,1.3,8.31
2805,406,2011,169.0,,,,,,,,,21.56
2806,406,2014,,,,,,,,,,
2807,407,2017,187.0,,,,,1.11,75.0,9.0,1.3,25.76
2808,407,2018,188.0,,,,,1.11,,,1.3,25.44
2809,407,2016,185.0,,,,,1.11,,,1.3,25.84
2810,407,2015,184.0,6.0,6.0,,,1.11,,,1.3,25.95
2811,407,2013,185.0,9.0,18.0,,,1.12,,,1.3,26.39
2812,407,2011,183.0,,,,,,,,,26.14
2813,407,2014,,6.0,11.0,,,,,,,
2814,408,2017,507.0,,,,,1.18,75.0,12.0,1.5,47.12
2815,408,2018,512.0,,,,,1.18,,,1.5,47.41
2816,408,2016,503.0,,,,,1.18,,,1.5,47.01
2817,408,2015,503.0,0.0,1.0,,,1.18,,,1.5,46.97
2818,408,2013,498.0,1.0,7.0,,,1.18,,,1.5,46.8
2819,408,2011,770.0,,,,,,,,,74.98
2820,408,2014,,0.0,2.0,,,,,,,
2821,409,2017,280.0,,,,,1.12,58.0,12.0,1.4,26.59
2822,409,2018,267.0,,,,,1.12,,,1.4,25.02
2823,409,2016,275.0,,,,,1.12,,,1.4,26.32
2824,409,2015,275.0,2.0,4.0,,,1.12,,,1.4,26.37
2825,409,2013,269.0,4.0,8.0,,,1.12,,,1.4,26.04
2826,409,2011,263.0,,,,,,,,,25.96
2827,409,2014,,3.0,7.0,,,,,,,
2828,410,2017,972.0,,,,,1.11,69.0,43.0,2.2,97.3
2829,410,2018,974.0,,,,,1.11,,,2.2,97.4
2830,410,2016,974.0,,,,,1.11,,,2.2,97.3
2831,410,2015,972.0,1.0,6.0,,,1.11,,,2.2,97.3
2832,410,2013,973.0,3.0,13.0,,,1.13,,,2.2,97.3
2833,410,2011,963.0,,,,,,,,,97.17
2834,410,2014,,3.0,11.0,,,,,,,
2835,411,2017,164.0,,,,,1.24,65.0,10.0,1.9,26.45
2836,411,2018,172.0,,,,,1.24,,,1.9,27.48
2837,411,2016,164.0,,,,,1.27,,,1.9,26.41
2838,411,2015,165.0,1.0,2.0,,,1.27,,,1.9,26.53
2839,411,2013,165.0,1.0,2.0,,,1.53,,,2.2,26.53
2840,411,2011,154.0,,,,,,,,,25.5
2841,411,2014,,1.0,2.0,,,,,,,
2842,412,2017,4.0,,,,,1.11,47.0,20.0,1.5,1.59
2843,412,2018,0.0,,,,,1.11,,,1.5,0.0
2844,412,2016,4.0,,,,,1.11,,,1.5,1.59
2845,412,2015,4.0,,,8.7,1.3,1.11,,,1.5,1.61
2846,412,2013,2.0,,,,,1.19,,,1.3,0.81
2847,412,2011,2.0,,,,,,,,,0.84
2848,412,2014,,,,,,,,,,
2849,413,2017,127.0,,,,,1.08,72.0,10.0,1.5,10.45
2850,413,2018,0.0,,,,,1.08,,,1.5,0.0
2851,413,2016,129.0,,,,,1.08,,,1.5,10.63
2852,413,2015,127.0,2.0,8.0,48.4,8.2,1.09,,,1.5,10.46
2853,413,2013,214.0,2.0,12.0,,,1.1,,,1.1,17.66
2854,413,2011,192.0,,,,,,,,,16.07
2855,413,2014,,4.0,18.0,,,,,,,
2856,416,2017,893.0,,,,,1.29,53.0,14.0,2.1,100.0
2857,416,2018,893.0,,,,,1.29,,,2.1,100.0
2858,416,2016,893.0,,,,,1.29,,,2.1,100.0
2859,416,2015,893.0,575.0,1726.0,67.1,5.2,1.29,,,2.1,100.0
2860,416,2013,893.0,267.0,1866.0,,,1.32,,,1.5,100.0
2861,416,2011,893.0,,,,,,,,,100.0
2862,416,2014,,611.0,1832.0,,,,,,,
2863,417,2017,437.0,,,,,1.23,61.0,11.0,1.7,55.18
2864,417,2018,557.0,,,,,1.26,,,1.7,67.84
2865,417,2016,438.0,,,,,1.23,,,1.7,60.92
2866,417,2015,437.0,6.0,19.0,57.6,7.4,1.25,,,1.8,67.13
2867,417,2013,508.0,9.0,28.0,,,1.28,,,1.4,77.91
2868,417,2011,507.0,,,,,,,,,77.88
2869,417,2014,,8.0,25.0,,,,,,,
2870,418,2017,1055.0,,,,,1.24,66.0,12.0,1.6,90.09
2871,418,2018,1055.0,,,,,1.24,,,1.6,90.09
2872,418,2016,1063.0,,,,,1.24,,,1.6,90.78
2873,418,2015,1055.0,5.0,44.0,64.0,11.5,1.24,,,1.6,90.09
2874,418,2013,1055.0,6.0,50.0,,,1.26,,,1.3,90.09
2875,418,2011,1063.0,,,,,,,,,90.78
2876,418,2014,,6.0,45.0,,,,,,,
2877,419,2017,177.0,,,,,1.04,71.0,13.0,1.6,18.57
2878,419,2018,181.0,,,,,1.04,,,1.6,18.8
2879,419,2016,170.0,,,,,1.04,,,1.5,17.86
2880,419,2015,177.0,,,51.9,6.2,1.04,,,1.6,18.57
2881,419,2013,147.0,,,,,1.02,,,1.1,15.44
2882,419,2011,149.0,,,,,,,,,15.65
2883,419,2014,,,,,,,,,,
2884,420,2017,403.0,,,,,1.11,68.0,8.0,1.5,36.11
2885,420,2018,467.0,,,,,1.1,,,1.5,41.77
2886,420,2016,400.0,,,,,1.1,,,1.5,35.91
2887,420,2015,403.0,9.0,18.0,53.6,8.3,1.1,,,1.5,36.44
2888,420,2013,404.0,13.0,26.0,,,1.1,,,1.1,37.24
2889,420,2011,400.0,,,,,,,,,37.52
2890,420,2014,,11.0,22.0,,,,,,,
2891,421,2017,0.0,,,,,1.31,70.0,8.0,1.8,0.0
2892,421,2018,0.0,,,,,1.31,,,1.8,0.0
2893,421,2016,0.0,,,,,1.31,,,1.8,0.0
2894,421,2015,0.0,,,46.7,6.0,1.3,,,1.8,0.0
2895,421,2013,0.0,,,,,1.3,,,1.3,0.0
2896,421,2011,0.0,,,,,,,,,0.0
2897,421,2014,,,,,,,,,,
2898,422,2017,595.0,,,,,1.32,68.0,11.0,1.5,67.46
2899,422,2018,751.0,,,,,1.32,,,1.5,72.21
2900,422,2016,525.0,,,,,1.32,,,1.5,64.5
2901,422,2015,526.0,10.0,175.0,22.3,8.4,1.32,,,1.5,64.62
2902,422,2013,535.0,7.0,167.0,,,1.37,,,1.5,92.08
2903,422,2011,534.0,,,,,,,,,92.07
2904,422,2014,,9.0,170.0,,,,,,,
2905,423,2017,0.0,,,,,1.16,80.0,11.0,1.3,0.0
2906,423,2018,0.0,,,,,1.17,,,1.3,0.0
2907,423,2016,0.0,,,,,1.17,,,1.3,0.0
2908,423,2015,0.0,,,,,1.17,,,1.3,0.0
2909,423,2013,0.0,,,,,1.26,,,1.4,0.0
2910,423,2011,0.0,,,,,,,,,0.0
2911,423,2014,,,,,,,,,,
2912,424,2017,360.0,,,,,1.06,68.0,40.0,1.1,46.21
2913,424,2018,340.0,,,,,1.04,,,1.1,43.2
2914,424,2016,359.0,,,,,1.04,,,1.0,46.2
2915,424,2015,360.0,4.0,4.0,4.8,0.8,1.05,,,1.1,46.45
2916,424,2013,364.0,6.0,6.0,,,1.06,,,1.1,47.09
2917,424,2011,364.0,,,,,,,,,46.97
2918,424,2014,,2.0,2.0,,,,,,,
2919,425,2017,0.0,,,,,1.07,85.0,40.0,1.1,0.0
2920,425,2018,0.0,,,,,1.07,,,1.1,0.0
2921,425,2016,0.0,,,,,1.02,,,1.0,0.0
2922,425,2015,0.0,,,,,1.02,,,1.1,0.0
2923,425,2013,0.0,,,,,1.1,,,1.1,0.0
2924,425,2011,0.0,,,,,,,,,0.0
2925,425,2014,,,,,,,,,,
2926,426,2017,386.0,,,,,1.04,72.0,8.0,1.1,47.77
2927,426,2018,386.0,,,,,1.04,,,1.1,47.65
2928,426,2016,401.0,,,,,1.04,,,1.0,49.57
2929,426,2015,386.0,124.0,124.0,,,1.04,,,1.1,47.71
2930,426,2013,643.0,45.0,136.0,,,1.04,,,1.1,79.48
2931,426,2011,573.0,,,,,,,,,70.74
2932,426,2014,,71.0,141.0,,,,,,,
2933,428,2017,0.0,,,,,1.12,72.0,17.0,1.4,0.0
2934,428,2018,0.0,,,,,1.12,,,1.4,0.0
2935,428,2016,0.0,,,,,1.12,,,1.3,0.0
2936,428,2015,0.0,,,,,1.12,,,1.4,0.0
2937,428,2013,0.0,,,,,1.16,,,1.4,0.0
2938,428,2011,0.0,,,,,,,,,0.0
2939,428,2014,,,,,,,,,,
2940,430,2017,662.0,,,,,1.26,55.0,15.0,1.7,40.19
2941,430,2018,713.0,,,,,1.26,,,1.7,40.81
2942,430,2016,633.0,,,,,1.26,,,1.7,39.44
2943,430,2015,591.0,,,,,1.27,,,1.7,38.1
2944,430,2013,590.0,,,,,1.31,,,1.6,38.71
2945,430,2011,595.0,,,,,,,,,45.98
2946,430,2014,,,,,,,,,,
2947,431,2017,257.0,,,,,1.04,88.0,11.0,1.2,36.66
2948,431,2018,266.0,,,,,1.04,,,1.2,37.05
2949,431,2016,254.0,,,,,1.04,,,1.2,36.65
2950,431,2015,251.0,1.0,3.0,,,1.04,,,1.2,36.48
2951,431,2013,250.0,2.0,6.0,,,1.06,,,1.3,36.71
2952,431,2011,249.0,,,,,,,,,36.62
2953,431,2014,,3.0,10.0,,,,,,,
2954,432,2017,9.0,,,,,1.06,64.0,6.0,1.1,0.98
2955,432,2018,8.0,,,,,1.06,,,1.1,0.87
2956,432,2016,10.0,,,,,1.06,,,1.1,1.09
2957,432,2015,10.0,13.0,13.0,,,1.08,,,1.1,1.11
2958,432,2013,0.0,,,,,1.09,,,1.1,0.0
2959,432,2011,0.0,,,,,,,,,0.0
2960,432,2014,,,,,,,,,,
2961,433,2017,0.0,,,,,1.07,72.0,27.0,1.2,0.0
2962,433,2018,0.0,,,,,1.07,,,1.2,0.0
2963,433,2016,0.0,,,,,1.07,,,1.2,0.0
2964,433,2015,0.0,,,,,1.07,,,1.2,0.0
2965,433,2013,0.0,,,,,1.14,,,1.5,0.0
2966,433,2011,0.0,,,,,,,,,0.0
2967,433,2014,,,,,,,,,,
2968,434,2017,0.0,,,,,1.17,61.0,14.0,1.2,0.0
2969,434,2018,0.0,,,,,1.18,,,1.2,0.0
2970,434,2016,0.0,,,,,1.17,,,1.2,0.0
2971,434,2015,0.0,,,42.0,12.5,1.17,,,1.2,0.0
2972,434,2013,0.0,,,,,1.29,,,1.3,0.0
2973,434,2011,0.0,,,,,,,,,0.0
2974,434,2014,,,,,,,,,,
2975,435,2017,132.0,,,,,1.12,65.0,30.0,1.7,53.66
2976,435,2018,132.0,,,,,1.12,,,1.7,53.44
2977,435,2016,132.0,,,,,1.12,,,1.7,54.1
2978,435,2015,131.0,1.0,1.0,,,1.12,,,1.7,55.51
2979,435,2013,131.0,1.0,1.0,,,1.12,,,1.7,57.21
2980,435,2011,132.0,,,,,,,,,59.73
2981,435,2014,,0.0,1.0,,,,,,,
2982,436,2017,444.0,,,,,1.04,69.0,35.0,1.2,73.39
2983,436,2018,444.0,,,,,1.05,,,1.2,73.39
2984,436,2016,443.0,,,,,1.04,,,1.1,73.34
2985,436,2015,443.0,5.0,11.0,,,1.04,,,1.2,73.47
2986,436,2013,443.0,11.0,22.0,,,1.04,,,1.2,73.47
2987,436,2011,443.0,,,,,,,,,73.34
2988,436,2014,,13.0,27.0,,,,,,,
2989,437,2017,605.0,,,,,1.3,65.0,12.0,1.3,42.76
2990,437,2018,613.0,,,,,1.29,,,1.3,37.82
2991,437,2016,575.0,,,,,1.29,,,1.3,42.69
2992,437,2015,535.0,8.0,62.0,30.8,12.7,1.28,,,1.3,42.43
2993,437,2013,816.0,3.0,58.0,,,1.41,,,1.4,71.39
2994,437,2011,722.0,,,,,,,,,72.49
2995,437,2014,,4.0,29.0,,,,,,,
2996,438,2017,677.0,,,,,1.31,57.0,6.0,1.4,61.16
2997,438,2018,697.0,,,,,1.31,,,1.4,50.73
2998,438,2016,546.0,,,,,1.31,,,1.3,59.41
2999,438,2015,487.0,8.0,31.0,,,1.34,,,1.4,60.42
3000,438,2013,415.0,9.0,36.0,,,1.51,,,1.6,61.48
3001,438,2011,221.0,,,,,,,,,53.9
3002,438,2014,,9.0,34.0,,,,,,,
3003,442,2017,661.0,,,,,1.03,78.0,11.0,1.2,88.02
3004,442,2018,668.0,,,,,1.03,,,1.2,86.75
3005,442,2016,650.0,,,,,1.03,,,1.1,88.8
3006,442,2015,643.0,1.0,1.0,,,1.03,,,1.2,88.57
3007,442,2013,633.0,1.0,1.0,,,1.09,,,1.4,88.16
3008,442,2011,634.0,,,,,,,,,88.55
3009,442,2014,,2.0,2.0,,,,,,,
3010,443,2017,0.0,,,,,0.97,57.0,10.0,1.2,0.0
3011,443,2018,0.0,,,,,1.02,,,1.2,0.0
3012,443,2016,0.0,,,,,0.97,,,1.2,0.0
3013,443,2015,0.0,,,,,1.0,,,1.2,0.0
3014,443,2013,0.0,,,,,1.02,,,1.6,0.0
3015,443,2011,0.0,,,,,,,,,0.0
3016,443,2014,,,,,,,,,,
3017,444,2017,0.0,,,,,1.0,59.0,11.0,1.1,0.0
3018,444,2018,0.0,,,,,1.02,,,1.2,0.0
3019,444,2016,0.0,,,,,1.0,,,1.1,0.0
3020,444,2015,0.0,,,,,1.0,,,1.1,0.0
3021,444,2013,0.0,,,,,1.08,,,1.5,0.0
3022,444,2011,0.0,,,,,,,,,0.0
3023,444,2014,,,,,,,,,,
3024,445,2017,567.0,,,,,1.06,66.0,7.0,1.2,55.59
3025,445,2018,561.0,,,,,1.06,,,1.2,55.0
3026,445,2016,561.0,,,,,1.06,,,1.2,55.0
3027,445,2015,560.0,1.0,1.0,51.1,6.5,1.06,,,1.2,54.96
3028,445,2013,609.0,1.0,2.0,,,1.06,,,1.3,59.71
3029,445,2011,608.0,,,,,,,,,59.61
3030,445,2014,,1.0,1.0,,,,,,,
3031,446,2017,162.0,,,,,1.12,66.0,11.0,1.2,30.45
3032,446,2018,158.0,,,,,1.12,,,1.2,29.37
3033,446,2016,162.0,,,,,1.12,,,1.2,30.86
3034,446,2015,162.0,,,48.9,4.7,1.12,,,1.2,32.46
3035,446,2013,162.0,,,,,1.12,,,1.1,33.61
3036,446,2011,162.0,,,,,,,,,33.68
3037,446,2014,,,,,,,,,,
3038,447,2017,0.0,,,,,1.38,72.0,13.0,1.4,0.0
3039,447,2018,0.0,,,,,1.38,,,1.4,0.0
3040,447,2016,0.0,,,,,1.37,,,1.5,0.0
3041,447,2015,0.0,,,52.3,11.3,1.32,,,1.4,0.0
3042,447,2013,0.0,,,,,1.32,,,1.3,0.0
3043,447,2011,0.0,,,,,,,,,0.0
3044,447,2014,,,,,,,,,,
3045,448,2017,1614.0,,,,,1.32,59.0,8.0,1.3,99.02
3046,448,2018,1672.0,,,,,1.32,,,1.3,99.11
3047,448,2016,1582.0,,,,,1.32,,,1.3,98.94
3048,448,2015,1519.0,5.0,53.0,,,1.32,,,1.3,98.96
3049,448,2013,1473.0,6.0,61.0,,,1.46,,,1.5,98.66
3050,448,2011,1206.0,,,,,,,,,92.77
3051,448,2014,,7.0,67.0,,,,,,,
3052,449,2017,217.0,,,,,1.08,69.0,7.0,1.1,23.09
3053,449,2018,234.0,,,,,1.08,,,1.1,24.27
3054,449,2016,213.0,,,,,1.08,,,1.1,22.93
3055,449,2015,217.0,8.0,8.0,,,1.08,,,1.1,23.11
3056,449,2013,213.0,7.0,7.0,,,1.08,,,1.1,22.81
3057,449,2011,209.0,,,,,,,,,22.57
3058,449,2014,,10.0,10.0,,,,,,,
3059,450,2017,0.0,,,,,1.22,76.0,10.0,1.2,0.0
3060,450,2018,0.0,,,,,1.22,,,1.2,0.0
3061,450,2016,0.0,,,,,1.22,,,1.2,0.0
3062,450,2015,0.0,,,23.5,9.5,1.22,,,1.2,0.0
3063,450,2013,0.0,,,,,1.26,,,1.3,0.0
3064,450,2011,0.0,,,,,,,,,0.0
3065,450,2014,,,,,,,,,,
3066,451,2017,0.0,,,,,1.21,70.0,2.0,1.2,0.0
3067,451,2018,0.0,,,,,1.22,,,1.2,0.0
3068,451,2016,0.0,,,,,1.21,,,1.2,0.0
3069,451,2015,0.0,,,48.2,18.6,1.21,,,1.2,0.0
3070,451,2013,0.0,,,,,1.34,,,1.5,0.0
3071,451,2011,0.0,,,,,,,,,0.0
3072,451,2014,,,,,,,,,,
3073,452,2017,512.0,,,,,1.23,47.0,28.0,1.3,84.77
3074,452,2018,442.0,,,,,1.23,,,1.3,72.94
3075,452,2016,511.0,,,,,1.23,,,1.2,84.6
3076,452,2015,510.0,9.0,118.0,47.1,7.7,1.22,,,1.3,84.72
3077,452,2013,539.0,6.0,109.0,,,1.25,,,1.3,88.94
3078,452,2011,450.0,,,,,,,,,86.71
3079,452,2014,,10.0,124.0,,,,,,,
3080,453,2017,95.0,,,,,1.18,61.0,16.0,1.3,10.37
3081,453,2018,92.0,,,,,1.19,,,1.3,10.08
3082,453,2016,95.0,,,,,1.18,,,1.3,10.37
3083,453,2015,96.0,,,,,1.18,,,1.3,10.47
3084,453,2013,96.0,,,,,1.19,,,1.3,10.47
3085,453,2011,98.0,,,,,,,,,10.66
3086,453,2014,,,,,,,,,,
