,NPA,year,housing_size,housing_units,residential_demolition_permit_units,residential_occupancy,new_residential_permit_units,rental_houses_units,foreclosures,residential_renovation_permit_units,residential_demolitions,residential_occupancy_moe,home_ownership_moe,rental_costs_moe,residential_renovation,single_family_housing,new_residential,housing_violations_total,subsidized_housing_units,rental_houses,housing_density,single_family_units,housing_age,foreclosed_units,rental_costs,subsidized_housing,home_ownership,housing_violations,home_sales_price
2917,370,2011,903.0,1228.0,3.0,,38,,1.6,3,5.69,,,,0.64,43.0,8.05,72.0,,,2.6,527.0,50.0,6.0,,,,5.86,
2918,370,2014,,,,,5,,,15,,,,,3.18,,1.06,,,,,,,,,,,,
2919,370,2012,,,,,0,,,5,,,,,1.06,,0.0,,,,,,,,,,,,
2920,371,2018,1321.0,2253.0,3.0,,0,710.0,,29,1.6,,,,2.08,83.0,0.0,31.0,,38.0,1.6,1873.0,53.0,,,,,1.38,
2921,371,2017,1320.0,2254.0,3.0,89.0,0,722.0,0.0,25,1.6,3.0,5.0,,1.79,83.0,0.0,,0.0,39.0,1.6,1874.0,52.0,0.0,794.0,0.0,45.0,,
2922,371,2016,1324.0,2254.0,1.0,,1,733.0,0.6,26,0.53,,,,1.86,83.0,0.07,65.0,,39.0,1.6,1871.0,51.0,11.0,,,,2.88,
2923,371,2015,1323.0,2254.0,2.0,,1,706.0,1.4,41,1.07,,,,2.94,83.0,0.07,67.0,,38.0,1.6,1874.0,50.0,26.0,,,,2.97,69184.0
2924,371,2013,1326.0,2256.0,1.0,,0,680.0,1.4,19,0.53,,,,1.36,83.0,0.0,64.0,0.0,36.0,1.6,1876.0,48.0,25.0,,0.0,,2.84,67031.0
2925,371,2011,1321.0,2258.0,0.0,,3,,1.5,19,0.0,,,,1.36,83.0,0.22,23.0,,,1.6,1878.0,46.0,28.0,,,,1.02,
2926,371,2014,,,,,0,,,39,,,,,2.8,,0.0,,,,,,,,,,,,
2927,371,2012,,,,,0,,,22,,,,,1.58,,0.0,,,,,,,,,,,,
2928,372,2018,2349.0,4444.0,0.0,,0,545.0,,35,0.0,,,,1.79,82.0,0.0,0.0,,15.0,2.3,3653.0,19.0,,,,,0.0,
2929,372,2017,2346.0,4443.0,0.0,91.0,0,492.0,0.0,44,0.0,2.0,3.0,,2.25,82.0,0.0,,0.0,13.0,2.3,3652.0,18.0,0.0,1513.0,0.0,81.0,,
2930,372,2016,2345.0,4416.0,1.0,,0,480.0,0.5,35,0.27,,,,1.79,83.0,0.0,7.0,,13.0,2.2,3647.0,17.0,20.0,,,,0.16,
2931,372,2015,2344.0,4390.0,0.0,,23,444.0,0.8,47,0.0,,,,2.39,83.0,1.17,5.0,,12.0,2.2,3652.0,16.0,35.0,,,,0.11,199019.0
2932,372,2013,2344.0,4382.0,0.0,,8,363.0,1.3,40,0.0,,,,2.03,83.0,0.41,3.0,0.0,10.0,2.2,3645.0,14.0,54.0,,0.0,,0.07,188501.0
2933,372,2011,2342.0,4229.0,0.0,,14,,1.1,61,0.0,,,,3.1,86.0,0.71,0.0,,,2.2,3643.0,12.0,46.0,,,,0.0,
2934,372,2014,,,,,23,,,44,,,,,2.24,,1.17,,,,,,,,,,,,
2935,372,2012,,,,,77,,,35,,,,,1.78,,3.91,,,,,,,,,,,,
2936,373,2018,2781.0,1125.0,9.0,,7,118.0,,54,9.27,,,,6.32,86.0,0.82,0.0,,12.0,1.3,971.0,48.0,,,,,0.0,
2937,373,2017,2755.0,1109.0,5.0,93.0,10,116.0,0.2,49,5.24,5.0,7.0,,5.73,86.0,1.17,,6.0,12.0,1.3,955.0,48.0,2.0,1763.0,1.0,83.0,,
2938,373,2016,2726.0,1113.0,12.0,,8,120.0,0.2,53,12.51,,,,6.2,86.0,0.94,4.0,,13.0,1.3,959.0,48.0,2.0,,,,0.36,
2939,373,2015,2696.0,1108.0,2.0,,12,111.0,0.1,55,2.1,,,,6.44,86.0,1.4,6.0,,12.0,1.3,954.0,47.0,1.0,,,,0.54,347975.0
2940,373,2013,2693.0,1109.0,3.0,,2,116.0,0.3,42,3.14,,,,4.91,86.0,0.23,2.0,6.0,12.0,1.3,955.0,45.0,3.0,,1.0,,0.18,341437.0
2941,373,2011,2685.0,1109.0,1.0,,2,,0.1,37,1.05,,,,4.33,86.0,0.23,4.0,,,1.3,955.0,44.0,1.0,,,,0.36,
2942,373,2014,,,,,8,,,44,,,,,5.15,,0.94,,,,,,,,,,,,
2943,373,2012,,,,,0,,,28,,,,,3.28,,0.0,,,,,,,,,,,,
2944,374,2018,1077.0,1140.0,1.0,,2,591.0,,34,1.03,,,,8.16,85.0,0.48,23.0,,61.0,2.7,971.0,57.0,,,,,2.02,
2945,374,2017,1075.0,1137.0,1.0,85.0,4,583.0,0.0,23,1.03,6.0,9.0,,5.52,85.0,0.96,,60.0,60.0,2.7,968.0,56.0,0.0,734.0,5.0,35.0,,
2946,374,2016,1073.0,1137.0,3.0,,2,580.0,0.9,27,3.1,,,,6.48,85.0,0.48,78.0,,60.0,2.7,968.0,56.0,8.0,,,,6.86,
2947,374,2015,1070.0,1138.0,1.0,,1,530.0,1.4,21,1.03,,,,5.04,86.0,0.24,70.0,,54.0,2.7,973.0,55.0,12.0,,,,6.15,59906.0
2948,374,2013,1067.0,1137.0,1.0,,10,591.0,1.2,12,1.02,,,,2.88,86.0,2.4,62.0,60.0,60.0,2.7,980.0,53.0,10.0,,5.0,,5.45,114727.0
2949,374,2011,1065.0,1148.0,0.0,,2,,1.0,32,0.0,,,,7.68,86.0,0.48,28.0,,,2.8,984.0,51.0,9.0,,,,2.44,
2950,374,2014,,,,,0,,,20,,,,,4.8,,0.0,,,,,,,,,,,,
2951,374,2012,,,,,0,,,22,,,,,5.28,,0.0,,,,,,,,,,,,
2952,375,2018,3978.0,935.0,1.0,,5,31.0,,75,1.15,,,,7.57,93.0,0.5,0.0,,4.0,0.9,870.0,35.0,,,,,0.0,
2953,375,2017,3977.0,867.0,2.0,98.0,15,29.0,0.0,76,2.31,4.0,16.0,,7.68,100.0,1.51,,0.0,3.0,0.9,866.0,34.0,0.0,2174.0,0.0,91.0,,
2954,375,2016,3951.0,867.0,4.0,,20,29.0,0.0,70,4.62,,,,7.07,100.0,2.02,0.0,,3.0,0.9,866.0,33.0,0.0,,,,0.0,
2955,375,2015,3914.0,865.0,1.0,,3,32.0,0.1,61,1.16,,,,6.16,100.0,0.3,0.0,,4.0,0.9,864.0,32.0,1.0,,,,0.0,737893.0
2956,375,2013,3914.0,864.0,2.0,,2,24.0,0.1,42,2.33,,,,4.24,100.0,0.2,2.0,0.0,3.0,0.9,860.0,30.0,1.0,,0.0,,0.23,639981.0
2957,375,2011,3888.0,859.0,1.0,,6,,0.4,41,1.17,,,,4.14,100.0,0.61,1.0,,,0.9,856.0,29.0,3.0,,,,0.12,
2958,375,2014,,,,,6,,,68,,,,,6.87,,0.61,,,,,,,,,,,,
2959,375,2012,,,,,3,,,56,,,,,5.66,,0.3,,,,,,,,,,,,
2960,376,2018,1766.0,1516.0,4.0,,1,308.0,,13,2.75,,,,1.13,96.0,0.09,4.0,,21.0,1.3,1454.0,25.0,,,,,0.26,
2961,376,2017,1768.0,1515.0,1.0,98.0,1,283.0,0.0,13,0.69,1.0,6.0,,1.13,96.0,0.09,,62.0,19.0,1.3,1453.0,25.0,0.0,1100.0,4.0,74.0,,
2962,376,2016,1772.0,1517.0,0.0,,0,297.0,0.8,14,0.0,,,,1.22,94.0,0.0,6.0,,21.0,1.3,1427.0,24.0,11.0,,,,0.4,
2963,376,2015,1762.0,1456.0,1.0,,0,285.0,2.1,8,0.69,,,,0.69,100.0,0.0,3.0,,20.0,1.3,1456.0,23.0,30.0,,,,0.21,132942.0
2964,376,2013,1755.0,1451.0,0.0,,13,267.0,2.2,8,0.0,,,,0.69,100.0,1.13,4.0,0.0,18.0,1.3,1451.0,21.0,31.0,,0.0,,0.28,130963.0
2965,376,2011,1743.0,1432.0,0.0,,8,,1.8,7,0.0,,,,0.61,100.0,0.7,3.0,,,1.2,1432.0,19.0,26.0,,,,0.21,
2966,376,2014,,,,,68,,,7,,,,,0.61,,5.91,,,,,,,,,,,,
2967,376,2012,,,,,15,,,12,,,,,1.04,,1.3,,,,,,,,,,,,
2968,377,2018,2549.0,2076.0,1.0,,5,289.0,,47,0.6,,,,4.35,81.0,0.46,2.0,,17.0,1.9,1677.0,15.0,,,,,0.1,
2969,377,2017,2552.0,2075.0,0.0,93.0,4,257.0,0.0,28,0.0,4.0,7.0,,2.59,81.0,0.37,,0.0,15.0,1.9,1676.0,14.0,0.0,1268.0,0.0,88.0,,
2970,377,2016,2558.0,2043.0,0.0,,1,252.0,1.0,18,0.0,,,,1.67,80.0,0.09,3.0,,15.0,1.9,1643.0,14.0,20.0,,,,0.15,
2971,377,2015,2531.0,2006.0,0.0,,44,241.0,2.1,8,0.0,,,,0.74,80.0,4.07,4.0,,15.0,1.9,1606.0,13.0,42.0,,,,0.2,159415.0
2972,377,2013,2534.0,1989.0,0.0,,21,192.0,1.6,14,0.0,,,,1.3,80.0,1.94,6.0,0.0,12.0,1.8,1590.0,11.0,31.0,,0.0,,0.3,154575.0
2973,377,2011,2526.0,1955.0,0.0,,29,,1.7,7,0.0,,,,0.65,80.0,2.68,4.0,,,1.8,1556.0,9.0,33.0,,,,0.2,
2974,377,2014,,,,,28,,,9,,,,,0.83,,2.59,,,,,,,,,,,,
2975,377,2012,,,,,21,,,10,,,,,0.93,,1.94,,,,,,,,,,,,
2976,378,2018,1772.0,2391.0,15.0,,27,405.0,,111,7.86,,,,12.15,80.0,2.95,8.0,,21.0,2.6,1908.0,64.0,,,,,0.33,
2977,378,2017,1756.0,2165.0,11.0,96.0,30,422.0,0.0,110,5.77,3.0,4.0,,12.04,88.0,3.28,,0.0,22.0,2.4,1908.0,64.0,0.0,1109.0,0.0,77.0,,
2978,378,2016,1727.0,2168.0,7.0,,32,431.0,0.1,143,3.66,,,,15.65,88.0,3.5,5.0,,23.0,2.4,1911.0,63.0,1.0,,,,0.23,
2979,378,2015,1697.0,2145.0,7.0,,52,358.0,0.1,106,3.66,,,,11.6,89.0,5.69,14.0,,19.0,2.4,1913.0,63.0,2.0,,,,0.65,342449.0
2980,378,2013,1675.0,2114.0,3.0,,42,464.0,0.4,76,1.58,,,,8.32,90.0,4.6,20.0,0.0,24.0,2.3,1902.0,62.0,7.0,,0.0,,0.95,335251.0
2981,378,2011,1669.0,2105.0,3.0,,3,,0.7,66,1.58,,,,7.22,90.0,0.33,3.0,,,2.3,1893.0,61.0,12.0,,,,0.14,
2982,378,2014,,,,,48,,,98,,,,,10.72,,5.25,,,,,,,,,,,,
2983,378,2012,,,,,5,,,51,,,,,5.58,,0.55,,,,,,,,,,,,
2984,379,2018,3754.0,1362.0,0.0,,2,58.0,,62,0.0,,,,5.77,96.0,0.19,0.0,,4.0,1.3,1310.0,22.0,,,,,0.0,
2985,379,2017,3759.0,1349.0,1.0,97.0,4,68.0,0.2,55,0.77,2.0,2.0,,5.12,97.0,0.37,,0.0,5.0,1.3,1306.0,21.0,2.0,2501.0,0.0,97.0,,
2986,379,2016,3755.0,1324.0,0.0,,5,67.0,0.1,64,0.0,,,,5.96,98.0,0.47,2.0,,5.0,1.2,1302.0,20.0,1.0,,,,0.15,
2987,379,2015,3744.0,1321.0,0.0,,27,59.0,0.2,60,0.0,,,,5.58,99.0,2.51,3.0,,5.0,1.2,1302.0,19.0,3.0,,,,0.23,504607.0
2988,379,2013,3742.0,1311.0,0.0,,4,51.0,0.5,41,0.0,,,,3.82,99.0,0.37,1.0,0.0,4.0,1.2,1301.0,17.0,6.0,,0.0,,0.08,483688.0
2989,379,2011,3739.0,1304.0,0.0,,2,,1.0,59,0.0,,,,5.49,100.0,0.19,0.0,,,1.2,1298.0,16.0,13.0,,,,0.0,
2990,379,2014,,,,,16,,,66,,,,,6.14,,1.49,,,,,,,,,,,,
2991,379,2012,,,,,4,,,59,,,,,5.49,,0.37,,,,,,,,,,,,
2992,380,2018,3560.0,1844.0,1.0,,2,119.0,,80,0.54,,,,4.25,100.0,0.11,1.0,,6.0,1.0,1844.0,27.0,,,,,0.05,
2993,380,2017,3557.0,1836.0,2.0,98.0,3,123.0,0.1,87,1.09,9.0,2.0,,4.62,100.0,0.16,,0.0,7.0,1.0,1836.0,26.0,1.0,1831.0,0.0,94.0,,
2994,380,2016,3561.0,1831.0,0.0,,3,118.0,0.1,78,0.0,,,,4.15,100.0,0.16,3.0,,6.0,1.0,1831.0,25.0,2.0,,,,0.16,
2995,380,2015,3545.0,1832.0,3.0,,7,121.0,0.4,69,1.64,,,,3.67,100.0,0.37,3.0,,7.0,1.0,1832.0,24.0,8.0,,,,0.16,435281.0
2996,380,2013,3537.0,1830.0,1.0,,6,106.0,0.4,62,0.55,,,,3.3,100.0,0.32,3.0,0.0,6.0,1.0,1830.0,23.0,8.0,,0.0,,0.16,429213.0
2997,380,2011,3525.0,1817.0,0.0,,11,,0.9,75,0.0,,,,3.99,100.0,0.58,0.0,,,1.0,1817.0,21.0,17.0,,,,0.0,
2998,380,2014,,,,,1,,,80,,,,,4.25,,0.05,,,,,,,,,,,,
2999,380,2012,,,,,8,,,61,,,,,3.24,,0.43,,,,,,,,,,,,
3000,381,2018,1579.0,1979.0,55.0,,722,191.0,,42,75.45,,,,8.53,37.0,146.65,2.0,,26.0,4.0,729.0,64.0,,,,,0.1,
3001,381,2017,1459.0,2017.0,18.0,92.0,32,239.0,0.0,34,23.47,3.0,6.0,,6.91,38.0,6.5,,141.0,31.0,4.1,767.0,66.0,0.0,1030.0,7.0,40.0,,
3002,381,2016,1419.0,2071.0,9.0,,112,248.0,0.0,43,11.69,,,,8.73,37.0,22.75,3.0,,32.0,4.2,770.0,66.0,0.0,,,,0.14,
3003,381,2015,1371.0,1745.0,6.0,,10,228.0,0.1,36,7.76,,,,7.31,44.0,2.03,2.0,,30.0,3.5,773.0,65.0,1.0,,,,0.11,283935.0
3004,381,2013,1350.0,1746.0,3.0,,359,259.0,0.5,36,3.88,,,,7.31,44.0,72.82,7.0,49.0,33.0,3.5,774.0,64.0,5.0,,3.0,,0.4,236822.0
3005,381,2011,1322.0,1750.0,0.0,,3,,0.8,28,0.0,,,,5.68,44.0,0.61,5.0,,,3.6,778.0,62.0,9.0,,,,0.29,
3006,381,2014,,,,,7,,,44,,,,,8.93,,1.42,,,,,,,,,,,,
3007,381,2012,,,,,354,,,20,,,,,4.06,,71.81,,,,,,,,,,,,
3008,382,2018,1176.0,924.0,8.0,,37,392.0,,37,10.51,,,,8.52,82.0,8.52,12.0,,52.0,2.1,761.0,60.0,,,,,1.3,
3009,382,2017,1111.0,914.0,8.0,82.0,25,429.0,0.0,40,10.65,8.0,7.0,,9.21,82.0,5.75,,92.0,57.0,2.1,751.0,61.0,0.0,748.0,10.0,27.0,,
3010,382,2016,1095.0,915.0,11.0,,18,448.0,0.3,43,14.63,,,,9.9,82.0,4.14,37.0,,60.0,2.1,752.0,61.0,2.0,,,,4.04,
3011,382,2015,1056.0,931.0,10.0,,10,408.0,1.4,23,13.02,,,,5.29,82.0,2.3,51.0,,53.0,2.1,768.0,62.0,9.0,,,,5.48,140811.0
3012,382,2013,1042.0,933.0,7.0,,7,499.0,2.3,31,9.09,,,,7.14,83.0,1.61,51.0,83.0,65.0,2.2,770.0,61.0,15.0,,9.0,,5.47,117864.0
3013,382,2011,1031.0,948.0,7.0,,3,,2.2,30,8.97,,,,6.91,82.0,0.69,55.0,,,2.2,780.0,60.0,14.0,,,,5.8,
3014,382,2014,,,,,10,,,28,,,,,6.45,,2.3,,,,,,,,,,,,
3015,382,2012,,,,,2,,,26,,,,,5.98,,0.46,,,,,,,,,,,,
3016,383,2018,1481.0,1591.0,0.0,,0,248.0,,34,0.0,,,,5.5,68.0,0.0,5.0,,23.0,2.6,1089.0,54.0,,,,,0.31,
3017,383,2017,1481.0,1591.0,0.0,95.0,0,246.0,0.0,22,0.0,2.0,5.0,,3.56,68.0,0.0,,35.0,23.0,2.6,1089.0,53.0,0.0,890.0,2.0,60.0,,
3018,383,2016,1478.0,1591.0,0.0,,0,242.0,0.2,27,0.0,,,,4.37,68.0,0.0,21.0,,22.0,2.6,1089.0,52.0,2.0,,,,1.32,
3019,383,2015,1473.0,1591.0,0.0,,0,226.0,1.1,27,0.0,,,,4.37,68.0,0.0,23.0,,21.0,2.6,1089.0,51.0,11.0,,,,1.45,158604.0
3020,383,2013,1465.0,1591.0,5.0,,0,249.0,1.0,12,4.59,,,,1.94,68.0,0.0,15.0,35.0,23.0,2.6,1089.0,49.0,10.0,,2.0,,0.94,149650.0
3021,383,2011,1464.0,1596.0,0.0,,0,,1.0,18,0.0,,,,2.91,69.0,0.0,15.0,,,2.6,1094.0,47.0,10.0,,,,0.94,
3022,383,2014,,,,,0,,,19,,,,,3.08,,0.0,,,,,,,,,,,,
3023,383,2012,,,,,0,,,9,,,,,1.46,,0.0,,,,,,,,,,,,
3024,384,2018,1516.0,2832.0,10.0,,4,33.0,,9,116.28,,,,2.59,3.0,1.15,2.0,,38.0,8.2,86.0,89.0,,,,,0.07,
3025,384,2017,1481.0,2592.0,5.0,76.0,24,34.0,0.0,2,54.95,7.0,10.0,,0.58,4.0,6.91,,0.0,37.0,7.5,91.0,90.0,0.0,1529.0,0.0,37.0,,
3026,384,2016,1472.0,1821.0,3.0,,359,40.0,0.2,10,31.25,,,,2.88,5.0,103.33,3.0,,42.0,5.2,96.0,89.0,2.0,,,,0.16,
3027,384,2015,1471.0,1813.0,1.0,,252,38.0,0.5,2,10.2,,,,0.58,5.0,72.62,1.0,,39.0,5.2,98.0,88.0,4.0,,,,0.06,273918.0
3028,384,2013,1472.0,1460.0,1.0,,249,38.0,0.9,7,9.62,,,,2.01,7.0,71.76,1.0,0.0,37.0,4.2,104.0,87.0,7.0,,0.0,,0.07,280956.0
3029,384,2011,1461.0,1465.0,1.0,,4,,1.4,5,9.52,,,,1.44,7.0,1.15,2.0,,,4.2,105.0,84.0,11.0,,,,0.14,
3030,384,2014,,,,,442,,,4,,,,,1.15,,127.38,,,,,,,,,,,,
3031,384,2012,,,,,5,,,4,,,,,1.15,,1.44,,,,,,,,,,,,
3032,385,2018,1087.0,1977.0,0.0,,6,770.0,,13,0.0,,,,1.64,69.0,0.76,35.0,,56.0,2.5,1366.0,63.0,,,,,1.77,
3033,385,2017,1088.0,1977.0,4.0,84.0,7,783.0,0.0,26,2.93,5.0,6.0,,3.28,69.0,0.88,,29.0,57.0,2.5,1366.0,62.0,0.0,803.0,1.0,32.0,,
3034,385,2016,1087.0,1984.0,1.0,,5,787.0,0.8,30,0.73,,,,3.79,69.0,0.63,82.0,,58.0,2.5,1367.0,61.0,12.0,,,,4.13,
3035,385,2015,1087.0,1989.0,6.0,,0,753.0,0.8,25,4.36,,,,3.15,69.0,0.0,92.0,,55.0,2.5,1375.0,60.0,12.0,,,,4.63,55808.0
3036,385,2013,1085.0,2014.0,3.0,,2,783.0,1.7,16,2.14,,,,2.02,70.0,0.25,102.0,9.0,56.0,2.5,1400.0,59.0,25.0,,0.0,,5.06,66179.0
3037,385,2011,1082.0,2015.0,2.0,,4,,1.8,20,1.43,,,,2.52,70.0,0.51,58.0,,,2.5,1401.0,58.0,26.0,,,,2.88,
3038,385,2014,,,,,2,,,21,,,,,2.65,,0.25,,,,,,,,,,,,
3039,385,2012,,,,,8,,,13,,,,,1.64,,1.01,,,,,,,,,,,,
3040,386,2018,1254.0,870.0,11.0,,284,268.0,,54,15.71,,,,19.44,80.0,102.23,2.0,,38.0,3.1,700.0,62.0,,,,,0.23,
3041,386,2017,1178.0,828.0,7.0,85.0,30,287.0,0.0,58,10.32,5.0,7.0,,20.88,82.0,10.8,,97.0,42.0,3.0,678.0,65.0,0.0,936.0,12.0,48.0,,
3042,386,2016,1122.0,841.0,16.0,,19,303.0,0.0,54,23.19,,,,19.44,82.0,6.84,20.0,,44.0,3.0,690.0,66.0,0.0,,,,2.38,
3043,386,2015,1089.0,845.0,10.0,,19,306.0,0.6,54,14.39,,,,19.44,82.0,6.83,31.0,,44.0,3.0,695.0,66.0,4.0,,,,3.67,166525.0
3044,386,2013,1059.0,847.0,2.0,,8,354.0,0.5,18,2.87,,,,6.48,82.0,2.88,29.0,92.0,51.0,3.1,697.0,65.0,3.0,,11.0,,3.42,156256.0
3045,386,2011,1047.0,846.0,1.0,,3,,0.8,18,1.44,,,,6.48,82.0,1.08,17.0,,,3.1,696.0,64.0,5.0,,,,2.01,
3046,386,2014,,,,,5,,,35,,,,,12.6,,1.8,,,,,,,,,,,,
3047,386,2012,,,,,4,,,19,,,,,6.84,,1.44,,,,,,,,,,,,
3048,387,2018,1130.0,935.0,5.0,,2,357.0,,9,6.18,,,,0.51,87.0,0.11,15.0,,44.0,0.5,809.0,52.0,,,,,1.6,
3049,387,2017,1127.0,940.0,1.0,96.0,6,369.0,0.0,17,1.23,4.0,8.0,,0.95,87.0,0.34,,70.0,45.0,0.5,814.0,51.0,0.0,673.0,7.0,57.0,,
3050,387,2016,1125.0,943.0,1.0,,0,372.0,0.4,11,1.23,,,,0.62,86.0,0.0,22.0,,46.0,0.5,814.0,51.0,3.0,,,,2.33,
3051,387,2015,1126.0,945.0,3.0,,4,363.0,1.9,15,3.66,,,,0.84,87.0,0.22,19.0,,44.0,0.5,819.0,50.0,15.0,,,,2.01,52700.0
3052,387,2013,1125.0,947.0,5.0,,0,371.0,1.0,6,6.09,,,,0.34,87.0,0.0,21.0,70.0,45.0,0.5,821.0,48.0,8.0,,7.0,,2.22,66167.0
3053,387,2011,1123.0,951.0,2.0,,4,,1.4,7,2.42,,,,0.39,87.0,0.22,18.0,,,0.5,825.0,46.0,11.0,,,,1.89,
3054,387,2014,,,,,0,,,14,,,,,0.78,,0.0,,,,,,,,,,,,
3055,387,2012,,,,,0,,,7,,,,,0.39,,0.0,,,,,,,,,,,,
3056,388,2018,1281.0,1473.0,4.0,,5,283.0,,32,5.99,,,,8.05,45.0,1.26,8.0,,42.0,3.7,668.0,73.0,,,,,0.54,
3057,388,2017,1269.0,1449.0,6.0,88.0,15,288.0,0.0,44,9.19,6.0,7.0,,11.07,45.0,3.77,,0.0,44.0,3.7,653.0,73.0,0.0,1086.0,0.0,38.0,,
3058,388,2016,1235.0,985.0,4.0,,34,318.0,0.2,54,6.01,,,,13.58,68.0,8.55,35.0,,48.0,2.5,666.0,73.0,1.0,,,,3.55,
3059,388,2015,1226.0,975.0,1.0,,5,264.0,0.8,44,1.49,,,,11.07,69.0,1.26,25.0,,39.0,2.5,670.0,71.0,5.0,,,,2.56,217730.0
3060,388,2013,1216.0,827.0,1.0,,154,331.0,1.0,18,1.48,,,,4.53,81.0,38.69,17.0,0.0,49.0,2.1,674.0,70.0,6.0,,0.0,,2.06,203176.0
3061,388,2011,1201.0,839.0,2.0,,1,,1.7,13,2.96,,,,3.27,81.0,0.25,5.0,,,2.1,676.0,68.0,10.0,,,,0.6,
3062,388,2014,,,,,165,,,35,,,,,8.8,,41.46,,,,,,,,,,,,
3063,388,2012,,,,,132,,,14,,,,,3.52,,33.17,,,,,,,,,,,,
3064,389,2018,1454.0,3684.0,1.0,,1,610.0,,56,0.5,,,,5.09,54.0,0.09,10.0,,31.0,3.4,1984.0,52.0,,,,,0.27,
3065,389,2017,1445.0,3566.0,0.0,94.0,1,608.0,0.1,63,0.0,2.0,4.0,,5.73,55.0,0.09,,43.0,31.0,3.2,1962.0,51.0,1.0,758.0,1.0,37.0,,
3066,389,2016,1444.0,3575.0,0.0,,0,599.0,0.6,50,0.0,,,,4.55,55.0,0.0,32.0,,31.0,3.3,1959.0,50.0,12.0,,,,0.9,
3067,389,2015,1444.0,3565.0,1.0,,0,563.0,1.4,35,0.51,,,,3.18,55.0,0.0,30.0,,29.0,3.2,1960.0,49.0,28.0,,,,0.84,109921.0
3068,389,2013,1441.0,3567.0,1.0,,1,576.0,1.1,19,0.51,,,,1.73,55.0,0.09,50.0,43.0,29.0,3.2,1962.0,47.0,22.0,,1.0,,1.4,108492.0
3069,389,2011,1440.0,3313.0,0.0,,1,,1.2,19,0.0,,,,1.73,59.0,0.09,207.0,,,3.0,1961.0,45.0,25.0,,,,6.25,
3070,389,2014,,,,,2,,,16,,,,,1.45,,0.18,,,,,,,,,,,,
3071,389,2012,,,,,3,,,15,,,,,1.36,,0.27,,,,,,,,,,,,
3072,390,2018,1310.0,800.0,1.0,,8,112.0,,9,2.88,,,,3.38,43.0,3.0,1.0,,32.0,3.0,347.0,52.0,,,,,0.13,
3073,390,2017,1256.0,786.0,1.0,100.0,8,114.0,0.0,5,3.0,0.0,7.0,134.0,1.88,42.0,3.0,,10.0,34.0,3.0,333.0,54.0,0.0,695.0,1.0,43.0,,
3074,390,2016,1199.0,783.0,0.0,,11,114.0,0.0,7,0.0,,,,2.63,42.0,4.13,4.0,,35.0,2.9,330.0,54.0,0.0,,,,0.51,
3075,390,2015,1177.0,781.0,1.0,,3,112.0,0.6,9,3.05,,,,3.37,42.0,1.12,9.0,,34.0,2.9,328.0,54.0,3.0,,,,1.15,147480.0
3076,390,2013,1180.0,789.0,0.0,,0,131.0,1.1,4,0.0,,,,1.5,43.0,0.0,2.0,10.0,39.0,3.0,336.0,53.0,5.0,,1.0,,0.25,137526.0
3077,390,2011,1183.0,791.0,1.0,,0,,1.3,0,2.96,,,,0.0,43.0,0.0,6.0,,,3.0,338.0,51.0,6.0,,,,0.76,
3078,390,2014,,,,,4,,,6,,,,,2.25,,1.5,,,,,,,,,,,,
3079,390,2012,,,,,0,,,3,,,,,1.12,,0.0,,,,,,,,,,,,
3080,391,2018,2317.0,971.0,1.0,,0,72.0,,47,1.04,,,,8.37,99.0,0.0,0.0,,8.0,1.7,959.0,44.0,,,,,0.0,
3081,391,2017,2314.0,971.0,0.0,95.0,0,76.0,0.0,33,0.0,17.0,5.0,,5.87,99.0,0.0,,0.0,8.0,1.7,959.0,43.0,0.0,1670.0,0.0,92.0,,
3082,391,2016,2313.0,971.0,0.0,,0,83.0,0.1,47,0.0,,,,8.37,99.0,0.0,1.0,,9.0,1.7,959.0,42.0,1.0,,,,0.1,
3083,391,2015,2311.0,971.0,0.0,,0,82.0,0.3,40,0.0,,,,7.12,99.0,0.0,3.0,,9.0,1.7,959.0,41.0,3.0,,,,0.31,239035.0
3084,391,2013,2310.0,971.0,1.0,,0,81.0,0.5,25,1.04,,,,4.45,99.0,0.0,1.0,0.0,8.0,1.7,959.0,39.0,5.0,,0.0,,0.1,239661.0
3085,391,2011,2304.0,972.0,0.0,,0,,0.6,29,0.0,,,,5.16,99.0,0.0,0.0,,,1.7,960.0,37.0,6.0,,,,0.0,
3086,391,2014,,,,,0,,,26,,,,,4.63,,0.0,,,,,,,,,,,,
3087,391,2012,,,,,0,,,24,,,,,4.27,,0.0,,,,,,,,,,,,
3088,392,2018,3021.0,4152.0,32.0,,33,296.0,,172,11.8,,,,11.73,65.0,2.25,0.0,,11.0,2.8,2712.0,59.0,,,,,0.0,
3089,392,2017,3047.0,4125.0,25.0,93.0,35,308.0,0.1,211,9.44,2.0,3.0,,14.39,64.0,2.39,,0.0,12.0,2.8,2649.0,60.0,2.0,1190.0,0.0,80.0,,
3090,392,2016,3000.0,4089.0,25.0,,115,337.0,0.1,188,9.47,,,,12.82,65.0,7.84,5.0,,13.0,2.8,2641.0,60.0,2.0,,,,0.12,
3091,392,2015,2957.0,4088.0,32.0,,39,286.0,0.2,223,12.09,,,,15.2,65.0,2.66,5.0,,11.0,2.8,2646.0,60.0,7.0,,,,0.12,846434.0
3092,392,2013,2979.0,4031.0,12.0,,26,344.0,0.1,163,4.63,,,,11.11,64.0,1.77,6.0,0.0,13.0,2.8,2590.0,59.0,5.0,,0.0,,0.15,686587.0
