,NPA,year,housing_size,housing_units,residential_demolition_permit_units,residential_occupancy,new_residential_permit_units,rental_houses_units,foreclosures,residential_renovation_permit_units,residential_demolitions,residential_occupancy_moe,home_ownership_moe,rental_costs_moe,residential_renovation,single_family_housing,new_residential,housing_violations_total,subsidized_housing_units,rental_houses,housing_density,single_family_units,housing_age,foreclosed_units,rental_costs,subsidized_housing,home_ownership,housing_violations,home_sales_price
179,24,2015,1484.0,448.0,1.0,,0,59.0,1.0,13,3.05,,,,7.21,73.0,0.0,0.0,,18.0,2.5,328.0,59.0,3.0,,,,0.0,212095.0
180,24,2013,1473.0,473.0,0.0,,0,71.0,0.6,7,0.0,,,,3.88,71.0,0.0,1.0,0.0,21.0,2.6,335.0,57.0,2.0,,0.0,,0.21,194133.0
181,24,2011,1468.0,474.0,0.0,,0,,0.6,10,0.0,,,,5.55,71.0,0.0,0.0,,,2.6,336.0,55.0,2.0,,,,0.0,
182,24,2014,,,,,0,,,10,,,,,5.55,,0.0,,,,,,,,,,,,
183,24,2012,,,,,0,,,9,,,,,4.99,,0.0,,,,,,,,,,,,
184,25,2018,2804.0,1138.0,1.0,,0,74.0,,38,1.16,,,,5.82,76.0,0.0,1.0,,9.0,1.7,862.0,30.0,,,,,0.09,
185,25,2017,2802.0,1127.0,0.0,96.0,36,78.0,0.1,31,0.0,3.0,5.0,230.0,4.75,76.0,5.51,,0.0,9.0,1.7,862.0,29.0,1.0,1389.0,0.0,86.0,,
186,25,2016,2807.0,1118.0,0.0,,11,72.0,0.1,42,0.0,,,,6.43,76.0,1.68,1.0,,8.0,1.7,853.0,28.0,1.0,,,,0.09,
187,25,2015,2789.0,1112.0,0.0,,9,73.0,0.5,25,0.0,,,,3.83,76.0,1.38,2.0,,9.0,1.7,847.0,27.0,5.0,,,,0.18,260747.0
188,25,2013,2783.0,1111.0,0.0,,0,68.0,0.5,13,0.0,,,,1.99,76.0,0.0,0.0,0.0,8.0,1.7,846.0,25.0,6.0,,0.0,,0.0,278157.0
189,25,2011,2782.0,1111.0,0.0,,0,,0.7,22,0.0,,,,3.37,76.0,0.0,2.0,,,1.7,846.0,23.0,8.0,,,,0.18,
190,25,2014,,,,,10,,,22,,,,,3.37,,1.53,,,,,,,,,,,,
191,25,2012,,,,,0,,,16,,,,,2.45,,0.0,,,,,,,,,,,,
192,26,2018,2047.0,1081.0,0.0,,4,138.0,,7,0.0,,,,0.62,100.0,0.35,0.0,,13.0,1.0,1081.0,24.0,,,,,0.0,
193,26,2017,2046.0,1069.0,0.0,94.0,3,120.0,0.5,11,0.0,4.0,5.0,299.0,0.97,100.0,0.27,,0.0,11.0,1.0,1069.0,23.0,5.0,1521.0,0.0,95.0,,
194,26,2016,2044.0,1068.0,0.0,,11,120.0,0.8,9,0.0,,,,0.8,100.0,0.97,0.0,,11.0,0.9,1068.0,22.0,9.0,,,,0.0,
195,26,2015,2045.0,1069.0,1.0,,1,112.0,1.6,9,0.94,,,,0.8,100.0,0.09,2.0,,10.0,1.0,1069.0,21.0,17.0,,,,0.19,157647.0
196,26,2013,2045.0,1066.0,0.0,,1,90.0,0.8,8,0.0,,,,0.71,100.0,0.09,0.0,0.0,8.0,0.9,1066.0,20.0,8.0,,0.0,,0.0,152858.0
197,26,2011,2042.0,1066.0,0.0,,0,,1.1,5,0.0,,,,0.44,100.0,0.0,0.0,,,0.9,1066.0,18.0,12.0,,,,0.0,
198,26,2014,,,,,0,,,7,,,,,0.62,,0.0,,,,,,,,,,,,
199,26,2012,,,,,1,,,7,,,,,0.62,,0.09,,,,,,,,,,,,
200,27,2018,1546.0,987.0,0.0,,0,120.0,,9,0.0,,,,2.81,68.0,0.0,0.0,,18.0,3.1,675.0,21.0,,,,,0.0,
201,27,2017,1546.0,988.0,0.0,87.0,1,122.0,0.1,4,0.0,11.0,5.0,79.0,1.25,68.0,0.31,,0.0,18.0,3.1,676.0,20.0,1.0,966.0,0.0,83.0,,
202,27,2016,1546.0,988.0,0.0,,0,116.0,1.2,7,0.0,,,,2.18,68.0,0.0,0.0,,17.0,3.1,676.0,19.0,11.0,,,,0.0,
203,27,2015,1544.0,988.0,0.0,,0,106.0,1.4,4,0.0,,,,1.25,68.0,0.0,0.0,,16.0,3.1,676.0,18.0,13.0,,,,0.0,110555.0
204,27,2013,1544.0,988.0,0.0,,0,104.0,3.3,3,0.0,,,,0.94,68.0,0.0,0.0,86.0,15.0,3.1,676.0,16.0,30.0,,9.0,,0.0,109670.0
205,27,2011,1544.0,990.0,0.0,,0,,2.1,9,0.0,,,,2.81,68.0,0.0,1.0,,,3.1,678.0,14.0,19.0,,,,0.1,
206,27,2014,,,,,0,,,1,,,,,0.31,,0.0,,,,,,,,,,,,
207,27,2012,,,,,0,,,2,,,,,0.62,,0.0,,,,,,,,,,,,
208,28,2018,3007.0,560.0,1.0,,4,45.0,,16,3.69,,,,8.25,48.0,2.06,1.0,,17.0,2.9,271.0,47.0,,,,,0.18,
209,28,2017,3010.0,553.0,2.0,90.0,7,49.0,0.0,22,7.58,5.0,10.0,339.0,11.34,48.0,3.61,,0.0,19.0,2.9,264.0,49.0,0.0,891.0,0.0,90.0,,
210,28,2016,2986.0,550.0,4.0,,4,51.0,0.0,13,15.33,,,,6.7,48.0,2.06,1.0,,20.0,2.8,261.0,50.0,0.0,,,,0.18,
211,28,2015,2867.0,550.0,4.0,,7,48.0,0.2,25,15.33,,,,12.88,47.0,3.61,0.0,,18.0,2.8,261.0,50.0,1.0,,,,0.0,768978.0
212,28,2013,2813.0,548.0,0.0,,2,48.0,0.2,16,0.0,,,,8.25,47.0,1.03,0.0,0.0,19.0,2.8,259.0,51.0,1.0,,0.0,,0.0,499582.0
213,28,2011,2723.0,545.0,1.0,,6,,0.0,14,3.91,,,,7.22,47.0,3.09,0.0,,,2.8,256.0,50.0,0.0,,,,0.0,
214,28,2014,,,,,7,,,13,,,,,6.7,,3.61,,,,,,,,,,,,
215,28,2012,,,,,4,,,14,,,,,7.22,,2.06,,,,,,,,,,,,
216,29,2018,2844.0,566.0,1.0,,0,29.0,,10,3.26,,,,2.45,54.0,0.0,1.0,,9.0,1.4,307.0,35.0,,,,,0.18,
217,29,2017,2843.0,565.0,0.0,99.0,0,27.0,0.2,13,0.0,3.0,5.0,140.0,3.18,54.0,0.0,,0.0,9.0,1.4,306.0,34.0,1.0,1315.0,0.0,82.0,,
218,29,2016,2840.0,565.0,0.0,,1,30.0,0.0,12,0.0,,,,2.94,54.0,0.24,1.0,,10.0,1.4,306.0,33.0,0.0,,,,0.18,
219,29,2015,2835.0,565.0,0.0,,0,30.0,0.4,17,0.0,,,,4.16,54.0,0.0,0.0,,10.0,1.4,306.0,32.0,2.0,,,,0.0,224936.0
220,29,2013,2830.0,566.0,0.0,,0,28.0,0.7,14,0.0,,,,3.43,54.0,0.0,1.0,0.0,9.0,1.4,307.0,30.0,4.0,,0.0,,0.18,210130.0
221,29,2011,2826.0,566.0,0.0,,0,,0.5,12,0.0,,,,2.94,54.0,0.0,0.0,,,1.4,307.0,28.0,3.0,,,,0.0,
222,29,2014,,,,,0,,,10,,,,,2.45,,0.0,,,,,,,,,,,,
223,29,2012,,,,,0,,,9,,,,,2.2,,0.0,,,,,,,,,,,,
224,30,2018,869.0,1099.0,2.0,,0,101.0,,4,15.38,,,,0.84,12.0,0.0,8.0,,78.0,2.3,130.0,55.0,,,,,0.73,
225,30,2017,879.0,1096.0,0.0,94.0,12,95.0,0.0,1,0.0,6.0,3.0,190.0,0.21,12.0,2.51,,392.0,75.0,2.3,127.0,54.0,0.0,287.0,36.0,3.0,,
226,30,2016,866.0,987.0,0.0,,42,97.0,2.5,0,0.0,,,,0.0,13.0,8.8,12.0,,75.0,2.1,129.0,53.0,2.0,,,,1.22,
227,30,2015,866.0,854.0,0.0,,1,73.0,0.0,0,0.0,,,,0.0,15.0,0.21,13.0,,57.0,1.8,129.0,52.0,0.0,,,,1.52,
228,30,2013,866.0,504.0,0.0,,4,98.0,0.0,4,0.0,,,,0.84,26.0,0.84,19.0,394.0,76.0,1.1,129.0,47.0,0.0,,78.0,,3.77,
229,30,2011,866.0,503.0,0.0,,0,,0.0,0,0.0,,,,0.0,26.0,0.0,4.0,,,1.1,129.0,45.0,0.0,,,,0.8,
230,30,2014,,,,,97,,,8,,,,,1.68,,20.34,,,,,,,,,,,,
231,30,2012,,,,,441,,,0,,,,,0.0,,92.45,,,,,,,,,,,,
232,31,2018,3061.0,689.0,0.0,,0,31.0,,33,0.0,,,,8.58,85.0,0.0,0.0,,5.0,1.8,583.0,47.0,,,,,0.0,
233,31,2017,3071.0,681.0,0.0,99.0,1,32.0,0.2,48,0.0,3.0,4.0,,12.48,84.0,0.26,,0.0,6.0,1.8,575.0,46.0,1.0,,0.0,92.0,,
234,31,2016,3064.0,677.0,1.0,,2,29.0,0.1,35,1.75,,,,9.1,84.0,0.52,0.0,,5.0,1.8,571.0,46.0,1.0,,,,0.0,
235,31,2015,3025.0,676.0,0.0,,8,30.0,0.0,45,0.0,,,,11.7,84.0,2.08,0.0,,5.0,1.8,570.0,45.0,0.0,,,,0.0,455557.0
236,31,2013,3020.0,678.0,0.0,,0,28.0,0.3,27,0.0,,,,7.02,84.0,0.0,0.0,0.0,5.0,1.8,570.0,43.0,2.0,,0.0,,0.0,423941.0
237,31,2011,3015.0,677.0,0.0,,0,,0.2,21,0.0,,,,5.46,84.0,0.0,0.0,,,1.8,569.0,41.0,1.0,,,,0.0,
238,31,2014,,,,,2,,,25,,,,,6.5,,0.52,,,,,,,,,,,,
239,31,2012,,,,,0,,,34,,,,,8.84,,0.0,,,,,,,,,,,,
240,32,2018,,220.0,,,0,,,4,,,,,4.61,0.0,0.0,0.0,,,2.5,0.0,,,,,,0.0,
241,32,2017,,220.0,,100.0,0,,0.0,0,,0.0,15.0,137.0,0.0,0.0,0.0,,0.0,,2.5,0.0,,0.0,969.0,0.0,72.0,,
242,32,2016,,220.0,,,0,,1.8,0,,,,,0.0,0.0,0.0,0.0,,,2.5,0.0,,4.0,,,,0.0,
243,32,2015,,220.0,,,0,,0.0,0,,,,,0.0,0.0,0.0,0.0,,,2.5,0.0,,0.0,,,,0.0,110727.0
244,32,2013,,220.0,,,0,,1.8,0,,,,,0.0,0.0,0.0,0.0,0.0,,2.5,0.0,,4.0,,0.0,,0.0,92033.0
245,32,2011,,220.0,,,0,,1.4,0,,,,,0.0,0.0,0.0,0.0,,,2.5,0.0,,3.0,,,,0.0,
246,32,2014,,,,,0,,,0,,,,,0.0,,0.0,,,,,,,,,,,,
247,32,2012,,,,,0,,,3,,,,,3.45,,0.0,,,,,,,,,,,,
248,33,2018,1908.0,628.0,2.0,,0,12.0,,0,47.62,,,,0.0,7.0,0.0,1.0,,29.0,2.4,42.0,36.0,,,,,0.16,
249,33,2017,1908.0,628.0,0.0,100.0,0,11.0,0.0,0,0.0,0.0,8.0,49.0,0.0,7.0,0.0,,0.0,26.0,2.4,42.0,35.0,0.0,1084.0,0.0,6.0,,
250,33,2016,1908.0,628.0,0.0,,0,11.0,0.0,1,0.0,,,,0.39,7.0,0.0,0.0,,26.0,2.4,42.0,34.0,0.0,,,,0.0,
251,33,2015,1908.0,628.0,0.0,,0,12.0,0.0,0,0.0,,,,0.0,7.0,0.0,0.0,,29.0,2.4,42.0,33.0,0.0,,,,0.0,
252,33,2013,2105.0,623.0,0.0,,4,14.0,0.0,3,0.0,,,,1.16,6.0,1.54,2.0,0.0,38.0,2.4,37.0,35.0,0.0,,0.0,,0.32,137708.0
253,33,2011,1736.0,612.0,0.0,,5,,0.0,0,0.0,,,,0.0,4.0,1.93,3.0,,,2.4,26.0,47.0,0.0,,,,0.49,
254,33,2014,,,,,0,,,0,,,,,0.0,,0.0,,,,,,,,,,,,
255,33,2012,,,,,6,,,0,,,,,0.0,,2.32,,,,,,,,,,,,
256,34,2018,1367.0,911.0,1.0,,124,239.0,,10,1.29,,,,1.08,85.0,13.36,7.0,,31.0,1.0,775.0,38.0,,,,,0.77,
257,34,2017,1323.0,835.0,2.0,100.0,202,247.0,0.0,5,2.86,0.0,15.0,363.0,0.54,84.0,21.76,,0.0,35.0,0.9,699.0,41.0,0.0,606.0,0.0,75.0,,
258,34,2016,1305.0,824.0,1.0,,9,248.0,2.4,10,1.46,,,,1.08,83.0,0.97,42.0,,36.0,0.9,685.0,41.0,20.0,,,,5.1,
259,34,2015,1300.0,813.0,0.0,,24,244.0,1.7,10,0.0,,,,1.08,83.0,2.59,25.0,,36.0,0.9,677.0,41.0,14.0,,,,3.08,82783.0
260,34,2013,1293.0,809.0,0.0,,7,238.0,2.1,8,0.0,,,,0.86,83.0,0.75,17.0,0.0,35.0,0.9,673.0,39.0,17.0,,0.0,,2.1,84784.0
261,34,2011,1268.0,789.0,0.0,,14,,2.8,10,0.0,,,,1.08,83.0,1.51,9.0,,,0.9,653.0,39.0,22.0,,,,1.14,
262,34,2014,,,,,8,,,12,,,,,1.29,,0.86,,,,,,,,,,,,
263,34,2012,,,,,15,,,7,,,,,0.75,,1.62,,,,,,,,,,,,
264,35,2018,2095.0,1023.0,3.0,,7,170.0,,24,3.16,,,,1.05,93.0,0.31,4.0,,18.0,0.5,948.0,26.0,,,,,0.39,
265,35,2017,2068.0,925.0,1.0,93.0,37,167.0,0.0,20,1.16,17.0,6.0,197.0,0.88,93.0,1.62,,0.0,19.0,0.4,864.0,25.0,0.0,936.0,0.0,79.0,,
266,35,2016,2130.0,892.0,0.0,,87,149.0,0.2,19,0.0,,,,0.83,90.0,3.82,4.0,,18.0,0.4,806.0,24.0,2.0,,,,0.45,
267,35,2015,1963.0,801.0,0.0,,40,155.0,2.0,37,0.0,,,,1.62,96.0,1.76,5.0,,20.0,0.4,765.0,26.0,16.0,,,,0.62,240167.0
268,35,2013,1909.0,752.0,1.0,,57,146.0,0.5,8,1.4,,,,0.35,95.0,2.5,7.0,0.0,20.0,0.3,716.0,26.0,4.0,,0.0,,0.93,238650.0
269,35,2011,1821.0,679.0,1.0,,23,,1.0,6,1.55,,,,0.26,95.0,1.01,3.0,,,0.3,647.0,27.0,7.0,,,,0.44,
270,35,2014,,,,,138,,,17,,,,,0.75,,6.06,,,,,,,,,,,,
271,35,2012,,,,,40,,,9,,,,,0.39,,1.76,,,,,,,,,,,,
272,36,2018,1946.0,1331.0,0.0,,0,108.0,,17,0.0,,,,2.86,60.0,0.0,1.0,,13.0,2.2,803.0,37.0,,,,,0.08,
273,36,2017,1943.0,1326.0,0.0,91.0,1,114.0,0.1,12,0.0,6.0,7.0,132.0,2.02,60.0,0.17,,0.0,14.0,2.2,798.0,36.0,1.0,1285.0,0.0,75.0,,
274,36,2016,1947.0,1232.0,0.0,,3,108.0,0.8,27,0.0,,,,4.55,64.0,0.51,3.0,,14.0,2.1,793.0,36.0,8.0,,,,0.24,
275,36,2015,1926.0,1231.0,1.0,,4,109.0,1.1,17,1.26,,,,2.86,64.0,0.67,5.0,,14.0,2.1,792.0,35.0,12.0,,,,0.41,169106.0
276,36,2013,1915.0,1051.0,0.0,,14,101.0,0.8,7,0.0,,,,1.18,74.0,2.36,2.0,0.0,13.0,1.8,782.0,33.0,8.0,,0.0,,0.19,176159.0
277,36,2011,1893.0,1030.0,0.0,,2,,0.4,19,0.0,,,,3.2,74.0,0.34,2.0,,,1.7,761.0,32.0,4.0,,,,0.19,
278,36,2014,,,,,5,,,10,,,,,1.68,,0.84,,,,,,,,,,,,
279,36,2012,,,,,272,,,12,,,,,2.02,,45.79,,,,,,,,,,,,
280,37,2018,1104.0,787.0,9.0,,33,292.0,,30,14.24,,,,12.33,80.0,13.57,7.0,,46.0,3.2,632.0,63.0,,,,,0.89,
281,37,2017,1085.0,776.0,6.0,86.0,137,324.0,0.0,41,9.68,6.0,8.0,105.0,16.86,80.0,56.33,,98.0,52.0,3.2,620.0,63.0,0.0,908.0,13.0,34.0,,
282,37,2016,1072.0,774.0,3.0,,6,335.0,0.0,30,4.85,,,,12.33,80.0,2.47,34.0,,54.0,3.2,619.0,63.0,0.0,,,,4.39,
283,37,2015,1055.0,779.0,2.0,,158,307.0,1.4,33,3.17,,,,13.57,81.0,65.02,63.0,,49.0,3.2,630.0,63.0,7.0,,,,8.09,125939.0
284,37,2013,1047.0,780.0,4.0,,9,374.0,0.8,17,6.28,,,,6.99,82.0,3.7,53.0,98.0,59.0,3.2,637.0,63.0,4.0,,13.0,,6.79,124848.0
285,37,2011,1045.0,790.0,2.0,,1,,1.6,14,3.09,,,,5.76,82.0,0.41,39.0,,,3.3,647.0,62.0,8.0,,,,4.94,
286,37,2014,,,,,3,,,23,,,,,9.46,,1.23,,,,,,,,,,,,
287,37,2012,,,,,3,,,16,,,,,6.58,,1.23,,,,,,,,,,,,
288,38,2018,2426.0,841.0,7.0,,1,106.0,,3,9.22,,,,0.16,90.0,0.05,2.0,,14.0,0.5,759.0,27.0,,,,,0.24,
289,38,2017,2426.0,841.0,0.0,100.0,0,103.0,0.0,7,0.0,0.0,3.0,673.0,0.37,90.0,0.0,,0.0,14.0,0.5,759.0,26.0,0.0,1930.0,0.0,89.0,,
290,38,2016,2427.0,841.0,0.0,,0,97.0,0.4,15,0.0,,,,0.8,90.0,0.0,4.0,,13.0,0.4,757.0,25.0,3.0,,,,0.48,
291,38,2015,2419.0,841.0,0.0,,0,102.0,0.7,12,0.0,,,,0.64,90.0,0.0,5.0,,13.0,0.5,759.0,24.0,6.0,,,,0.59,211665.0
292,38,2013,2414.0,842.0,0.0,,0,99.0,1.3,14,0.0,,,,0.74,90.0,0.0,3.0,0.0,13.0,0.5,760.0,22.0,11.0,,0.0,,0.36,196225.0
293,38,2011,2416.0,841.0,0.0,,0,,0.5,19,0.0,,,,1.01,90.0,0.0,0.0,,,0.5,759.0,20.0,4.0,,,,0.0,
294,38,2014,,,,,0,,,8,,,,,0.42,,0.0,,,,,,,,,,,,
295,38,2012,,,,,0,,,11,,,,,0.58,,0.0,,,,,,,,,,,,
296,39,2018,1931.0,992.0,0.0,,1,215.0,,14,0.0,,,,2.09,100.0,0.15,0.0,,22.0,1.5,992.0,27.0,,,,,0.0,
297,39,2017,1938.0,989.0,2.0,96.0,0,206.0,0.6,11,2.02,4.0,5.0,232.0,1.64,100.0,0.0,,0.0,21.0,1.5,989.0,26.0,6.0,828.0,0.0,75.0,,
298,39,2016,1934.0,965.0,1.0,,8,203.0,1.2,17,1.04,,,,2.54,100.0,1.2,2.0,,21.0,1.4,964.0,26.0,12.0,,,,0.21,
299,39,2015,1924.0,953.0,0.0,,21,184.0,1.7,19,0.0,,,,2.84,100.0,3.14,7.0,,19.0,1.4,953.0,25.0,16.0,,,,0.73,133277.0
300,39,2013,1919.0,941.0,0.0,,10,172.0,2.6,2,0.0,,,,0.3,100.0,1.49,9.0,0.0,18.0,1.4,941.0,24.0,24.0,,0.0,,0.96,123591.0
301,39,2011,1920.0,932.0,0.0,,7,,1.8,8,0.0,,,,1.2,100.0,1.05,4.0,,,1.4,932.0,22.0,17.0,,,,0.43,
302,39,2014,,,,,12,,,14,,,,,2.09,,1.79,,,,,,,,,,,,
303,39,2012,,,,,10,,,7,,,,,1.05,,1.49,,,,,,,,,,,,
304,40,2018,1435.0,1224.0,0.0,,0,216.0,,9,0.0,,,,2.59,51.0,0.0,11.0,,35.0,3.5,624.0,36.0,,,,,0.9,
305,40,2017,1423.0,1193.0,0.0,95.0,18,222.0,0.0,3,0.0,6.0,11.0,112.0,0.86,51.0,5.17,,0.0,36.0,3.4,609.0,36.0,0.0,998.0,0.0,39.0,,
306,40,2016,1426.0,1191.0,0.0,,18,219.0,0.9,8,0.0,,,,2.3,51.0,5.17,25.0,,36.0,3.4,607.0,35.0,8.0,,,,2.1,
307,40,2015,1422.0,1183.0,1.0,,7,196.0,3.3,7,1.66,,,,2.01,51.0,2.01,26.0,,33.0,3.4,603.0,35.0,28.0,,,,2.2,70364.0
308,40,2013,1421.0,1183.0,1.0,,0,210.0,2.8,6,1.66,,,,1.72,51.0,0.0,31.0,0.0,35.0,3.4,603.0,33.0,24.0,,0.0,,2.62,68846.0
309,40,2011,1420.0,1183.0,0.0,,0,,4.8,14,0.0,,,,4.02,51.0,0.0,12.0,,,3.4,603.0,31.0,41.0,,,,1.01,
310,40,2014,,,,,4,,,7,,,,,2.01,,1.15,,,,,,,,,,,,
311,40,2012,,,,,0,,,3,,,,,0.86,,0.0,,,,,,,,,,,,
312,41,2018,1682.0,774.0,0.0,,0,52.0,,13,0.0,,,,4.15,48.0,0.0,2.0,,14.0,2.5,374.0,40.0,,,,,0.26,
313,41,2017,1680.0,774.0,0.0,93.0,0,51.0,0.5,5,0.0,6.0,6.0,66.0,1.6,48.0,0.0,,0.0,14.0,2.5,374.0,39.0,4.0,978.0,0.0,68.0,,
314,41,2016,1677.0,773.0,0.0,,0,50.0,0.4,10,0.0,,,,3.19,48.0,0.0,3.0,,13.0,2.5,373.0,38.0,3.0,,,,0.39,
315,41,2015,1677.0,773.0,0.0,,1,47.0,0.8,6,0.0,,,,1.92,48.0,0.32,2.0,,13.0,2.5,373.0,37.0,6.0,,,,0.26,147653.0
316,41,2013,1678.0,773.0,1.0,,0,47.0,1.3,6,2.68,,,,1.92,48.0,0.0,7.0,0.0,13.0,2.5,373.0,35.0,10.0,,0.0,,0.91,97562.0
317,41,2011,1676.0,774.0,0.0,,0,,0.9,6,0.0,,,,1.92,48.0,0.0,2.0,,,2.5,374.0,33.0,7.0,,,,0.26,
318,41,2014,,,,,0,,,6,,,,,1.92,,0.0,,,,,,,,,,,,
319,41,2012,,,,,0,,,12,,,,,3.83,,0.0,,,,,,,,,,,,
320,42,2018,3252.0,1328.0,0.0,,0,12.0,,21,0.0,,,,5.96,26.0,0.0,3.0,,4.0,3.8,340.0,34.0,,,,,0.23,
321,42,2017,3249.0,1328.0,0.0,96.0,0,13.0,0.0,28,0.0,3.0,6.0,61.0,7.95,26.0,0.0,,19.0,4.0,3.8,340.0,33.0,0.0,1134.0,1.0,56.0,,
322,42,2016,3244.0,1328.0,0.0,,0,16.0,0.1,15,0.0,,,,4.26,26.0,0.0,1.0,,5.0,3.8,340.0,32.0,1.0,,,,0.08,
323,42,2015,3244.0,1328.0,0.0,,0,13.0,0.2,16,0.0,,,,4.54,26.0,0.0,1.0,,4.0,3.8,340.0,31.0,2.0,,,,0.08,474760.0
324,42,2013,3234.0,1328.0,0.0,,0,11.0,0.4,19,0.0,,,,5.39,26.0,0.0,0.0,19.0,3.0,3.8,340.0,29.0,4.0,,1.0,,0.0,265659.0
325,42,2011,3238.0,1327.0,0.0,,0,,0.1,12,0.0,,,,3.41,26.0,0.0,1.0,,,3.8,339.0,27.0,1.0,,,,0.08,
326,42,2014,,,,,0,,,14,,,,,3.97,,0.0,,,,,,,,,,,,
327,42,2012,,,,,0,,,17,,,,,4.83,,0.0,,,,,,,,,,,,
328,43,2018,3015.0,654.0,1.0,,0,23.0,,32,2.56,,,,8.94,60.0,0.0,0.0,,6.0,1.8,390.0,46.0,,,,,0.0,
329,43,2017,3003.0,654.0,2.0,91.0,1,29.0,0.0,30,5.13,5.0,7.0,177.0,8.38,60.0,0.28,,0.0,7.0,1.8,390.0,45.0,0.0,965.0,0.0,67.0,,
330,43,2016,2982.0,655.0,1.0,,1,29.0,0.0,11,2.56,,,,3.07,60.0,0.28,4.0,,7.0,1.8,391.0,44.0,0.0,,,,0.61,
331,43,2015,2972.0,654.0,0.0,,0,24.0,0.0,27,0.0,,,,7.54,60.0,0.0,2.0,,6.0,1.8,390.0,44.0,0.0,,,,0.31,429851.0
332,43,2013,2962.0,651.0,1.0,,7,26.0,1.0,12,2.58,,,,3.35,59.0,1.96,0.0,0.0,7.0,1.8,387.0,42.0,4.0,,0.0,,0.0,379645.0
333,43,2011,2949.0,641.0,0.0,,2,,0.2,17,0.0,,,,4.75,59.0,0.56,0.0,,,1.8,377.0,41.0,1.0,,,,0.0,
334,43,2014,,,,,4,,,32,,,,,8.94,,1.12,,,,,,,,,,,,
335,43,2012,,,,,12,,,20,,,,,5.59,,3.35,,,,,,,,,,,,
336,44,2018,4063.0,488.0,0.0,,1,16.0,,12,0.0,,,,5.38,37.0,0.45,1.0,,9.0,2.2,179.0,26.0,,,,,0.2,
337,44,2017,4144.0,479.0,0.0,100.0,4,12.0,0.0,9,0.0,0.0,23.0,60.0,4.03,35.0,1.79,,0.0,7.0,2.2,170.0,26.0,0.0,1138.0,0.0,22.0,,
338,44,2016,4270.0,473.0,1.0,,1,12.0,0.0,8,6.1,,,,3.59,35.0,0.45,0.0,,7.0,2.1,164.0,26.0,0.0,,,,0.0,
339,44,2015,4424.0,461.0,0.0,,3,11.0,0.0,3,0.0,,,,1.34,33.0,1.35,2.0,,7.0,2.1,152.0,25.0,0.0,,,,0.43,958400.0
340,44,2013,4427.0,455.0,0.0,,5,9.0,0.0,8,0.0,,,,3.59,32.0,2.24,0.0,0.0,6.0,2.0,146.0,25.0,0.0,,0.0,,0.0,726705.0
341,44,2011,4431.0,447.0,0.0,,5,,0.0,7,0.0,,,,3.14,31.0,2.24,0.0,,,2.0,138.0,24.0,0.0,,,,0.0,
342,44,2014,,,,,6,,,8,,,,,3.59,,2.69,,,,,,,,,,,,
343,44,2012,,,,,3,,,13,,,,,5.83,,1.35,,,,,,,,,,,,
344,45,2018,2825.0,1638.0,1.0,,37,213.0,,37,0.74,,,,3.83,83.0,3.83,0.0,,16.0,1.7,1354.0,10.0,,,,,0.0,
345,45,2017,2865.0,1283.0,0.0,95.0,531,185.0,0.1,25,0.0,5.0,4.0,116.0,2.59,94.0,55.02,,0.0,15.0,1.3,1207.0,10.0,1.0,1878.0,0.0,82.0,,
346,45,2016,2848.0,1180.0,0.0,,202,170.0,0.1,27,0.0,,,,2.8,94.0,20.93,0.0,,15.0,1.2,1111.0,10.0,1.0,,,,0.0,
347,45,2015,2836.0,1137.0,1.0,,375,148.0,0.8,15,0.92,,,,1.58,95.0,39.39,0.0,,14.0,1.2,1085.0,9.0,9.0,,,,0.0,231130.0
348,45,2013,2840.0,1106.0,0.0,,36,134.0,1.2,14,0.0,,,,1.47,95.0,3.78,0.0,0.0,13.0,1.2,1054.0,7.0,13.0,,0.0,,0.0,226602.0
349,45,2011,2793.0,987.0,0.0,,89,,1.7,14,0.0,,,,1.47,96.0,9.35,1.0,,,1.0,952.0,6.0,17.0,,,,0.1,
350,45,2014,,,,,34,,,17,,,,,1.79,,3.57,,,,,,,,,,,,
351,45,2012,,,,,78,,,10,,,,,1.05,,8.19,,,,,,,,,,,,
352,46,2018,1881.0,956.0,0.0,,0,74.0,,3,0.0,,,,1.05,43.0,0.0,1.0,,18.0,3.3,411.0,30.0,,,,,0.1,
353,46,2017,1881.0,956.0,0.0,88.0,0,74.0,0.0,3,0.0,7.0,6.0,104.0,1.05,43.0,0.0,,90.0,18.0,3.3,411.0,29.0,0.0,976.0,9.0,35.0,,
354,46,2016,1881.0,956.0,0.0,,0,73.0,1.2,2,0.0,,,,0.7,43.0,0.0,2.0,,18.0,3.3,411.0,28.0,5.0,,,,0.21,
355,46,2015,1875.0,956.0,0.0,,0,79.0,1.2,1,0.0,,,,0.35,43.0,0.0,1.0,,19.0,3.3,411.0,27.0,5.0,,,,0.1,124480.0
356,46,2013,1869.0,956.0,0.0,,0,68.0,1.7,3,0.0,,,,1.05,43.0,0.0,3.0,90.0,17.0,3.3,411.0,25.0,7.0,,9.0,,0.31,115042.0
357,46,2011,1867.0,957.0,0.0,,0,,2.2,5,0.0,,,,1.75,43.0,0.0,4.0,,,3.3,412.0,23.0,9.0,,,,0.42,
358,46,2014,,,,,0,,,7,,,,,2.44,,0.0,,,,,,,,,,,,
359,46,2012,,,,,0,,,4,,,,,1.4,,0.0,,,,,,,,,,,,
