,NPA,year,hispanic_latino_moe,asian_population_moe,age_of_residents_moe,youth_population,black_population_moe,white_population_moe,all_other_races,white_population,youth_population_moe,all_other_races_moe,hispanic_latino,vacant_land_area,age_of_residents,black_population,asian_population,vacant_land,older_adult_population,area,population_density,population,older_adult_population_moe
2298,389,2015,,,,,,,,,,,,12.54,,,,1.1,,1100.0,9.0,9359.0,
2299,389,2013,,,,,,,,,,,,13.0,,,,1.1,,1100.0,8.0,8826.0,
2300,389,2018,,,,,,,,,,,,13.0,,,,1.1,,,9.0,9742.0,
2301,389,2017,8.0,5.0,,22.0,5.0,4.0,2.0,32.0,3.0,2.0,29.0,13.0,36.0,26.0,11.0,1.1,15.0,,9.0,9371.0,2.0
2302,389,2016,,,,,,,,,,,,13.0,,,,1.1,,,9.0,9424.0,
2303,389,2011,,,,,,,,,,,,13.0,,,,1.2,,,,,
2304,390,2015,,,,,,,,,,,,16.12,,,,6.1,,267.0,6.0,1468.0,
2305,390,2013,,,,,,,,,,,,16.0,,,,6.1,,267.0,6.0,1475.0,
2306,390,2018,,,,,,,,,,,,16.0,,,,6.0,,,6.0,1537.0,
2307,390,2017,1.0,11.0,5.0,15.0,11.0,10.0,2.0,55.0,9.0,5.0,0.0,16.0,35.0,27.0,15.0,6.0,9.0,,6.0,1502.0,3.0
2308,390,2016,,,,,,,,,,,,16.0,,,,6.1,,,6.0,1480.0,
2309,390,2011,,,,,,,,,,,,16.0,,,,6.1,,,,,
2310,391,2015,,,,,,,,,,,,9.67,,,,1.7,,562.0,4.0,2348.0,
2311,391,2013,,,,,,,,,,,,10.0,,,,1.7,,562.0,4.0,2284.0,
2312,391,2018,,,,,,,,,,,,7.0,,,,1.3,,,4.0,2356.0,
2313,391,2017,5.0,1.0,,16.0,2.0,24.0,0.0,94.0,4.0,3.0,4.0,7.0,41.0,2.0,0.0,1.3,20.0,,4.0,2351.0,5.0
2314,391,2016,,,,,,,,,,,,7.0,,,,1.3,,,4.0,2350.0,
2315,391,2011,,,,,,,,,,,,10.0,,,,1.7,,,,,
2316,392,2015,,,,,,,,,,,,20.17,,,,1.4,,1467.0,7.0,10259.0,
2317,392,2013,,,,,,,,,,,,20.0,,,,1.4,,1467.0,7.0,10051.0,
2318,392,2018,,,,,,,,,,,,20.0,,,,1.4,,,7.0,10657.0,
2319,392,2017,1.0,1.0,,22.0,1.0,2.0,1.0,93.0,3.0,2.0,2.0,20.0,40.0,3.0,1.0,1.4,16.0,,7.0,10197.0,2.0
2320,392,2016,,,,,,,,,,,,20.0,,,,1.4,,,7.0,10154.0,
2321,392,2011,,,,,,,,,,,,20.0,,,,1.3,,,,,
2322,393,2015,,,,,,,,,,,,6.1,,,,0.6,,998.0,6.0,5788.0,
2323,393,2013,,,,,,,,,,,,6.0,,,,0.6,,998.0,6.0,5917.0,
2324,393,2018,,,,,,,,,,,,6.0,,,,0.6,,,5.0,5476.0,
2325,393,2017,5.0,6.0,,15.0,5.0,6.0,2.0,70.0,4.0,3.0,14.0,6.0,32.0,5.0,9.0,0.6,12.0,,5.0,5477.0,3.0
2326,393,2016,,,,,,,,,,,,6.0,,,,0.6,,,6.0,5518.0,
2327,393,2011,,,,,,,,,,,,6.0,,,,0.6,,,,,
2328,394,2015,,,,,,,,,,,,29.57,,,,7.5,,393.0,7.0,2935.0,
2329,394,2013,,,,,,,,,,,,30.0,,,,7.5,,393.0,7.0,2882.0,
2330,394,2018,,,,,,,,,,,,30.0,,,,7.5,,,7.0,2931.0,
2331,394,2017,5.0,1.0,,19.0,10.0,10.0,5.0,56.0,4.0,6.0,6.0,30.0,37.0,33.0,0.0,7.5,16.0,,7.0,2930.0,3.0
2332,394,2016,,,,,,,,,,,,30.0,,,,7.5,,,7.0,2942.0,
2333,394,2011,,,,,,,,,,,,30.0,,,,7.5,,,,,
2334,395,2015,,,,,,,,,,,,57.15,,,,9.1,,631.0,3.0,1580.0,
2335,395,2013,,,,,,,,,,,,57.0,,,,9.1,,631.0,2.0,1568.0,
2336,395,2018,,,,,,,,,,,,57.0,,,,9.1,,,4.0,2225.0,
2337,395,2017,7.0,2.0,6.0,11.0,7.0,3.0,0.0,84.0,4.0,3.0,7.0,57.0,57.0,7.0,1.0,9.1,32.0,,3.0,1583.0,5.0
2338,395,2016,,,,,,,,,,,,57.0,,,,9.1,,,3.0,1576.0,
2339,395,2011,,,,,,,,,,,,57.0,,,,9.1,,,,,
2340,396,2015,,,,,,,,,,,,1520.48,,,,33.8,,4494.0,1.0,2737.0,
2341,396,2013,,,,,,,,,,,,1520.0,,,,33.8,,4494.0,1.0,2670.0,
2342,396,2018,,,,,,,,,,,,1521.0,,,,33.8,,,1.0,3017.0,
2343,396,2017,6.0,1.0,3.0,22.0,4.0,6.0,2.0,81.0,4.0,3.0,9.0,1497.0,43.0,7.0,1.0,33.3,13.0,,1.0,2885.0,3.0
2344,396,2016,,,,,,,,,,,,1520.0,,,,33.8,,,1.0,2786.0,
2345,396,2011,,,,,,,,,,,,1520.0,,,,33.8,,,,,
2346,397,2015,,,,,,,,,,,,7.37,,,,4.9,,151.0,12.0,1846.0,
2347,397,2013,,,,,,,,,,,,7.0,,,,4.9,,151.0,10.0,1566.0,
2348,397,2018,,,,,,,,,,,,7.0,,,,4.9,,,13.0,1916.0,
2349,397,2017,7.0,5.0,7.0,15.0,10.0,16.0,0.0,80.0,10.0,3.0,7.0,7.0,37.0,8.0,5.0,4.9,5.0,,13.0,1916.0,3.0
2350,397,2016,,,,,,,,,,,,7.0,,,,4.9,,,13.0,1918.0,
2351,397,2011,,,,,,,,,,,,7.0,,,,4.9,,,,,
2352,398,2015,,,,,,,,,,,,49.53,,,,17.8,,279.0,2.0,643.0,
2353,398,2013,,,,,,,,,,,,50.0,,,,17.8,,279.0,2.0,588.0,
2354,398,2018,,,,,,,,,,,,50.0,,,,18.0,,,2.0,693.0,
2355,398,2017,10.0,2.0,12.0,16.0,16.0,18.0,0.0,75.0,9.0,7.0,9.0,50.0,36.0,14.0,2.0,18.0,20.0,,2.0,687.0,11.0
2356,398,2016,,,,,,,,,,,,50.0,,,,18.0,,,2.0,672.0,
2357,398,2011,,,,,,,,,,,,50.0,,,,18.0,,,,,
2358,399,2015,,,,,,,,,,,,150.93,,,,23.2,,653.0,3.0,2031.0,
2359,399,2013,,,,,,,,,,,,151.0,,,,23.2,,651.0,3.0,2021.0,
2360,399,2018,,,,,,,,,,,,150.0,,,,23.0,,,3.0,2146.0,
2361,399,2017,4.0,1.0,3.0,25.0,5.0,6.0,5.0,85.0,7.0,7.0,3.0,150.0,37.0,6.0,0.0,23.0,4.0,,3.0,2127.0,3.0
2362,399,2016,,,,,,,,,,,,150.0,,,,23.0,,,3.0,2072.0,
2363,399,2011,,,,,,,,,,,,150.0,,,,23.1,,,,,
2364,400,2015,,,,,,,,,,,,47.18,,,,7.1,,663.0,4.0,2528.0,
2365,400,2013,,,,,,,,,,,,47.0,,,,7.1,,663.0,4.0,2526.0,
2366,400,2018,,,,,,,,,,,,47.0,,,,7.1,,,4.0,2549.0,
2367,400,2017,2.0,3.0,3.0,25.0,3.0,6.0,2.0,90.0,5.0,5.0,2.0,47.0,44.0,2.0,4.0,7.1,14.0,,4.0,2534.0,3.0
2368,400,2016,,,,,,,,,,,,47.0,,,,7.1,,,4.0,2528.0,
2369,400,2011,,,,,,,,,,,,47.0,,,,7.1,,,,,
2370,401,2015,,,,,,,,,,,,54.6,,,,6.1,,901.0,2.0,2189.0,
2371,401,2013,,,,,,,,,,,,55.0,,,,6.1,,901.0,2.0,2184.0,
2372,401,2018,,,,,,,,,,,,55.0,,,,6.1,,,2.0,2189.0,
2373,401,2017,9.0,0.0,7.0,19.0,3.0,2.0,0.0,88.0,5.0,2.0,9.0,55.0,39.0,3.0,0.0,6.1,9.0,,2.0,2189.0,3.0
2374,401,2016,,,,,,,,,,,,55.0,,,,6.1,,,2.0,2192.0,
2375,401,2011,,,,,,,,,,,,55.0,,,,6.1,,,,,
2376,402,2015,,,,,,,,,,,,213.28,,,,21.7,,983.0,2.0,1584.0,
2377,402,2013,,,,,,,,,,,,213.0,,,,21.7,,983.0,2.0,1596.0,
2378,402,2018,,,,,,,,,,,,213.0,,,,21.7,,,2.0,1584.0,
2379,402,2017,3.0,4.0,6.0,23.0,3.0,7.0,3.0,89.0,7.0,6.0,3.0,211.0,52.0,3.0,2.0,21.5,28.0,,2.0,1584.0,5.0
2380,402,2016,,,,,,,,,,,,213.0,,,,21.7,,,2.0,1582.0,
2381,402,2011,,,,,,,,,,,,213.0,,,,21.7,,,,,
2382,403,2015,,,,,,,,,,,,475.21,,,,26.6,,1789.0,1.0,1927.0,
2383,403,2013,,,,,,,,,,,,467.0,,,,26.1,,1789.0,1.0,1741.0,
2384,403,2018,,,,,,,,,,,,475.0,,,,26.6,,,1.0,2112.0,
2385,403,2017,1.0,1.0,4.0,27.0,9.0,9.0,1.0,86.0,6.0,4.0,0.0,475.0,42.0,12.0,0.0,26.6,17.0,,1.0,2004.0,3.0
2386,403,2016,,,,,,,,,,,,475.0,,,,26.6,,,1.0,1964.0,
2387,403,2011,,,,,,,,,,,,467.0,,,,26.1,,,,,
2388,404,2015,,,,,,,,,,,,56.52,,,,13.8,,408.0,5.0,2069.0,
2389,404,2013,,,,,,,,,,,,57.0,,,,13.8,,408.0,5.0,2081.0,
2390,404,2018,,,,,,,,,,,,57.0,,,,13.8,,,5.0,2076.0,
2391,404,2017,12.0,3.0,12.0,22.0,14.0,11.0,6.0,61.0,10.0,8.0,12.0,57.0,33.0,19.0,3.0,13.8,21.0,,5.0,2079.0,9.0
2392,404,2016,,,,,,,,,,,,57.0,,,,13.8,,,5.0,2079.0,
2393,404,2011,,,,,,,,,,,,57.0,,,,13.8,,,,,
2394,405,2015,,,,,,,,,,,,54.2,,,,9.5,,573.0,6.0,3474.0,
2395,405,2013,,,,,,,,,,,,54.0,,,,9.5,,573.0,6.0,3460.0,
2396,405,2018,,,,,,,,,,,,54.0,,,,9.5,,,6.0,3495.0,
2397,405,2017,6.0,1.0,3.0,28.0,5.0,6.0,1.0,89.0,8.0,2.0,6.0,54.0,35.0,4.0,1.0,9.5,7.0,,6.0,3475.0,3.0
2398,405,2016,,,,,,,,,,,,54.0,,,,9.5,,,6.0,3471.0,
2399,405,2011,,,,,,,,,,,,54.0,,,,9.5,,,,,
2400,406,2015,,,,,,,,,,,,135.39,,,,9.8,,1378.0,2.0,2146.0,
2401,406,2013,,,,,,,,,,,,135.0,,,,9.8,,1379.0,1.0,2000.0,
2402,406,2018,,,,,,,,,,,,135.0,,,,9.8,,,2.0,2681.0,
2403,406,2017,1.0,7.0,6.0,13.0,7.0,7.0,1.0,83.0,5.0,3.0,1.0,135.0,51.0,9.0,7.0,9.8,27.0,,2.0,2323.0,5.0
2404,406,2016,,,,,,,,,,,,135.0,,,,9.8,,,2.0,2184.0,
2405,406,2011,,,,,,,,,,,,135.0,,,,9.8,,,,,
2406,407,2015,,,,,,,,,,,,316.42,,,,21.2,,1495.0,1.0,1869.0,
2407,407,2013,,,,,,,,,,,,316.0,,,,21.2,,1495.0,1.0,1844.0,
2408,407,2018,,,,,,,,,,,,316.0,,,,21.2,,,1.0,1953.0,
2409,407,2017,5.0,6.0,9.0,21.0,18.0,27.0,0.0,77.0,11.0,3.0,4.0,316.0,50.0,16.0,4.0,21.2,28.0,,1.0,1920.0,6.0
2410,407,2016,,,,,,,,,,,,316.0,,,,21.2,,,1.0,1893.0,
2411,407,2011,,,,,,,,,,,,316.0,,,,21.2,,,,,
2412,408,2015,,,,,,,,,,,,61.58,,,,5.5,,1111.0,2.0,2713.0,
2413,408,2013,,,,,,,,,,,,62.0,,,,5.5,,1111.0,2.0,2690.0,
2414,408,2018,,,,,,,,,,,,62.0,,,,5.5,,,2.0,2743.0,
2415,408,2017,1.0,1.0,8.0,19.0,4.0,7.0,10.0,79.0,6.0,11.0,1.0,62.0,50.0,9.0,2.0,5.5,27.0,,2.0,2730.0,6.0
2416,408,2016,,,,,,,,,,,,62.0,,,,5.5,,,2.0,2713.0,
2417,408,2011,,,,,,,,,,,,62.0,,,,5.5,,,,,
2418,409,2015,,,,,,,,,,,,108.22,,,,10.9,,919.0,3.0,2826.0,
2419,409,2013,,,,,,,,,,,,108.0,,,,10.9,,994.0,3.0,2772.0,
2420,409,2018,,,,,,,,,,,,108.0,,,,11.8,,,3.0,2892.0,
2421,409,2017,1.0,4.0,4.0,22.0,13.0,6.0,1.0,86.0,5.0,2.0,1.0,108.0,48.0,9.0,4.0,11.8,16.0,,3.0,2854.0,4.0
2422,409,2016,,,,,,,,,,,,108.0,,,,11.8,,,3.0,2832.0,
2423,409,2011,,,,,,,,,,,,108.0,,,,10.9,,,,,
2424,410,2015,,,,,,,,,,,,19.47,,,,7.4,,246.0,7.0,1718.0,
2425,410,2013,,,,,,,,,,,,19.0,,,,7.4,,263.0,7.0,1720.0,
2426,410,2018,,,,,,,,,,,,20.0,,,,7.9,,,7.0,1720.0,
2427,410,2017,1.0,1.0,9.0,8.0,1.0,5.0,1.0,97.0,6.0,4.0,1.0,20.0,57.0,1.0,0.0,7.9,29.0,,7.0,1718.0,11.0
2428,410,2016,,,,,,,,,,,,19.0,,,,7.9,,,7.0,1722.0,
2429,410,2011,,,,,,,,,,,,19.0,,,,7.4,,,,,
2430,411,2015,,,,,,,,,,,,132.28,,,,25.3,,523.0,3.0,1561.0,
2431,411,2013,,,,,,,,,,,,132.0,,,,25.3,,522.0,3.0,1546.0,
2432,411,2018,,,,,,,,,,,,135.0,,,,25.9,,,3.0,1571.0,
2433,411,2017,4.0,2.0,4.0,29.0,14.0,8.0,1.0,76.0,6.0,4.0,4.0,135.0,34.0,16.0,2.0,25.9,7.0,,3.0,1556.0,4.0
2434,411,2016,,,,,,,,,,,,135.0,,,,25.9,,,3.0,1559.0,
2435,411,2011,,,,,,,,,,,,135.0,,,,25.9,,,,,
2436,412,2015,,,,,,,,,,,,353.57,,,,17.5,,2017.0,0.0,667.0,
2437,412,2013,,,,,,,,,,,,354.0,,,,17.5,,2018.0,0.0,654.0,
2438,412,2018,,,,,,,,,,,,354.0,,,,17.5,,,0.0,699.0,
2439,412,2017,4.0,2.0,14.0,25.0,2.0,13.0,3.0,95.0,22.0,11.0,2.0,354.0,49.0,0.0,0.0,17.5,25.0,,0.0,675.0,9.0
2440,412,2016,,,,,,,,,,,,354.0,,,,17.5,,,0.0,675.0,
2441,412,2011,,,,,,,,,,,,354.0,,,,17.5,,,,,
2442,413,2015,,,,,,,,,,,,133.93,,,,11.3,,1183.0,3.0,3836.0,
2443,413,2013,,,,,,,,,,,,134.0,,,,11.3,,1183.0,3.0,3805.0,
2444,413,2018,,,,,,,,,,,,134.0,,,,11.3,,,3.0,3839.0,
2445,413,2017,0.0,1.0,3.0,34.0,6.0,7.0,5.0,87.0,6.0,4.0,0.0,134.0,38.0,7.0,1.0,11.3,9.0,,3.0,3839.0,3.0
2446,413,2016,,,,,,,,,,,,134.0,,,,11.3,,,3.0,3836.0,
2447,413,2011,,,,,,,,,,,,134.0,,,,11.3,,,,,
2448,416,2015,,,,,,,,,,,,9.56,,,,4.5,,212.0,8.0,1625.0,
2449,416,2013,,,,,,,,,,,,10.0,,,,4.5,,212.0,8.0,1625.0,
2450,416,2018,,,,,,,,,,,,10.0,,,,4.5,,,8.0,1625.0,
2451,416,2017,3.0,7.0,9.0,15.0,11.0,11.0,7.0,67.0,7.0,10.0,5.0,10.0,29.0,14.0,8.0,4.5,3.0,,8.0,1625.0,3.0
2452,416,2016,,,,,,,,,,,,10.0,,,,4.5,,,8.0,1625.0,
2453,416,2011,,,,,,,,,,,,10.0,,,,4.5,,,,,
2454,417,2015,,,,,,,,,,,,65.63,,,,9.6,,684.0,3.0,1980.0,
2455,417,2013,,,,,,,,,,,,66.0,,,,9.6,,684.0,3.0,1980.0,
2456,417,2018,,,,,,,,,,,,66.0,,,,9.6,,,4.0,2472.0,
2457,417,2017,4.0,3.0,3.0,30.0,8.0,9.0,11.0,64.0,8.0,11.0,7.0,66.0,37.0,17.0,3.0,9.6,12.0,,3.0,2388.0,4.0
2458,417,2016,,,,,,,,,,,,66.0,,,,9.6,,,3.0,2177.0,
2459,417,2011,,,,,,,,,,,,66.0,,,,9.6,,,,,
2460,418,2015,,,,,,,,,,,,158.05,,,,18.7,,849.0,4.0,3309.0,
2461,418,2013,,,,,,,,,,,,158.0,,,,18.7,,846.0,4.0,3309.0,
2462,418,2018,,,,,,,,,,,,158.0,,,,18.6,,,4.0,3309.0,
2463,418,2017,7.0,3.0,3.0,33.0,8.0,7.0,5.0,71.0,6.0,5.0,8.0,158.0,38.0,14.0,2.0,18.6,7.0,,4.0,3309.0,3.0
2464,418,2016,,,,,,,,,,,,158.0,,,,18.6,,,4.0,3309.0,
2465,418,2011,,,,,,,,,,,,158.0,,,,18.7,,,,,
2466,419,2015,,,,,,,,,,,,62.74,,,,11.1,,563.0,5.0,3097.0,
2467,419,2013,,,,,,,,,,,,63.0,,,,11.1,,566.0,5.0,3094.0,
2468,419,2018,,,,,,,,,,,,63.0,,,,11.1,,,6.0,3130.0,
2469,419,2017,2.0,1.0,5.0,33.0,4.0,6.0,1.0,94.0,6.0,2.0,2.0,63.0,39.0,3.0,1.0,11.1,7.0,,6.0,3097.0,3.0
2470,419,2016,,,,,,,,,,,,63.0,,,,11.1,,,5.0,3094.0,
2471,419,2011,,,,,,,,,,,,63.0,,,,11.1,,,,,
2472,420,2015,,,,,,,,,,,,29.05,,,,2.2,,1299.0,2.0,2721.0,
2473,420,2013,,,,,,,,,,,,29.0,,,,2.2,,1299.0,2.0,2644.0,
2474,420,2018,,,,,,,,,,,,29.0,,,,2.2,,,2.0,2750.0,
2475,420,2017,6.0,4.0,4.0,27.0,2.0,6.0,0.0,88.0,5.0,2.0,5.0,29.0,41.0,3.0,5.0,2.2,13.0,,2.0,2745.0,3.0
2476,420,2016,,,,,,,,,,,,29.0,,,,2.2,,,2.0,2740.0,
2477,420,2011,,,,,,,,,,,,29.0,,,,2.2,,,,,
2478,421,2015,,,,,,,,,,,,217.56,,,,30.1,,724.0,2.0,1607.0,
2479,421,2013,,,,,,,,,,,,218.0,,,,30.1,,724.0,2.0,1392.0,
2480,421,2018,,,,,,,,,,,,218.0,,,,30.1,,,3.0,1914.0,
2481,421,2017,3.0,5.0,2.0,28.0,5.0,10.0,1.0,83.0,5.0,4.0,3.0,218.0,35.0,6.0,8.0,30.1,9.0,,3.0,1819.0,3.0
2482,421,2016,,,,,,,,,,,,218.0,,,,30.1,,,2.0,1719.0,
2483,421,2011,,,,,,,,,,,,218.0,,,,30.1,,,,,
2484,422,2015,,,,,,,,,,,,919.38,,,,29.2,,3154.0,1.0,2133.0,
2485,422,2013,,,,,,,,,,,,919.0,,,,29.2,,3154.0,0.0,1520.0,
2486,422,2018,,,,,,,,,,,,919.0,,,,29.2,,,1.0,2725.0,
2487,422,2017,14.0,2.0,4.0,28.0,10.0,4.0,0.0,48.0,8.0,2.0,32.0,919.0,35.0,19.0,1.0,29.2,10.0,,1.0,2311.0,3.0
2488,422,2016,,,,,,,,,,,,919.0,,,,29.2,,,1.0,2133.0,
2489,422,2011,,,,,,,,,,,,919.0,,,,29.2,,,,,
2490,423,2015,,,,,,,,,,,,1107.05,,,,38.0,,2911.0,1.0,2075.0,
2491,423,2013,,,,,,,,,,,,1107.0,,,,38.0,,2911.0,1.0,2042.0,
2492,423,2018,,,,,,,,,,,,1107.0,,,,38.0,,,1.0,2575.0,
2493,423,2017,3.0,3.0,3.0,22.0,6.0,9.0,2.0,83.0,5.0,5.0,3.0,1107.0,41.0,10.0,3.0,38.0,11.0,,1.0,2339.0,4.0
2494,423,2016,,,,,,,,,,,,1107.0,,,,38.0,,,1.0,2158.0,
2495,423,2011,,,,,,,,,,,,1107.0,,,,38.0,,,,,
2496,424,2015,,,,,,,,,,,,117.42,,,,10.5,,1084.0,2.0,1689.0,
2497,424,2013,,,,,,,,,,,,117.0,,,,10.5,,1114.0,2.0,1690.0,
2498,424,2018,,,,,,,,,,,,117.0,,,,10.8,,,2.0,1716.0,
2499,424,2017,6.0,1.0,12.0,14.0,1.0,12.0,0.0,95.0,6.0,3.0,4.0,121.0,52.0,0.0,1.0,11.2,19.0,,2.0,1698.0,5.0
2500,424,2016,,,,,,,,,,,,117.0,,,,10.8,,,2.0,1694.0,
2501,424,2011,,,,,,,,,,,,126.0,,,,11.3,,,,,
2502,425,2015,,,,,,,,,,,,472.13,,,,29.7,,1592.0,1.0,1211.0,
2503,425,2013,,,,,,,,,,,,472.0,,,,29.7,,1592.0,1.0,1204.0,
2504,425,2018,,,,,,,,,,,,472.0,,,,29.7,,,1.0,1287.0,
2505,425,2017,3.0,3.0,4.0,25.0,10.0,7.0,6.0,78.0,6.0,7.0,3.0,471.0,47.0,9.0,4.0,29.6,17.0,,1.0,1272.0,6.0
2506,425,2016,,,,,,,,,,,,472.0,,,,29.7,,,1.0,1231.0,
2507,425,2011,,,,,,,,,,,,472.0,,,,29.7,,,,,
2508,426,2015,,,,,,,,,,,,22.49,,,,4.5,,499.0,4.0,2045.0,
2509,426,2013,,,,,,,,,,,,22.0,,,,4.5,,499.0,4.0,2047.0,
2510,426,2018,,,,,,,,,,,,23.0,,,,4.5,,,4.0,2047.0,
2511,426,2017,5.0,3.0,3.0,25.0,8.0,9.0,3.0,68.0,6.0,4.0,5.0,23.0,39.0,21.0,3.0,4.5,14.0,,4.0,2042.0,4.0
2512,426,2016,,,,,,,,,,,,22.0,,,,4.5,,,4.0,2045.0,
2513,426,2011,,,,,,,,,,,,22.0,,,,4.5,,,,,
2514,428,2015,,,,,,,,,,,,474.77,,,,34.0,,1398.0,1.0,1503.0,
2515,428,2013,,,,,,,,,,,,475.0,,,,34.0,,1398.0,1.0,1431.0,
2516,428,2018,,,,,,,,,,,,475.0,,,,34.0,,,1.0,1660.0,
2517,428,2017,25.0,4.0,12.0,30.0,4.0,6.0,4.0,63.0,10.0,5.0,26.0,475.0,40.0,2.0,5.0,34.0,14.0,,1.0,1601.0,4.0
2518,428,2016,,,,,,,,,,,,475.0,,,,34.0,,,1.0,1546.0,
2519,428,2011,,,,,,,,,,,,475.0,,,,34.0,,,,,
2520,430,2015,,,,,,,,,,,,307.82,,,,47.6,,646.0,5.0,2962.0,
2521,430,2013,,,,,,,,,,,,308.0,,,,47.6,,646.0,4.0,2821.0,
2522,430,2018,,,,,,,,,,,,308.0,,,,47.6,,,5.0,3337.0,
2523,430,2017,6.0,7.0,8.0,21.0,12.0,7.0,1.0,41.0,7.0,2.0,8.0,305.0,40.0,44.0,7.0,47.2,28.0,,5.0,3146.0,6.0
2524,430,2016,,,,,,,,,,,,308.0,,,,47.7,,,5.0,3066.0,
2525,430,2011,,,,,,,,,,,,308.0,,,,47.6,,,,,
2526,431,2015,,,,,,,,,,,,210.54,,,,29.2,,721.0,3.0,1834.0,
2527,431,2013,,,,,,,,,,,,211.0,,,,29.2,,721.0,3.0,1812.0,
2528,431,2018,,,,,,,,,,,,211.0,,,,29.2,,,3.0,1919.0,
2529,431,2017,10.0,1.0,10.0,20.0,13.0,12.0,7.0,62.0,8.0,8.0,14.0,211.0,36.0,18.0,0.0,29.2,10.0,,3.0,1875.0,4.0
2530,431,2016,,,,,,,,,,,,211.0,,,,29.2,,,3.0,1852.0,
2531,431,2011,,,,,,,,,,,,211.0,,,,29.2,,,,,
2532,432,2015,,,,,,,,,,,,404.31,,,,30.6,,1322.0,2.0,2607.0,
2533,432,2013,,,,,,,,,,,,404.0,,,,30.6,,1322.0,2.0,2558.0,
2534,432,2018,,,,,,,,,,,,404.0,,,,30.6,,,2.0,2667.0,
2535,432,2017,2.0,2.0,3.0,24.0,1.0,4.0,3.0,89.0,3.0,3.0,3.0,404.0,45.0,1.0,3.0,30.5,11.0,,2.0,2667.0,2.0
2536,432,2016,,,,,,,,,,,,404.0,,,,30.6,,,2.0,2650.0,
2537,432,2011,,,,,,,,,,,,404.0,,,,30.6,,,,,
2538,433,2015,,,,,,,,,,,,47.35,,,,19.9,,238.0,4.0,1004.0,
2539,433,2013,,,,,,,,,,,,47.0,,,,19.9,,238.0,4.0,1004.0,
2540,433,2018,,,,,,,,,,,,47.0,,,,19.8,,,4.0,1011.0,
2541,433,2017,1.0,5.0,3.0,16.0,5.0,11.0,6.0,83.0,7.0,10.0,1.0,47.0,48.0,4.0,6.0,19.8,10.0,,4.0,1011.0,4.0
2542,433,2016,,,,,,,,,,,,47.0,,,,19.9,,,4.0,1007.0,
2543,433,2011,,,,,,,,,,,,47.0,,,,19.9,,,,,
2544,434,2015,,,,,,,,,,,,1041.19,,,,27.8,,3751.0,1.0,3191.0,
2545,434,2013,,,,,,,,,,,,1041.0,,,,27.8,,3750.0,1.0,2845.0,
2546,434,2018,,,,,,,,,,,,1032.0,,,,27.5,,,1.0,3614.0,
2547,434,2017,1.0,4.0,4.0,28.0,12.0,13.0,3.0,71.0,7.0,5.0,1.0,1029.0,45.0,20.0,6.0,27.4,13.0,,1.0,3434.0,4.0
2548,434,2016,,,,,,,,,,,,1032.0,,,,27.5,,,1.0,3302.0,
2549,434,2011,,,,,,,,,,,,1041.0,,,,27.8,,,,,
2550,435,2015,,,,,,,,,,,,108.45,,,,22.6,,479.0,1.0,607.0,
2551,435,2013,,,,,,,,,,,,108.0,,,,22.6,,479.0,1.0,568.0,
2552,435,2018,,,,,,,,,,,,109.0,,,,22.6,,,1.0,637.0,
2553,435,2017,15.0,2.0,5.0,4.0,2.0,55.0,0.0,89.0,6.0,9.0,11.0,109.0,59.0,0.0,0.0,22.6,34.0,,1.0,634.0,12.0
2554,435,2016,,,,,,,,,,,,108.0,,,,22.6,,,1.0,628.0,
2555,435,2011,,,,,,,,,,,,108.0,,,,22.6,,,,,
2556,436,2015,,,,,,,,,,,,12.07,,,,3.0,,401.0,4.0,1602.0,
2557,436,2013,,,,,,,,,,,,12.0,,,,3.0,,401.0,4.0,1598.0,
2558,436,2018,,,,,,,,,,,,12.0,,,,3.0,,,4.0,1611.0,
2559,436,2017,19.0,7.0,8.0,32.0,21.0,11.0,3.0,41.0,6.0,5.0,26.0,12.0,36.0,26.0,5.0,3.0,12.0,,4.0,1612.0,3.0
2560,436,2016,,,,,,,,,,,,12.0,,,,3.0,,,4.0,1609.0,
2561,436,2011,,,,,,,,,,,,12.0,,,,3.0,,,,,
2562,437,2015,,,,,,,,,,,,1755.04,,,,49.9,,3527.0,1.0,2951.0,
2563,437,2013,,,,,,,,,,,,1755.0,,,,49.9,,3514.0,1.0,2473.0,
2564,437,2018,,,,,,,,,,,,1755.0,,,,49.8,,,1.0,3803.0,
2565,437,2017,3.0,2.0,2.0,33.0,8.0,8.0,1.0,72.0,6.0,3.0,5.0,1755.0,34.0,19.0,2.0,49.8,13.0,,1.0,3311.0,4.0
2566,437,2016,,,,,,,,,,,,1755.0,,,,49.8,,,1.0,3151.0,
2567,437,2011,,,,,,,,,,,,1755.0,,,,49.9,,,,,
2568,438,2015,,,,,,,,,,,,887.84,,,,41.1,,2159.0,1.0,1957.0,
2569,438,2013,,,,,,,,,,,,888.0,,,,41.1,,2159.0,1.0,1245.0,
2570,438,2018,,,,,,,,,,,,888.0,,,,41.1,,,2.0,3329.0,
2571,438,2017,2.0,2.0,4.0,24.0,7.0,6.0,1.0,86.0,5.0,4.0,3.0,888.0,42.0,8.0,2.0,41.1,19.0,,1.0,2685.0,4.0
2572,438,2016,,,,,,,,,,,,888.0,,,,41.1,,,1.0,2230.0,
2573,438,2011,,,,,,,,,,,,888.0,,,,41.1,,,,,
2574,442,2015,,,,,,,,,,,,59.81,,,,12.9,,463.0,4.0,2017.0,
