,NPA,year,hispanic_latino_moe,asian_population_moe,age_of_residents_moe,youth_population,black_population_moe,white_population_moe,all_other_races,white_population,youth_population_moe,all_other_races_moe,hispanic_latino,vacant_land_area,age_of_residents,black_population,asian_population,vacant_land,older_adult_population,area,population_density,population,older_adult_population_moe
0,2,2015,,,,,,,,,,,,17.66,,,,4.3,,411.0,5.0,2216.0,
1,2,2013,,,,,,,,,,,,18.0,,,,4.3,,411.0,5.0,2167.0,
2,2,2018,,,,,,,,,,,,18.0,,,,4.3,,,5.0,2243.0,
3,2,2017,10.0,1.0,,18.0,10.0,14.0,3.0,54.0,6.0,5.0,15.0,18.0,33.0,28.0,1.0,4.3,6.0,,5.0,2241.0,2.0
4,2,2016,,,,,,,,,,,,18.0,,,,4.3,,,5.0,2240.0,
5,2,2011,,,,,,,,,,,,18.0,,,,4.3,,,,,
6,3,2015,,,,,,,,,,,,29.05,,,,2.5,,1156.0,7.0,7938.0,
7,3,2013,,,,,,,,,,,,33.0,,,,2.8,,1156.0,7.0,7810.0,
8,3,2018,,,,,,,,,,,,27.0,,,,2.4,,,8.0,9758.0,
9,3,2017,1.0,2.0,,14.0,2.0,4.0,4.0,84.0,3.0,3.0,2.0,27.0,36.0,7.0,3.0,2.4,9.0,,8.0,8816.0,2.0
10,3,2016,,,,,,,,,,,,27.0,,,,2.4,,,7.0,7986.0,
11,3,2011,,,,,,,,,,,,36.0,,,,3.2,,,,,
12,4,2015,,,,,,,,,,,,16.65,,,,5.1,,329.0,3.0,1078.0,
13,4,2013,,,,,,,,,,,,17.0,,,,5.1,,329.0,3.0,1065.0,
14,4,2018,,,,,,,,,,,,14.0,,,,4.3,,,3.0,1120.0,
15,4,2017,1.0,6.0,7.0,26.0,1.0,7.0,0.0,95.0,7.0,5.0,0.0,14.0,48.0,0.0,5.0,4.3,19.0,,3.0,1089.0,5.0
16,4,2016,,,,,,,,,,,,14.0,,,,4.3,,,3.0,1080.0,
17,4,2011,,,,,,,,,,,,17.0,,,,5.1,,,,,
18,5,2015,,,,,,,,,,,,35.72,,,,21.4,,167.0,4.0,745.0,
19,5,2013,,,,,,,,,,,,36.0,,,,21.4,,167.0,5.0,763.0,
20,5,2018,,,,,,,,,,,,36.0,,,,21.4,,,5.0,772.0,
21,5,2017,2.0,2.0,11.0,38.0,14.0,5.0,0.0,7.0,10.0,6.0,0.0,36.0,30.0,92.0,2.0,21.4,6.0,,5.0,790.0,6.0
22,5,2016,,,,,,,,,,,,36.0,,,,21.4,,,5.0,790.0,
23,5,2011,,,,,,,,,,,,36.0,,,,21.4,,,,,
24,6,2015,,,,,,,,,,,,31.0,,,,7.7,,403.0,4.0,1724.0,
25,6,2013,,,,,,,,,,,,31.0,,,,7.7,,403.0,4.0,1775.0,
26,6,2018,,,,,,,,,,,,31.0,,,,7.7,,,5.0,1839.0,
27,6,2017,4.0,1.0,,20.0,16.0,8.0,1.0,17.0,6.0,5.0,4.0,31.0,44.0,77.0,1.0,7.7,9.0,,5.0,1871.0,4.0
28,6,2016,,,,,,,,,,,,31.0,,,,7.7,,,5.0,1853.0,
29,6,2011,,,,,,,,,,,,31.0,,,,7.7,,,,,
30,7,2015,,,,,,,,,,,,12.06,,,,2.2,,548.0,2.0,1310.0,
31,7,2013,,,,,,,,,,,,12.0,,,,2.2,,548.0,2.0,1293.0,
32,7,2018,,,,,,,,,,,,10.0,,,,1.8,,,2.0,1330.0,
33,7,2017,4.0,1.0,3.0,32.0,1.0,5.0,0.0,97.0,7.0,4.0,3.0,10.0,47.0,0.0,0.0,1.8,11.0,,2.0,1325.0,4.0
34,7,2016,,,,,,,,,,,,10.0,,,,1.8,,,2.0,1308.0,
35,7,2011,,,,,,,,,,,,13.0,,,,2.3,,,,,
36,8,2015,,,,,,,,,,,,13.88,,,,2.3,,597.0,3.0,1850.0,
37,8,2013,,,,,,,,,,,,14.0,,,,2.3,,597.0,3.0,1515.0,
38,8,2018,,,,,,,,,,,,12.0,,,,2.0,,,3.0,1926.0,
39,8,2017,11.0,10.0,9.0,15.0,4.0,13.0,0.0,78.0,6.0,3.0,5.0,12.0,36.0,8.0,9.0,2.0,21.0,,3.0,1846.0,7.0
40,8,2016,,,,,,,,,,,,12.0,,,,2.0,,,3.0,1858.0,
41,8,2011,,,,,,,,,,,,14.0,,,,2.4,,,,,
42,9,2015,,,,,,,,,,,,2.97,,,,3.2,,94.0,6.0,607.0,
43,9,2013,,,,,,,,,,,,3.0,,,,3.2,,94.0,6.0,583.0,
44,9,2018,,,,,,,,,,,,3.0,,,,3.2,,,7.0,622.0,
45,9,2017,9.0,9.0,6.0,12.0,4.0,13.0,1.0,77.0,7.0,8.0,9.0,3.0,28.0,8.0,5.0,3.2,8.0,,6.0,602.0,6.0
46,9,2016,,,,,,,,,,,,3.0,,,,3.2,,,7.0,620.0,
47,9,2011,,,,,,,,,,,,3.0,,,,3.2,,,,,
48,10,2015,,,,,,,,,,,,16.19,,,,2.9,,551.0,7.0,3735.0,
49,10,2013,,,,,,,,,,,,16.0,,,,2.9,,551.0,6.0,3561.0,
50,10,2018,,,,,,,,,,,,16.0,,,,2.9,,,7.0,3814.0,
51,10,2017,5.0,2.0,,13.0,10.0,5.0,5.0,39.0,4.0,5.0,9.0,16.0,39.0,44.0,4.0,2.9,16.0,,7.0,3788.0,4.0
52,10,2016,,,,,,,,,,,,16.0,,,,2.9,,,7.0,3785.0,
53,10,2011,,,,,,,,,,,,16.0,,,,2.9,,,,,
54,11,2015,,,,,,,,,,,,19.19,,,,3.8,,510.0,5.0,2623.0,
55,11,2013,,,,,,,,,,,,19.0,,,,3.8,,510.0,5.0,2563.0,
56,11,2018,,,,,,,,,,,,19.0,,,,3.8,,,5.0,2695.0,
57,11,2017,2.0,1.0,,25.0,1.0,4.0,2.0,96.0,6.0,4.0,1.0,19.0,35.0,1.0,0.0,3.8,8.0,,5.0,2651.0,3.0
58,11,2016,,,,,,,,,,,,19.0,,,,3.8,,,5.0,2642.0,
59,11,2011,,,,,,,,,,,,19.0,,,,3.8,,,,,
60,12,2015,,,,,,,,,,,,1.89,,,,1.2,,159.0,17.0,2677.0,
61,12,2013,,,,,,,,,,,,2.0,,,,1.2,,159.0,17.0,2636.0,
62,12,2018,,,,,,,,,,,,2.0,,,,1.2,,,17.0,2739.0,
63,12,2017,11.0,7.0,,34.0,10.0,3.0,4.0,13.0,3.0,5.0,37.0,2.0,74.0,40.0,6.0,1.2,4.0,,17.0,2731.0,2.0
64,12,2016,,,,,,,,,,,,2.0,,,,1.2,,,17.0,2723.0,
65,12,2011,,,,,,,,,,,,2.0,,,,1.2,,,,,
66,13,2015,,,,,,,,,,,,5.93,,,,1.3,,457.0,8.0,3583.0,
67,13,2013,,,,,,,,,,,,6.0,,,,1.3,,457.0,8.0,3551.0,
68,13,2018,,,,,,,,,,,,6.0,,,,1.3,,,8.0,3559.0,
69,13,2017,11.0,10.0,,14.0,9.0,1.0,2.0,47.0,5.0,4.0,23.0,6.0,35.0,18.0,10.0,1.3,10.0,,8.0,3599.0,4.0
70,13,2016,,,,,,,,,,,,6.0,,,,1.3,,,8.0,3590.0,
71,13,2011,,,,,,,,,,,,7.0,,,,1.6,,,,,
72,14,2015,,,,,,,,,,,,26.61,,,,6.1,,436.0,9.0,3784.0,
73,14,2013,,,,,,,,,,,,27.0,,,,6.1,,436.0,9.0,3741.0,
74,14,2018,,,,,,,,,,,,27.0,,,,6.1,,,9.0,3761.0,
75,14,2017,1.0,8.0,,15.0,12.0,9.0,6.0,30.0,6.0,10.0,0.0,27.0,33.0,49.0,15.0,6.1,6.0,,9.0,3769.0,3.0
76,14,2016,,,,,,,,,,,,27.0,,,,6.1,,,9.0,3779.0,
77,14,2011,,,,,,,,,,,,27.0,,,,6.1,,,,,
78,15,2015,,,,,,,,,,,,29.21,,,,4.2,,690.0,3.0,2141.0,
79,15,2013,,,,,,,,,,,,25.0,,,,3.6,,690.0,3.0,2064.0,
80,15,2018,,,,,,,,,,,,29.0,,,,4.2,,,3.0,2185.0,
81,15,2017,5.0,8.0,,24.0,8.0,16.0,0.0,81.0,5.0,3.0,3.0,29.0,50.0,8.0,8.0,4.2,25.0,,3.0,2179.0,5.0
82,15,2016,,,,,,,,,,,,29.0,,,,4.2,,,3.0,2154.0,
83,15,2011,,,,,,,,,,,,25.0,,,,3.6,,,,,
84,16,2015,,,,,,,,,,,,15.09,,,,2.1,,724.0,7.0,4750.0,
85,16,2013,,,,,,,,,,,,15.0,,,,2.1,,725.0,6.0,4647.0,
86,16,2018,,,,,,,,,,,,15.0,,,,2.1,,,7.0,4739.0,
87,16,2017,8.0,0.0,,26.0,8.0,4.0,4.0,31.0,4.0,4.0,20.0,15.0,31.0,45.0,0.0,2.1,11.0,,7.0,4757.0,2.0
88,16,2016,,,,,,,,,,,,15.0,,,,2.1,,,7.0,4759.0,
89,16,2011,,,,,,,,,,,,15.0,,,,2.1,,,,,
90,17,2015,,,,,,,,,,,,7.78,,,,1.7,,454.0,7.0,3387.0,
91,17,2013,,,,,,,,,,,,8.0,,,,1.7,,454.0,7.0,3362.0,
92,17,2018,,,,,,,,,,,,10.0,,,,2.2,,,7.0,3392.0,
93,17,2017,7.0,7.0,,22.0,7.0,3.0,1.0,6.0,5.0,3.0,11.0,10.0,39.0,72.0,10.0,2.2,15.0,,7.0,3372.0,3.0
94,17,2016,,,,,,,,,,,,10.0,,,,2.2,,,7.0,3375.0,
95,17,2011,,,,,,,,,,,,8.0,,,,1.7,,,,,
96,18,2015,,,,,,,,,,,,55.08,,,,9.0,,615.0,6.0,3433.0,
97,18,2013,,,,,,,,,,,,55.0,,,,9.0,,615.0,5.0,3234.0,
98,18,2018,,,,,,,,,,,,49.0,,,,8.0,,,5.0,3372.0,
99,18,2017,2.0,3.0,,23.0,4.0,9.0,3.0,88.0,4.0,4.0,2.0,49.0,38.0,4.0,3.0,8.0,11.0,,5.0,3281.0,4.0
100,18,2016,,,,,,,,,,,,49.0,,,,8.0,,,5.0,3361.0,
101,18,2011,,,,,,,,,,,,55.0,,,,9.0,,,,,
102,19,2015,,,,,,,,,,,,21.64,,,,2.6,,838.0,4.0,3654.0,
103,19,2013,,,,,,,,,,,,24.0,,,,2.9,,838.0,4.0,3596.0,
104,19,2018,,,,,,,,,,,,22.0,,,,2.6,,,4.0,3654.0,
105,19,2017,8.0,1.0,,17.0,2.0,14.0,1.0,87.0,4.0,2.0,9.0,22.0,45.0,2.0,1.0,2.6,21.0,,4.0,3658.0,3.0
106,19,2016,,,,,,,,,,,,22.0,,,,2.6,,,4.0,3658.0,
107,19,2011,,,,,,,,,,,,24.0,,,,2.9,,,,,
108,20,2015,,,,,,,,,,,,16.83,,,,4.2,,399.0,8.0,3145.0,
109,20,2013,,,,,,,,,,,,16.0,,,,4.0,,399.0,8.0,3145.0,
110,20,2018,,,,,,,,,,,,17.0,,,,4.2,,,8.0,3146.0,
111,20,2017,9.0,5.0,,22.0,11.0,4.0,4.0,66.0,6.0,6.0,10.0,16.0,37.0,13.0,6.0,4.0,19.0,,8.0,3146.0,4.0
112,20,2016,,,,,,,,,,,,16.0,,,,4.0,,,8.0,3145.0,
113,20,2011,,,,,,,,,,,,16.0,,,,4.0,,,,,
114,21,2015,,,,,,,,,,,,88.3,,,,9.7,,912.0,3.0,2984.0,
115,21,2013,,,,,,,,,,,,83.0,,,,9.1,,912.0,3.0,2890.0,
116,21,2018,,,,,,,,,,,,88.0,,,,9.7,,,3.0,2976.0,
117,21,2017,10.0,2.0,3.0,35.0,12.0,3.0,2.0,9.0,7.0,4.0,26.0,74.0,30.0,61.0,1.0,8.1,5.0,,3.0,3009.0,2.0
118,21,2016,,,,,,,,,,,,74.0,,,,8.1,,,3.0,3005.0,
119,21,2011,,,,,,,,,,,,83.0,,,,9.1,,,,,
120,22,2015,,,,,,,,,,,,26.93,,,,8.6,,314.0,3.0,961.0,
121,22,2013,,,,,,,,,,,,37.0,,,,11.7,,314.0,3.0,897.0,
122,22,2018,,,,,,,,,,,,27.0,,,,8.6,,,4.0,1328.0,
123,22,2017,2.0,2.0,3.0,11.0,12.0,8.0,1.0,40.0,4.0,5.0,3.0,27.0,32.0,53.0,2.0,8.6,6.0,,4.0,1345.0,4.0
124,22,2016,,,,,,,,,,,,27.0,,,,8.6,,,3.0,984.0,
125,22,2011,,,,,,,,,,,,37.0,,,,11.7,,,,,
126,23,2015,,,,,,,,,,,,40.68,,,,14.5,,281.0,4.0,1112.0,
127,23,2013,,,,,,,,,,,,41.0,,,,14.5,,281.0,4.0,1081.0,
128,23,2018,,,,,,,,,,,,41.0,,,,14.5,,,4.0,1116.0,
129,23,2017,10.0,11.0,23.0,19.0,8.0,12.0,8.0,31.0,10.0,14.0,9.0,41.0,33.0,42.0,9.0,14.5,18.0,,4.0,1111.0,8.0
130,23,2016,,,,,,,,,,,,41.0,,,,14.5,,,4.0,1113.0,
131,23,2011,,,,,,,,,,,,41.0,,,,14.5,,,,,
132,24,2015,,,,,,,,,,,,6.23,,,,3.5,,180.0,6.0,1129.0,
133,24,2013,,,,,,,,,,,,6.0,,,,3.5,,180.0,7.0,1201.0,
134,24,2018,,,,,,,,,,,,6.0,,,,3.4,,,6.0,1056.0,
135,24,2017,18.0,3.0,1.0,35.0,4.0,11.0,0.0,45.0,9.0,4.0,49.0,6.0,25.0,3.0,2.0,3.4,10.0,,6.0,1129.0,4.0
136,24,2016,,,,,,,,,,,,6.0,,,,3.5,,,6.0,1125.0,
137,24,2011,,,,,,,,,,,,6.0,,,,3.5,,,,,
138,25,2015,,,,,,,,,,,,29.46,,,,4.5,,653.0,5.0,2958.0,
139,25,2013,,,,,,,,,,,,29.0,,,,4.5,,653.0,5.0,2958.0,
140,25,2018,,,,,,,,,,,,30.0,,,,4.5,,,5.0,3027.0,
141,25,2017,5.0,3.0,3.0,25.0,5.0,6.0,2.0,83.0,5.0,3.0,5.0,30.0,42.0,6.0,4.0,4.5,12.0,,5.0,2998.0,3.0
142,25,2016,,,,,,,,,,,,29.0,,,,4.5,,,5.0,2974.0,
143,25,2011,,,,,,,,,,,,20.0,,,,3.0,,,,,
144,26,2015,,,,,,,,,,,,246.16,,,,21.8,,1129.0,3.0,3096.0,
145,26,2013,,,,,,,,,,,,246.0,,,,21.8,,1128.0,3.0,3088.0,
146,26,2018,,,,,,,,,,,,246.0,,,,21.8,,,3.0,3131.0,
147,26,2017,6.0,1.0,5.0,23.0,8.0,9.0,6.0,58.0,5.0,6.0,9.0,244.0,39.0,25.0,1.0,21.6,10.0,,3.0,3096.0,3.0
148,26,2016,,,,,,,,,,,,246.0,,,,21.8,,,3.0,3094.0,
149,26,2011,,,,,,,,,,,,246.0,,,,21.8,,,,,
150,27,2015,,,,,,,,,,,,20.55,,,,6.4,,321.0,8.0,2719.0,
151,27,2013,,,,,,,,,,,,21.0,,,,6.5,,321.0,8.0,2719.0,
152,27,2018,,,,,,,,,,,,21.0,,,,6.4,,,8.0,2724.0,
153,27,2017,15.0,5.0,7.0,20.0,11.0,2.0,6.0,32.0,6.0,8.0,30.0,21.0,37.0,23.0,8.0,6.4,12.0,,8.0,2721.0,3.0
154,27,2016,,,,,,,,,,,,21.0,,,,6.4,,,8.0,2716.0,
155,27,2011,,,,,,,,,,,,21.0,,,,6.5,,,,,
156,28,2015,,,,,,,,,,,,2.35,,,,1.2,,194.0,6.0,1197.0,
157,28,2013,,,,,,,,,,,,2.0,,,,1.2,,194.0,6.0,1176.0,
158,28,2018,,,,,,,,,,,,0.0,,,,0.2,,,6.0,1204.0,
159,28,2017,1.0,1.0,9.0,21.0,1.0,5.0,1.0,99.0,11.0,6.0,0.0,0.0,49.0,0.0,0.0,0.2,24.0,,6.0,1170.0,7.0
160,28,2016,,,,,,,,,,,,0.0,,,,0.2,,,6.0,1173.0,
161,28,2011,,,,,,,,,,,,2.0,,,,1.2,,,,,
162,29,2015,,,,,,,,,,,,12.94,,,,3.2,,408.0,3.0,1237.0,
163,29,2013,,,,,,,,,,,,13.0,,,,3.2,,408.0,3.0,1240.0,
164,29,2018,,,,,,,,,,,,13.0,,,,3.2,,,3.0,1240.0,
165,29,2017,18.0,5.0,4.0,21.0,1.0,11.0,2.0,78.0,5.0,5.0,14.0,13.0,43.0,1.0,5.0,3.2,20.0,,3.0,1237.0,6.0
166,29,2016,,,,,,,,,,,,13.0,,,,3.2,,,3.0,1237.0,
167,29,2011,,,,,,,,,,,,13.0,,,,3.2,,,,,
168,30,2015,,,,,,,,,,,,17.15,,,,3.6,,477.0,4.0,2091.0,
169,30,2013,,,,,,,,,,,,17.0,,,,3.6,,477.0,3.0,1235.0,
170,30,2018,,,,,,,,,,,,17.0,,,,3.6,,,6.0,2707.0,
171,30,2017,1.0,1.0,2.0,39.0,9.0,7.0,0.0,19.0,10.0,3.0,1.0,17.0,25.0,80.0,0.0,3.6,1.0,,6.0,2695.0,2.0
172,30,2016,,,,,,,,,,,,17.0,,,,3.6,,,5.0,2420.0,
173,30,2011,,,,,,,,,,,,35.0,,,,7.4,,,,,
174,31,2015,,,,,,,,,,,,6.46,,,,1.7,,385.0,4.0,1666.0,
175,31,2013,,,,,,,,,,,,6.0,,,,1.7,,385.0,4.0,1650.0,
176,31,2018,,,,,,,,,,,,4.0,,,,1.1,,,4.0,1705.0,
177,31,2017,1.0,4.0,3.0,19.0,12.0,17.0,0.0,84.0,4.0,3.0,0.0,4.0,47.0,13.0,4.0,1.1,17.0,,4.0,1680.0,4.0
178,31,2016,,,,,,,,,,,,4.0,,,,1.1,,,4.0,1674.0,
179,31,2011,,,,,,,,,,,,6.0,,,,1.7,,,,,
180,32,2015,,,,,,,,,,,,0.0,,,,0.0,,87.0,4.0,337.0,
181,32,2013,,,,,,,,,,,,0.0,,,,0.0,,87.0,4.0,337.0,
182,32,2018,,,,,,,,,,,,0.0,,,,0.0,,,4.0,337.0,
183,32,2017,6.0,4.0,12.0,7.0,12.0,23.0,8.0,73.0,8.0,21.0,6.0,0.0,46.0,13.0,0.0,0.0,24.0,,4.0,337.0,16.0
184,32,2016,,,,,,,,,,,,0.0,,,,0.0,,,4.0,337.0,
185,32,2011,,,,,,,,,,,,0.0,,,,0.0,,,,,
186,33,2015,,,,,,,,,,,,41.2,,,,15.9,,259.0,5.0,1347.0,
187,33,2013,,,,,,,,,,,,41.0,,,,15.9,,259.0,5.0,1320.0,
188,33,2018,,,,,,,,,,,,41.0,,,,15.9,,,5.0,1349.0,
189,33,2017,12.0,16.0,1.0,25.0,24.0,6.0,10.0,11.0,10.0,17.0,13.0,41.0,31.0,34.0,32.0,15.9,5.0,,5.0,1350.0,6.0
190,33,2016,,,,,,,,,,,,41.0,,,,15.9,,,5.0,1347.0,
191,33,2011,,,,,,,,,,,,41.0,,,,15.9,,,,,
192,34,2015,,,,,,,,,,,,272.59,,,,29.4,,928.0,2.0,2177.0,
193,34,2013,,,,,,,,,,,,273.0,,,,29.4,,928.0,2.0,2098.0,
194,34,2018,,,,,,,,,,,,382.0,,,,41.1,,,3.0,2455.0,
195,34,2017,11.0,1.0,4.0,17.0,12.0,25.0,0.0,54.0,8.0,2.0,13.0,382.0,49.0,33.0,0.0,41.1,9.0,,2.0,2257.0,4.0
196,34,2016,,,,,,,,,,,,382.0,,,,41.1,,,2.0,2217.0,
197,34,2011,,,,,,,,,,,,273.0,,,,29.4,,,,,
198,35,2015,,,,,,,,,,,,1024.96,,,,45.0,,2279.0,1.0,1900.0,
199,35,2013,,,,,,,,,,,,1091.0,,,,47.9,,2279.0,1.0,1673.0,
200,35,2018,,,,,,,,,,,,1025.0,,,,45.0,,,1.0,2481.0,
201,35,2017,9.0,3.0,5.0,20.0,6.0,4.0,1.0,60.0,6.0,4.0,10.0,1025.0,40.0,26.0,2.0,45.0,15.0,,1.0,2245.0,3.0
202,35,2016,,,,,,,,,,,,1025.0,,,,45.0,,,1.0,2126.0,
203,35,2011,,,,,,,,,,,,1091.0,,,,47.9,,,,,
204,36,2015,,,,,,,,,,,,27.27,,,,4.6,,594.0,5.0,2854.0,
205,36,2013,,,,,,,,,,,,25.0,,,,4.2,,594.0,4.0,2408.0,
206,36,2018,,,,,,,,,,,,27.0,,,,4.6,,,5.0,3088.0,
207,36,2017,3.0,2.0,4.0,16.0,5.0,6.0,7.0,76.0,4.0,7.0,4.0,26.0,37.0,10.0,3.0,4.4,18.0,,5.0,3076.0,3.0
208,36,2016,,,,,,,,,,,,23.0,,,,3.9,,,5.0,2858.0,
209,36,2011,,,,,,,,,,,,49.0,,,,8.3,,,,,
210,37,2015,,,,,,,,,,,,23.56,,,,9.7,,243.0,8.0,1847.0,
211,37,2013,,,,,,,,,,,,24.0,,,,9.7,,243.0,7.0,1788.0,
212,37,2018,,,,,,,,,,,,24.0,,,,9.7,,,8.0,1931.0,
213,37,2017,1.0,0.0,2.0,26.0,8.0,5.0,15.0,14.0,5.0,12.0,1.0,24.0,29.0,71.0,0.0,9.7,6.0,,8.0,1889.0,2.0
214,37,2016,,,,,,,,,,,,24.0,,,,9.7,,,8.0,1857.0,
215,37,2011,,,,,,,,,,,,23.0,,,,9.6,,,,,
216,38,2015,,,,,,,,,,,,242.96,,,,12.9,,1875.0,1.0,2397.0,
217,38,2013,,,,,,,,,,,,243.0,,,,12.9,,1887.0,1.0,2397.0,
218,38,2018,,,,,,,,,,,,243.0,,,,13.0,,,1.0,2385.0,
219,38,2017,3.0,2.0,6.0,27.0,15.0,2.0,4.0,61.0,6.0,5.0,5.0,243.0,37.0,27.0,3.0,13.0,10.0,,1.0,2397.0,3.0
220,38,2016,,,,,,,,,,,,243.0,,,,13.0,,,1.0,2397.0,
221,38,2011,,,,,,,,,,,,218.0,,,,11.6,,,,,
222,39,2015,,,,,,,,,,,,109.31,,,,16.3,,669.0,4.0,2801.0,
223,39,2013,,,,,,,,,,,,109.0,,,,16.3,,669.0,4.0,2716.0,
224,39,2018,,,,,,,,,,,,109.0,,,,16.3,,,4.0,2950.0,
225,39,2017,16.0,5.0,4.0,28.0,12.0,5.0,1.0,31.0,6.0,3.0,24.0,109.0,32.0,38.0,6.0,16.3,9.0,,4.0,2938.0,3.0
226,39,2016,,,,,,,,,,,,109.0,,,,16.3,,,4.0,2865.0,
227,39,2011,,,,,,,,,,,,109.0,,,,16.3,,,,,
228,40,2015,,,,,,,,,,,,18.65,,,,5.4,,348.0,9.0,3171.0,
229,40,2013,,,,,,,,,,,,19.0,,,,5.5,,348.0,9.0,3128.0,
230,40,2018,,,,,,,,,,,,19.0,,,,5.4,,,9.0,3289.0,
231,40,2017,16.0,0.0,3.0,37.0,10.0,3.0,1.0,7.0,4.0,3.0,39.0,19.0,29.0,52.0,0.0,5.4,5.0,,9.0,3220.0,2.0
232,40,2016,,,,,,,,,,,,19.0,,,,5.4,,,9.0,3196.0,
233,40,2011,,,,,,,,,,,,19.0,,,,5.5,,,,,
234,41,2015,,,,,,,,,,,,10.36,,,,3.3,,313.0,5.0,1569.0,
235,41,2013,,,,,,,,,,,,10.0,,,,3.3,,313.0,5.0,1569.0,
236,41,2018,,,,,,,,,,,,10.0,,,,3.3,,,5.0,1571.0,
237,41,2017,11.0,1.0,4.0,27.0,7.0,3.0,5.0,65.0,8.0,9.0,20.0,10.0,34.0,10.0,0.0,3.3,10.0,,5.0,1571.0,3.0
238,41,2016,,,,,,,,,,,,10.0,,,,3.3,,,5.0,1569.0,
239,41,2011,,,,,,,,,,,,10.0,,,,3.3,,,,,
240,42,2015,,,,,,,,,,,,28.52,,,,8.1,,352.0,7.0,2526.0,
241,42,2013,,,,,,,,,,,,29.0,,,,8.1,,352.0,7.0,2494.0,
242,42,2018,,,,,,,,,,,,0.0,,,,0.0,,,7.0,2537.0,
243,42,2017,3.0,5.0,3.0,26.0,3.0,6.0,2.0,85.0,5.0,3.0,3.0,0.0,32.0,3.0,7.0,0.0,12.0,,7.0,2529.0,3.0
244,42,2016,,,,,,,,,,,,0.0,,,,0.0,,,7.0,2535.0,
245,42,2011,,,,,,,,,,,,29.0,,,,8.1,,,,,
246,43,2015,,,,,,,,,,,,22.14,,,,6.2,,358.0,4.0,1566.0,
247,43,2013,,,,,,,,,,,,22.0,,,,6.2,,358.0,4.0,1514.0,
248,43,2018,,,,,,,,,,,,5.0,,,,1.3,,,4.0,1560.0,
249,43,2017,6.0,1.0,9.0,24.0,20.0,28.0,1.0,72.0,7.0,4.0,5.0,5.0,40.0,22.0,0.0,1.3,7.0,,4.0,1566.0,4.0
250,43,2016,,,,,,,,,,,,5.0,,,,1.4,,,4.0,1569.0,
251,43,2011,,,,,,,,,,,,22.0,,,,6.2,,,,,
252,44,2015,,,,,,,,,,,,27.3,,,,12.2,,223.0,4.0,899.0,
253,44,2013,,,,,,,,,,,,27.0,,,,12.2,,223.0,4.0,876.0,
254,44,2018,,,,,,,,,,,,19.0,,,,8.5,,,4.0,952.0,
255,44,2017,17.0,8.0,3.0,18.0,1.0,23.0,2.0,77.0,13.0,6.0,14.0,19.0,29.0,0.0,7.0,8.5,5.0,,4.0,933.0,5.0
256,44,2016,,,,,,,,,,,,19.0,,,,8.5,,,4.0,920.0,
257,44,2011,,,,,,,,,,,,27.0,,,,12.2,,,,,
258,45,2015,,,,,,,,,,,,343.12,,,,36.0,,965.0,3.0,3315.0,
259,45,2013,,,,,,,,,,,,337.0,,,,35.4,,952.0,3.0,3092.0,
260,45,2018,,,,,,,,,,,,343.0,,,,35.6,,,5.0,4783.0,
261,45,2017,2.0,3.0,1.0,33.0,8.0,5.0,3.0,43.0,4.0,4.0,11.0,343.0,34.0,31.0,12.0,35.6,4.0,,4.0,3749.0,2.0
262,45,2016,,,,,,,,,,,,343.0,,,,35.6,,,4.0,3442.0,
263,45,2011,,,,,,,,,,,,407.0,,,,42.8,,,,,
264,46,2015,,,,,,,,,,,,3.46,,,,1.2,,287.0,9.0,2471.0,
265,46,2013,,,,,,,,,,,,3.0,,,,1.2,,287.0,9.0,2476.0,
266,46,2018,,,,,,,,,,,,4.0,,,,1.2,,,9.0,2476.0,
267,46,2017,4.0,8.0,4.0,17.0,13.0,7.0,1.0,40.0,5.0,2.0,6.0,4.0,28.0,47.0,7.0,1.2,10.0,,9.0,2476.0,4.0
268,46,2016,,,,,,,,,,,,3.0,,,,1.2,,,9.0,2475.0,
269,46,2011,,,,,,,,,,,,3.0,,,,1.2,,,,,
270,47,2015,,,,,,,,,,,,2.55,,,,1.8,,139.0,8.0,1174.0,
271,47,2013,,,,,,,,,,,,3.0,,,,1.8,,139.0,8.0,1170.0,
272,47,2018,,,,,,,,,,,,3.0,,,,1.9,,,8.0,1112.0,
273,47,2017,2.0,23.0,6.0,15.0,17.0,5.0,1.0,42.0,8.0,6.0,2.0,3.0,37.0,18.0,37.0,1.9,19.0,,8.0,1091.0,6.0
274,47,2016,,,,,,,,,,,,3.0,,,,1.8,,,8.0,1170.0,
275,47,2011,,,,,,,,,,,,3.0,,,,1.8,,,,,
276,48,2015,,,,,,,,,,,,311.21,,,,16.4,,1896.0,1.0,1834.0,
277,48,2013,,,,,,,,,,,,311.0,,,,16.4,,1896.0,1.0,1815.0,
278,48,2018,,,,,,,,,,,,311.0,,,,16.4,,,1.0,1800.0,
279,48,2017,4.0,5.0,2.0,33.0,10.0,6.0,2.0,25.0,7.0,5.0,35.0,311.0,37.0,31.0,7.0,16.4,11.0,,1.0,1805.0,3.0
280,48,2016,,,,,,,,,,,,311.0,,,,16.4,,,1.0,1822.0,
281,48,2011,,,,,,,,,,,,311.0,,,,16.4,,,,,
282,49,2015,,,,,,,,,,,,151.13,,,,12.6,,1204.0,2.0,2627.0,
283,49,2013,,,,,,,,,,,,151.0,,,,12.6,,1204.0,2.0,2573.0,
284,49,2018,,,,,,,,,,,,151.0,,,,12.6,,,2.0,2683.0,
