,NPA,year,violent_crimes,violent_crime_rate,animal_control_calls,animal_control_call_rate,fire_calls,property_crimes,nuisance_violations_total,property_crime_rate,disorder_calls,nuisance_violations,fire_call_rate,disorder_call_rate
1119,190,2015,8.0,7.7,96.0,82.9,44.0,63.0,84.0,60.3,148.0,22.0,42.1,141.6
1120,190,2013,3.0,2.9,111.0,107.1,51.0,63.0,93.0,60.8,123.0,24.4,49.2,118.7
1121,190,2011,7.0,7.7,75.0,82.0,,95.0,,103.83,,,,
1122,191,2018,3.0,1.3,71.0,29.8,46.0,60.0,,25.2,103.0,,19.3,43.3
1123,191,2017,3.0,1.3,57.0,24.0,51.0,61.0,,25.7,125.0,,21.5,52.7
1124,191,2016,2.0,0.9,54.0,22.9,37.0,47.0,10.0,19.9,126.0,1.1,15.7,53.4
1125,191,2015,3.0,1.3,59.0,22.9,36.0,30.0,18.0,12.7,114.0,1.9,15.3,48.4
1126,191,2013,2.0,0.9,66.0,28.3,29.0,40.0,27.0,17.1,107.0,2.9,12.4,45.8
1127,191,2011,1.0,0.4,54.0,23.8,,38.0,,16.72,,,,
1128,192,2018,4.0,1.3,61.0,20.2,112.0,123.0,,40.8,211.0,,37.2,70.0
1129,192,2017,19.0,6.8,43.0,15.5,108.0,105.0,,37.7,232.0,,38.8,83.3
1130,192,2016,14.0,5.4,89.0,34.4,77.0,98.0,80.0,37.9,272.0,7.8,29.8,105.2
1131,192,2015,9.0,3.8,71.0,34.4,83.0,114.0,34.0,47.7,254.0,3.6,34.7,106.3
1132,192,2013,8.0,3.6,119.0,53.9,75.0,99.0,49.0,44.8,240.0,5.4,34.0,108.7
1133,192,2011,5.0,2.8,74.0,40.7,,84.0,,46.15,,,,
1134,193,2018,1.0,0.8,19.0,14.2,57.0,34.0,,25.4,110.0,,42.6,82.2
1135,193,2017,8.0,6.0,16.0,12.1,66.0,46.0,,34.6,107.0,,49.7,80.6
1136,193,2016,3.0,2.3,11.0,8.3,61.0,27.0,17.0,20.3,139.0,3.0,45.9,104.6
1137,193,2015,0.0,0.0,37.0,8.3,55.0,27.0,22.0,20.3,91.0,3.9,41.3,68.4
1138,193,2013,1.0,0.8,34.0,25.6,65.0,52.0,9.0,39.1,120.0,1.6,48.9,90.3
1139,193,2011,4.0,3.3,64.0,52.9,,27.0,,22.33,,,,
1140,194,2018,,,,,62.0,,,,,,19.1,
1141,194,2017,0.0,0.0,90.0,29.1,65.0,29.0,,9.4,,,21.0,
1142,194,2016,1.0,0.3,37.0,12.3,62.0,10.0,,3.3,,,20.6,
1143,194,2015,2.0,0.7,40.0,12.3,6.0,37.0,10.0,12.4,90.0,1.0,2.0,30.2
1144,194,2013,2.0,0.7,35.0,11.8,5.0,26.0,,8.8,,,1.7,
1145,194,2011,,,,,,24.0,,8.54,,,,
1146,195,2018,3.0,1.0,44.0,14.9,79.0,55.0,,18.6,142.0,,26.7,48.0
1147,195,2017,5.0,1.7,29.0,9.8,56.0,57.0,,19.3,160.0,,18.9,54.1
1148,195,2016,2.0,1.0,58.0,27.8,34.0,40.0,9.0,19.2,150.0,1.1,16.3,71.9
1149,195,2015,3.0,1.4,45.0,27.8,33.0,19.0,9.0,9.1,105.0,1.1,15.9,50.5
1150,195,2013,5.0,2.4,45.0,21.5,42.0,36.0,6.0,17.2,123.0,0.7,20.1,58.9
1151,195,2011,3.0,1.4,66.0,31.1,,31.0,,14.62,,,,
1152,196,2018,13.0,5.8,106.0,47.2,72.0,133.0,,59.2,236.0,,32.0,105.0
1153,196,2017,11.0,4.9,125.0,55.4,84.0,79.0,,35.0,223.0,,37.2,98.8
1154,196,2016,14.0,6.3,126.0,56.4,58.0,104.0,52.0,46.6,277.0,7.1,26.0,124.1
1155,196,2015,14.0,6.4,118.0,56.4,54.0,103.0,135.0,46.9,283.0,18.6,24.6,128.9
1156,196,2013,14.0,6.5,171.0,79.1,41.0,87.0,80.0,40.2,317.0,11.1,19.0,146.6
1157,196,2011,10.0,5.1,114.0,58.1,,112.0,,57.11,,,,
1158,197,2018,11.0,4.2,102.0,39.0,84.0,75.0,,28.7,219.0,,32.1,83.8
1159,197,2017,18.0,6.9,126.0,48.5,89.0,89.0,,34.3,199.0,,34.3,76.7
1160,197,2016,10.0,3.8,127.0,48.8,67.0,61.0,47.0,23.4,231.0,4.7,25.7,88.7
1161,197,2015,7.0,2.7,84.0,48.8,74.0,50.0,57.0,19.3,218.0,5.7,28.5,84.1
1162,197,2013,7.0,2.8,99.0,38.9,44.0,49.0,67.0,19.2,218.0,6.8,17.3,85.6
1163,197,2011,8.0,3.3,165.0,68.7,,45.0,,18.73,,,,
1164,198,2018,3.0,1.9,24.0,14.9,127.0,25.0,,15.5,89.0,,78.7,55.1
1165,198,2017,3.0,1.9,28.0,17.8,160.0,26.0,,16.5,77.0,,101.7,49.0
1166,198,2016,3.0,1.8,41.0,24.9,143.0,23.0,22.0,13.9,80.0,2.7,86.7,48.5
1167,198,2015,3.0,1.8,53.0,24.9,146.0,24.0,28.0,14.6,71.0,3.4,88.8,43.2
1168,198,2013,1.0,0.6,62.0,38.7,134.0,11.0,22.0,6.9,82.0,2.7,83.5,51.1
1169,198,2011,2.0,1.5,39.0,29.4,,27.0,,20.33,,,,
1170,199,2018,48.0,15.0,113.0,35.2,137.0,191.0,,59.5,589.0,,42.7,183.5
1171,199,2017,53.0,16.6,147.0,46.0,117.0,204.0,,63.9,651.0,,36.6,203.8
1172,199,2016,52.0,16.7,68.0,21.8,110.0,239.0,35.0,76.7,710.0,2.7,35.3,227.9
1173,199,2015,64.0,20.5,94.0,21.8,98.0,163.0,126.0,52.3,755.0,9.7,31.4,242.2
1174,199,2013,32.0,11.3,151.0,53.2,87.0,181.0,25.0,63.8,631.0,2.0,30.7,222.3
1175,199,2011,27.0,9.9,126.0,46.0,,166.0,,60.54,,,,
1176,200,2018,7.0,6.3,19.0,17.2,62.0,72.0,,65.0,125.0,,56.0,112.9
1177,200,2017,9.0,8.2,22.0,20.0,51.0,62.0,,56.5,155.0,,46.5,141.2
1178,200,2016,8.0,13.1,19.0,31.1,37.0,68.0,8.0,111.3,152.0,3.3,60.6,248.8
1179,200,2015,10.0,16.6,35.0,31.1,33.0,60.0,5.0,99.3,104.0,2.1,54.6,172.2
1180,200,2013,6.0,10.5,13.0,22.9,42.0,33.0,9.0,58.0,101.0,3.8,73.8,177.5
1181,200,2011,7.0,11.9,9.0,15.3,,45.0,,76.53,,,,
1182,201,2018,1.0,0.3,45.0,15.1,26.0,36.0,,12.1,78.0,,8.7,26.2
1183,201,2017,2.0,0.7,34.0,11.6,50.0,20.0,,6.8,64.0,,17.1,21.9
1184,201,2016,0.0,0.0,40.0,13.7,34.0,27.0,10.0,9.3,85.0,0.9,11.7,29.2
1185,201,2015,0.0,0.0,49.0,13.7,52.0,28.0,27.0,9.6,80.0,2.3,17.8,27.4
1186,201,2013,1.0,0.3,58.0,20.0,46.0,16.0,5.0,5.5,81.0,0.4,15.8,27.9
1187,201,2011,0.0,0.0,56.0,20.6,,14.0,,5.15,,,,
1188,202,2018,15.0,6.3,85.0,35.9,57.0,60.0,,25.4,276.0,,24.1,116.7
1189,202,2017,14.0,5.9,91.0,38.5,55.0,86.0,,36.4,222.0,,23.3,94.0
1190,202,2016,13.0,5.5,108.0,45.7,60.0,80.0,143.0,33.9,229.0,20.1,25.4,97.0
1191,202,2015,13.0,5.6,113.0,45.7,49.0,56.0,136.0,23.9,215.0,19.1,20.9,91.8
1192,202,2013,18.0,7.9,159.0,69.9,57.0,89.0,90.0,39.1,356.0,12.6,25.1,156.6
1193,202,2011,18.0,8.1,139.0,62.8,,56.0,,25.32,,,,
1194,203,2018,1.0,0.5,65.0,29.9,48.0,15.0,,6.9,63.0,,22.1,29.0
1195,203,2017,0.0,0.0,76.0,38.0,27.0,19.0,,9.5,64.0,,13.5,32.0
1196,203,2016,1.0,0.5,75.0,38.8,23.0,26.0,19.0,13.5,59.0,2.8,11.9,30.6
1197,203,2015,1.0,0.5,45.0,38.8,28.0,18.0,25.0,9.6,63.0,3.8,15.0,33.7
1198,203,2013,2.0,1.1,106.0,58.3,30.0,14.0,34.0,7.7,56.0,5.3,16.5,30.8
1199,203,2011,0.0,0.0,60.0,37.2,,11.0,,6.82,,,,
1200,204,2018,3.0,2.0,27.0,17.9,39.0,123.0,,81.6,182.0,,25.9,120.7
1201,204,2017,2.0,1.4,59.0,40.8,52.0,104.0,,71.9,211.0,,35.9,145.8
1202,204,2016,5.0,3.6,64.0,46.0,47.0,78.0,1.0,56.1,164.0,0.2,33.8,118.0
1203,204,2015,1.0,0.7,64.0,46.0,35.0,104.0,16.0,74.8,149.0,2.6,25.2,107.2
1204,204,2013,2.0,1.4,63.0,45.3,33.0,59.0,3.0,42.5,130.0,0.5,23.7,93.5
1205,204,2011,2.0,1.5,41.0,30.8,,58.0,,43.54,,,,
1206,205,2018,0.0,0.0,14.0,14.3,23.0,7.0,,7.1,12.0,,23.4,12.2
1207,205,2017,0.0,0.0,13.0,13.4,22.0,5.0,,5.2,23.0,,22.8,23.8
1208,205,2016,0.0,0.0,13.0,13.6,8.0,3.0,2.0,3.1,18.0,0.6,8.4,18.8
1209,205,2015,0.0,0.0,17.0,13.6,14.0,4.0,1.0,4.3,18.0,0.3,14.9,19.1
1210,205,2013,0.0,0.0,13.0,13.9,10.0,6.0,0.0,6.4,20.0,0.0,10.7,21.4
1211,205,2011,0.0,0.0,10.0,11.3,,3.0,,3.4,,,,
1212,206,2018,1.0,0.7,9.0,6.7,23.0,5.0,,3.7,37.0,,17.0,27.4
1213,206,2017,0.0,0.0,12.0,8.9,28.0,18.0,,13.3,46.0,,20.7,34.1
1214,206,2016,2.0,1.5,27.0,20.0,28.0,22.0,0.0,16.3,55.0,0.0,20.7,40.7
1215,206,2015,0.0,0.0,14.0,20.0,17.0,8.0,9.0,5.9,37.0,1.6,12.6,27.4
1216,206,2013,1.0,0.7,18.0,13.3,16.0,12.0,3.0,8.9,28.0,0.5,11.8,20.7
1217,206,2011,2.0,1.5,15.0,11.6,,9.0,,6.94,,,,
1218,207,2018,6.0,1.9,56.0,17.6,68.0,194.0,,60.8,326.0,,21.3,102.2
1219,207,2017,14.0,4.5,31.0,9.9,87.0,168.0,,53.7,413.0,,27.8,131.9
1220,207,2016,11.0,4.3,48.0,18.8,73.0,124.0,2.0,48.7,416.0,0.1,28.7,163.3
1221,207,2015,2.0,0.8,27.0,18.8,63.0,92.0,19.0,35.8,328.0,1.3,24.5,127.5
1222,207,2013,3.0,1.4,25.0,11.7,65.0,101.0,3.0,47.3,257.0,0.3,30.5,120.4
1223,207,2011,2.0,1.2,44.0,27.2,,109.0,,67.41,,,,
1224,208,2018,2.0,0.9,32.0,14.8,67.0,33.0,,15.3,47.0,,31.0,21.8
1225,208,2017,0.0,0.0,29.0,13.7,80.0,33.0,,15.6,68.0,,37.9,32.2
1226,208,2016,1.0,0.5,42.0,21.7,69.0,15.0,5.0,7.8,85.0,0.7,35.7,44.0
1227,208,2015,2.0,1.0,44.0,21.7,71.0,28.0,15.0,14.5,87.0,2.0,36.8,45.1
1228,208,2013,0.0,0.0,40.0,19.4,68.0,22.0,16.0,10.7,70.0,2.2,33.0,34.0
1229,208,2011,0.0,0.0,33.0,17.5,,16.0,,8.49,,,,
1230,209,2018,15.0,3.5,112.0,26.4,87.0,106.0,,25.0,220.0,,20.5,51.8
1231,209,2017,14.0,3.4,135.0,32.4,82.0,94.0,,22.6,232.0,,19.7,55.7
1232,209,2016,7.0,1.7,105.0,26.0,82.0,79.0,41.0,19.6,219.0,2.8,20.3,54.3
1233,209,2015,8.0,2.5,166.0,26.0,68.0,55.0,80.0,17.2,197.0,7.0,21.2,61.5
1234,209,2013,5.0,1.7,122.0,41.7,51.0,65.0,24.0,22.2,210.0,2.2,17.4,71.8
1235,209,2011,5.0,1.9,96.0,35.5,,34.0,,12.56,,,,
1236,210,2018,3.0,1.3,41.0,18.2,75.0,47.0,,20.8,154.0,,33.2,68.3
1237,210,2017,4.0,1.8,29.0,13.0,72.0,47.0,,21.0,158.0,,32.2,70.7
1238,210,2016,2.0,0.9,39.0,17.6,64.0,54.0,3.0,24.3,218.0,0.2,28.8,98.1
1239,210,2015,3.0,1.6,56.0,17.6,72.0,42.0,15.0,22.4,200.0,1.2,38.4,106.6
1240,210,2013,4.0,2.1,34.0,18.2,36.0,44.0,6.0,23.6,254.0,0.5,19.3,136.1
1241,210,2011,1.0,0.7,31.0,21.5,,24.0,,16.66,,,,
1242,211,2018,6.0,2.3,83.0,31.9,50.0,37.0,,14.2,114.0,,19.2,43.9
1243,211,2017,4.0,1.5,60.0,23.1,47.0,42.0,,16.2,144.0,,18.1,55.4
1244,211,2016,3.0,1.2,109.0,41.9,26.0,46.0,60.0,17.7,226.0,6.8,10.0,86.9
1245,211,2015,6.0,2.4,95.0,41.9,40.0,42.0,121.0,16.5,153.0,14.0,15.7,60.1
1246,211,2013,7.0,2.8,114.0,45.3,23.0,24.0,59.0,9.5,121.0,6.9,9.1,48.1
1247,211,2011,1.0,0.4,97.0,40.8,,55.0,,23.11,,,,
1248,212,2018,33.0,23.4,85.0,60.3,111.0,216.0,,153.3,582.0,,78.8,413.1
1249,212,2017,30.0,21.5,79.0,56.7,127.0,220.0,,157.9,548.0,,91.2,393.4
1250,212,2016,19.0,13.6,81.0,57.9,101.0,187.0,202.0,133.7,543.0,40.5,72.2,388.1
1251,212,2015,17.0,12.2,100.0,57.9,98.0,138.0,186.0,99.3,528.0,37.3,70.5,379.9
1252,212,2013,21.0,15.3,83.0,60.5,81.0,113.0,109.0,82.4,530.0,21.8,59.0,386.3
1253,212,2011,14.0,11.0,80.0,62.6,,134.0,,104.85,,,,
1254,213,2018,3.0,2.0,65.0,43.0,48.0,82.0,,54.3,142.0,,31.8,94.0
1255,213,2017,2.0,1.3,50.0,33.1,55.0,72.0,,47.7,123.0,,36.4,81.5
1256,213,2016,3.0,2.0,39.0,25.4,101.0,43.0,24.0,28.0,158.0,4.0,65.8,102.9
1257,213,2015,3.0,1.9,37.0,25.4,84.0,51.0,25.0,32.1,189.0,4.0,52.8,118.8
1258,213,2013,2.0,1.3,37.0,23.4,113.0,58.0,19.0,36.6,148.0,3.0,71.4,93.5
1259,213,2011,1.0,0.6,54.0,32.1,,40.0,,23.81,,,,
1260,215,2018,0.0,0.0,33.0,37.3,12.0,7.0,,7.9,31.0,,13.6,35.1
1261,215,2017,0.0,0.0,49.0,55.6,10.0,19.0,,21.5,40.0,,11.3,45.4
1262,215,2016,0.0,0.0,26.0,29.8,18.0,6.0,5.0,6.9,45.0,1.5,20.6,51.5
1263,215,2015,1.0,1.2,22.0,29.8,17.0,11.0,7.0,12.6,39.0,2.1,19.5,44.8
1264,215,2013,1.0,1.2,38.0,44.6,19.0,13.0,15.0,15.3,55.0,4.6,22.3,64.6
1265,215,2011,1.0,1.2,38.0,46.4,,14.0,,17.09,,,,
1266,216,2018,0.0,0.0,26.0,31.6,59.0,22.0,,26.8,87.0,,71.8,105.8
1267,216,2017,1.0,1.3,44.0,55.2,49.0,11.0,,13.8,40.0,,61.5,50.2
1268,216,2016,1.0,1.2,17.0,20.7,59.0,4.0,4.0,4.9,44.0,1.1,71.8,53.5
1269,216,2015,0.0,0.0,24.0,20.7,74.0,19.0,17.0,23.3,64.0,4.7,90.9,78.6
1270,216,2013,0.0,0.0,42.0,51.9,41.0,17.0,10.0,21.0,73.0,2.8,50.7,90.2
1271,216,2011,0.0,0.0,15.0,19.3,,8.0,,10.27,,,,
1272,217,2018,1.0,0.8,27.0,21.2,31.0,13.0,,10.2,26.0,,24.3,20.4
1273,217,2017,0.0,0.0,36.0,29.4,25.0,16.0,,13.1,29.0,,20.4,23.7
1274,217,2016,0.0,0.0,35.0,26.9,30.0,7.0,14.0,5.4,29.0,2.8,23.0,22.3
1275,217,2015,0.0,0.0,90.0,26.9,33.0,13.0,8.0,10.1,42.0,1.6,25.5,32.5
1276,217,2013,0.0,0.0,74.0,58.5,28.0,12.0,8.0,9.5,35.0,1.6,22.2,27.7
1277,217,2011,0.0,0.0,34.0,28.2,,7.0,,5.79,,,,
1278,218,2018,11.0,4.1,60.0,22.6,45.0,55.0,,20.7,138.0,,16.9,51.9
1279,218,2017,6.0,2.6,81.0,34.7,58.0,80.0,,34.3,139.0,,24.9,59.6
1280,218,2016,4.0,1.7,71.0,30.3,46.0,43.0,28.0,18.3,173.0,2.6,19.6,73.8
1281,218,2015,5.0,1.9,61.0,30.3,52.0,58.0,52.0,21.7,181.0,4.2,19.5,67.7
1282,218,2013,3.0,1.1,97.0,36.4,43.0,38.0,23.0,14.3,158.0,1.9,16.2,59.3
1283,218,2011,0.0,0.0,92.0,35.1,,50.0,,19.09,,,,
1284,219,2018,33.0,13.2,85.0,33.9,242.0,345.0,,137.6,898.0,,96.5,358.1
1285,219,2017,35.0,14.1,75.0,30.2,258.0,352.0,,141.5,903.0,,103.7,363.1
1286,219,2016,47.0,19.1,97.0,39.5,237.0,305.0,99.0,124.2,922.0,10.1,96.5,375.4
1287,219,2015,17.0,8.9,77.0,39.5,213.0,272.0,47.0,142.0,830.0,6.0,111.2,433.2
1288,219,2013,14.0,7.4,70.0,36.8,140.0,223.0,23.0,117.3,753.0,2.9,73.7,396.1
1289,219,2011,13.0,7.9,60.0,36.3,,264.0,,159.71,,,,
1290,220,2018,5.0,2.8,,,55.0,37.0,,20.7,,,30.7,
1291,220,2017,,,,,50.0,,,,,,28.2,
1292,220,2016,,,,,42.0,46.0,82.0,25.8,,12.4,23.6,
1293,220,2015,10.0,5.7,,,11.0,63.0,98.0,35.6,,14.9,6.2,
1294,220,2013,3.0,1.7,,,7.0,35.0,100.0,20.0,,15.1,4.0,
1295,220,2011,,,,,,,,,,,,
1296,221,2018,13.0,4.8,40.0,14.7,57.0,144.0,,53.0,214.0,,21.0,78.8
1297,221,2017,20.0,7.4,31.0,11.5,46.0,159.0,,58.7,272.0,,17.0,100.4
1298,221,2016,10.0,3.7,56.0,20.7,40.0,129.0,51.0,47.8,304.0,4.3,14.8,112.6
1299,221,2015,5.0,2.2,73.0,20.7,39.0,88.0,51.0,38.3,216.0,5.0,17.0,93.9
1300,221,2013,5.0,2.2,83.0,36.2,30.0,108.0,19.0,47.1,222.0,1.9,13.1,96.8
1301,221,2011,5.0,2.3,79.0,37.0,,84.0,,39.29,,,,
1302,222,2018,1.0,0.6,32.0,20.0,26.0,9.0,,5.6,33.0,,16.3,20.7
1303,222,2017,0.0,0.0,36.0,22.5,18.0,14.0,,8.8,45.0,,11.3,28.2
1304,222,2016,0.0,0.0,36.0,22.8,20.0,14.0,9.0,8.9,29.0,1.3,12.6,18.3
1305,222,2015,0.0,0.0,39.0,22.8,30.0,6.0,18.0,3.8,36.0,2.7,19.0,22.8
1306,222,2013,0.0,0.0,24.0,15.2,27.0,8.0,7.0,5.1,43.0,1.0,17.1,27.2
1307,222,2011,0.0,0.0,36.0,23.7,,9.0,,5.91,,,,
1308,223,2018,18.0,9.6,145.0,77.3,33.0,40.0,,21.3,195.0,,17.6,103.9
1309,223,2017,22.0,11.7,117.0,62.0,32.0,59.0,,31.3,336.0,,17.0,178.0
1310,223,2016,23.0,12.1,138.0,72.4,43.0,59.0,169.0,31.0,360.0,25.3,22.6,188.9
1311,223,2015,23.0,11.9,109.0,72.4,45.0,51.0,171.0,26.5,311.0,25.3,23.4,161.4
1312,223,2013,26.0,13.7,177.0,93.0,64.0,43.0,217.0,22.6,441.0,32.2,33.6,231.7
1313,223,2011,11.0,5.9,200.0,106.7,,78.0,,41.6,,,,
1314,224,2018,4.0,1.7,38.0,16.1,53.0,43.0,,18.2,100.0,,22.5,42.4
1315,224,2017,4.0,1.7,40.0,17.0,49.0,16.0,,6.8,70.0,,20.8,29.7
1316,224,2016,1.0,0.4,35.0,14.8,71.0,21.0,13.0,8.9,102.0,1.2,30.1,43.3
1317,224,2015,3.0,1.3,36.0,14.8,49.0,25.0,8.0,10.6,102.0,0.8,20.8,43.3
1318,224,2013,4.0,1.7,78.0,33.1,44.0,15.0,8.0,6.4,122.0,0.8,18.7,51.7
1319,224,2011,1.0,0.5,63.0,28.3,,43.0,,19.32,,,,
1320,225,2018,3.0,2.2,66.0,48.5,22.0,23.0,,16.9,59.0,,16.2,43.4
1321,225,2017,1.0,0.7,45.0,32.5,15.0,18.0,,13.0,90.0,,10.8,64.9
1322,225,2016,1.0,0.7,53.0,39.1,24.0,26.0,0.0,19.2,89.0,0.0,17.7,65.7
1323,225,2015,2.0,1.5,40.0,39.1,26.0,45.0,1.0,33.2,59.0,0.2,19.2,43.5
1324,225,2013,1.0,0.7,51.0,37.8,17.0,24.0,0.0,17.8,82.0,0.0,12.6,60.7
1325,225,2011,5.0,5.3,48.0,51.1,,21.0,,22.34,,,,
1326,226,2018,1.0,1.2,25.0,28.8,40.0,26.0,,29.9,55.0,,46.0,63.3
1327,226,2017,2.0,2.3,34.0,39.0,72.0,29.0,,33.2,59.0,,82.5,67.6
1328,226,2016,0.0,0.0,11.0,12.6,31.0,37.0,25.0,42.5,64.0,5.3,35.6,73.6
1329,226,2015,0.0,0.0,26.0,12.6,27.0,27.0,11.0,31.0,67.0,2.3,31.0,77.0
1330,226,2013,1.0,1.2,49.0,56.7,37.0,22.0,10.0,25.4,69.0,2.1,42.8,79.8
1331,226,2011,3.0,4.0,41.0,55.1,,21.0,,28.23,,,,
1332,227,2018,6.0,2.3,79.0,30.9,64.0,27.0,,10.6,116.0,,25.0,45.3
1333,227,2017,7.0,2.8,78.0,30.8,43.0,47.0,,18.6,148.0,,17.0,58.4
1334,227,2016,14.0,5.5,99.0,39.0,54.0,56.0,50.0,22.1,214.0,6.0,21.3,84.4
1335,227,2015,5.0,2.0,83.0,39.0,45.0,56.0,116.0,22.0,181.0,13.8,17.7,71.1
1336,227,2013,3.0,1.2,102.0,40.7,27.0,28.0,37.0,11.2,122.0,4.4,10.8,48.7
1337,227,2011,1.0,0.4,145.0,60.1,,35.0,,14.5,,,,
1338,228,2018,2.0,3.7,14.0,25.7,9.0,18.0,,33.0,52.0,,16.5,95.4
1339,228,2017,0.0,0.0,8.0,14.7,13.0,17.0,,31.2,39.0,,23.9,71.6
1340,228,2016,0.0,0.0,12.0,22.0,10.0,10.0,0.0,18.4,24.0,0.0,18.4,44.0
1341,228,2015,3.0,5.5,20.0,22.0,9.0,16.0,1.0,29.4,37.0,0.6,16.5,67.9
1342,228,2013,0.0,0.0,33.0,61.2,7.0,12.0,0.0,22.3,39.0,0.0,13.0,72.4
1343,228,2011,1.0,1.6,18.0,29.0,,10.0,,16.1,,,,
1344,229,2018,17.0,5.7,183.0,60.9,98.0,111.0,,37.0,409.0,,32.6,136.2
1345,229,2017,12.0,4.5,212.0,80.0,113.0,134.0,,50.6,359.0,,42.7,135.5
1346,229,2016,21.0,8.8,213.0,89.0,80.0,113.0,60.0,47.2,353.0,7.0,33.4,147.5
1347,229,2015,20.0,9.3,189.0,89.0,59.0,96.0,101.0,44.7,334.0,13.1,27.5,155.4
1348,229,2013,8.0,4.5,253.0,142.2,53.0,46.0,83.0,25.9,262.0,11.8,29.8,147.3
1349,229,2011,7.0,3.3,174.0,83.0,,60.0,,28.63,,,,
1350,230,2018,11.0,4.5,53.0,21.5,51.0,91.0,,37.0,126.0,,20.7,51.2
1351,230,2017,9.0,3.7,66.0,26.9,23.0,84.0,,34.2,118.0,,9.4,48.1
1352,230,2016,12.0,4.9,96.0,39.1,30.0,113.0,353.0,46.0,161.0,28.6,12.2,65.5
1353,230,2015,5.0,2.0,92.0,39.1,41.0,48.0,303.0,19.6,115.0,24.6,16.8,47.0
1354,230,2013,6.0,2.9,122.0,58.9,33.0,42.0,196.0,20.3,142.0,15.9,15.9,68.6
1355,230,2011,7.0,4.0,129.0,72.9,,62.0,,35.05,,,,
1356,231,2018,8.0,2.8,62.0,21.8,94.0,116.0,,40.7,224.0,,33.0,78.6
1357,231,2017,4.0,1.4,63.0,22.2,79.0,98.0,,34.5,207.0,,27.8,72.9
1358,231,2016,5.0,1.8,54.0,19.3,83.0,97.0,15.0,34.6,238.0,1.4,29.6,85.0
1359,231,2015,5.0,1.8,85.0,19.3,55.0,88.0,6.0,31.7,176.0,0.6,19.8,63.4
1360,231,2013,1.0,0.5,57.0,31.0,38.0,71.0,9.0,38.6,111.0,1.2,20.7,60.4
1361,231,2011,1.0,0.6,75.0,45.1,,49.0,,29.48,,,,
1362,232,2018,7.0,2.6,101.0,37.2,59.0,75.0,,27.6,152.0,,21.7,55.9
1363,232,2017,7.0,2.6,105.0,38.9,82.0,51.0,,18.9,143.0,,30.4,53.0
1364,232,2016,3.0,1.2,100.0,38.6,66.0,41.0,218.0,15.8,141.0,22.9,25.5,54.5
1365,232,2015,2.0,0.8,74.0,38.6,52.0,43.0,201.0,16.8,111.0,21.4,20.3,43.4
1366,232,2013,1.0,0.4,92.0,36.3,54.0,39.0,69.0,15.4,153.0,7.4,21.3,60.3
1367,232,2011,4.0,1.6,140.0,55.7,,47.0,,18.69,,,,
1368,233,2018,3.0,1.2,45.0,17.6,90.0,47.0,,18.4,134.0,,35.2,52.5
1369,233,2017,6.0,2.4,48.0,18.8,88.0,68.0,,26.7,143.0,,34.5,56.1
1370,233,2016,4.0,1.6,53.0,20.8,91.0,39.0,6.0,15.3,136.0,0.5,35.6,53.3
1371,233,2015,3.0,1.2,52.0,20.8,99.0,27.0,22.0,10.6,102.0,2.0,38.7,39.9
1372,233,2013,2.0,0.8,56.0,21.9,62.0,36.0,14.0,14.1,93.0,1.2,24.2,36.4
1373,233,2011,2.0,0.8,44.0,18.5,,23.0,,9.66,,,,
1374,234,2018,23.0,8.6,115.0,43.1,124.0,161.0,,60.3,611.0,,46.4,228.8
1375,234,2017,30.0,11.3,139.0,52.2,99.0,127.0,,47.7,587.0,,37.2,220.5
1376,234,2016,38.0,14.4,188.0,71.3,86.0,166.0,104.0,63.0,537.0,11.3,32.6,203.7
1377,234,2015,22.0,8.4,138.0,71.3,76.0,135.0,91.0,51.5,536.0,9.9,29.0,204.3
1378,234,2013,29.0,11.4,240.0,94.1,76.0,125.0,123.0,49.0,661.0,13.3,29.8,259.1
1379,234,2011,19.0,5.2,288.0,78.3,,121.0,,32.9,,,,
1380,235,2018,1.0,0.5,44.0,21.2,43.0,25.0,,12.1,68.0,,20.7,32.8
1381,235,2017,1.0,0.5,69.0,33.4,41.0,45.0,,21.8,79.0,,19.8,38.2
1382,235,2016,5.0,2.4,28.0,13.6,34.0,35.0,23.0,17.0,94.0,2.5,16.6,45.7
1383,235,2015,2.0,1.0,41.0,13.6,54.0,24.0,40.0,11.6,82.0,4.4,26.2,39.8
1384,235,2013,1.0,0.5,43.0,21.0,39.0,30.0,21.0,14.7,130.0,2.3,19.1,63.6
1385,235,2011,0.0,0.0,91.0,47.1,,10.0,,5.17,,,,
1386,236,2018,0.0,0.0,19.0,18.6,78.0,15.0,,14.7,41.0,,76.2,40.0
1387,236,2017,0.0,0.0,25.0,23.6,88.0,16.0,,15.1,53.0,,83.2,50.1
1388,236,2016,1.0,0.9,26.0,24.4,50.0,18.0,1.0,16.9,51.0,0.2,47.0,47.9
1389,236,2015,1.0,0.9,19.0,24.4,68.0,11.0,3.0,10.4,45.0,0.7,64.2,42.5
1390,236,2013,0.0,0.0,24.0,23.5,33.0,35.0,2.0,34.3,37.0,0.5,32.3,36.2
1391,236,2011,1.0,0.8,23.0,17.2,,10.0,,7.47,,,,
1392,237,2018,18.0,5.8,158.0,51.0,77.0,99.0,,32.0,263.0,,24.9,85.0
1393,237,2017,14.0,4.8,163.0,55.8,106.0,124.0,,42.4,284.0,,36.3,97.2
