,NPA,year,violent_crimes,violent_crime_rate,animal_control_calls,animal_control_call_rate,fire_calls,property_crimes,nuisance_violations_total,property_crime_rate,disorder_calls,nuisance_violations,fire_call_rate,disorder_call_rate
0,2,2018,15.0,6.7,81.0,36.1,86.0,99.0,,44.1,444.0,,38.3,198.0
1,2,2017,11.0,4.9,95.0,42.4,106.0,141.0,,62.9,425.0,,47.3,189.7
2,2,2016,11.0,4.9,81.0,36.2,105.0,105.0,58.0,46.9,449.0,5.4,46.9,200.5
3,2,2015,10.0,4.5,78.0,36.2,85.0,69.0,149.0,31.1,436.0,13.8,38.4,196.8
4,2,2013,15.0,6.9,95.0,43.8,76.0,71.0,63.0,32.8,528.0,5.8,35.1,243.7
5,2,2011,19.0,9.3,119.0,58.4,,245.0,,120.16,,,,
6,3,2018,38.0,3.9,214.0,21.9,705.0,678.0,,69.5,1606.0,,72.3,164.6
7,3,2017,37.0,4.2,261.0,29.6,720.0,654.0,,74.2,1494.0,,81.7,169.5
8,3,2016,33.0,4.1,209.0,26.2,615.0,658.0,64.0,82.4,1655.0,1.4,77.0,207.2
9,3,2015,17.0,2.1,233.0,26.2,514.0,485.0,269.0,61.1,1454.0,5.7,64.8,183.2
10,3,2013,17.0,2.2,261.0,33.4,474.0,465.0,190.0,59.5,1324.0,4.0,60.7,169.5
11,3,2011,13.0,2.0,241.0,36.7,,508.0,,77.4,,,,
12,4,2018,0.0,0.0,20.0,17.9,35.0,14.0,,12.5,44.0,,31.3,39.3
13,4,2017,0.0,0.0,25.0,23.0,65.0,14.0,,12.9,34.0,,59.7,31.2
14,4,2016,0.0,0.0,8.0,7.4,52.0,10.0,7.0,9.3,56.0,1.7,48.2,51.9
15,4,2015,1.0,0.9,22.0,7.4,48.0,21.0,2.0,19.5,50.0,0.5,44.5,46.4
16,4,2013,0.0,0.0,22.0,20.7,33.0,10.0,9.0,9.4,42.0,2.2,31.0,39.4
17,4,2011,0.0,0.0,32.0,31.9,,13.0,,12.97,,,,
18,5,2018,9.0,11.7,43.0,55.7,20.0,35.0,,45.3,144.0,,25.9,186.5
19,5,2017,13.0,16.5,57.0,72.2,34.0,34.0,,43.0,199.0,,43.0,251.9
20,5,2016,16.0,20.3,81.0,102.5,28.0,27.0,91.0,34.2,227.0,27.9,35.4,287.3
21,5,2015,14.0,18.8,74.0,102.5,31.0,50.0,100.0,67.1,237.0,30.2,41.6,318.1
22,5,2013,19.0,24.9,87.0,114.0,35.0,39.0,58.0,51.1,251.0,17.6,45.9,329.0
23,5,2011,13.0,21.6,103.0,170.8,,44.0,,72.97,,,,
24,6,2018,51.0,27.7,211.0,114.7,106.0,188.0,,102.2,1101.0,,57.6,598.7
25,6,2017,71.0,38.0,227.0,121.3,112.0,147.0,,78.6,964.0,,59.9,515.2
26,6,2016,53.0,28.6,257.0,138.7,84.0,187.0,217.0,100.9,1188.0,26.6,45.3,641.1
27,6,2015,42.0,24.4,220.0,138.7,111.0,174.0,326.0,100.9,979.0,39.9,64.4,567.9
28,6,2013,55.0,31.0,280.0,157.8,88.0,167.0,268.0,94.1,857.0,32.7,49.6,482.8
29,6,2011,45.0,27.5,294.0,179.5,,151.0,,92.19,,,,
30,7,2018,1.0,0.8,32.0,24.1,152.0,34.0,,25.6,123.0,,114.3,92.5
31,7,2017,5.0,3.8,24.0,18.1,156.0,48.0,,36.2,151.0,,117.7,114.0
32,7,2016,2.0,1.5,19.0,14.5,106.0,25.0,22.0,19.1,138.0,5.2,81.0,105.5
33,7,2015,0.0,0.0,35.0,14.5,91.0,29.0,16.0,22.1,133.0,3.8,69.5,101.5
34,7,2013,0.0,0.0,30.0,23.2,57.0,27.0,10.0,20.9,108.0,2.4,44.1,83.5
35,7,2011,0.0,0.0,44.0,36.9,,38.0,,31.85,,,,
36,8,2018,3.0,1.6,58.0,30.1,37.0,41.0,,21.3,150.0,,19.2,77.9
37,8,2017,2.0,1.1,74.0,40.1,49.0,62.0,,33.6,186.0,,26.5,100.8
38,8,2016,2.0,1.1,52.0,28.0,50.0,49.0,41.0,26.4,172.0,4.0,26.9,92.6
39,8,2015,1.0,0.5,63.0,28.0,70.0,31.0,129.0,16.8,166.0,12.5,37.8,89.7
40,8,2013,2.0,1.3,99.0,65.4,78.0,29.0,45.0,19.1,144.0,4.4,51.5,95.1
41,8,2011,1.0,0.6,75.0,42.6,,33.0,,18.74,,,,
42,9,2018,1.0,1.6,16.0,25.7,33.0,30.0,,48.2,78.0,,53.1,125.4
43,9,2017,2.0,3.3,21.0,34.9,43.0,26.0,,43.2,85.0,,71.4,141.2
44,9,2016,2.0,3.2,29.0,46.8,26.0,31.0,46.0,50.0,75.0,15.1,41.9,121.0
45,9,2015,2.0,3.3,22.0,46.8,27.0,23.0,44.0,37.9,87.0,14.6,44.5,143.3
46,9,2013,0.0,0.0,45.0,77.2,16.0,31.0,60.0,53.2,90.0,19.7,27.4,154.4
47,9,2011,2.0,3.7,49.0,91.1,,34.0,,63.2,,,,
48,10,2018,58.0,15.2,213.0,55.9,238.0,198.0,,51.9,1160.0,,62.4,304.1
49,10,2017,79.0,20.9,226.0,59.7,221.0,338.0,,89.2,1405.0,,58.3,370.9
50,10,2016,66.0,17.4,226.0,59.7,144.0,273.0,376.0,72.1,1450.0,23.6,38.0,383.1
51,10,2015,43.0,11.5,302.0,59.7,157.0,290.0,650.0,77.6,1096.0,40.8,42.0,293.4
52,10,2013,48.0,13.5,358.0,100.5,185.0,279.0,476.0,78.4,1262.0,29.8,52.0,354.4
53,10,2011,50.0,14.9,391.0,116.5,,282.0,,84.05,,,,
54,11,2018,9.0,3.3,87.0,32.3,164.0,158.0,,58.6,260.0,,60.9,96.5
55,11,2017,3.0,1.1,106.0,40.0,127.0,124.0,,46.8,278.0,,47.9,104.9
56,11,2016,2.0,0.8,61.0,23.1,123.0,86.0,19.0,32.6,245.0,1.6,46.6,92.7
57,11,2015,2.0,0.8,86.0,23.1,100.0,79.0,51.0,30.1,235.0,4.2,38.1,89.6
58,11,2013,4.0,1.6,58.0,22.6,49.0,82.0,31.0,32.0,311.0,2.6,19.1,121.3
59,11,2011,5.0,2.1,103.0,43.7,,93.0,,39.46,,,,
60,12,2018,21.0,7.7,54.0,19.7,49.0,89.0,,32.5,402.0,,17.9,146.8
61,12,2017,36.0,13.2,66.0,24.2,53.0,128.0,,46.9,442.0,,19.4,161.9
62,12,2016,26.0,9.6,79.0,29.0,42.0,97.0,11.0,35.6,512.0,0.9,15.4,188.0
63,12,2015,31.0,11.6,86.0,29.0,49.0,98.0,60.0,36.6,505.0,4.8,18.3,188.6
64,12,2013,36.0,13.7,129.0,48.9,29.0,125.0,16.0,47.4,826.0,1.3,11.0,313.4
65,12,2011,21.0,8.4,107.0,42.9,,117.0,,46.88,,,,
66,13,2018,17.0,4.8,176.0,49.5,105.0,195.0,,54.8,452.0,,29.5,127.0
67,13,2017,27.0,7.5,107.0,29.7,100.0,137.0,,38.1,483.0,,27.8,134.2
68,13,2016,24.0,6.7,126.0,35.1,61.0,194.0,94.0,54.0,526.0,5.1,17.0,146.5
69,13,2015,10.0,2.8,121.0,35.1,73.0,137.0,135.0,38.2,494.0,7.4,20.4,137.9
70,13,2013,25.0,7.0,174.0,49.0,73.0,147.0,66.0,41.4,571.0,3.7,20.6,160.8
71,13,2011,17.0,5.1,155.0,46.3,,123.0,,36.74,,,,
72,14,2018,10.0,2.7,119.0,31.6,83.0,116.0,,30.8,189.0,,22.1,50.3
73,14,2017,8.0,2.1,95.0,25.2,98.0,86.0,,22.8,249.0,,26.0,66.1
74,14,2016,15.0,4.0,93.0,24.6,74.0,102.0,180.0,27.0,275.0,11.2,19.6,72.8
75,14,2015,7.0,1.9,126.0,24.6,55.0,99.0,205.0,26.2,299.0,12.7,14.5,79.0
76,14,2013,9.0,2.4,125.0,33.4,55.0,72.0,67.0,19.3,200.0,4.2,14.7,53.5
77,14,2011,6.0,1.6,95.0,25.9,,66.0,,17.99,,,,
78,15,2018,3.0,1.4,50.0,22.9,55.0,18.0,,8.2,56.0,,25.2,25.6
79,15,2017,0.0,0.0,55.0,25.2,63.0,35.0,,16.1,74.0,,28.9,34.0
80,15,2016,3.0,1.4,79.0,36.7,45.0,27.0,92.0,12.5,66.0,11.0,20.9,30.6
81,15,2015,0.0,0.0,85.0,36.7,51.0,10.0,221.0,4.7,89.0,26.5,23.8,41.6
82,15,2013,0.0,0.0,74.0,35.9,21.0,14.0,38.0,6.8,70.0,4.6,10.2,33.9
83,15,2011,0.0,0.0,102.0,50.8,,10.0,,4.98,,,,
84,16,2018,37.0,7.8,331.0,69.9,195.0,269.0,,56.8,724.0,,41.2,152.8
85,16,2017,28.0,5.9,229.0,48.1,151.0,166.0,,34.9,585.0,,31.7,123.0
86,16,2016,23.0,4.8,244.0,51.3,140.0,170.0,153.0,35.7,688.0,7.2,29.4,144.6
87,16,2015,17.0,3.6,253.0,51.3,142.0,153.0,291.0,32.2,802.0,13.8,29.9,168.8
88,16,2013,20.0,4.3,352.0,75.8,167.0,203.0,493.0,43.7,825.0,23.3,35.9,177.5
89,16,2011,17.0,3.7,337.0,73.5,,175.0,,38.15,,,,
90,17,2018,31.0,9.1,158.0,46.6,120.0,134.0,,39.5,399.0,,35.4,117.6
91,17,2017,21.0,6.2,129.0,38.3,101.0,108.0,,32.0,413.0,,30.0,122.5
92,17,2016,24.0,7.1,181.0,53.6,88.0,93.0,281.0,27.6,377.0,22.4,26.1,111.7
93,17,2015,19.0,5.6,204.0,53.6,94.0,93.0,227.0,27.5,376.0,18.1,27.8,111.0
94,17,2013,21.0,6.3,237.0,70.5,98.0,84.0,160.0,25.0,359.0,12.7,29.2,106.8
95,17,2011,13.0,4.3,237.0,77.8,,85.0,,27.9,,,,
96,18,2018,3.0,0.9,91.0,27.0,193.0,53.0,,15.7,211.0,,57.2,62.6
97,18,2017,5.0,1.5,76.0,23.2,153.0,88.0,,26.8,256.0,,46.6,78.0
98,18,2016,1.0,0.3,84.0,25.0,122.0,65.0,65.0,19.3,255.0,3.8,36.3,75.9
99,18,2015,6.0,1.8,71.0,25.0,101.0,58.0,59.0,16.9,316.0,3.5,29.4,92.1
100,18,2013,9.0,2.8,101.0,31.2,119.0,54.0,38.0,16.7,340.0,2.3,36.8,105.1
101,18,2011,2.0,0.7,105.0,35.4,,69.0,,23.25,,,,
102,19,2018,1.0,0.3,71.0,19.4,93.0,37.0,,10.1,139.0,,25.5,38.0
103,19,2017,4.0,1.1,76.0,20.8,96.0,58.0,,15.9,200.0,,26.2,54.7
104,19,2016,2.0,0.6,57.0,15.6,95.0,51.0,33.0,13.9,216.0,1.9,26.0,59.1
105,19,2015,0.0,0.0,67.0,15.6,80.0,50.0,68.0,13.7,207.0,3.9,21.9,56.7
106,19,2013,1.0,0.3,82.0,22.8,78.0,35.0,42.0,9.7,189.0,2.4,21.7,52.6
107,19,2011,2.0,0.6,133.0,38.2,,44.0,,12.64,,,,
108,20,2018,4.0,1.3,43.0,13.7,74.0,27.0,,8.6,123.0,,23.5,39.1
109,20,2017,0.0,0.0,53.0,16.9,68.0,28.0,,8.9,147.0,,21.6,46.7
110,20,2016,1.0,0.3,58.0,18.4,62.0,31.0,17.0,9.9,94.0,1.2,19.7,29.9
111,20,2015,0.0,0.0,76.0,18.4,66.0,33.0,17.0,10.5,99.0,1.2,21.0,31.5
112,20,2013,0.0,0.0,85.0,27.0,59.0,23.0,15.0,7.3,88.0,1.0,18.8,28.0
113,20,2011,0.0,0.0,57.0,19.2,,31.0,,10.42,,,,
114,21,2018,30.0,10.1,89.0,29.9,147.0,168.0,,56.5,581.0,,49.4,195.2
115,21,2017,28.0,9.3,112.0,37.2,151.0,187.0,,62.2,605.0,,50.2,201.1
116,21,2016,41.0,13.6,106.0,35.3,128.0,203.0,150.0,67.6,736.0,12.3,42.6,244.9
117,21,2015,22.0,7.4,114.0,35.3,113.0,193.0,184.0,64.7,688.0,15.1,37.9,230.6
118,21,2013,17.0,5.9,127.0,43.9,92.0,154.0,127.0,53.3,642.0,10.4,31.8,222.2
119,21,2011,25.0,9.5,175.0,66.7,,211.0,,80.47,,,,
120,22,2018,11.0,8.3,71.0,53.5,65.0,106.0,,79.8,307.0,,49.0,231.2
121,22,2017,12.0,8.9,78.0,58.0,48.0,96.0,,71.4,342.0,,35.7,254.3
122,22,2016,11.0,11.2,66.0,67.1,47.0,111.0,73.0,112.8,307.0,14.4,47.8,312.0
123,22,2015,7.0,7.3,86.0,67.1,48.0,87.0,106.0,90.5,319.0,21.2,50.0,332.0
124,22,2013,10.0,11.2,80.0,89.2,67.0,76.0,91.0,84.7,252.0,25.0,74.7,280.9
125,22,2011,10.0,13.6,105.0,142.7,,79.0,,107.34,,,,
126,23,2018,6.0,5.4,32.0,28.7,98.0,31.0,,27.8,138.0,,87.8,123.7
127,23,2017,7.0,6.3,15.0,13.5,114.0,33.0,,29.7,190.0,,102.6,171.0
128,23,2016,10.0,9.0,41.0,36.8,67.0,41.0,60.0,36.8,178.0,10.9,60.2,159.9
129,23,2015,0.0,0.0,44.0,36.8,68.0,26.0,68.0,23.4,145.0,12.4,61.2,130.4
130,23,2013,5.0,4.6,97.0,89.7,69.0,29.0,40.0,26.8,186.0,7.3,63.8,172.1
131,23,2011,8.0,7.3,69.0,62.7,,48.0,,43.64,,,,
132,24,2018,8.0,7.6,17.0,16.1,33.0,36.0,,34.1,118.0,,31.3,111.7
133,24,2017,4.0,3.5,25.0,22.1,39.0,31.0,,27.5,110.0,,34.5,97.4
134,24,2016,4.0,3.6,32.0,28.4,39.0,34.0,77.0,30.2,140.0,17.3,34.7,124.4
135,24,2015,2.0,1.8,23.0,28.4,28.0,35.0,44.0,31.0,170.0,9.8,24.8,150.6
136,24,2013,7.0,5.8,64.0,53.3,27.0,36.0,15.0,30.0,192.0,3.2,22.5,159.9
137,24,2011,4.0,3.5,46.0,40.7,,29.0,,25.69,,,,
138,25,2018,2.0,0.7,29.0,9.6,29.0,52.0,,17.2,70.0,,9.6,23.1
139,25,2017,0.0,0.0,43.0,14.3,47.0,60.0,,20.0,74.0,,15.7,24.7
140,25,2016,2.0,0.7,51.0,17.2,30.0,45.0,64.0,15.1,104.0,5.7,10.1,35.0
141,25,2015,2.0,0.7,82.0,17.2,23.0,18.0,178.0,6.1,120.0,16.0,7.8,40.6
142,25,2013,0.0,0.0,75.0,25.4,27.0,15.0,18.0,5.1,96.0,1.6,9.1,32.5
143,25,2011,2.0,0.7,87.0,30.8,,22.0,,7.78,,,,
144,26,2018,3.0,1.0,66.0,21.1,45.0,22.0,,7.0,107.0,,14.4,34.2
145,26,2017,3.0,1.0,83.0,26.8,40.0,32.0,,10.3,86.0,,12.9,27.8
146,26,2016,2.0,0.7,42.0,13.6,40.0,21.0,1.0,6.8,90.0,0.1,12.9,29.1
147,26,2015,3.0,1.0,67.0,13.6,34.0,26.0,5.0,8.4,97.0,0.5,11.0,31.3
148,26,2013,5.0,1.6,80.0,25.9,20.0,24.0,3.0,7.8,124.0,0.3,6.5,40.2
149,26,2011,2.0,0.7,90.0,30.2,,23.0,,7.72,,,,
150,27,2018,10.0,3.7,80.0,29.4,58.0,67.0,,24.6,195.0,,21.3,71.6
151,27,2017,13.0,4.8,93.0,34.2,67.0,45.0,,16.5,156.0,,24.6,57.3
152,27,2016,1.0,0.4,105.0,38.7,29.0,33.0,62.0,12.2,192.0,6.3,10.7,70.7
153,27,2015,2.0,0.7,93.0,38.7,47.0,32.0,65.0,11.8,184.0,6.6,17.3,67.7
154,27,2013,7.0,2.6,114.0,41.9,37.0,31.0,51.0,11.4,155.0,5.2,13.6,57.0
155,27,2011,4.0,1.5,143.0,53.8,,40.0,,15.06,,,,
156,28,2018,6.0,5.0,43.0,35.7,27.0,79.0,,65.6,172.0,,22.4,142.9
157,28,2017,2.0,1.7,25.0,21.4,33.0,85.0,,72.7,168.0,,28.2,143.6
158,28,2016,2.0,1.7,44.0,37.5,33.0,72.0,25.0,61.4,146.0,4.6,28.1,124.5
159,28,2015,2.0,1.7,30.0,37.5,26.0,55.0,18.0,46.0,145.0,3.3,21.7,121.1
160,28,2013,2.0,1.7,56.0,47.6,28.0,59.0,11.0,50.2,151.0,2.0,23.8,128.4
161,28,2011,2.0,2.1,38.0,40.2,,55.0,,58.14,,,,
162,29,2018,0.0,0.0,28.0,22.6,24.0,10.0,,8.1,30.0,,19.4,24.2
163,29,2017,0.0,0.0,45.0,36.4,30.0,11.0,,8.9,55.0,,24.3,44.5
164,29,2016,2.0,1.6,34.0,27.5,27.0,10.0,18.0,8.1,40.0,3.2,21.8,32.3
165,29,2015,2.0,1.6,31.0,27.5,25.0,6.0,74.0,4.9,50.0,13.1,20.2,40.4
166,29,2013,0.0,0.0,60.0,48.4,33.0,3.0,5.0,2.4,51.0,0.9,26.6,41.1
167,29,2011,0.0,0.0,50.0,42.7,,10.0,,8.53,,,,
168,30,2018,45.0,16.6,168.0,62.1,113.0,199.0,,73.5,582.0,,41.7,215.0
169,30,2017,40.0,14.8,138.0,51.2,116.0,154.0,,57.1,705.0,,43.0,261.6
170,30,2016,38.0,15.7,145.0,59.9,106.0,147.0,65.0,60.7,794.0,6.6,43.8,328.1
171,30,2015,28.0,13.4,164.0,59.9,95.0,109.0,91.0,52.1,871.0,10.7,45.4,416.6
172,30,2013,34.0,27.5,145.0,117.4,79.0,112.0,29.0,90.7,841.0,5.8,64.0,681.0
173,30,2011,21.0,17.4,183.0,152.0,,102.0,,84.72,,,,
174,31,2018,0.0,0.0,28.0,16.4,74.0,10.0,,5.9,40.0,,43.4,23.5
175,31,2017,0.0,0.0,28.0,16.7,82.0,17.0,,10.1,53.0,,48.8,31.6
176,31,2016,0.0,0.0,39.0,23.3,64.0,7.0,2.0,4.2,44.0,0.3,38.2,26.3
177,31,2015,1.0,0.6,44.0,23.3,49.0,12.0,9.0,7.2,62.0,1.3,29.4,37.2
178,31,2013,1.0,0.6,31.0,18.8,31.0,26.0,6.0,15.8,76.0,0.9,18.8,46.1
179,31,2011,1.0,0.6,23.0,14.4,,8.0,,5.0,,,,
180,32,2018,1.0,3.0,16.0,47.5,31.0,27.0,,80.1,118.0,,92.0,350.2
181,32,2017,0.0,0.0,9.0,26.7,51.0,25.0,,74.2,80.0,,151.3,237.4
182,32,2016,0.0,0.0,10.0,29.7,21.0,28.0,6.0,83.1,109.0,2.7,62.3,323.4
183,32,2015,1.0,3.0,12.0,29.7,26.0,26.0,8.0,77.2,102.0,3.6,77.2,302.7
184,32,2013,3.0,8.9,10.0,29.7,21.0,29.0,2.0,86.1,68.0,0.9,62.3,201.8
185,32,2011,4.0,12.6,16.0,50.5,,20.0,,63.09,,,,
186,33,2018,5.0,3.7,18.0,13.3,18.0,77.0,,57.1,81.0,,13.3,60.0
187,33,2017,4.0,3.0,19.0,14.1,38.0,49.0,,36.3,76.0,,28.2,56.3
188,33,2016,5.0,3.7,25.0,18.6,35.0,64.0,3.0,47.5,104.0,0.5,26.0,77.2
189,33,2015,2.0,1.5,13.0,18.6,18.0,61.0,14.0,45.3,102.0,2.2,13.4,75.7
190,33,2013,15.0,11.4,20.0,15.2,22.0,76.0,1.0,57.6,85.0,0.2,16.7,64.4
191,33,2011,1.0,0.8,6.0,4.8,,66.0,,52.42,,,,
192,34,2018,15.0,6.1,180.0,73.3,85.0,142.0,,57.8,313.0,,34.6,127.5
193,34,2017,15.0,6.7,178.0,78.9,62.0,148.0,,65.6,287.0,,27.5,127.2
194,34,2016,5.0,2.3,161.0,72.6,50.0,102.0,135.0,46.0,308.0,16.4,22.6,138.9
195,34,2015,10.0,4.6,184.0,72.6,45.0,57.0,121.0,26.2,254.0,14.9,20.7,116.7
196,34,2013,9.0,4.3,223.0,106.3,46.0,79.0,99.0,37.7,279.0,12.2,21.9,133.0
197,34,2011,7.0,3.9,222.0,124.2,,70.0,,39.17,,,,
198,35,2018,7.0,2.8,150.0,60.5,90.0,69.0,,27.8,244.0,,36.3,98.4
199,35,2017,9.0,4.0,126.0,56.1,57.0,96.0,,42.8,274.0,,25.4,122.1
200,35,2016,11.0,5.2,130.0,61.2,50.0,97.0,0.0,45.6,264.0,0.0,23.5,124.2
201,35,2015,10.0,5.3,93.0,61.2,51.0,92.0,47.0,48.4,257.0,5.9,26.8,135.3
202,35,2013,6.0,3.6,159.0,95.0,42.0,47.0,2.0,28.1,205.0,0.3,25.1,122.5
203,35,2011,4.0,2.4,141.0,85.1,,53.0,,31.99,,,,
204,36,2018,3.0,1.0,121.0,39.2,67.0,65.0,,21.1,347.0,,21.7,112.4
205,36,2017,9.0,2.9,121.0,39.3,78.0,81.0,,26.3,308.0,,25.4,100.1
206,36,2016,7.0,2.5,65.0,22.7,59.0,48.0,80.0,16.8,264.0,6.5,20.6,92.4
207,36,2015,2.0,0.7,79.0,22.7,55.0,47.0,101.0,16.5,217.0,8.2,19.3,76.0
208,36,2013,2.0,0.8,107.0,44.4,45.0,44.0,60.0,18.3,203.0,5.7,18.7,84.3
209,36,2011,2.0,0.9,111.0,48.9,,52.0,,22.93,,,,
210,37,2018,17.0,8.8,107.0,55.4,89.0,91.0,,47.1,418.0,,46.1,216.5
211,37,2017,33.0,17.5,113.0,59.8,119.0,79.0,,41.8,455.0,,63.0,240.9
212,37,2016,34.0,18.3,120.0,64.6,83.0,94.0,214.0,50.6,688.0,27.7,44.7,370.5
213,37,2015,26.0,14.1,147.0,64.6,109.0,112.0,287.0,60.6,543.0,36.8,59.0,294.0
214,37,2013,43.0,24.1,150.0,83.9,116.0,100.0,324.0,55.9,943.0,41.5,64.9,527.4
215,37,2011,25.0,14.7,233.0,137.4,,126.0,,74.29,,,,
216,38,2018,10.0,4.2,74.0,31.0,109.0,127.0,,53.3,211.0,,45.7,88.5
217,38,2017,12.0,5.0,91.0,38.0,137.0,139.0,,58.0,267.0,,57.2,111.4
218,38,2016,6.0,2.5,53.0,22.1,96.0,142.0,64.0,59.2,239.0,7.6,40.1,99.7
219,38,2015,5.0,2.1,149.0,22.1,102.0,99.0,87.0,41.3,241.0,10.3,42.6,100.5
220,38,2013,3.0,1.3,100.0,41.7,81.0,99.0,29.0,41.3,175.0,3.4,33.8,73.0
221,38,2011,6.0,2.6,81.0,34.9,,106.0,,45.71,,,,
222,39,2018,10.0,3.4,127.0,43.1,67.0,52.0,,17.6,199.0,,22.7,67.5
223,39,2017,8.0,2.7,82.0,27.9,79.0,69.0,,23.5,218.0,,26.9,74.2
224,39,2016,11.0,3.8,158.0,55.2,82.0,67.0,150.0,23.4,260.0,15.5,28.6,90.8
225,39,2015,5.0,1.8,152.0,55.2,54.0,68.0,101.0,24.3,234.0,10.6,19.3,83.5
226,39,2013,9.0,3.3,146.0,53.8,51.0,42.0,129.0,15.5,206.0,13.7,18.8,75.9
227,39,2011,6.0,2.4,123.0,49.3,,66.0,,26.46,,,,
228,40,2018,30.0,9.1,152.0,46.2,109.0,96.0,,29.2,441.0,,33.1,134.1
229,40,2017,28.0,8.7,136.0,42.2,109.0,151.0,,46.9,549.0,,33.9,170.5
230,40,2016,24.0,7.5,114.0,35.7,134.0,155.0,137.0,48.5,719.0,11.5,41.9,225.0
231,40,2015,26.0,8.2,175.0,35.7,122.0,141.0,177.0,44.5,612.0,15.0,38.5,193.0
232,40,2013,27.0,8.6,208.0,66.5,89.0,151.0,108.0,48.3,753.0,9.1,28.5,240.7
233,40,2011,30.0,10.5,240.0,83.7,,198.0,,69.04,,,,
234,41,2018,2.0,1.3,80.0,50.9,30.0,17.0,,10.8,129.0,,19.1,82.1
235,41,2017,1.0,0.6,67.0,42.7,28.0,26.0,,16.6,164.0,,17.8,104.4
236,41,2016,4.0,2.6,67.0,42.7,19.0,24.0,26.0,15.3,190.0,3.4,12.1,121.1
237,41,2015,3.0,1.9,53.0,42.7,26.0,26.0,84.0,16.6,164.0,10.9,16.6,104.5
238,41,2013,2.0,1.3,75.0,47.8,24.0,16.0,33.0,10.2,139.0,4.3,15.3,88.6
239,41,2011,0.0,0.0,103.0,71.4,,19.0,,13.18,,,,
240,42,2018,1.0,0.4,62.0,24.4,42.0,34.0,,13.4,89.0,,16.6,35.1
241,42,2017,0.0,0.0,76.0,30.1,47.0,32.0,,12.7,80.0,,18.6,31.6
242,42,2016,1.0,0.4,54.0,21.3,49.0,23.0,5.0,9.1,96.0,0.4,19.3,37.9
243,42,2015,0.0,0.0,98.0,21.3,46.0,17.0,7.0,6.7,98.0,0.5,18.2,38.8
244,42,2013,0.0,0.0,62.0,24.9,26.0,32.0,4.0,12.8,107.0,0.3,10.4,42.9
245,42,2011,3.0,1.3,53.0,22.7,,32.0,,13.73,,,,
246,43,2018,2.0,1.3,28.0,18.0,31.0,21.0,,13.5,53.0,,19.9,34.0
247,43,2017,1.0,0.6,27.0,17.2,39.0,19.0,,12.1,86.0,,24.9,54.9
248,43,2016,0.0,0.0,29.0,18.5,20.0,18.0,3.0,11.5,78.0,0.5,12.8,49.7
249,43,2015,0.0,0.0,42.0,18.5,22.0,23.0,22.0,14.7,83.0,3.4,14.1,53.0
250,43,2013,1.0,0.7,54.0,35.7,37.0,26.0,9.0,17.2,73.0,1.4,24.4,48.2
251,43,2011,0.0,0.0,84.0,59.6,,30.0,,21.28,,,,
252,44,2018,0.0,0.0,33.0,34.7,31.0,29.0,,30.5,47.0,,32.6,49.4
253,44,2017,0.0,0.0,16.0,17.2,26.0,25.0,,26.8,41.0,,27.9,43.9
254,44,2016,2.0,2.2,15.0,16.3,20.0,31.0,0.0,33.7,48.0,0.0,21.7,52.2
255,44,2015,0.0,0.0,20.0,16.3,19.0,30.0,2.0,33.4,48.0,0.4,21.1,53.4
256,44,2013,0.0,0.0,27.0,30.8,25.0,30.0,1.0,34.3,58.0,0.2,28.5,66.2
257,44,2011,0.0,0.0,24.0,29.3,,24.0,,29.3,,,,
258,45,2018,13.0,2.7,123.0,25.7,118.0,208.0,,43.5,233.0,,24.7,48.7
259,45,2017,4.0,1.1,93.0,24.8,69.0,230.0,,61.4,156.0,,18.4,41.6
260,45,2016,3.0,0.9,62.0,18.0,58.0,195.0,67.0,56.7,182.0,5.7,16.9,52.9
261,45,2015,3.0,0.9,54.0,18.0,70.0,138.0,74.0,41.6,120.0,6.5,21.1,36.2
262,45,2013,0.0,0.0,42.0,13.6,29.0,25.0,23.0,8.1,93.0,2.1,9.4,30.1
263,45,2011,2.0,0.8,59.0,22.5,,13.0,,4.97,,,,
264,46,2018,18.0,7.3,59.0,23.8,61.0,92.0,,37.2,183.0,,24.6,73.9
265,46,2017,11.0,4.4,59.0,23.8,66.0,88.0,,35.5,160.0,,26.7,64.6
266,46,2016,8.0,3.2,88.0,35.6,51.0,45.0,97.0,18.2,156.0,10.2,20.6,63.0
267,46,2015,4.0,1.6,41.0,35.6,49.0,47.0,80.0,19.0,154.0,8.4,19.8,62.3
268,46,2013,9.0,3.6,66.0,26.7,44.0,105.0,64.0,42.4,217.0,6.7,17.8,87.6
269,46,2011,0.0,0.0,91.0,40.7,,47.0,,21.0,,,,
270,47,2018,0.0,0.0,21.0,18.9,26.0,26.0,,23.4,43.0,,23.4,38.7
271,47,2017,0.0,0.0,17.0,15.6,18.0,23.0,,21.1,45.0,,16.5,41.3
272,47,2016,1.0,0.9,15.0,12.8,15.0,35.0,2.0,29.9,73.0,0.3,12.8,62.4
273,47,2015,0.0,0.0,7.0,12.8,19.0,26.0,3.0,22.2,58.0,0.5,16.2,49.4
274,47,2013,2.0,1.7,9.0,7.7,11.0,26.0,4.0,22.2,56.0,0.6,9.4,47.9
275,47,2011,1.0,1.0,21.0,21.0,,21.0,,20.96,,,,
276,48,2018,11.0,6.1,101.0,56.1,62.0,68.0,,37.8,140.0,,34.4,77.8
