,NPA,year,voters_participating,board_committee_participation,311_requests,neighborhood_organizations,voter_participation,311_calls,arts_participating_households,board_committee_participants,arts_participation
2600,377,2018,2194.0,1.0,,,66.0,,,5.0,
2601,377,2017,893.0,0.69,,,22.0,,,4.0,
2602,377,2014,1610.0,,,5.0,56.0,,,,
2603,377,2012,2564.0,,,,83.0,,,,
2604,378,2013,,,36.5,,,1545.0,856.0,,42.0
2605,378,2016,2853.0,,35.4,,86.0,1558.0,,,
2606,378,2015,1037.0,,35.3,4.0,37.0,1534.0,,,
2607,378,2018,2644.0,3.0,,,75.0,,,15.0,
2608,378,2017,1424.0,4.11,,,35.0,,,18.0,
2609,378,2014,1759.0,,,2.0,65.0,,,,
2610,378,2012,2524.0,,,,81.0,,,,
2611,379,2013,,,21.1,,,878.0,432.0,,33.0
2612,379,2016,2525.0,,22.1,,83.0,930.0,,,
2613,379,2015,770.0,,20.4,3.0,27.0,856.0,,,
2614,379,2018,2123.0,0.0,,,72.0,,,0.0,
2615,379,2017,981.0,0.0,,,28.0,,,0.0,
2616,379,2014,1621.0,,,2.0,60.0,,,,
2617,379,2012,2439.0,,,,85.0,,,,
2618,380,2013,,,31.1,,,1771.0,706.0,,39.0
2619,380,2016,3277.0,,32.5,,83.0,1862.0,,,
2620,380,2015,1062.0,,32.2,3.0,29.0,1845.0,,,
2621,380,2018,2870.0,1.0,,,74.0,,,8.0,
2622,380,2017,1419.0,1.22,,,31.0,,,7.0,
2623,380,2014,2123.0,,,3.0,60.0,,,,
2624,380,2012,3292.0,,,,83.0,,,,
2625,381,2013,,,28.9,,,887.0,356.0,,21.0
2626,381,2016,1865.0,,26.4,,76.0,966.0,,,
2627,381,2015,348.0,,27.5,2.0,17.0,849.0,,,
2628,381,2018,1518.0,1.0,,,65.0,,,2.0,
2629,381,2017,614.0,0.85,,,22.0,,,3.0,
2630,381,2014,920.0,,,3.0,51.0,,,,
2631,381,2012,1517.0,,,,77.0,,,,
2632,382,2013,,,44.0,,,1326.0,48.0,,6.0
2633,382,2016,1249.0,,48.4,,56.0,1468.0,,,
2634,382,2015,187.0,,44.1,7.0,9.0,1346.0,,,
2635,382,2018,910.0,1.0,,,51.0,,,2.0,
2636,382,2017,342.0,0.67,,,11.0,,,2.0,
2637,382,2014,530.0,,,8.0,29.0,,,,
2638,382,2012,1183.0,,,,67.0,,,,
2639,383,2013,,,32.3,,,1315.0,129.0,,8.0
2640,383,2016,1325.0,,33.2,,64.0,1375.0,,,
2641,383,2015,344.0,,32.1,1.0,19.0,1313.0,,,
2642,383,2018,1061.0,0.0,,,61.0,,,1.0,
2643,383,2017,489.0,0.0,,,23.0,,,0.0,
2644,383,2014,767.0,,,1.0,44.0,,,,
2645,383,2012,1387.0,,,,75.0,,,,
2646,384,2013,,,8.6,,,269.0,404.0,,29.0
2647,384,2016,1966.0,,11.0,,71.0,400.0,,,
2648,384,2015,191.0,,8.7,3.0,12.0,317.0,,,
2649,384,2018,2630.0,2.0,,,56.0,,,10.0,
2650,384,2017,787.0,1.65,,,14.0,,,8.0,
2651,384,2014,536.0,,,4.0,40.0,,,,
2652,384,2012,866.0,,,,78.0,,,,
2653,385,2013,,,59.1,,,2585.0,29.0,,2.0
2654,385,2016,1800.0,,56.6,,57.0,2748.0,,,
2655,385,2015,298.0,,51.1,7.0,11.0,2460.0,,,
2656,385,2018,1192.0,0.0,,,47.0,,,2.0,
2657,385,2017,392.0,0.41,,,11.0,,,2.0,
2658,385,2014,1000.0,,,7.0,39.0,,,,
2659,385,2012,1968.0,,,,72.0,,,,
2660,386,2013,,,59.7,,,1133.0,84.0,,11.0
2661,386,2016,916.0,,45.6,,66.0,893.0,,,
2662,386,2015,198.0,,52.3,2.0,16.0,1023.0,,,
2663,386,2018,757.0,1.0,,,64.0,,,2.0,
2664,386,2017,293.0,1.04,,,18.0,,,2.0,
2665,386,2014,555.0,,,1.0,48.0,,,,
2666,386,2012,920.0,,,,77.0,,,,
2667,387,2013,,,65.2,,,1487.0,27.0,,3.0
2668,387,2016,1111.0,,62.5,,57.0,1436.0,,,
2669,387,2015,191.0,,61.0,3.0,11.0,1420.0,,,
2670,387,2018,721.0,0.0,,,50.0,,,1.0,
2671,387,2017,298.0,0.43,,,14.0,,,1.0,
2672,387,2014,637.0,,,2.0,38.0,,,,
2673,387,2012,1189.0,,,,71.0,,,,
2674,388,2013,,,48.5,,,838.0,123.0,,16.0
2675,388,2016,1172.0,,50.8,,71.0,1055.0,,,
2676,388,2015,160.0,,41.1,2.0,13.0,844.0,,,
2677,388,2018,1325.0,2.0,,,65.0,,,5.0,
2678,388,2017,513.0,1.64,,,19.0,,,5.0,
2679,388,2014,474.0,,,2.0,44.0,,,,
2680,388,2012,832.0,,,,73.0,,,,
2681,389,2013,,,27.6,,,2436.0,186.0,,6.0
2682,389,2016,2756.0,,26.9,,70.0,2537.0,,,
2683,389,2015,627.0,,27.0,1.0,19.0,2527.0,,,
2684,389,2018,1818.0,0.0,,,56.0,,,4.0,
2685,389,2017,785.0,0.53,,,18.0,,,5.0,
2686,389,2014,1573.0,,,1.0,50.0,,,,
2687,389,2012,2497.0,,,,73.0,,,,
2688,390,2013,,,38.7,,,571.0,103.0,,14.0
2689,390,2016,637.0,,39.3,,77.0,581.0,,,
2690,390,2015,109.0,,32.8,0.0,17.0,481.0,,,
2691,390,2018,512.0,1.0,,,62.0,,,1.0,
2692,390,2017,183.0,0.0,,,17.0,,,0.0,
2693,390,2014,323.0,,,0.0,54.0,,,,
2694,390,2012,577.0,,,,72.0,,,,
2695,391,2013,,,40.0,,,913.0,296.0,,32.0
2696,391,2016,1502.0,,42.2,,78.0,991.0,,,
2697,391,2015,606.0,,39.8,2.0,33.0,935.0,,,
2698,391,2018,1350.0,2.0,,,76.0,,,4.0,
2699,391,2017,780.0,1.7,,,38.0,,,4.0,
2700,391,2014,1068.0,,,1.0,60.0,,,,
2701,391,2012,1523.0,,,,84.0,,,,
2702,392,2013,,,23.1,,,2321.0,1971.0,,51.0
2703,392,2016,5717.0,,25.0,,84.0,2535.0,,,
2704,392,2015,2361.0,,21.1,4.0,39.0,2168.0,,,
2705,392,2018,4855.0,1.0,,,78.0,,,10.0,
2706,392,2017,3005.0,0.98,,,43.0,,,10.0,
2707,392,2014,3843.0,,,4.0,66.0,,,,
2708,392,2012,5306.0,,,,87.0,,,,
2709,393,2013,,,55.8,,,3302.0,556.0,,20.0
2710,393,2016,3051.0,,41.0,,78.0,2264.0,,,
2711,393,2015,759.0,,37.7,3.0,23.0,2182.0,,,
2712,393,2018,2410.0,1.0,,,66.0,,,5.0,
2713,393,2017,1104.0,0.73,,,25.0,,,4.0,
2714,393,2014,1674.0,,,3.0,54.0,,,,
2715,393,2012,2839.0,,,,75.0,,,,
2716,394,2013,,,32.3,,,930.0,188.0,,13.0
2717,394,2016,1267.0,,36.7,,78.0,1079.0,,,
2718,394,2015,307.0,,32.3,2.0,23.0,948.0,,,
2719,394,2018,984.0,0.0,,,65.0,,,0.0,
2720,394,2017,459.0,0.0,,,25.0,,,0.0,
2721,394,2014,693.0,,,2.0,54.0,,,,
2722,394,2012,1166.0,,,,79.0,,,,
2723,395,2013,,,1.9,,,30.0,103.0,,16.0
2724,395,2016,1000.0,,1.0,,82.0,15.0,,,
2725,395,2015,150.0,,1.9,,15.0,30.0,,,
2726,395,2018,913.0,0.0,,,70.0,,,1.0,
2727,395,2017,298.0,0.0,,,20.0,,,0.0,
2728,395,2014,582.0,,,3.0,61.0,,,,
2729,395,2012,862.0,,,,79.0,,,,
2730,396,2013,,,1.2,,,33.0,81.0,,8.0
2731,396,2016,1402.0,,1.2,,81.0,34.0,,,
2732,396,2015,76.0,,1.0,,5.0,28.0,,,
2733,396,2018,1043.0,0.0,,,67.0,,,1.0,
2734,396,2017,176.0,0.35,,,10.0,,,1.0,
2735,396,2014,729.0,,,,53.0,,,,
2736,396,2012,1234.0,,,,78.0,,,,
2737,397,2013,,,1.2,,,19.0,82.0,,9.0
2738,397,2016,725.0,,0.2,,69.0,3.0,,,
2739,397,2015,33.0,,0.2,,4.0,3.0,,,
2740,397,2018,470.0,0.0,,,48.0,,,0.0,
2741,397,2017,56.0,0.0,,,5.0,,,0.0,
2742,397,2014,243.0,,,,41.0,,,,
2743,397,2012,483.0,,,,76.0,,,,
2744,398,2013,,,1.5,,,9.0,49.0,,13.0
2745,398,2016,442.0,,1.9,,79.0,13.0,,,
2746,398,2015,40.0,,0.5,,9.0,3.0,,,
2747,398,2018,355.0,4.0,,,65.0,,,3.0,
2748,398,2017,80.0,4.37,,,13.0,,,3.0,
2749,398,2014,212.0,,,,55.0,,,,
2750,398,2012,332.0,,,,84.0,,,,
2751,399,2013,,,0.9,,,18.0,150.0,,15.0
2752,399,2016,1090.0,,0.4,,78.0,9.0,,,
2753,399,2015,103.0,,0.6,,9.0,12.0,,,
2754,399,2018,779.0,1.0,,,61.0,,,2.0,
2755,399,2017,170.0,0.94,,,11.0,,,2.0,
2756,399,2014,536.0,,,,54.0,,,,
2757,399,2012,857.0,,,,83.0,,,,
2758,400,2013,,,3.6,,,90.0,269.0,,31.0
2759,400,2016,1474.0,,2.4,,84.0,61.0,,,
2760,400,2015,262.0,,2.8,,16.0,70.0,,,
2761,400,2018,1355.0,1.0,,,77.0,,,2.0,
2762,400,2017,532.0,0.0,,,27.0,,,0.0,
2763,400,2014,989.0,,,4.0,62.0,,,,
2764,400,2012,1548.0,,,,84.0,,,,
2765,401,2013,,,0.9,,,20.0,97.0,,12.0
2766,401,2016,1149.0,,0.7,,79.0,16.0,,,
2767,401,2015,141.0,,0.7,,11.0,16.0,,,
2768,401,2018,893.0,1.0,,,65.0,,,2.0,
2769,401,2017,278.0,0.91,,,16.0,,,2.0,
2770,401,2014,688.0,,,1.0,56.0,,,,
2771,401,2012,1110.0,,,,78.0,,,,
2772,402,2013,,,0.9,,,15.0,76.0,,13.0
2773,402,2016,920.0,,1.5,,85.0,23.0,,,
2774,402,2015,128.0,,1.0,,13.0,15.0,,,
2775,402,2018,709.0,0.0,,,75.0,,,0.0,
2776,402,2017,242.0,0.0,,,22.0,,,0.0,
2777,402,2014,583.0,,,2.0,62.0,,,,
2778,402,2012,918.0,,,,83.0,,,,
2779,403,2013,,,1.3,,,22.0,88.0,,14.0
2780,403,2016,1145.0,,0.8,,83.0,15.0,,,
2781,403,2015,156.0,,0.6,,13.0,11.0,,,
2782,403,2018,1023.0,0.0,,,72.0,,,1.0,
2783,403,2017,270.0,0.5,,,17.0,,,1.0,
2784,403,2014,704.0,,,,61.0,,,,
2785,403,2012,977.0,,,,82.0,,,,
2786,404,2013,,,1.3,,,26.0,52.0,,6.0
2787,404,2016,810.0,,1.4,,77.0,29.0,,,
2788,404,2015,159.0,,1.3,,17.0,26.0,,,
2789,404,2018,601.0,1.0,,,64.0,,,3.0,
2790,404,2017,229.0,1.44,,,19.0,,,3.0,
2791,404,2014,454.0,,,,52.0,,,,
2792,404,2012,788.0,,,,77.0,,,,
2793,405,2013,,,1.1,,,39.0,183.0,,13.0
2794,405,2016,1667.0,,0.4,,79.0,15.0,,,
2795,405,2015,161.0,,0.8,,9.0,26.0,,,
2796,405,2018,1188.0,1.0,,,60.0,,,4.0,
2797,405,2017,233.0,1.15,,,10.0,,,4.0,
2798,405,2014,772.0,,,,47.0,,,,
2799,405,2012,1486.0,,,,81.0,,,,
2800,406,2013,,,2.1,,,42.0,107.0,,14.0
2801,406,2016,1459.0,,1.0,,84.0,21.0,,,
2802,406,2015,202.0,,0.4,,13.0,9.0,,,
2803,406,2018,1070.0,1.0,,,72.0,,,4.0,
2804,406,2017,309.0,1.29,,,18.0,,,3.0,
2805,406,2014,940.0,,,,66.0,,,,
2806,406,2012,1267.0,,,,79.0,,,,
2807,407,2013,,,2.1,,,38.0,51.0,,7.0
2808,407,2016,1015.0,,1.2,,81.0,22.0,,,
2809,407,2015,168.0,,1.1,,15.0,20.0,,,
2810,407,2018,839.0,0.0,,,69.0,,,0.0,
2811,407,2017,264.0,0.52,,,18.0,,,1.0,
2812,407,2014,601.0,,,,57.0,,,,
2813,407,2012,953.0,,,,80.0,,,,
2814,408,2013,,,1.2,,,33.0,153.0,,14.0
2815,408,2016,1657.0,,0.7,,83.0,18.0,,,
2816,408,2015,335.0,,0.8,,19.0,21.0,,,
2817,408,2018,1485.0,0.0,,,73.0,,,0.0,
2818,408,2017,497.0,0.0,,,22.0,,,0.0,
2819,408,2014,1138.0,,,,66.0,,,,
2820,408,2012,1612.0,,,,83.0,,,,
2821,409,2013,,,1.4,,,38.0,301.0,,29.0
2822,409,2016,1673.0,,1.0,,84.0,29.0,,,
2823,409,2015,386.0,,1.3,,21.0,36.0,,,
2824,409,2018,1417.0,4.0,,,71.0,,,11.0,
2825,409,2017,515.0,3.5,,,23.0,,,10.0,
2826,409,2014,1170.0,,,,66.0,,,,
2827,409,2012,1597.0,,,,88.0,,,,
2828,410,2013,,,0.6,,,11.0,98.0,,10.0
2829,410,2016,833.0,,0.8,,82.0,13.0,,,
2830,410,2015,96.0,,0.8,,11.0,14.0,,,
2831,410,2018,718.0,2.0,,,70.0,,,4.0,
2832,410,2017,206.0,0.58,,,17.0,,,1.0,
2833,410,2014,454.0,,,,58.0,,,,
2834,410,2012,721.0,,,,78.0,,,,
2835,411,2013,,,1.8,,,27.0,85.0,,14.0
2836,411,2016,704.0,,0.8,,79.0,13.0,,,
2837,411,2015,46.0,,1.0,,6.0,15.0,,,
2838,411,2018,85.0,0.0,,,65.0,,,0.0,
2839,411,2017,14.0,0.64,,,10.0,,,1.0,
2840,411,2014,303.0,,,,43.0,,,,
2841,411,2012,652.0,,,,80.0,,,,
2842,412,2013,,,1.2,,,8.0,36.0,,15.0
2843,412,2016,380.0,,0.6,,83.0,4.0,,,
2844,412,2015,51.0,,0.5,,13.0,3.0,,,
2845,412,2018,306.0,3.0,,,65.0,,,2.0,
2846,412,2017,70.0,1.48,,,13.0,,,1.0,
2847,412,2014,227.0,,,,58.0,,,,
2848,412,2012,349.0,,,,80.0,,,,
2849,413,2013,,,0.7,,,27.0,307.0,,25.0
2850,413,2016,1957.0,,0.5,,82.0,20.0,,,
2851,413,2015,470.0,,0.6,,21.0,24.0,,,
2852,413,2018,1466.0,0.0,,,64.0,,,0.0,
2853,413,2017,419.0,0.0,,,16.0,,,0.0,
2854,413,2014,1207.0,,,,59.0,,,,
2855,413,2012,1874.0,,,,85.0,,,,
2856,416,2013,,,1.0,,,16.0,76.0,,9.0
2857,416,2016,606.0,,0.4,,68.0,6.0,,,
