,NPA,year,voters_participating,board_committee_participation,311_requests,neighborhood_organizations,voter_participation,311_calls,arts_participating_households,board_committee_participants,arts_participation
1124,164,2017,224.0,0.21,,,14.0,,,1.0,
1125,164,2014,419.0,,,4.0,43.0,,,,
1126,164,2012,807.0,,,,67.0,,,,
1127,165,2013,,,15.9,,,385.0,9.0,,1.0
1128,165,2016,535.0,,16.2,,59.0,398.0,,,
1129,165,2015,52.0,,16.6,0.0,7.0,409.0,,,
1130,165,2018,309.0,1.0,,,44.0,,,2.0,
1131,165,2017,89.0,0.81,,,8.0,,,2.0,
1132,165,2014,260.0,,,0.0,34.0,,,,
1133,165,2012,544.0,,,,74.0,,,,
1134,166,2013,,,17.5,,,218.0,16.0,,3.0
1135,166,2016,458.0,,16.4,,68.0,207.0,,,
1136,166,2015,66.0,,15.9,1.0,12.0,202.0,,,
1137,166,2018,283.0,0.0,,,51.0,,,0.0,
1138,166,2017,90.0,0.0,,,12.0,,,0.0,
1139,166,2014,227.0,,,1.0,42.0,,,,
1140,166,2012,473.0,,,,77.0,,,,
1141,167,2013,,,20.0,,,159.0,13.0,,4.0
1142,167,2016,230.0,,17.0,,60.0,137.0,,,
1143,167,2015,44.0,,19.7,0.0,14.0,159.0,,,
1144,167,2018,159.0,0.0,,,45.0,,,0.0,
1145,167,2017,54.0,0.0,,,11.0,,,0.0,
1146,167,2014,135.0,,,0.0,44.0,,,,
1147,167,2012,265.0,,,,77.0,,,,
1148,168,2013,,,36.5,,,573.0,26.0,,4.0
1149,168,2016,584.0,,33.8,,70.0,545.0,,,
1150,168,2015,148.0,,33.2,2.0,20.0,528.0,,,
1151,168,2018,434.0,1.0,,,59.0,,,1.0,
1152,168,2017,194.0,0.62,,,19.0,,,1.0,
1153,168,2014,388.0,,,1.0,53.0,,,,
1154,168,2012,659.0,,,,75.0,,,,
1155,169,2013,,,8.8,,,186.0,159.0,,21.0
1156,169,2016,1114.0,,8.0,,76.0,190.0,,,
1157,169,2015,140.0,,8.1,1.0,13.0,178.0,,,
1158,169,2018,813.0,0.0,,,59.0,,,0.0,
1159,169,2017,269.0,0.0,,,16.0,,,0.0,
1160,169,2014,484.0,,,1.0,50.0,,,,
1161,169,2012,869.0,,,,82.0,,,,
1162,170,2013,,,15.9,,,291.0,128.0,,20.0
1163,170,2016,893.0,,18.6,,81.0,340.0,,,
1164,170,2015,183.0,,16.5,3.0,18.0,302.0,,,
1165,170,2018,717.0,1.0,,,66.0,,,2.0,
1166,170,2017,292.0,0.0,,,23.0,,,0.0,
1167,170,2014,544.0,,,4.0,56.0,,,,
1168,170,2012,880.0,,,,84.0,,,,
1169,171,2013,,,17.8,,,162.0,51.0,,13.0
1170,171,2016,542.0,,17.8,,77.0,178.0,,,
1171,171,2015,105.0,,17.4,2.0,20.0,156.0,,,
1172,171,2018,403.0,1.0,,,63.0,,,1.0,
1173,171,2017,165.0,0.87,,,20.0,,,1.0,
1174,171,2014,241.0,,,2.0,54.0,,,,
1175,171,2012,396.0,,,,77.0,,,,
1176,172,2013,,,11.2,,,328.0,233.0,,21.0
1177,172,2016,1157.0,,13.8,,78.0,424.0,,,
1178,172,2015,153.0,,11.7,0.0,12.0,359.0,,,
1179,172,2018,930.0,1.0,,,61.0,,,3.0,
1180,172,2017,294.0,0.33,,,17.0,,,1.0,
1181,172,2014,556.0,,,0.0,46.0,,,,
1182,172,2012,1091.0,,,,84.0,,,,
1183,173,2013,,,53.0,,,569.0,17.0,,5.0
1184,173,2016,431.0,,51.1,,69.0,613.0,,,
1185,173,2015,76.0,,51.4,0.0,15.0,590.0,,,
1186,173,2018,309.0,0.0,,,56.0,,,0.0,
1187,173,2017,115.0,0.0,,,16.0,,,0.0,
1188,173,2014,241.0,,,0.0,50.0,,,,
1189,173,2012,412.0,,,,77.0,,,,
1190,174,2013,,,16.6,,,287.0,59.0,,9.0
1191,174,2016,671.0,,18.8,,77.0,324.0,,,
1192,174,2015,92.0,,19.4,4.0,13.0,335.0,,,
1193,174,2018,512.0,2.0,,,60.0,,,3.0,
1194,174,2017,170.0,1.74,,,15.0,,,3.0,
1195,174,2014,342.0,,,4.0,49.0,,,,
1196,174,2012,644.0,,,,70.0,,,,
1197,175,2013,,,40.1,,,727.0,232.0,,34.0
1198,175,2016,1147.0,,45.0,,85.0,822.0,,,
1199,175,2015,422.0,,39.7,3.0,34.0,727.0,,,
1200,175,2018,1053.0,1.0,,,78.0,,,2.0,
1201,175,2017,557.0,1.1,,,35.0,,,2.0,
1202,175,2014,804.0,,,3.0,66.0,,,,
1203,175,2012,1110.0,,,,82.0,,,,
1204,176,2013,,,26.3,,,798.0,263.0,,23.0
1205,176,2016,1656.0,,27.2,,82.0,824.0,,,
1206,176,2015,395.0,,26.3,4.0,21.0,798.0,,,
1207,176,2018,1381.0,1.0,,,71.0,,,3.0,
1208,176,2017,599.0,1.65,,,26.0,,,5.0,
1209,176,2014,985.0,,,3.0,56.0,,,,
1210,176,2012,1590.0,,,,82.0,,,,
1211,177,2013,,,38.0,,,702.0,204.0,,26.0
1212,177,2016,1249.0,,38.0,,82.0,714.0,,,
1213,177,2015,488.0,,34.4,5.0,35.0,643.0,,,
1214,177,2018,1023.0,0.0,,,76.0,,,0.0,
1215,177,2017,585.0,0.0,,,35.0,,,0.0,
1216,177,2014,850.0,,,5.0,65.0,,,,
1217,177,2012,1201.0,,,,81.0,,,,
1218,178,2013,,,9.0,,,190.0,78.0,,8.0
1219,178,2016,612.0,,9.3,,71.0,255.0,,,
1220,178,2015,52.0,,7.1,0.0,8.0,173.0,,,
1221,178,2018,611.0,0.0,,,54.0,,,0.0,
1222,178,2017,166.0,0.0,,,13.0,,,0.0,
1223,178,2014,207.0,,,0.0,42.0,,,,
1224,178,2012,436.0,,,,69.0,,,,
1225,179,2013,,,38.4,,,619.0,267.0,,40.0
1226,179,2016,1084.0,,45.4,,87.0,726.0,,,
1227,179,2015,451.0,,38.3,8.0,39.0,620.0,,,
1228,179,2018,955.0,2.0,,,79.0,,,3.0,
1229,179,2017,579.0,1.25,,,42.0,,,2.0,
1230,179,2014,778.0,,,7.0,70.0,,,,
1231,179,2012,1075.0,,,,86.0,,,,
1232,180,2013,,,41.5,,,539.0,24.0,,5.0
1233,180,2016,499.0,,36.4,,72.0,548.0,,,
1234,180,2015,89.0,,35.0,2.0,16.0,506.0,,,
1235,180,2018,353.0,0.0,,,52.0,,,0.0,
1236,180,2017,123.0,0.0,,,14.0,,,0.0,
1237,180,2014,252.0,,,2.0,50.0,,,,
1238,180,2012,443.0,,,,72.0,,,,
1239,181,2013,,,28.2,,,788.0,314.0,,26.0
1240,181,2016,1676.0,,29.5,,81.0,849.0,,,
1241,181,2015,468.0,,28.9,1.0,26.0,827.0,,,
1242,181,2018,1442.0,1.0,,,73.0,,,3.0,
1243,181,2017,662.0,1.04,,,28.0,,,3.0,
1244,181,2014,1032.0,,,1.0,61.0,,,,
1245,181,2012,1526.0,,,,82.0,,,,
1246,182,2013,,,52.8,,,411.0,18.0,,7.0
1247,182,2016,394.0,,65.4,,68.0,515.0,,,
1248,182,2015,98.0,,53.7,2.0,19.0,418.0,,,
1249,182,2018,290.0,0.0,,,61.0,,,0.0,
1250,182,2017,128.0,0.0,,,19.0,,,0.0,
1251,182,2014,269.0,,,2.0,51.0,,,,
1252,182,2012,447.0,,,,73.0,,,,
1253,183,2013,,,27.2,,,231.0,12.0,,4.0
1254,183,2016,284.0,,27.1,,68.0,234.0,,,
1255,183,2015,60.0,,25.1,1.0,18.0,218.0,,,
1256,183,2018,198.0,0.0,,,56.0,,,0.0,
1257,183,2017,84.0,0.0,,,17.0,,,0.0,
1258,183,2014,168.0,,,1.0,53.0,,,,
1259,183,2012,287.0,,,,76.0,,,,
1260,184,2013,,,44.7,,,599.0,226.0,,34.0
1261,184,2016,915.0,,38.0,,84.0,521.0,,,
1262,184,2015,238.0,,33.8,0.0,26.0,462.0,,,
1263,184,2018,762.0,5.0,,,75.0,,,7.0,
1264,184,2017,382.0,5.86,,,33.0,,,8.0,
1265,184,2014,508.0,,,0.0,59.0,,,,
1266,184,2012,843.0,,,,88.0,,,,
1267,185,2013,,,3.8,,,111.0,40.0,,3.0
1268,185,2016,465.0,,4.2,,53.0,128.0,,,
1269,185,2015,33.0,,5.0,0.0,5.0,151.0,,,
1270,185,2018,347.0,0.0,,,45.0,,,0.0,
1271,185,2017,57.0,0.0,,,5.0,,,0.0,
1272,185,2014,205.0,,,0.0,33.0,,,,
1273,185,2012,540.0,,,,78.0,,,,
1274,186,2013,,,38.5,,,932.0,49.0,,6.0
1275,186,2016,927.0,,36.7,,69.0,918.0,,,
1276,186,2015,160.0,,36.8,1.0,13.0,909.0,,,
1277,186,2018,678.0,0.0,,,61.0,,,1.0,
1278,186,2017,244.0,0.4,,,18.0,,,1.0,
1279,186,2014,545.0,,,1.0,47.0,,,,
1280,186,2012,919.0,,,,76.0,,,,
1281,187,2013,,,19.8,,,199.0,115.0,,28.0
1282,187,2016,544.0,,15.4,,77.0,155.0,,,
1283,187,2015,122.0,,21.2,3.0,20.0,213.0,,,
1284,187,2018,406.0,0.0,,,65.0,,,0.0,
1285,187,2017,159.0,0.0,,,19.0,,,0.0,
1286,187,2014,316.0,,,3.0,54.0,,,,
1287,187,2012,518.0,,,,79.0,,,,
1288,188,2013,,,16.0,,,270.0,123.0,,17.0
1289,188,2016,790.0,,16.3,,75.0,282.0,,,
1290,188,2015,121.0,,12.2,2.0,14.0,209.0,,,
1291,188,2018,661.0,2.0,,,63.0,,,3.0,
1292,188,2017,205.0,1.74,,,16.0,,,3.0,
1293,188,2014,367.0,,,2.0,46.0,,,,
1294,188,2012,712.0,,,,78.0,,,,
1295,189,2013,,,4.0,,,41.0,56.0,,12.0
1296,189,2016,299.0,,6.9,,61.0,71.0,,,
1297,189,2015,41.0,,2.8,0.0,10.0,29.0,,,
1298,189,2018,216.0,0.0,,,51.0,,,0.0,
1299,189,2017,66.0,0.0,,,12.0,,,0.0,
1300,189,2014,142.0,,,0.0,43.0,,,,
1301,189,2012,275.0,,,,80.0,,,,
1302,190,2013,,,56.1,,,581.0,9.0,,2.0
1303,190,2016,357.0,,50.5,,65.0,530.0,,,
1304,190,2015,30.0,,50.3,1.0,7.0,526.0,,,
1305,190,2018,203.0,0.0,,,50.0,,,0.0,
1306,190,2017,52.0,0.0,,,8.0,,,0.0,
1307,190,2014,185.0,,,1.0,44.0,,,,
1308,190,2012,374.0,,,,72.0,,,,
1309,191,2013,,,23.6,,,552.0,112.0,,12.0
1310,191,2016,1126.0,,24.1,,75.0,569.0,,,
1311,191,2015,213.0,,24.4,6.0,16.0,575.0,,,
1312,191,2018,825.0,0.0,,,63.0,,,1.0,
1313,191,2017,312.0,0.42,,,18.0,,,1.0,
1314,191,2014,652.0,,,5.0,52.0,,,,
1315,191,2012,1106.0,,,,77.0,,,,
1316,192,2013,,,21.0,,,463.0,78.0,,9.0
1317,192,2016,1327.0,,31.4,,77.0,811.0,,,
1318,192,2015,171.0,,25.5,3.0,14.0,610.0,,,
1319,192,2018,672.0,1.0,,,66.0,,,2.0,
1320,192,2017,230.0,1.08,,,17.0,,,3.0,
1321,192,2014,595.0,,,3.0,52.0,,,,
1322,192,2012,899.0,,,,76.0,,,,
1323,193,2013,,,24.8,,,330.0,197.0,,35.0
1324,193,2016,761.0,,27.6,,85.0,367.0,,,
1325,193,2015,299.0,,25.0,3.0,36.0,333.0,,,
1326,193,2018,670.0,0.0,,,72.0,,,0.0,
1327,193,2017,387.0,0.0,,,39.0,,,0.0,
1328,193,2014,474.0,,,2.0,60.0,,,,
1329,193,2012,739.0,,,,87.0,,,,
1330,194,2013,,,19.7,,,584.0,374.0,,37.0
1331,194,2016,1546.0,,22.4,,80.0,674.0,,,
1332,194,2015,415.0,,22.1,,23.0,660.0,,,
1333,194,2018,1190.0,1.0,,,71.0,,,2.0,
1334,194,2017,518.0,0.97,,,27.0,,,3.0,
1335,194,2014,1012.0,,,2.0,60.0,,,,
1336,194,2012,1523.0,,,,84.0,,,,
1337,195,2013,,,16.9,,,353.0,117.0,,14.0
1338,195,2016,1238.0,,17.4,,77.0,363.0,,,
1339,195,2015,158.0,,15.8,2.0,14.0,329.0,,,
1340,195,2018,906.0,0.0,,,58.0,,,0.0,
1341,195,2017,297.0,0.68,,,16.0,,,2.0,
1342,195,2014,538.0,,,2.0,51.0,,,,
1343,195,2012,965.0,,,,81.0,,,,
1344,196,2013,,,27.2,,,588.0,39.0,,5.0
1345,196,2016,886.0,,30.0,,72.0,670.0,,,
1346,196,2015,119.0,,29.1,1.0,12.0,639.0,,,
1347,196,2018,646.0,1.0,,,57.0,,,3.0,
1348,196,2017,229.0,1.33,,,16.0,,,3.0,
1349,196,2014,482.0,,,1.0,50.0,,,,
1350,196,2012,826.0,,,,78.0,,,,
1351,197,2013,,,20.7,,,526.0,52.0,,5.0
1352,197,2016,806.0,,22.3,,68.0,581.0,,,
1353,197,2015,175.0,,21.6,0.0,18.0,559.0,,,
1354,197,2018,585.0,0.0,,,59.0,,,0.0,
1355,197,2017,228.0,0.0,,,17.0,,,0.0,
1356,197,2014,464.0,,,0.0,50.0,,,,
1357,197,2012,817.0,,,,76.0,,,,
1358,198,2013,,,24.1,,,386.0,174.0,,22.0
1359,198,2016,856.0,,24.1,,80.0,398.0,,,
1360,198,2015,269.0,,23.3,3.0,29.0,384.0,,,
1361,198,2018,781.0,2.0,,,65.0,,,4.0,
1362,198,2017,353.0,1.91,,,24.0,,,3.0,
1363,198,2014,542.0,,,3.0,61.0,,,,
1364,198,2012,798.0,,,,79.0,,,,
1365,199,2013,,,18.9,,,535.0,16.0,,1.0
1366,199,2016,861.0,,21.4,,57.0,666.0,,,
1367,199,2015,88.0,,21.0,2.0,7.0,653.0,,,
1368,199,2018,532.0,0.0,,,43.0,,,1.0,
1369,199,2017,149.0,0.31,,,9.0,,,1.0,
1370,199,2014,384.0,,,1.0,32.0,,,,
1371,199,2012,925.0,,,,79.0,,,,
1372,200,2013,,,10.2,,,58.0,10.0,,5.0
1373,200,2016,275.0,,15.6,,64.0,95.0,,,
1374,200,2015,16.0,,17.4,0.0,6.0,105.0,,,
1375,200,2018,170.0,1.0,,,43.0,,,1.0,
1376,200,2017,42.0,1.82,,,7.0,,,2.0,
1377,200,2014,77.0,,,0.0,31.0,,,,
1378,200,2012,196.0,,,,60.0,,,,
1379,201,2013,,,18.5,,,537.0,349.0,,30.0
1380,201,2016,1699.0,,21.8,,83.0,634.0,,,
1381,201,2015,480.0,,19.4,2.0,27.0,568.0,,,
1382,201,2018,1463.0,0.0,,,72.0,,,1.0,
1383,201,2017,698.0,0.34,,,30.0,,,1.0,
1384,201,2014,1048.0,,,2.0,60.0,,,,
1385,201,2012,1619.0,,,,86.0,,,,
1386,202,2013,,,27.0,,,613.0,28.0,,4.0
1387,202,2016,579.0,,27.8,,63.0,657.0,,,
1388,202,2015,112.0,,24.3,2.0,14.0,569.0,,,
1389,202,2018,431.0,0.0,,,55.0,,,0.0,
1390,202,2017,140.0,0.0,,,12.0,,,0.0,
1391,202,2014,313.0,,,2.0,42.0,,,,
1392,202,2012,626.0,,,,73.0,,,,
1393,203,2013,,,21.7,,,394.0,71.0,,11.0
1394,203,2016,894.0,,29.5,,78.0,569.0,,,
1395,203,2015,128.0,,24.9,1.0,14.0,466.0,,,
1396,203,2018,762.0,0.0,,,62.0,,,1.0,
1397,203,2017,291.0,0.5,,,20.0,,,1.0,
1398,203,2014,445.0,,,1.0,53.0,,,,
1399,203,2012,703.0,,,,76.0,,,,
1400,204,2013,,,14.8,,,205.0,139.0,,22.0
1401,204,2016,756.0,,24.3,,79.0,338.0,,,
1402,204,2015,141.0,,18.4,0.0,18.0,255.0,,,
1403,204,2018,609.0,0.0,,,66.0,,,0.0,
1404,204,2017,228.0,0.0,,,21.0,,,0.0,
1405,204,2014,403.0,,,0.0,53.0,,,,
1406,204,2012,707.0,,,,86.0,,,,
1407,205,2013,,,28.5,,,267.0,141.0,,46.0
1408,205,2016,592.0,,26.9,,79.0,258.0,,,
1409,205,2015,231.0,,31.1,2.0,33.0,293.0,,,
1410,205,2018,565.0,0.0,,,80.0,,,0.0,
1411,205,2017,292.0,0.0,,,37.0,,,0.0,
1412,205,2014,402.0,,,2.0,59.0,,,,
1413,205,2012,553.0,,,,83.0,,,,
1414,206,2013,,,16.3,,,220.0,113.0,,20.0
1415,206,2016,556.0,,16.1,,77.0,218.0,,,
1416,206,2015,140.0,,18.9,0.0,20.0,255.0,,,
1417,206,2018,461.0,0.0,,,71.0,,,0.0,
1418,206,2017,203.0,0.0,,,27.0,,,0.0,
1419,206,2014,334.0,,,0.0,52.0,,,,
1420,206,2012,584.0,,,,87.0,,,,
1421,207,2013,,,5.0,,,106.0,86.0,,7.0
1422,207,2016,1120.0,,3.9,,72.0,100.0,,,
1423,207,2015,64.0,,3.2,0.0,6.0,83.0,,,
1424,207,2018,732.0,1.0,,,50.0,,,3.0,
1425,207,2017,160.0,0.64,,,8.0,,,2.0,
1426,207,2014,340.0,,,0.0,41.0,,,,
1427,207,2012,668.0,,,,84.0,,,,
1428,208,2013,,,28.5,,,587.0,393.0,,56.0
1429,208,2016,1274.0,,31.9,,86.0,616.0,,,
1430,208,2015,589.0,,26.5,3.0,43.0,511.0,,,
1431,208,2018,1179.0,1.0,,,78.0,,,3.0,
1432,208,2017,722.0,1.42,,,45.0,,,3.0,
1433,208,2014,919.0,,,3.0,69.0,,,,
1434,208,2012,1206.0,,,,88.0,,,,
1435,209,2013,,,27.8,,,813.0,98.0,,9.0
1436,209,2016,1766.0,,18.9,,77.0,764.0,,,
1437,209,2015,210.0,,24.6,1.0,12.0,787.0,,,
1438,209,2018,1266.0,1.0,,,59.0,,,3.0,
1439,209,2017,402.0,0.72,,,15.0,,,3.0,
1440,209,2014,836.0,,,1.0,52.0,,,,
1441,209,2012,1329.0,,,,80.0,,,,
1442,210,2013,,,9.0,,,167.0,262.0,,21.0
1443,210,2016,824.0,,7.9,,76.0,176.0,,,
1444,210,2015,192.0,,8.9,2.0,23.0,167.0,,,
1445,210,2018,829.0,0.0,,,67.0,,,1.0,
1446,210,2017,312.0,0.45,,,20.0,,,1.0,
1447,210,2014,405.0,,,1.0,57.0,,,,
1448,210,2012,846.0,,,,81.0,,,,
1449,211,2013,,,31.4,,,790.0,69.0,,8.0
1450,211,2016,1103.0,,38.0,,76.0,987.0,,,
1451,211,2015,199.0,,36.9,0.0,16.0,938.0,,,
1452,211,2018,867.0,1.0,,,62.0,,,3.0,
1453,211,2017,330.0,1.15,,,19.0,,,3.0,
1454,211,2014,674.0,,,0.0,55.0,,,,
1455,211,2012,1131.0,,,,79.0,,,,
1456,212,2013,,,29.8,,,409.0,32.0,,7.0
1457,212,2016,413.0,,40.8,,67.0,571.0,,,
1458,212,2015,115.0,,31.2,1.0,22.0,434.0,,,
1459,212,2018,292.0,0.0,,,59.0,,,0.0,
1460,212,2017,144.0,0.0,,,19.0,,,0.0,
1461,212,2014,273.0,,,1.0,55.0,,,,
1462,212,2012,452.0,,,,71.0,,,,
1463,213,2013,,,30.8,,,487.0,216.0,,35.0
1464,213,2016,858.0,,28.7,,81.0,440.0,,,
1465,213,2015,321.0,,30.5,7.0,31.0,485.0,,,
1466,213,2018,798.0,2.0,,,77.0,,,3.0,
1467,213,2017,498.0,1.99,,,41.0,,,3.0,
1468,213,2014,615.0,,,4.0,62.0,,,,
1469,213,2012,923.0,,,,83.0,,,,
1470,215,2013,,,34.5,,,294.0,154.0,,48.0
1471,215,2016,562.0,,42.9,,87.0,375.0,,,
1472,215,2015,274.0,,38.8,2.0,45.0,338.0,,,
1473,215,2018,555.0,1.0,,,79.0,,,1.0,
1474,215,2017,380.0,2.27,,,48.0,,,2.0,
1475,215,2014,451.0,,,2.0,70.0,,,,
1476,215,2012,532.0,,,,87.0,,,,
1477,216,2013,,,28.7,,,232.0,132.0,,37.0
1478,216,2016,453.0,,30.5,,81.0,251.0,,,
1479,216,2015,151.0,,29.2,7.0,30.0,238.0,,,
1480,216,2018,272.0,1.0,,,78.0,,,1.0,
1481,216,2017,153.0,2.51,,,38.0,,,2.0,
1482,216,2014,275.0,,,6.0,59.0,,,,
1483,216,2012,446.0,,,,82.0,,,,
1484,217,2013,,,36.2,,,458.0,213.0,,44.0
1485,217,2016,838.0,,39.7,,81.0,517.0,,,
1486,217,2015,322.0,,33.8,2.0,33.0,437.0,,,
1487,217,2018,745.0,1.0,,,80.0,,,1.0,
1488,217,2017,387.0,0.82,,,37.0,,,1.0,
1489,217,2014,535.0,,,1.0,57.0,,,,
1490,217,2012,821.0,,,,86.0,,,,
1491,218,2013,,,29.4,,,782.0,157.0,,13.0
1492,218,2016,1438.0,,36.4,,80.0,853.0,,,
1493,218,2015,344.0,,29.0,4.0,22.0,775.0,,,
1494,218,2018,1144.0,0.0,,,68.0,,,0.0,
1495,218,2017,495.0,0.86,,,24.0,,,2.0,
1496,218,2014,901.0,,,3.0,60.0,,,,
1497,218,2012,1406.0,,,,80.0,,,,
1498,219,2013,,,18.2,,,345.0,56.0,,7.0
1499,219,2016,783.0,,14.9,,54.0,366.0,,,
1500,219,2015,42.0,,15.9,2.0,4.0,305.0,,,
1501,219,2018,483.0,0.0,,,48.0,,,0.0,
1502,219,2017,90.0,0.4,,,6.0,,,1.0,
1503,219,2014,223.0,,,2.0,22.0,,,,
1504,219,2012,564.0,,,,58.0,,,,
1505,220,2013,,,22.9,,,401.0,32.0,,5.0
1506,220,2016,658.0,,20.7,,73.0,369.0,,,
1507,220,2015,98.0,,19.4,,13.0,343.0,,,
1508,220,2018,466.0,0.0,,,56.0,,,0.0,
1509,220,2017,141.0,0.0,,,13.0,,,0.0,
1510,220,2014,369.0,,,0.0,50.0,,,,
1511,220,2012,654.0,,,,70.0,,,,
1512,221,2013,,,16.6,,,380.0,70.0,,7.0
1513,221,2016,997.0,,15.4,,74.0,417.0,,,
1514,221,2015,138.0,,19.7,1.0,12.0,453.0,,,
1515,221,2018,659.0,0.0,,,54.0,,,1.0,
1516,221,2017,231.0,0.74,,,14.0,,,2.0,
1517,221,2014,474.0,,,1.0,48.0,,,,
1518,221,2012,849.0,,,,75.0,,,,
1519,222,2013,,,30.3,,,478.0,245.0,,36.0
1520,222,2016,1028.0,,37.9,,83.0,600.0,,,
1521,222,2015,336.0,,32.0,4.0,29.0,504.0,,,
1522,222,2018,912.0,1.0,,,79.0,,,2.0,
1523,222,2017,487.0,0.63,,,37.0,,,1.0,
1524,222,2014,686.0,,,3.0,61.0,,,,
1525,222,2012,998.0,,,,85.0,,,,
1526,223,2013,,,45.6,,,868.0,28.0,,4.0
1527,223,2016,752.0,,49.6,,61.0,945.0,,,
1528,223,2015,187.0,,41.8,3.0,16.0,806.0,,,
1529,223,2018,537.0,0.0,,,59.0,,,0.0,
1530,223,2017,223.0,0.0,,,18.0,,,0.0,
1531,223,2014,506.0,,,3.0,45.0,,,,
1532,223,2012,869.0,,,,73.0,,,,
1533,224,2013,,,22.7,,,535.0,176.0,,16.0
1534,224,2016,1177.0,,22.1,,78.0,520.0,,,
1535,224,2015,275.0,,22.0,1.0,21.0,519.0,,,
1536,224,2018,928.0,0.0,,,68.0,,,1.0,
1537,224,2017,398.0,0.85,,,23.0,,,2.0,
1538,224,2014,675.0,,,1.0,56.0,,,,
1539,224,2012,1071.0,,,,84.0,,,,
1540,225,2013,,,0.9,,,12.0,35.0,,7.0
1541,225,2016,467.0,,1.7,,65.0,23.0,,,
1542,225,2015,24.0,,0.4,0.0,4.0,5.0,,,
1543,225,2018,227.0,0.0,,,51.0,,,0.0,
1544,225,2017,39.0,0.0,,,7.0,,,0.0,
1545,225,2014,232.0,,,0.0,42.0,,,,
1546,225,2012,439.0,,,,77.0,,,,
1547,226,2013,,,29.3,,,253.0,71.0,,15.0
1548,226,2016,433.0,,26.3,,77.0,229.0,,,
1549,226,2015,87.0,,27.7,2.0,19.0,241.0,,,
1550,226,2018,333.0,0.0,,,64.0,,,0.0,
1551,226,2017,129.0,0.0,,,19.0,,,0.0,
1552,226,2014,242.0,,,2.0,56.0,,,,
1553,226,2012,386.0,,,,77.0,,,,
1554,227,2013,,,21.1,,,527.0,55.0,,7.0
1555,227,2016,1073.0,,29.1,,73.0,738.0,,,
1556,227,2015,185.0,,23.5,2.0,14.0,598.0,,,
1557,227,2018,801.0,0.0,,,62.0,,,1.0,
1558,227,2017,316.0,0.39,,,21.0,,,1.0,
1559,227,2014,605.0,,,2.0,49.0,,,,
1560,227,2012,1040.0,,,,82.0,,,,
1561,228,2013,,,0.7,,,4.0,13.0,,7.0
1562,228,2016,253.0,,1.5,,71.0,8.0,,,
1563,228,2015,10.0,,1.7,1.0,3.0,9.0,,,
1564,228,2018,256.0,0.0,,,62.0,,,0.0,
1565,228,2017,42.0,0.0,,,10.0,,,0.0,
1566,228,2014,127.0,,,1.0,42.0,,,,
1567,228,2012,232.0,,,,79.0,,,,
1568,229,2013,,,44.1,,,785.0,48.0,,8.0
1569,229,2016,1397.0,,50.5,,69.0,1209.0,,,
1570,229,2015,170.0,,56.8,2.0,11.0,1220.0,,,
1571,229,2018,328.0,0.0,,,43.0,,,0.0,
1572,229,2017,116.0,0.0,,,11.0,,,0.0,
1573,229,2014,593.0,,,2.0,43.0,,,,
1574,229,2012,969.0,,,,80.0,,,,
1575,230,2013,,,19.6,,,406.0,75.0,,7.0
1576,230,2016,519.0,,19.7,,66.0,483.0,,,
1577,230,2015,62.0,,15.2,0.0,9.0,373.0,,,
1578,230,2018,370.0,1.0,,,51.0,,,2.0,
1579,230,2017,93.0,0.82,,,9.0,,,2.0,
1580,230,2014,242.0,,,0.0,40.0,,,,
1581,230,2012,623.0,,,,79.0,,,,
1582,231,2013,,,28.3,,,521.0,98.0,,13.0
1583,231,2016,1167.0,,20.4,,78.0,570.0,,,
1584,231,2015,197.0,,20.0,3.0,16.0,554.0,,,
1585,231,2018,945.0,0.0,,,66.0,,,0.0,
1586,231,2017,375.0,0.0,,,21.0,,,0.0,
1587,231,2014,618.0,,,3.0,55.0,,,,
1588,231,2012,889.0,,,,78.0,,,,
1589,232,2013,,,30.7,,,778.0,105.0,,11.0
1590,232,2016,1187.0,,37.4,,77.0,968.0,,,
1591,232,2015,141.0,,37.0,1.0,11.0,946.0,,,
1592,232,2018,979.0,0.0,,,61.0,,,0.0,
1593,232,2017,294.0,0.0,,,16.0,,,0.0,
1594,232,2014,559.0,,,0.0,46.0,,,,
1595,232,2012,1070.0,,,,79.0,,,,
1596,233,2013,,,16.9,,,432.0,203.0,,18.0
1597,233,2016,1230.0,,22.3,,80.0,569.0,,,
1598,233,2015,299.0,,16.7,1.0,24.0,427.0,,,
1599,233,2018,1003.0,0.0,,,67.0,,,1.0,
1600,233,2017,401.0,1.18,,,23.0,,,3.0,
1601,233,2014,688.0,,,0.0,55.0,,,,
1602,233,2012,1149.0,,,,83.0,,,,
1603,234,2013,,,47.2,,,1203.0,97.0,,11.0
1604,234,2016,1308.0,,54.0,,66.0,1424.0,,,
1605,234,2015,342.0,,46.1,6.0,19.0,1209.0,,,
1606,234,2018,955.0,1.0,,,61.0,,,3.0,
1607,234,2017,505.0,1.5,,,25.0,,,4.0,
1608,234,2014,815.0,,,6.0,47.0,,,,
1609,234,2012,1236.0,,,,72.0,,,,
1610,235,2013,,,36.6,,,748.0,268.0,,30.0
1611,235,2016,1267.0,,35.7,,86.0,733.0,,,
1612,235,2015,434.0,,33.1,1.0,33.0,683.0,,,
1613,235,2018,1055.0,1.0,,,74.0,,,2.0,
1614,235,2017,580.0,0.97,,,36.0,,,2.0,
1615,235,2014,814.0,,,1.0,65.0,,,,
1616,235,2012,1193.0,,,,84.0,,,,
