,NPA,year,commercial_size,fincancial_services_proximity,financial_services_proximate_units,job_density,commercial_construction,household_income,employment_rate,employment_rate_moe,household_income_moe,commercial_building_age,commercial_construction_permitted_units,jobs,commercial_size_total,public_nutrition_assistance
617,80,2018,5186.0,0.0,0.0,,0.15,,,,,14.0,1,,20742.0,8.0
618,80,2016,5250.0,0.0,0.0,,1.16,,,,,19.0,8,,20998.0,9.6
619,80,2015,5250.0,0.0,0.0,0.1,1.02,,,,,18.0,7,45.0,20998.0,9.38
620,80,2013,5250.0,,,0.1,0.0,,,,,16.0,0,55.0,20998.0,9.03
621,80,2011,5250.0,,,0.1,0.15,,,,,14.0,1,56.0,20998.0,12.15
622,80,2014,,0.0,0.0,0.1,0.0,,,,,,0,45.0,,
623,80,2012,,,,0.1,0.15,,,,,,1,56.0,,
624,81,2017,6955.0,56.0,259.0,,0.0,63015.0,92.0,9.0,25556.0,14.0,0,,13910.0,6.0
625,81,2018,6955.0,52.0,241.0,,0.0,,,,,15.0,0,,13909.0,6.0
626,81,2016,6955.0,54.0,247.0,,2.62,,,,,13.0,5,,13909.0,6.8
627,81,2015,6955.0,50.0,228.0,0.7,1.03,,,,,12.0,2,141.0,13909.0,6.38
628,81,2013,12330.0,,,0.7,0.0,,,,,5.0,0,144.0,12330.0,5.36
629,81,2011,12330.0,,,1.7,0.0,,,,,3.0,0,325.0,12330.0,8.6
630,81,2014,,10.0,44.0,0.8,1.03,,,,,,2,160.0,,
631,81,2012,,,,0.8,0.0,,,,,,0,146.0,,
632,82,2017,13313.0,48.0,555.0,,1.34,75455.0,98.0,2.0,24070.0,14.0,5,,146443.0,6.0
633,82,2018,16244.0,51.0,601.0,,0.27,,,,,13.0,1,,178687.0,6.0
634,82,2016,13313.0,49.0,555.0,,1.34,,,,,13.0,5,,146445.0,6.49
635,82,2015,14177.0,39.0,353.0,1.3,0.79,,,,,13.0,3,477.0,141771.0,8.04
636,82,2013,14177.0,,,0.6,0.53,,,,,11.0,2,236.0,141771.0,6.77
637,82,2011,15652.0,,,1.1,0.26,,,,,9.0,1,425.0,140871.0,8.82
638,82,2014,,39.0,353.0,0.8,3.42,,,,,,13,288.0,,
639,82,2012,,,,0.6,2.63,,,,,,10,236.0,,
640,83,2017,47640.0,0.0,0.0,,0.0,34474.0,93.0,10.0,22242.0,54.0,0,,190560.0,47.0
641,83,2018,43150.0,0.0,0.0,,0.08,,,,,52.0,2,,215751.0,43.0
642,83,2016,52464.0,0.0,0.0,,0.04,,,,,53.0,1,,209854.0,59.13
643,83,2015,47640.0,0.0,0.0,0.2,0.13,,,,,52.0,3,434.0,190559.0,58.72
644,83,2013,47640.0,,,0.2,0.0,,,,,50.0,0,573.0,190559.0,51.74
645,83,2011,48840.0,,,0.1,0.17,,,,,47.0,4,308.0,195359.0,29.1
646,83,2014,,0.0,0.0,0.2,0.33,,,,,,8,424.0,,
647,83,2012,,,,0.2,0.13,,,,,,3,533.0,,
648,84,2017,24403.0,0.0,0.0,,0.28,29821.0,100.0,0.0,23183.0,45.0,7,,219627.0,14.0
649,84,2018,22921.0,0.0,0.0,,0.2,,,,,47.0,5,,183365.0,5.0
650,84,2016,24403.0,0.0,0.0,,0.12,,,,,44.0,3,,219629.0,12.75
651,84,2015,24403.0,0.0,0.0,0.1,0.4,,,,,43.0,10,161.0,219629.0,11.22
652,84,2013,24389.0,,,0.0,0.12,,,,,41.0,3,107.0,219503.0,15.24
653,84,2011,20709.0,,,0.0,0.08,,,,,36.0,2,93.0,165673.0,14.17
654,84,2014,,0.0,0.0,0.1,0.08,,,,,,2,162.0,,
655,84,2012,,,,0.1,0.04,,,,,,1,315.0,,
656,85,2017,2691.0,32.0,246.0,,0.73,20417.0,83.0,7.0,11052.0,66.0,2,,43056.0,51.0
657,85,2018,2679.0,29.0,220.0,,0.36,,,,,67.0,1,,42861.0,48.0
658,85,2016,2691.0,32.0,249.0,,0.36,,,,,65.0,1,,43057.0,61.57
659,85,2015,2691.0,32.0,250.0,0.9,0.0,,,,,64.0,0,241.0,43057.0,58.34
660,85,2013,2691.0,,,0.9,0.73,,,,,62.0,2,242.0,43057.0,54.0
661,85,2011,2691.0,,,0.4,1.09,,,,,60.0,3,102.0,43057.0,54.1
662,85,2014,,32.0,252.0,0.9,0.73,,,,,,2,235.0,,
663,85,2012,,,,1.0,1.09,,,,,,3,273.0,,
664,86,2017,3783.0,2.0,22.0,,41.39,32266.0,94.0,1.0,11125.0,41.0,41,,45396.0,23.0
665,86,2018,3783.0,0.0,4.0,,1.01,,,,,42.0,1,,45397.0,22.0
666,86,2016,3783.0,2.0,22.0,,81.76,,,,,40.0,81,,45397.0,33.04
667,86,2015,3783.0,2.0,22.0,0.4,134.25,,,,,39.0,133,43.0,45397.0,30.39
668,86,2013,3783.0,,,0.6,0.0,,,,,37.0,0,59.0,45397.0,31.29
669,86,2011,3783.0,,,0.4,1.01,,,,,35.0,1,35.0,45397.0,40.01
670,86,2014,,2.0,22.0,0.5,29.27,,,,,,29,53.0,,
671,86,2012,,,,0.6,1.01,,,,,,1,60.0,,
672,87,2017,3648.0,37.0,249.0,,15.32,66908.0,89.0,10.0,18835.0,47.0,30,,65664.0,14.0
673,87,2018,3648.0,38.0,263.0,,12.77,,,,,48.0,25,,65666.0,12.0
674,87,2016,3648.0,36.0,248.0,,15.32,,,,,46.0,30,,65666.0,26.12
675,87,2015,3648.0,36.0,248.0,2.3,7.66,,,,,45.0,15,447.0,65666.0,25.14
676,87,2013,3277.0,,,2.4,2.55,,,,,42.0,5,477.0,55709.0,35.72
677,87,2011,3277.0,,,1.0,3.57,,,,,40.0,7,203.0,55709.0,38.48
678,87,2014,,36.0,249.0,2.4,2.55,,,,,,5,472.0,,
679,87,2012,,,,2.2,4.08,,,,,,8,437.0,,
680,88,2017,12428.0,0.0,0.0,,0.47,37333.0,79.0,7.0,15692.0,56.0,2,,621400.0,49.0
681,88,2018,15885.0,0.0,0.0,,0.47,,,,,57.0,2,,794243.0,44.0
682,88,2016,12229.0,0.0,0.0,,0.93,,,,,56.0,4,,611473.0,61.21
683,88,2015,12127.0,0.0,0.0,0.6,0.7,,,,,55.0,3,240.0,594241.0,59.02
684,88,2013,11861.0,,,0.4,0.7,,,,,54.0,3,166.0,604890.0,45.42
685,88,2011,11267.0,,,0.6,2.79,,,,,52.0,12,274.0,608410.0,50.34
686,88,2014,,0.0,0.0,0.6,0.7,,,,,,3,243.0,,
687,88,2012,,,,0.5,0.93,,,,,,4,224.0,,
688,89,2017,1402.0,0.0,0.0,,0.0,54453.0,96.0,36.0,19280.0,30.0,0,,2804.0,22.0
689,89,2018,1402.0,0.0,0.0,,0.0,,,,,31.0,0,,2804.0,20.0
690,89,2016,1402.0,0.0,0.0,,0.0,,,,,29.0,0,,2804.0,25.9
691,89,2015,1402.0,0.0,0.0,0.2,0.42,,,,,28.0,1,41.0,2804.0,24.88
692,89,2013,1402.0,,,0.1,0.0,,,,,26.0,0,35.0,2804.0,18.97
693,89,2011,1402.0,,,0.1,0.0,,,,,24.0,0,31.0,2804.0,20.33
694,89,2014,,0.0,0.0,0.1,0.84,,,,,,2,29.0,,
695,89,2012,,,,0.1,0.42,,,,,,1,35.0,,
696,90,2017,4458.0,68.0,559.0,,0.0,41667.0,91.0,17.0,8358.0,41.0,0,,98076.0,20.0
697,90,2018,4458.0,67.0,559.0,,0.4,,,,,42.0,1,,98079.0,18.0
698,90,2016,4458.0,68.0,559.0,,0.4,,,,,40.0,1,,98079.0,30.23
699,90,2015,4462.0,68.0,559.0,0.8,0.8,,,,,39.0,2,187.0,98169.0,28.8
700,90,2013,4458.0,,,0.6,0.8,,,,,37.0,2,153.0,98079.0,25.39
701,90,2011,4458.0,,,0.7,0.8,,,,,35.0,2,176.0,98079.0,29.5
702,90,2014,,68.0,559.0,0.7,0.4,,,,,,1,171.0,,
703,90,2012,,,,0.7,7.2,,,,,,18,173.0,,
704,91,2017,1434.0,0.0,0.0,,0.0,47010.0,99.0,3.0,24200.0,16.0,0,,1434.0,20.0
705,91,2018,1434.0,0.0,0.0,,0.0,,,,,17.0,0,,1434.0,17.0
706,91,2016,1434.0,0.0,0.0,,0.35,,,,,15.0,1,,1434.0,23.47
707,91,2015,1434.0,0.0,0.0,0.1,0.0,,,,,14.0,0,23.0,1434.0,22.12
708,91,2013,1434.0,,,0.1,0.71,,,,,12.0,2,28.0,1434.0,20.22
709,91,2011,1434.0,,,1.0,0.0,,,,,10.0,0,278.0,1434.0,22.71
710,91,2014,,0.0,0.0,0.1,0.0,,,,,,0,24.0,,
711,91,2012,,,,0.1,0.0,,,,,,0,29.0,,
712,92,2017,40901.0,100.0,1344.0,,6.25,65568.0,95.0,2.0,6963.0,15.0,17,,1513337.0,6.0
713,92,2018,42746.0,100.0,1476.0,,5.88,,,,,15.0,16,,1624351.0,5.0
714,92,2016,36760.0,100.0,1344.0,,5.14,,,,,14.0,14,,1323374.0,6.11
715,92,2015,36668.0,100.0,1330.0,10.0,7.41,,,,,13.0,20,2705.0,1320044.0,6.01
716,92,2013,38341.0,,,9.6,5.56,,,,,12.0,15,2592.0,1303577.0,4.91
717,92,2011,40406.0,,,9.6,1.85,,,,,11.0,5,2580.0,1212183.0,5.89
718,92,2014,,100.0,1058.0,10.8,3.33,,,,,,9,2920.0,,
719,92,2012,,,,7.9,9.63,,,,,,26,2140.0,,
720,93,2017,71381.0,67.0,420.0,,2.9,41507.0,100.0,0.0,7622.0,27.0,17,,2641097.0,18.0
721,93,2018,71381.0,100.0,621.0,,3.07,,,,,28.0,18,,2641082.0,16.0
722,93,2016,71305.0,67.0,420.0,,4.27,,,,,27.0,25,,2566981.0,23.75
723,93,2015,71361.0,67.0,420.0,8.0,4.78,,,,,25.0,28,4656.0,2640345.0,23.52
724,93,2013,73317.0,,,8.0,1.54,,,,,24.0,9,4694.0,2639395.0,20.91
725,93,2011,69527.0,,,7.5,7.17,,,,,22.0,42,4377.0,2502965.0,24.35
726,93,2014,,67.0,420.0,7.5,3.41,,,,,,20,4399.0,,
727,93,2012,,,,8.0,2.39,,,,,,14,4710.0,,
728,94,2017,42349.0,0.0,0.0,,1.98,32417.0,81.0,9.0,8417.0,28.0,13,,1566913.0,30.0
729,94,2018,42176.0,0.0,0.0,,1.07,,,,,28.0,7,,1518326.0,26.0
730,94,2016,42349.0,0.0,0.0,,1.68,,,,,27.0,11,,1566926.0,36.96
731,94,2015,42349.0,0.0,0.0,4.4,3.96,,,,,26.0,26,2883.0,1566926.0,35.8
732,94,2013,42349.0,,,4.2,1.37,,,,,24.0,9,2767.0,1566926.0,33.9
733,94,2011,42349.0,,,3.3,2.74,,,,,22.0,18,2133.0,1566926.0,35.85
734,94,2014,,0.0,0.0,3.9,1.83,,,,,,12,2550.0,,
735,94,2012,,,,4.4,1.52,,,,,,10,2897.0,,
736,95,2017,66341.0,59.0,395.0,,3.39,63854.0,95.0,4.0,11513.0,16.0,15,,1990230.0,12.0
737,95,2018,66341.0,58.0,391.0,,7.24,,,,,17.0,32,,1990241.0,10.0
738,95,2016,66340.0,59.0,395.0,,7.69,,,,,15.0,34,,1990197.0,9.98
739,95,2015,66308.0,59.0,395.0,10.1,5.19,,,,,14.0,23,4499.0,1989244.0,9.56
