,NPA,year,commercial_size,fincancial_services_proximity,financial_services_proximate_units,job_density,commercial_construction,household_income,employment_rate,employment_rate_moe,household_income_moe,commercial_building_age,commercial_construction_permitted_units,jobs,commercial_size_total,public_nutrition_assistance
2748,349,2013,1420.0,,,0.2,0.0,,,,,39.0,0,51.0,8517.0,9.19
2749,349,2011,1420.0,,,0.3,0.67,,,,,37.0,2,86.0,8517.0,9.34
2750,349,2014,,77.0,604.0,0.3,0.0,,,,,,0,81.0,,
2751,349,2012,,,,0.1,1.01,,,,,,3,44.0,,
2752,350,2017,8120.0,0.0,0.0,,2.57,76250.0,98.0,27.0,17191.0,47.0,8,,40600.0,1.0
2753,350,2018,8120.0,0.0,0.0,,2.25,,,,,48.0,7,,40598.0,1.0
2754,350,2016,8120.0,0.0,0.0,,0.96,,,,,46.0,3,,40598.0,1.2
2755,350,2015,8120.0,0.0,0.0,1.9,1.6,,,,,45.0,5,604.0,40598.0,1.2
2756,350,2013,8120.0,,,2.0,2.25,,,,,43.0,7,623.0,40598.0,1.86
2757,350,2011,8120.0,,,1.9,0.64,,,,,41.0,2,593.0,40598.0,2.51
2758,350,2014,,0.0,0.0,2.0,0.32,,,,,,1,609.0,,
2759,350,2012,,,,1.9,0.96,,,,,,3,594.0,,
2760,351,2017,,0.0,0.0,,0.0,86688.0,92.0,28.0,40171.0,,0,,,5.0
2761,351,2018,,0.0,0.0,,0.49,,,,,,1,,,4.0
2762,351,2016,,39.0,172.0,,0.49,,,,,,1,,,7.93
2763,351,2015,,39.0,172.0,0.2,0.0,,,,,,0,34.0,,7.83
2764,351,2013,2674.0,,,0.2,0.0,,,,,49.0,0,35.0,2674.0,8.14
2765,351,2011,2674.0,,,0.1,0.0,,,,,47.0,0,21.0,2674.0,9.8
2766,351,2014,,42.0,172.0,0.1,0.0,,,,,,0,23.0,,
2767,351,2012,,,,0.1,0.0,,,,,,0,19.0,,
2768,352,2017,5285.0,4.0,48.0,,0.0,55893.0,99.0,3.0,8105.0,22.0,0,,21140.0,3.0
2769,352,2018,5285.0,4.0,49.0,,1.18,,,,,23.0,3,,21139.0,4.0
2770,352,2016,5285.0,4.0,48.0,,0.79,,,,,21.0,2,,21139.0,5.08
2771,352,2015,5285.0,4.0,48.0,0.5,0.39,,,,,20.0,1,113.0,21139.0,4.96
2772,352,2013,5285.0,,,0.3,0.39,,,,,18.0,1,74.0,21139.0,5.16
2773,352,2011,5285.0,,,0.7,0.0,,,,,16.0,0,185.0,21139.0,3.74
2774,352,2014,,4.0,48.0,0.3,0.0,,,,,,0,82.0,,
2775,352,2012,,,,0.3,6.7,,,,,,17,82.0,,
2776,353,2017,31216.0,0.0,0.0,,0.15,98500.0,98.0,2.0,16778.0,25.0,1,,124864.0,2.0
2777,353,2018,31216.0,0.0,0.0,,0.15,,,,,26.0,1,,124862.0,2.0
2778,353,2016,24964.0,9.0,91.0,,0.58,,,,,26.0,4,,124822.0,2.26
2779,353,2015,20895.0,9.0,91.0,0.7,0.29,,,,,24.0,2,475.0,125370.0,2.26
2780,353,2013,20895.0,,,0.7,0.44,,,,,22.0,3,510.0,125370.0,1.88
2781,353,2011,17035.0,,,0.5,0.58,,,,,25.0,4,362.0,102207.0,2.91
2782,353,2014,,9.0,90.0,0.8,1.02,,,,,,7,527.0,,
2783,353,2012,,,,0.7,0.87,,,,,,6,505.0,,
2784,354,2017,40446.0,92.0,936.0,,10.54,62699.0,97.0,27.0,7303.0,24.0,27,,606690.0,5.0
2785,354,2018,40813.0,91.0,925.0,,3.51,,,,,25.0,9,,612199.0,4.0
2786,354,2016,40284.0,92.0,935.0,,8.59,,,,,25.0,22,,604255.0,4.19
2787,354,2015,40284.0,92.0,935.0,7.1,2.34,,,,,24.0,6,1815.0,604255.0,4.13
2788,354,2013,40284.0,,,6.8,6.64,,,,,22.0,17,1737.0,604255.0,6.03
2789,354,2011,40284.0,,,7.6,5.08,,,,,20.0,13,1949.0,604255.0,5.37
2790,354,2014,,92.0,935.0,6.8,2.34,,,,,,6,1738.0,,
2791,354,2012,,,,7.3,5.47,,,,,,14,1878.0,,
2792,355,2017,57675.0,0.0,0.0,,9.1,95678.0,99.0,1.0,15270.0,15.0,58,,2710725.0,2.0
2793,355,2018,56583.0,0.0,0.0,,6.75,,,,,16.0,43,,2602837.0,2.0
2794,355,2016,58397.0,0.0,0.0,,9.1,,,,,14.0,58,,2686268.0,1.79
2795,355,2015,58387.0,0.0,0.0,13.3,9.15,,,,,13.0,58,8454.0,2685809.0,1.79
2796,355,2013,59138.0,,,12.2,7.57,,,,,11.0,48,7708.0,2661217.0,2.6
2797,355,2011,59178.0,,,11.4,6.62,,,,,9.0,42,7236.0,2662998.0,3.33
2798,355,2014,,0.0,0.0,12.7,7.73,,,,,,49,8039.0,,
2799,355,2012,,,,11.3,6.94,,,,,,44,7191.0,,
2800,356,2017,49735.0,57.0,1087.0,,1.54,148872.0,92.0,20.0,,19.0,15,,646555.0,1.0
2801,356,2018,50152.0,77.0,1483.0,,0.82,,,,,20.0,8,,651979.0,1.0
2802,356,2016,57029.0,57.0,1086.0,,2.25,,,,,19.0,22,,627315.0,1.2
2803,356,2015,53000.0,58.0,1086.0,2.8,1.94,,,,,18.0,19,2757.0,636000.0,1.18
2804,356,2013,53000.0,,,1.1,1.43,,,,,16.0,14,1097.0,636000.0,1.54
2805,356,2011,48228.0,,,0.9,1.13,,,,,18.0,11,875.0,626963.0,1.38
2806,356,2014,,58.0,1087.0,1.6,1.43,,,,,,14,1535.0,,
2807,356,2012,,,,1.1,1.94,,,,,,19,1038.0,,
2808,357,2017,14873.0,51.0,740.0,,3.76,86060.0,96.0,18.0,,42.0,13,,252841.0,7.0
2809,357,2018,14873.0,51.0,746.0,,1.74,,,,,43.0,6,,252840.0,7.0
2810,357,2016,14873.0,51.0,739.0,,5.5,,,,,41.0,19,,252840.0,8.43
2811,357,2015,14815.0,51.0,740.0,2.3,3.47,,,,,40.0,12,798.0,251861.0,7.93
2812,357,2013,15763.0,,,2.3,0.87,,,,,43.0,3,791.0,236452.0,8.17
2813,357,2011,13206.0,,,3.0,3.76,,,,,45.0,13,1030.0,250914.0,7.62
2814,357,2014,,50.0,698.0,2.5,0.87,,,,,,3,865.0,,
2815,357,2012,,,,2.0,1.16,,,,,,4,681.0,,
2816,358,2017,139377.0,95.0,1333.0,,12.75,74956.0,96.0,25.0,,26.0,105,,8641374.0,2.0
2817,358,2018,132221.0,91.0,1773.0,,16.27,,,,,27.0,134,,7933277.0,2.0
2818,358,2016,129060.0,99.0,1641.0,,22.47,,,,,26.0,185,,7872634.0,1.55
2819,358,2015,126787.0,98.0,1473.0,19.3,16.03,,,,,26.0,132,15884.0,7480408.0,1.69
2820,358,2013,129353.0,,,18.0,12.15,,,,,24.0,100,14842.0,7761164.0,1.61
2821,358,2011,131757.0,,,15.7,11.3,,,,,22.0,93,12951.0,7773664.0,1.44
2822,358,2014,,98.0,1473.0,17.6,13.48,,,,,,111,14465.0,,
2823,358,2012,,,,17.7,14.57,,,,,,120,14591.0,,
2824,359,2017,1238.0,0.0,0.0,,1.2,119216.0,100.0,0.0,,24.0,5,,1238.0,1.0
2825,359,2018,1238.0,0.0,0.0,,0.72,,,,,25.0,3,,1238.0,0.0
2826,359,2016,1238.0,0.0,0.0,,1.93,,,,,23.0,8,,1238.0,0.93
2827,359,2015,1238.0,0.0,0.0,1.3,0.48,,,,,22.0,2,529.0,1238.0,0.93
2828,359,2013,1238.0,,,1.3,0.48,,,,,20.0,2,520.0,1238.0,1.07
2829,359,2011,1238.0,,,1.2,0.24,,,,,18.0,1,498.0,1238.0,0.99
2830,359,2014,,0.0,0.0,1.4,0.24,,,,,,1,562.0,,
2831,359,2012,,,,1.2,0.24,,,,,,1,490.0,,
2832,360,2017,8057.0,0.0,0.0,,0.21,68224.0,93.0,4.0,,20.0,3,,64456.0,13.0
2833,360,2018,8057.0,0.0,0.0,,0.14,,,,,21.0,2,,64453.0,11.0
2834,360,2016,8057.0,0.0,0.0,,0.21,,,,,19.0,3,,64453.0,13.17
2835,360,2015,6899.0,0.0,0.0,0.1,0.07,,,,,18.0,1,171.0,55193.0,12.9
2836,360,2013,6899.0,,,0.1,0.07,,,,,16.0,1,178.0,55193.0,12.06
2837,360,2011,8057.0,,,0.1,0.0,,,,,14.0,0,76.0,64453.0,13.95
2838,360,2014,,0.0,0.0,0.1,0.0,,,,,,0,176.0,,
2839,360,2012,,,,0.1,0.14,,,,,,2,167.0,,
2840,361,2017,19719.0,81.0,610.0,,3.03,19057.0,80.0,10.0,,56.0,15,,1676115.0,26.0
2841,361,2018,19960.0,83.0,716.0,,5.85,,,,,57.0,29,,1676648.0,21.0
2842,361,2016,19833.0,77.0,461.0,,3.63,,,,,56.0,18,,1705617.0,47.71
2843,361,2015,19551.0,73.0,328.0,5.0,3.23,,,,,56.0,16,2460.0,1720460.0,58.67
2844,361,2013,19412.0,,,3.8,1.61,,,,,54.0,8,1884.0,1708270.0,47.75
2845,361,2011,19044.0,,,3.2,3.03,,,,,53.0,15,1590.0,1713922.0,51.81
2846,361,2014,,73.0,328.0,4.6,3.63,,,,,,18,2267.0,,
2847,361,2012,,,,3.4,2.83,,,,,,14,1705.0,,
2848,362,2017,51110.0,0.0,0.0,,1.72,27857.0,84.0,4.0,,35.0,14,,1942180.0,41.0
2849,362,2018,52849.0,0.0,0.0,,0.49,,,,,35.0,4,,1955403.0,39.0
2850,362,2016,50859.0,0.0,0.0,,1.6,,,,,34.0,13,,1932657.0,53.18
2851,362,2015,50872.0,0.0,0.0,2.8,0.74,,,,,33.0,6,2256.0,1933146.0,50.13
2852,362,2013,50470.0,,,2.0,2.7,,,,,31.0,22,1665.0,1917846.0,49.53
2853,362,2011,50470.0,,,2.1,0.37,,,,,29.0,3,1737.0,1917846.0,49.15
2854,362,2014,,0.0,0.0,2.4,1.47,,,,,,12,1982.0,,
2855,362,2012,,,,2.1,0.86,,,,,,7,1733.0,,
2856,363,2017,29376.0,0.0,0.0,,1.91,25665.0,75.0,28.0,,46.0,26,,5434560.0,46.0
2857,363,2018,29765.0,0.0,0.0,,1.76,,,,,47.0,24,,5447040.0,41.0
2858,363,2016,29385.0,0.0,0.0,,1.54,,,,,45.0,21,,5436212.0,51.82
2859,363,2015,29056.0,0.0,0.0,3.4,1.69,,,,,44.0,23,4556.0,5404345.0,49.07
2860,363,2013,28971.0,,,3.1,1.32,,,,,43.0,18,4188.0,5417630.0,43.2
2861,363,2011,28570.0,,,2.4,0.81,,,,,41.0,11,3288.0,5428286.0,52.18
2862,363,2014,,0.0,0.0,3.1,2.13,,,,,,29,4249.0,,
2863,363,2012,,,,2.7,1.18,,,,,,16,3731.0,,
2864,364,2017,9253.0,78.0,900.0,,1.86,205063.0,98.0,3.0,,59.0,9,,342361.0,0.0
2865,364,2018,7440.0,75.0,880.0,,1.65,,,,,61.0,8,,267833.0,0.0
2866,364,2016,6383.0,79.0,909.0,,0.83,,,,,59.0,4,,255335.0,0.14
2867,364,2015,6765.0,79.0,907.0,2.0,2.48,,,,,58.0,12,941.0,270605.0,0.11
2868,364,2013,7996.0,,,1.6,3.31,,,,,55.0,16,775.0,335848.0,0.07
2869,364,2011,6997.0,,,2.1,1.03,,,,,57.0,5,1015.0,286871.0,0.12
2870,364,2014,,80.0,893.0,1.8,3.1,,,,,,15,871.0,,
2871,364,2012,,,,1.6,2.69,,,,,,13,792.0,,
2872,365,2017,10943.0,5.0,42.0,,0.74,49571.0,92.0,12.0,,48.0,2,,306404.0,13.0
2873,365,2018,10943.0,2.0,16.0,,0.37,,,,,49.0,1,,306404.0,12.0
2874,365,2016,10943.0,5.0,42.0,,2.23,,,,,47.0,6,,306404.0,18.42
2875,365,2015,10976.0,5.0,42.0,1.3,1.49,,,,,46.0,4,358.0,307326.0,17.38
2876,365,2013,9842.0,,,1.6,1.86,,,,,45.0,5,426.0,275567.0,14.12
2877,365,2011,9776.0,,,1.2,0.37,,,,,42.0,1,319.0,283517.0,21.28
2878,365,2014,,5.0,42.0,1.3,0.74,,,,,,2,361.0,,
2879,365,2012,,,,1.5,1.86,,,,,,5,408.0,,
2880,366,2017,18670.0,66.0,289.0,,3.45,40000.0,98.0,4.0,,52.0,12,,1997690.0,15.0
2881,366,2018,19692.0,65.0,287.0,,5.17,,,,,52.0,18,,2146433.0,14.0
2882,366,2016,18358.0,66.0,290.0,,6.61,,,,,51.0,23,,2001009.0,25.52
2883,366,2015,18163.0,65.0,298.0,6.8,4.02,,,,,49.0,14,2360.0,1834416.0,23.12
2884,366,2013,17022.0,,,6.2,3.44,,,,,47.0,12,2166.0,1770331.0,27.1
2885,366,2011,16759.0,,,5.5,5.17,,,,,45.0,18,1912.0,1776458.0,31.72
2886,366,2014,,68.0,300.0,6.2,4.3,,,,,,15,2156.0,,
2887,366,2012,,,,6.3,4.02,,,,,,14,2177.0,,
2888,367,2017,28776.0,68.0,2102.0,,11.76,71595.0,97.0,2.0,,60.0,86,,6273168.0,2.0
2889,367,2018,29397.0,69.0,2148.0,,7.79,,,,,60.0,57,,6232091.0,2.0
2890,367,2016,27880.0,68.0,2097.0,,8.75,,,,,59.0,64,,6273021.0,2.82
2891,367,2015,26645.0,77.0,2110.0,20.7,6.29,,,,,58.0,46,15120.0,6101793.0,3.1
2892,367,2013,25553.0,,,20.2,8.34,,,,,56.0,61,14796.0,5953733.0,2.73
2893,367,2011,26718.0,,,27.0,11.49,,,,,55.0,84,19704.0,6278699.0,3.58
2894,367,2014,,78.0,2120.0,21.0,12.99,,,,,,95,15344.0,,
2895,367,2012,,,,24.9,10.94,,,,,,80,18233.0,,
2896,368,2017,48607.0,57.0,680.0,,3.24,60489.0,93.0,3.0,,22.0,36,,2867813.0,11.0
2897,368,2018,47789.0,57.0,678.0,,2.16,,,,,23.0,24,,2867310.0,8.0
2898,368,2016,48607.0,57.0,680.0,,2.52,,,,,21.0,28,,2867798.0,14.91
2899,368,2015,47837.0,50.0,593.0,5.1,2.07,,,,,21.0,23,5630.0,2870207.0,14.51
2900,368,2013,47669.0,,,3.4,2.7,,,,,19.0,30,3731.0,2860116.0,11.45
2901,368,2011,47669.0,,,2.7,1.62,,,,,17.0,18,2974.0,2860116.0,13.91
2902,368,2014,,50.0,593.0,5.1,2.61,,,,,,29,5621.0,,
2903,368,2012,,,,3.3,3.33,,,,,,37,3715.0,,
2904,369,2017,15374.0,10.0,47.0,,2.13,21849.0,77.0,15.0,,52.0,7,,1368286.0,54.0
2905,369,2018,15155.0,4.0,20.0,,1.22,,,,,53.0,4,,1348828.0,47.0
2906,369,2016,15379.0,12.0,55.0,,2.74,,,,,51.0,9,,1368726.0,63.09
2907,369,2015,15679.0,12.0,56.0,3.7,2.13,,,,,50.0,7,1217.0,1379731.0,67.1
2908,369,2013,15682.0,,,3.6,0.61,,,,,48.0,2,1197.0,1380041.0,55.57
2909,369,2011,15549.0,,,3.8,2.43,,,,,46.0,8,1246.0,1383878.0,59.31
2910,369,2014,,19.0,96.0,3.3,6.08,,,,,,20,1079.0,,
2911,369,2012,,,,3.4,1.52,,,,,,5,1108.0,,
2912,370,2017,22089.0,68.0,830.0,,6.57,18440.0,80.0,5.0,,30.0,31,,1236984.0,59.0
2913,370,2018,22108.0,59.0,727.0,,5.3,,,,,31.0,25,,1238059.0,46.0
2914,370,2016,22080.0,68.0,832.0,,2.76,,,,,29.0,13,,1236497.0,75.15
2915,370,2015,21874.0,68.0,831.0,5.8,3.61,,,,,30.0,17,2716.0,1203081.0,72.35
2916,370,2013,21505.0,,,6.0,5.09,,,,,27.0,24,2819.0,1161280.0,64.43
2917,370,2011,21018.0,,,6.2,10.39,,,,,26.0,49,2908.0,1155963.0,78.05
2918,370,2014,,68.0,843.0,6.0,4.67,,,,,,22,2833.0,,
2919,370,2012,,,,5.4,1.7,,,,,,8,2568.0,,
2920,371,2017,16941.0,6.0,145.0,,1.86,29054.0,85.0,3.0,,40.0,26,,2236212.0,38.0
2921,371,2018,17215.0,5.0,112.0,,1.86,,,,,41.0,26,,2237999.0,36.0
2922,371,2016,17201.0,12.0,265.0,,0.86,,,,,39.0,12,,2218897.0,43.49
2923,371,2015,17091.0,12.0,265.0,2.0,1.15,,,,,38.0,16,2787.0,2204684.0,42.07
2924,371,2013,16405.0,,,1.5,0.72,,,,,36.0,10,2157.0,2214690.0,40.28
2925,371,2011,16700.0,,,1.3,1.15,,,,,35.0,16,1751.0,2304601.0,29.31
2926,371,2014,,12.0,266.0,2.0,1.08,,,,,,15,2745.0,,
2927,371,2012,,,,1.6,1.72,,,,,,24,2230.0,,
2928,372,2017,10155.0,15.0,673.0,,0.15,90717.0,95.0,1.0,,18.0,3,,152325.0,3.0
2929,372,2018,10155.0,16.0,730.0,,0.1,,,,,19.0,2,,152321.0,3.0
2930,372,2016,10155.0,15.0,673.0,,0.15,,,,,17.0,3,,152321.0,4.1
2931,372,2015,10409.0,15.0,673.0,0.7,0.1,,,,,17.0,2,1275.0,145732.0,4.06
2932,372,2013,13005.0,,,0.6,0.36,,,,,17.0,7,1231.0,130051.0,3.79
2933,372,2011,13005.0,,,0.5,0.15,,,,,15.0,3,953.0,130051.0,4.06
2934,372,2014,,15.0,668.0,0.6,0.41,,,,,,8,1229.0,,
2935,372,2012,,,,0.6,1.02,,,,,,20,1164.0,,
2936,373,2017,22323.0,32.0,353.0,,0.59,109648.0,97.0,3.0,,45.0,5,,111615.0,1.0
2937,373,2018,22323.0,33.0,376.0,,0.82,,,,,46.0,7,,111615.0,1.0
2938,373,2016,19105.0,31.0,343.0,,0.82,,,,,39.0,7,,114629.0,1.69
2939,373,2015,19105.0,31.0,343.0,1.0,0.47,,,,,38.0,4,865.0,114629.0,1.71
2940,373,2013,19105.0,,,1.0,0.59,,,,,36.0,5,836.0,114629.0,1.56
2941,373,2011,19105.0,,,0.9,0.7,,,,,34.0,6,761.0,114629.0,1.13
2942,373,2014,,32.0,358.0,1.0,0.82,,,,,,7,859.0,,
2943,373,2012,,,,1.0,1.17,,,,,,10,830.0,,
2944,374,2017,3610.0,63.0,712.0,,1.2,23319.0,87.0,5.0,,49.0,5,,122740.0,47.0
2945,374,2018,3685.0,65.0,746.0,,1.2,,,,,51.0,5,,121591.0,43.0
2946,374,2016,3611.0,63.0,711.0,,1.68,,,,,48.0,7,,122758.0,56.47
2947,374,2015,3812.0,62.0,710.0,0.6,1.68,,,,,47.0,7,259.0,133423.0,53.72
2948,374,2013,3719.0,,,0.7,0.24,,,,,47.0,1,310.0,130161.0,43.13
2949,374,2011,3719.0,,,0.2,0.96,,,,,45.0,4,81.0,130161.0,45.88
2950,374,2014,,62.0,707.0,0.7,0.0,,,,,,0,293.0,,
2951,374,2012,,,,0.8,0.72,,,,,,3,332.0,,
2952,375,2017,15057.0,0.0,0.0,,0.61,164516.0,98.0,31.0,,19.0,6,,105399.0,0.0
2953,375,2018,15057.0,0.0,0.0,,0.1,,,,,20.0,1,,105401.0,0.0
2954,375,2016,14783.0,4.0,37.0,,0.0,,,,,18.0,0,,103480.0,0.21
2955,375,2015,15047.0,4.0,36.0,0.4,0.5,,,,,17.0,5,380.0,105330.0,0.17
2956,375,2013,14965.0,,,0.4,0.4,,,,,15.0,4,379.0,104756.0,0.08
2957,375,2011,13131.0,,,0.6,0.4,,,,,13.0,4,628.0,105045.0,0.08
2958,375,2014,,4.0,35.0,0.4,0.1,,,,,,1,401.0,,
2959,375,2012,,,,0.4,0.5,,,,,,5,408.0,,
2960,376,2017,11513.0,2.0,31.0,,0.26,72273.0,94.0,3.0,,40.0,3,,103617.0,12.0
2961,376,2018,13110.0,2.0,29.0,,0.17,,,,,41.0,2,,117986.0,11.0
2962,376,2016,15568.0,3.0,38.0,,0.0,,,,,39.0,0,,140110.0,12.62
2963,376,2015,13110.0,3.0,38.0,0.2,0.09,,,,,38.0,1,215.0,117986.0,12.46
2964,376,2013,12762.0,,,0.2,0.0,,,,,37.0,0,278.0,114858.0,11.73
2965,376,2011,12762.0,,,0.2,0.0,,,,,35.0,0,248.0,114858.0,13.4
2966,376,2014,,3.0,38.0,0.2,0.09,,,,,,1,208.0,,
2967,376,2012,,,,0.2,0.09,,,,,,1,277.0,,
2968,377,2017,13527.0,0.0,0.0,,0.0,84236.0,94.0,21.0,,17.0,0,,40581.0,11.0
2969,377,2018,11145.0,0.0,0.0,,0.19,,,,,14.0,2,,44580.0,10.0
2970,377,2016,13527.0,0.0,0.0,,0.37,,,,,16.0,4,,40580.0,11.31
2971,377,2015,13527.0,0.0,0.0,0.1,0.19,,,,,15.0,2,152.0,40580.0,11.01
2972,377,2013,13527.0,,,0.1,0.0,,,,,13.0,0,150.0,40580.0,10.13
2973,377,2011,19786.0,,,0.1,0.09,,,,,13.0,1,112.0,39572.0,10.86
2974,377,2014,,0.0,0.0,0.2,0.0,,,,,,0,245.0,,
2975,377,2012,,,,0.1,0.0,,,,,,0,123.0,,
2976,378,2017,11285.0,35.0,749.0,,3.06,122564.0,95.0,1.0,,59.0,28,,801235.0,3.0
2977,378,2018,11489.0,40.0,958.0,,1.53,,,,,59.0,14,,792756.0,2.0
2978,378,2016,11164.0,35.0,751.0,,1.64,,,,,60.0,15,,814968.0,4.05
2979,378,2015,9967.0,34.0,728.0,1.9,1.42,,,,,58.0,13,1692.0,767487.0,4.05
2980,378,2013,10642.0,,,1.5,1.97,,,,,57.0,18,1399.0,830040.0,3.78
2981,378,2011,9483.0,,,1.3,1.97,,,,,56.0,18,1226.0,768132.0,5.61
2982,378,2014,,33.0,697.0,1.7,0.77,,,,,,7,1517.0,,
2983,378,2012,,,,1.6,1.09,,,,,,10,1432.0,,
2984,379,2017,28780.0,20.0,264.0,,0.56,170694.0,95.0,2.0,,20.0,6,,143900.0,0.0
2985,379,2018,28780.0,14.0,197.0,,0.74,,,,,21.0,8,,143899.0,0.0
2986,379,2016,28780.0,18.0,243.0,,0.28,,,,,19.0,3,,143899.0,0.4
2987,379,2015,28397.0,18.0,240.0,0.6,0.09,,,,,19.0,1,604.0,141983.0,0.4
2988,379,2013,28397.0,,,0.4,0.28,,,,,17.0,3,467.0,141983.0,0.5
2989,379,2011,28397.0,,,0.4,0.47,,,,,15.0,5,448.0,141983.0,0.47
2990,379,2014,,18.0,231.0,0.5,0.93,,,,,,10,523.0,,
2991,379,2012,,,,0.4,0.09,,,,,,1,426.0,,
2992,380,2017,1645.0,4.0,68.0,,0.16,158790.0,96.0,18.0,,24.0,3,,4935.0,1.0
2993,380,2018,1645.0,4.0,68.0,,0.11,,,,,25.0,2,,4934.0,1.0
2994,380,2016,1645.0,4.0,68.0,,0.21,,,,,23.0,4,,4934.0,0.91
2995,380,2015,1645.0,4.0,68.0,0.6,0.16,,,,,22.0,3,1101.0,4934.0,0.72
2996,380,2013,1645.0,,,0.4,0.05,,,,,20.0,1,763.0,4934.0,0.98
2997,380,2011,1471.0,,,0.2,0.11,,,,,25.0,2,408.0,2942.0,0.85
2998,380,2014,,4.0,68.0,0.5,0.0,,,,,,0,1030.0,,
2999,380,2012,,,,0.4,0.16,,,,,,3,712.0,,
3000,381,2017,9756.0,57.0,1152.0,,2.64,58526.0,97.0,3.0,,54.0,13,,341460.0,8.0
3001,381,2018,9147.0,57.0,1125.0,,4.27,,,,,53.0,21,,301845.0,9.0
3002,381,2016,10672.0,62.0,1282.0,,6.7,,,,,54.0,33,,384177.0,9.7
3003,381,2015,14745.0,55.0,954.0,1.1,4.87,,,,,53.0,24,544.0,545568.0,10.8
3004,381,2013,10012.0,,,1.4,2.44,,,,,52.0,12,706.0,360428.0,11.43
3005,381,2011,10153.0,,,1.3,1.62,,,,,49.0,8,639.0,345196.0,13.64
3006,381,2014,,55.0,954.0,1.3,1.22,,,,,,6,643.0,,
3007,381,2012,,,,1.5,3.65,,,,,,18,738.0,,
3008,382,2017,12368.0,88.0,807.0,,0.69,27089.0,76.0,5.0,,58.0,3,,457616.0,25.0
3009,382,2018,6937.0,84.0,779.0,,1.84,,,,,58.0,8,,242805.0,22.0
3010,382,2016,14229.0,88.0,805.0,,2.99,,,,,57.0,13,,540683.0,31.29
3011,382,2015,14627.0,88.0,821.0,2.0,1.38,,,,,55.0,6,850.0,541204.0,29.84
3012,382,2013,14270.0,,,2.1,0.69,,,,,54.0,3,923.0,542256.0,31.21
3013,382,2011,16590.0,,,2.1,1.38,,,,,54.0,6,919.0,663585.0,29.8
3014,382,2014,,88.0,824.0,1.8,2.99,,,,,,13,774.0,,
3015,382,2012,,,,2.2,4.14,,,,,,18,949.0,,
3016,383,2017,12932.0,52.0,830.0,,7.93,56043.0,96.0,2.0,,38.0,49,,750056.0,17.0
3017,383,2018,13084.0,51.0,806.0,,1.13,,,,,39.0,7,,745784.0,17.0
3018,383,2016,12679.0,52.0,830.0,,0.97,,,,,37.0,6,,722675.0,20.65
3019,383,2015,12661.0,52.0,830.0,1.2,1.46,,,,,37.0,9,745.0,721655.0,20.08
3020,383,2013,12876.0,,,1.6,0.49,,,,,36.0,3,992.0,759701.0,20.46
3021,383,2011,13098.0,,,0.9,1.46,,,,,34.0,9,566.0,759701.0,19.96
3022,383,2014,,52.0,830.0,1.2,9.39,,,,,,58,745.0,,
3023,383,2012,,,,1.4,1.46,,,,,,9,837.0,,
3024,384,2017,91556.0,65.0,1679.0,,57.28,112500.0,96.0,5.0,,62.0,199,,10071160.0,2.0
3025,384,2018,83080.0,69.0,1961.0,,46.34,,,,,60.0,161,,9055693.0,4.0
3026,384,2016,93690.0,93.0,1694.0,,40.01,,,,,61.0,139,,10399613.1,3.23
3027,384,2015,110196.0,93.0,1686.0,65.2,42.89,,,,,61.0,149,22644.0,12562387.03,2.98
3028,384,2013,98002.0,,,53.4,30.8,,,,,59.0,107,18539.0,11172176.0,3.33
3029,384,2011,97250.0,,,63.9,21.59,,,,,57.0,75,22189.0,11183703.0,6.42
3030,384,2014,,91.0,1333.0,56.1,37.99,,,,,,132,19498.0,,
3031,384,2012,,,,57.4,29.07,,,,,,101,19924.0,,
3032,385,2017,14941.0,0.0,0.0,,0.88,29395.0,82.0,5.0,,56.0,7,,821755.0,47.0
3033,385,2018,14962.0,0.0,0.0,,0.63,,,,,57.0,5,,822922.0,45.0
3034,385,2016,14941.0,0.0,0.0,,1.26,,,,,55.0,10,,821752.0,61.05
3035,385,2015,14941.0,0.0,0.0,0.6,3.79,,,,,54.0,30,461.0,821752.0,58.62
3036,385,2013,15313.0,,,0.6,3.66,,,,,52.0,29,473.0,811596.0,55.32
3037,385,2011,15289.0,,,0.4,1.89,,,,,51.0,15,333.0,810311.0,51.72
3038,385,2014,,0.0,0.0,0.6,5.55,,,,,,44,441.0,,
3039,385,2012,,,,0.6,2.65,,,,,,21,458.0,,
3040,386,2017,9881.0,12.0,99.0,,2.16,38661.0,84.0,6.0,,62.0,6,,207501.0,18.0
3041,386,2018,9609.0,14.0,123.0,,4.68,,,,,62.0,13,,192186.0,15.0
3042,386,2016,11052.0,12.0,102.0,,3.24,,,,,61.0,9,,232090.0,29.32
3043,386,2015,11067.0,12.0,101.0,0.9,1.8,,,,,60.0,5,252.0,232401.0,28.19
3044,386,2013,8009.0,,,1.0,0.72,,,,,58.0,2,281.0,176189.0,34.46
3045,386,2011,9836.0,,,1.0,1.8,,,,,57.0,5,266.0,226228.0,40.81
3046,386,2014,,12.0,102.0,1.1,1.08,,,,,,3,309.0,,
3047,386,2012,,,,1.0,2.52,,,,,,7,267.0,,
3048,387,2017,25262.0,49.0,456.0,,1.46,38567.0,74.0,7.0,,41.0,26,,5911308.0,52.0
3049,387,2018,25914.0,27.0,253.0,,1.35,,,,,41.0,24,,6037930.0,47.0
3050,387,2016,21845.0,48.0,455.0,,1.57,,,,,40.0,28,,5155455.0,63.13
