,NPA,year,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,park_proximate_units,low_birthweight,pharmacy_proximate_units,pharmacy_proximity,public_health_insurance,age_of_death,low_cost_healthcare_proximate_units,low_cost_healthcare_proximity,park_proximity
1875,240,2015,,723.0,,81.0,550.0,,888.0,100.0,19.0,,,,62.0
1876,240,2014,2.2,719.0,62.2,81.0,,4.4,,,13.0,77.0,,,
1877,240,2011,,215.0,,24.0,,,888.0,100.0,,,,,
1878,240,2013,,,,,27.0,,889.0,100.0,,,,,3.0
1879,240,2012,2.1,,74.5,,,6.4,,,,69.0,,,
1880,241,2018,,0.0,,0.0,473.0,,0.0,0.0,,,0.0,0.0,63.0
1881,241,2017,,0.0,,0.0,465.0,,0.0,0.0,1.0,,0.0,0.0,63.0
1882,241,2016,0.0,0.0,85.7,0.0,463.0,0.0,0.0,0.0,,76.0,0.0,0.0,63.0
1883,241,2015,,0.0,,0.0,462.0,,0.0,0.0,1.0,,,,63.0
1884,241,2014,0.0,0.0,94.4,0.0,,8.3,,,1.0,67.0,,,
1885,241,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1886,241,2013,,,,,463.0,,0.0,0.0,,,,,63.0
1887,241,2012,0.0,,96.7,,,16.7,,,,68.0,,,
1888,242,2018,,0.0,,0.0,326.0,,0.0,0.0,,,0.0,0.0,64.0
1889,242,2017,,0.0,,0.0,326.0,,0.0,0.0,17.0,,0.0,0.0,64.0
1890,242,2016,10.3,0.0,62.1,0.0,327.0,6.9,0.0,0.0,,50.0,0.0,0.0,64.0
1891,242,2015,,0.0,,0.0,317.0,,0.0,0.0,21.0,,,,64.0
1892,242,2014,8.0,0.0,62.0,0.0,,12.0,,,15.0,60.0,,,
1893,242,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1894,242,2013,,,,,312.0,,0.0,0.0,,,,,63.0
1895,242,2012,2.3,,81.8,,,13.6,,,,58.0,,,
1896,243,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
1897,243,2017,,0.0,,0.0,0.0,,0.0,0.0,9.0,,0.0,0.0,0.0
1898,243,2016,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
1899,243,2015,,0.0,,0.0,0.0,,0.0,0.0,14.0,,,,0.0
1900,243,2014,,0.0,,0.0,,,,,17.0,,,,
1901,243,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1902,243,2013,,,,,0.0,,0.0,0.0,,,,,0.0
1903,243,2012,,,,,,,,,,,,,
1904,244,2018,,0.0,,0.0,69.0,,383.0,55.0,,,0.0,0.0,10.0
1905,244,2017,,0.0,,0.0,69.0,,0.0,0.0,18.0,,0.0,0.0,10.0
1906,244,2016,4.2,0.0,68.8,0.0,69.0,14.6,0.0,0.0,,68.0,0.0,0.0,10.0
1907,244,2015,,0.0,,0.0,69.0,,0.0,0.0,18.0,,,,10.0
1908,244,2014,2.5,0.0,70.0,0.0,,5.0,,,13.0,64.0,,,
1909,244,2011,,235.0,,34.0,,,0.0,0.0,,,,,
1910,244,2013,,,,,69.0,,0.0,0.0,,,,,10.0
1911,244,2012,3.7,,72.2,,,9.3,,,,72.0,,,
1912,245,2018,,0.0,,0.0,642.0,,0.0,0.0,,,0.0,0.0,99.0
1913,245,2017,,0.0,,0.0,638.0,,0.0,0.0,28.0,,0.0,0.0,99.0
1914,245,2016,1.7,0.0,49.2,0.0,638.0,8.5,0.0,0.0,,73.0,0.0,0.0,99.0
1915,245,2015,,0.0,,0.0,637.0,,0.0,0.0,34.0,,,,99.0
1916,245,2014,2.9,0.0,52.9,0.0,,12.9,,,25.0,59.0,,,
1917,245,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1918,245,2013,,,,,638.0,,0.0,0.0,,,,,99.0
1919,245,2012,1.6,,75.0,,,10.9,,,,73.0,,,
1920,246,2018,,0.0,,0.0,1178.0,,703.0,58.0,,,0.0,0.0,98.0
1921,246,2017,,0.0,,0.0,1203.0,,668.0,55.0,21.0,,0.0,0.0,100.0
1922,246,2016,2.8,209.0,50.7,17.0,1202.0,7.0,668.0,55.0,,69.0,0.0,0.0,100.0
1923,246,2015,,209.0,,17.0,1201.0,,668.0,55.0,28.0,,,,100.0
1924,246,2014,0.0,209.0,56.0,17.0,,9.3,,,20.0,63.0,,,
1925,246,2011,,0.0,,0.0,,,669.0,55.0,,,,,
1926,246,2013,,,,,1202.0,,668.0,55.0,,,,,100.0
1927,246,2012,2.9,,69.6,,,15.9,,,,66.0,,,
1928,247,2018,,399.0,,88.0,0.0,,453.0,100.0,,,0.0,0.0,0.0
1929,247,2017,,453.0,,88.0,0.0,,453.0,100.0,31.0,,0.0,0.0,0.0
1930,247,2016,5.7,453.0,37.7,100.0,0.0,18.9,453.0,100.0,,36.0,453.0,100.0,0.0
1931,247,2015,,453.0,,100.0,0.0,,360.0,79.0,40.0,,,,0.0
1932,247,2014,11.6,454.0,51.2,100.0,,11.6,,,37.0,59.0,,,
1933,247,2011,,400.0,,88.0,,,454.0,100.0,,,,,
1934,247,2013,,,,,0.0,,361.0,80.0,,,,,0.0
1935,247,2012,2.6,,60.5,,,13.2,,,,37.0,,,
1936,248,2018,,0.0,,0.0,836.0,,610.0,73.0,,,0.0,0.0,100.0
1937,248,2017,,0.0,,0.0,836.0,,602.0,72.0,25.0,,0.0,0.0,100.0
1938,248,2016,0.0,0.0,59.3,0.0,836.0,11.1,602.0,72.0,,59.0,0.0,0.0,100.0
1939,248,2015,,0.0,,0.0,836.0,,602.0,72.0,22.0,,,,100.0
1940,248,2014,8.5,0.0,57.6,0.0,,1.7,,,16.0,49.0,,,
1941,248,2011,,0.0,,0.0,,,602.0,72.0,,,,,
1942,248,2013,,,,,836.0,,602.0,72.0,,,,,100.0
1943,248,2012,10.3,,53.4,,,8.6,,,,51.0,,,
1944,249,2018,,531.0,,100.0,531.0,,531.0,100.0,,,531.0,100.0,100.0
1945,249,2017,,531.0,,100.0,531.0,,531.0,100.0,27.0,,531.0,100.0,100.0
1946,249,2016,5.6,0.0,38.0,0.0,531.0,14.1,531.0,100.0,,60.0,531.0,100.0,100.0
1947,249,2015,,0.0,,0.0,531.0,,531.0,100.0,41.0,,,,100.0
1948,249,2014,6.8,0.0,42.4,0.0,,10.2,,,35.0,,,,
1949,249,2011,,0.0,,0.0,,,531.0,100.0,,,,,
1950,249,2013,,,,,531.0,,531.0,100.0,,,,,100.0
1951,249,2012,2.4,,45.8,,,10.8,,,,63.0,,,
1952,250,2018,,29.0,,4.0,0.0,,26.0,4.0,,,258.0,38.0,0.0
1953,250,2017,,178.0,,4.0,0.0,,0.0,0.0,10.0,,258.0,38.0,0.0
1954,250,2016,0.0,178.0,76.2,26.0,0.0,11.9,178.0,26.0,,71.0,258.0,38.0,0.0
1955,250,2015,,178.0,,26.0,0.0,,178.0,26.0,12.0,,,,0.0
1956,250,2014,4.9,178.0,65.9,26.0,,7.3,,,9.0,56.0,,,
1957,250,2011,,225.0,,33.0,,,178.0,26.0,,,,,
1958,250,2013,,,,,0.0,,178.0,26.0,,,,,0.0
1959,250,2012,4.1,,71.4,,,8.2,,,,60.0,,,
1960,251,2018,,0.0,,0.0,293.0,,0.0,0.0,,,99.0,14.0,43.0
1961,251,2017,,75.0,,0.0,267.0,,0.0,0.0,10.0,,97.0,14.0,40.0
1962,251,2016,2.0,75.0,79.6,11.0,266.0,6.1,75.0,11.0,,72.0,97.0,14.0,40.0
1963,251,2015,,75.0,,11.0,262.0,,75.0,11.0,15.0,,,,39.0
1964,251,2014,1.8,75.0,73.7,12.0,,10.5,,,9.0,64.0,,,
1965,251,2011,,120.0,,20.0,,,74.0,12.0,,,,,
1966,251,2013,,,,,239.0,,75.0,12.0,,,,,37.0
1967,251,2012,1.5,,70.1,,,13.4,,,,63.0,,,
1968,252,2018,,35.0,,10.0,293.0,,31.0,9.0,,,0.0,0.0,85.0
1969,252,2017,,51.0,,10.0,289.0,,0.0,0.0,6.0,,0.0,0.0,84.0
1970,252,2016,0.0,51.0,70.0,15.0,289.0,3.3,48.0,14.0,,,0.0,0.0,84.0
1971,252,2015,,50.0,,15.0,288.0,,31.0,9.0,5.0,,,,84.0
1972,252,2014,0.0,49.0,85.7,14.0,,0.0,,,3.0,69.0,,,
1973,252,2011,,24.0,,7.0,,,50.0,15.0,,,,,
1974,252,2013,,,,,287.0,,49.0,14.0,,,,,84.0
1975,252,2012,0.0,,50.0,,,7.1,,,,58.0,,,
1976,253,2018,,162.0,,19.0,861.0,,162.0,19.0,,,71.0,8.0,99.0
1977,253,2017,,285.0,,19.0,865.0,,285.0,33.0,3.0,,91.0,11.0,100.0
1978,253,2016,0.0,285.0,76.0,33.0,865.0,8.0,285.0,33.0,,80.0,90.0,10.0,100.0
1979,253,2015,,285.0,,33.0,865.0,,285.0,33.0,4.0,,,,100.0
1980,253,2014,0.0,285.0,77.0,33.0,,8.2,,,3.0,84.0,,,
1981,253,2011,,167.0,,19.0,,,284.0,33.0,,,,,
1982,253,2013,,,,,865.0,,285.0,33.0,,,,,100.0
1983,253,2012,1.7,,86.4,,,3.4,,,,82.0,,,
1984,254,2018,,623.0,,96.0,32.0,,298.0,46.0,,,284.0,44.0,5.0
1985,254,2017,,588.0,,96.0,32.0,,295.0,47.0,5.0,,284.0,46.0,5.0
1986,254,2016,2.6,537.0,71.8,94.0,32.0,7.7,295.0,52.0,,,300.0,53.0,6.0
1987,254,2015,,295.0,,90.0,32.0,,295.0,90.0,10.0,,,,10.0
1988,254,2014,0.0,295.0,90.0,90.0,,10.0,,,14.0,,,,
1989,254,2011,,309.0,,94.0,,,297.0,90.0,,,,,
1990,254,2013,,,,,32.0,,296.0,90.0,,,,,10.0
1991,254,2012,0.0,,76.5,,,0.0,,,,,,,
1992,255,2018,,810.0,,57.0,542.0,,147.0,10.0,,,147.0,10.0,38.0
1993,255,2017,,839.0,,57.0,353.0,,557.0,45.0,3.0,,213.0,17.0,29.0
1994,255,2016,0.0,839.0,75.0,68.0,353.0,15.0,839.0,68.0,,80.0,213.0,17.0,29.0
1995,255,2015,,839.0,,68.0,353.0,,839.0,68.0,4.0,,,,29.0
1996,255,2014,2.0,839.0,78.0,68.0,,4.0,,,2.0,78.0,,,
1997,255,2011,,810.0,,66.0,,,837.0,68.0,,,,,
1998,255,2013,,,,,353.0,,839.0,68.0,,,,,29.0
1999,255,2012,0.0,,92.9,,,0.0,,,,75.0,,,
2000,256,2018,,0.0,,0.0,66.0,,0.0,0.0,,,0.0,0.0,4.0
2001,256,2017,,0.0,,0.0,53.0,,0.0,0.0,3.0,,0.0,0.0,4.0
2002,256,2016,0.0,0.0,79.8,0.0,48.0,7.1,0.0,0.0,,72.0,0.0,0.0,4.0
2003,256,2015,,0.0,,0.0,23.0,,0.0,0.0,3.0,,,,2.0
2004,256,2014,0.0,0.0,81.1,0.0,,5.7,,,2.0,72.0,,,
2005,256,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2006,256,2013,,,,,17.0,,0.0,0.0,,,,,2.0
2007,256,2012,0.0,,85.7,,,11.1,,,,67.0,,,
2008,257,2018,,791.0,,46.0,1449.0,,1162.0,68.0,,,977.0,57.0,85.0
2009,257,2017,,737.0,,46.0,1447.0,,1235.0,75.0,6.0,,842.0,51.0,88.0
2010,257,2016,0.0,1055.0,75.3,72.0,1446.0,9.0,1055.0,72.0,,60.0,794.0,55.0,99.0
2011,257,2015,,1058.0,,72.0,1449.0,,1058.0,72.0,8.0,,,,99.0
2012,257,2014,0.0,1025.0,81.1,72.0,,10.4,,,5.0,71.0,,,
2013,257,2011,,735.0,,59.0,,,849.0,68.0,,,,,
2014,257,2013,,,,,1415.0,,1021.0,72.0,,,,,99.0
2015,257,2012,1.0,,82.9,,,4.8,,,,,,,
2016,258,2018,,311.0,,28.0,487.0,,56.0,5.0,,,0.0,0.0,43.0
2017,258,2017,,277.0,,28.0,446.0,,64.0,6.0,25.0,,0.0,0.0,42.0
2018,258,2016,1.0,252.0,55.7,24.0,403.0,11.3,73.0,7.0,,66.0,0.0,0.0,39.0
2019,258,2015,,237.0,,23.0,386.0,,73.0,7.0,32.0,,,,38.0
2020,258,2014,5.1,239.0,48.1,24.0,,21.5,,,33.0,68.0,,,
2021,258,2011,,237.0,,23.0,,,74.0,7.0,,,,,
2022,258,2013,,,,,387.0,,73.0,7.0,,,,,38.0
2023,258,2012,4.7,,68.6,,,12.8,,,,73.0,,,
2024,259,2018,,433.0,,44.0,528.0,,36.0,4.0,,,0.0,0.0,54.0
2025,259,2017,,454.0,,44.0,716.0,,557.0,57.0,20.0,,0.0,0.0,73.0
2026,259,2016,5.1,454.0,59.5,46.0,681.0,10.1,557.0,57.0,,57.0,0.0,0.0,69.0
2027,259,2015,,454.0,,46.0,681.0,,557.0,57.0,28.0,,,,69.0
2028,259,2014,8.8,8.0,58.8,1.0,,4.4,,,20.0,67.0,,,
2029,259,2011,,2.0,,0.0,,,559.0,57.0,,,,,
2030,259,2013,,,,,683.0,,559.0,57.0,,,,,69.0
2031,259,2012,1.6,,68.8,,,9.4,,,,64.0,,,
2032,260,2018,,102.0,,8.0,678.0,,101.0,8.0,,,246.0,20.0,54.0
2033,260,2017,,109.0,,8.0,746.0,,102.0,8.0,20.0,,223.0,18.0,59.0
2034,260,2016,5.5,109.0,41.8,9.0,746.0,14.6,102.0,8.0,,70.0,223.0,18.0,59.0
2035,260,2015,,110.0,,9.0,747.0,,103.0,8.0,26.0,,,,60.0
2036,260,2014,4.0,111.0,52.6,9.0,,11.8,,,19.0,69.0,,,
2037,260,2011,,104.0,,8.0,,,104.0,8.0,,,,,
2038,260,2013,,,,,747.0,,104.0,8.0,,,,,60.0
2039,260,2012,0.0,,73.0,,,7.9,,,,71.0,,,
2040,261,2018,,37.0,,4.0,862.0,,0.0,0.0,,,21.0,2.0,100.0
2041,261,2017,,59.0,,4.0,861.0,,0.0,0.0,8.0,,0.0,0.0,100.0
2042,261,2016,3.9,59.0,76.5,7.0,860.0,7.8,9.0,1.0,,70.0,0.0,0.0,100.0
2043,261,2015,,59.0,,7.0,860.0,,9.0,1.0,12.0,,,,100.0
2044,261,2014,2.4,59.0,75.6,7.0,,4.9,,,8.0,67.0,,,
2045,261,2011,,37.0,,4.0,,,9.0,1.0,,,,,
2046,261,2013,,,,,860.0,,9.0,1.0,,,,,100.0
2047,261,2012,1.9,,80.8,,,5.8,,,,66.0,,,
2048,262,2018,,225.0,,18.0,144.0,,233.0,19.0,,,16.0,1.0,12.0
2049,262,2017,,183.0,,18.0,137.0,,208.0,17.0,3.0,,0.0,0.0,11.0
2050,262,2016,0.0,183.0,73.1,15.0,137.0,7.7,208.0,17.0,,74.0,0.0,0.0,11.0
2051,262,2015,,183.0,,15.0,137.0,,208.0,17.0,3.0,,,,11.0
2052,262,2014,2.0,183.0,84.3,15.0,,11.8,,,1.0,72.0,,,
2053,262,2011,,220.0,,18.0,,,208.0,17.0,,,,,
2054,262,2013,,,,,137.0,,208.0,17.0,,,,,11.0
2055,262,2012,0.0,,89.6,,,12.5,,,,78.0,,,
2056,263,2018,,219.0,,20.0,635.0,,220.0,20.0,,,61.0,6.0,59.0
2057,263,2017,,229.0,,20.0,589.0,,229.0,22.0,3.0,,87.0,8.0,55.0
2058,263,2016,0.0,228.0,82.4,21.0,610.0,7.8,230.0,22.0,,82.0,35.0,3.0,57.0
2059,263,2015,,228.0,,22.0,604.0,,228.0,22.0,3.0,,,,57.0
2060,263,2014,1.8,227.0,94.7,22.0,,3.5,,,2.0,81.0,,,
2061,263,2011,,213.0,,22.0,,,222.0,23.0,,,,,
2062,263,2013,,,,,588.0,,229.0,22.0,,,,,57.0
2063,263,2012,0.0,,97.1,,,2.9,,,,82.0,,,
2064,264,2018,,439.0,,44.0,995.0,,840.0,84.0,,,0.0,0.0,100.0
2065,264,2017,,435.0,,44.0,994.0,,1.0,0.0,13.0,,0.0,0.0,100.0
2066,264,2016,1.3,435.0,65.8,45.0,975.0,11.8,489.0,50.0,,61.0,0.0,0.0,100.0
2067,264,2015,,435.0,,45.0,965.0,,838.0,87.0,15.0,,,,100.0
2068,264,2014,1.7,435.0,67.8,46.0,,5.1,,,9.0,73.0,,,
2069,264,2011,,454.0,,50.0,,,825.0,90.0,,,,,
2070,264,2013,,,,,946.0,,833.0,88.0,,,,,100.0
2071,264,2012,0.0,,74.5,,,8.5,,,,75.0,,,
2072,265,2018,,0.0,,0.0,438.0,,0.0,0.0,,,76.0,14.0,80.0
2073,265,2017,,129.0,,0.0,434.0,,0.0,0.0,11.0,,67.0,12.0,79.0
2074,265,2016,0.0,129.0,63.2,24.0,434.0,10.5,129.0,24.0,,77.0,67.0,12.0,79.0
2075,265,2015,,130.0,,24.0,433.0,,130.0,24.0,13.0,,,,79.0
2076,265,2014,0.0,130.0,59.5,24.0,,5.4,,,7.0,62.0,,,
2077,265,2011,,131.0,,24.0,,,130.0,24.0,,,,,
2078,265,2013,,,,,432.0,,130.0,24.0,,,,,79.0
2079,265,2012,5.4,,81.1,,,8.1,,,,79.0,,,
2080,266,2018,,288.0,,25.0,282.0,,262.0,23.0,,,0.0,0.0,25.0
2081,266,2017,,325.0,,25.0,282.0,,266.0,24.0,11.0,,0.0,0.0,25.0
2082,266,2016,3.9,325.0,52.0,31.0,282.0,20.8,266.0,25.0,,64.0,0.0,0.0,27.0
2083,266,2015,,325.0,,31.0,282.0,,266.0,25.0,13.0,,,,27.0
2084,266,2014,0.0,326.0,72.4,31.0,,3.9,,,9.0,67.0,,,
2085,266,2011,,292.0,,28.0,,,269.0,25.0,,,,,
2086,266,2013,,,,,282.0,,268.0,25.0,,,,,27.0
2087,266,2012,2.6,,73.7,,,5.3,,,,71.0,,,
2088,267,2018,,0.0,,0.0,880.0,,0.0,0.0,,,0.0,0.0,51.0
2089,267,2017,,0.0,,0.0,743.0,,0.0,0.0,10.0,,0.0,0.0,45.0
2090,267,2016,2.0,0.0,72.7,0.0,722.0,12.0,0.0,0.0,,70.0,0.0,0.0,45.0
2091,267,2015,,0.0,,0.0,720.0,,0.0,0.0,12.0,,,,45.0
2092,267,2014,0.8,0.0,70.1,0.0,,6.3,,,9.0,63.0,,,
2093,267,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2094,267,2013,,,,,718.0,,0.0,0.0,,,,,46.0
2095,267,2012,1.4,,76.8,,,8.0,,,,67.0,,,
2096,268,2018,,279.0,,40.0,612.0,,279.0,40.0,,,341.0,49.0,88.0
2097,268,2017,,302.0,,40.0,592.0,,203.0,29.0,26.0,,390.0,56.0,85.0
2098,268,2016,2.6,302.0,60.5,43.0,591.0,10.5,281.0,40.0,,72.0,390.0,56.0,85.0
2099,268,2015,,302.0,,43.0,592.0,,281.0,40.0,29.0,,,,85.0
2100,268,2014,3.3,302.0,57.4,43.0,,4.9,,,20.0,72.0,,,
2101,268,2011,,108.0,,16.0,,,243.0,35.0,,,,,
2102,268,2013,,,,,562.0,,243.0,35.0,,,,,81.0
2103,268,2012,0.0,,77.5,,,5.0,,,,66.0,,,
2104,269,2018,,1080.0,,88.0,64.0,,642.0,53.0,,,644.0,53.0,5.0
2105,269,2017,,1051.0,,88.0,85.0,,546.0,45.0,5.0,,663.0,55.0,7.0
2106,269,2016,3.0,1069.0,71.6,89.0,83.0,7.5,547.0,45.0,,75.0,663.0,55.0,7.0
2107,269,2015,,1068.0,,89.0,84.0,,547.0,45.0,6.0,,,,7.0
2108,269,2014,0.0,1061.0,78.3,88.0,,3.3,,,5.0,70.0,,,
2109,269,2011,,1109.0,,92.0,,,623.0,52.0,,,,,
2110,269,2013,,,,,82.0,,624.0,52.0,,,,,7.0
2111,269,2012,0.0,,92.3,,,6.2,,,,74.0,,,
2112,270,2018,,0.0,,0.0,598.0,,598.0,100.0,,,0.0,0.0,100.0
2113,270,2017,,0.0,,0.0,598.0,,598.0,100.0,31.0,,0.0,0.0,100.0
2114,270,2016,3.3,598.0,55.0,100.0,598.0,6.7,598.0,100.0,,41.0,0.0,0.0,100.0
2115,270,2015,,598.0,,100.0,598.0,,598.0,100.0,33.0,,,,100.0
2116,270,2014,7.3,598.0,49.1,100.0,,12.7,,,24.0,55.0,,,
2117,270,2011,,0.0,,0.0,,,598.0,100.0,,,,,
2118,270,2013,,,,,598.0,,598.0,100.0,,,,,100.0
2119,270,2012,0.0,,73.3,,,26.7,,,,,,,
2120,271,2018,,34.0,,8.0,445.0,,111.0,25.0,,,34.0,8.0,100.0
2121,271,2017,,92.0,,8.0,446.0,,89.0,20.0,33.0,,16.0,4.0,100.0
2122,271,2016,3.7,0.0,74.1,0.0,448.0,11.1,90.0,20.0,,68.0,16.0,4.0,100.0
2123,271,2015,,0.0,,0.0,448.0,,90.0,20.0,38.0,,,,100.0
2124,271,2014,2.9,0.0,62.9,0.0,,14.3,,,29.0,67.0,,,
2125,271,2011,,0.0,,0.0,,,19.0,4.0,,,,,
2126,271,2013,,,,,448.0,,90.0,20.0,,,,,100.0
2127,271,2012,9.7,,51.6,,,32.3,,,,71.0,,,
2128,272,2018,,0.0,,0.0,780.0,,320.0,41.0,,,0.0,0.0,100.0
2129,272,2017,,0.0,,0.0,780.0,,320.0,41.0,21.0,,0.0,0.0,100.0
2130,272,2016,1.7,320.0,55.9,41.0,780.0,10.2,320.0,41.0,,62.0,0.0,0.0,100.0
2131,272,2015,,320.0,,41.0,780.0,,320.0,41.0,22.0,,,,100.0
2132,272,2014,2.3,320.0,65.1,41.0,,14.0,,,15.0,40.0,,,
2133,272,2011,,0.0,,0.0,,,320.0,41.0,,,,,
2134,272,2013,,,,,780.0,,320.0,41.0,,,,,100.0
2135,272,2012,0.0,,67.2,,,5.2,,,,54.0,,,
2136,273,2018,,4.0,,1.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2137,273,2017,,4.0,,1.0,0.0,,0.0,0.0,17.0,,0.0,0.0,0.0
2138,273,2016,1.3,4.0,62.3,1.0,0.0,10.4,0.0,0.0,,65.0,0.0,0.0,0.0
2139,273,2015,,4.0,,1.0,0.0,,0.0,0.0,18.0,,,,0.0
2140,273,2014,0.0,4.0,68.9,1.0,,5.4,,,12.0,65.0,,,
2141,273,2011,,4.0,,1.0,,,0.0,0.0,,,,,
2142,273,2013,,,,,0.0,,0.0,0.0,,,,,0.0
2143,273,2012,1.7,,72.9,,,8.5,,,,53.0,,,
2144,274,2018,,554.0,,100.0,554.0,,554.0,100.0,,,554.0,100.0,100.0
2145,274,2017,,266.0,,100.0,554.0,,266.0,48.0,12.0,,554.0,100.0,100.0
2146,274,2016,0.0,266.0,75.6,48.0,554.0,4.9,266.0,48.0,,56.0,554.0,100.0,100.0
2147,274,2015,,266.0,,48.0,554.0,,266.0,48.0,12.0,,,,100.0
2148,274,2014,0.0,266.0,70.7,48.0,,9.8,,,8.0,,,,
2149,274,2011,,554.0,,100.0,,,554.0,100.0,,,,,
2150,274,2013,,,,,554.0,,266.0,48.0,,,,,100.0
2151,274,2012,0.0,,67.6,,,17.6,,,,65.0,,,
2152,275,2018,,143.0,,16.0,878.0,,403.0,45.0,,,4.0,0.0,98.0
2153,275,2017,,378.0,,16.0,878.0,,5.0,1.0,10.0,,4.0,0.0,98.0
2154,275,2016,6.4,378.0,72.3,42.0,878.0,8.5,389.0,43.0,,74.0,4.0,0.0,98.0
2155,275,2015,,378.0,,42.0,878.0,,400.0,45.0,11.0,,,,98.0
2156,275,2014,0.0,378.0,79.1,42.0,,11.6,,,8.0,72.0,,,
2157,275,2011,,131.0,,15.0,,,400.0,45.0,,,,,
2158,275,2013,,,,,878.0,,400.0,45.0,,,,,98.0
2159,275,2012,2.4,,66.7,,,11.9,,,,66.0,,,
2160,276,2018,,0.0,,0.0,499.0,,0.0,0.0,,,0.0,0.0,75.0
2161,276,2017,,0.0,,0.0,489.0,,0.0,0.0,9.0,,0.0,0.0,73.0
2162,276,2016,0.0,0.0,77.8,0.0,489.0,9.3,0.0,0.0,,64.0,0.0,0.0,73.0
2163,276,2015,,0.0,,0.0,489.0,,0.0,0.0,10.0,,,,73.0
2164,276,2014,3.5,0.0,68.4,0.0,,3.5,,,7.0,68.0,,,
2165,276,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2166,276,2013,,,,,489.0,,0.0,0.0,,,,,73.0
2167,276,2012,4.8,,77.8,,,11.1,,,,75.0,,,
2168,277,2018,,0.0,,0.0,426.0,,0.0,0.0,,,0.0,0.0,52.0
2169,277,2017,,0.0,,0.0,401.0,,0.0,0.0,8.0,,0.0,0.0,51.0
2170,277,2016,1.6,0.0,78.7,0.0,351.0,9.8,0.0,0.0,,62.0,0.0,0.0,47.0
2171,277,2015,,0.0,,0.0,290.0,,0.0,0.0,13.0,,,,44.0
2172,277,2014,2.6,0.0,76.3,0.0,,7.9,,,9.0,65.0,,,
2173,277,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2174,277,2013,,,,,259.0,,0.0,0.0,,,,,43.0
2175,277,2012,0.0,,82.5,,,7.5,,,,57.0,,,
2176,278,2018,,852.0,,100.0,852.0,,816.0,96.0,,,0.0,0.0,100.0
2177,278,2017,,375.0,,100.0,852.0,,22.0,3.0,13.0,,0.0,0.0,100.0
2178,278,2016,0.0,375.0,58.7,44.0,852.0,8.7,332.0,39.0,,60.0,0.0,0.0,100.0
2179,278,2015,,375.0,,44.0,852.0,,300.0,35.0,13.0,,,,100.0
2180,278,2014,0.0,375.0,54.5,44.0,,15.9,,,8.0,66.0,,,
2181,278,2011,,841.0,,100.0,,,354.0,42.0,,,,,
2182,278,2013,,,,,852.0,,375.0,44.0,,,,,100.0
2183,278,2012,0.0,,79.1,,,20.9,,,,55.0,,,
2184,279,2018,,744.0,,86.0,604.0,,744.0,86.0,,,0.0,0.0,69.0
2185,279,2017,,587.0,,86.0,604.0,,92.0,11.0,9.0,,0.0,0.0,69.0
2186,279,2016,0.0,587.0,65.9,67.0,604.0,4.6,92.0,11.0,,71.0,0.0,0.0,69.0
2187,279,2015,,587.0,,67.0,604.0,,586.0,67.0,10.0,,,,69.0
2188,279,2014,0.0,587.0,62.8,67.0,,4.7,,,5.0,74.0,,,
2189,279,2011,,752.0,,86.0,,,495.0,57.0,,,,,
2190,279,2013,,,,,604.0,,587.0,67.0,,,,,69.0
2191,279,2012,0.0,,61.7,,,8.5,,,,72.0,,,
2192,280,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2193,280,2017,,0.0,,0.0,0.0,,0.0,0.0,44.0,,0.0,0.0,0.0
2194,280,2016,4.2,1.0,53.5,0.0,0.0,11.3,0.0,0.0,,54.0,0.0,0.0,0.0
2195,280,2015,,0.0,,0.0,0.0,,0.0,0.0,61.0,,,,0.0
2196,280,2014,8.4,0.0,39.8,0.0,,14.5,,,48.0,68.0,,,
2197,280,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2198,280,2013,,,,,0.0,,0.0,0.0,,,,,0.0
2199,280,2012,3.4,,62.1,,,5.2,,,,58.0,,,
2200,281,2018,,481.0,,100.0,145.0,,481.0,100.0,,,0.0,0.0,30.0
2201,281,2017,,481.0,,100.0,145.0,,481.0,100.0,19.0,,0.0,0.0,30.0
2202,281,2016,2.7,481.0,62.2,100.0,145.0,8.1,481.0,100.0,,80.0,0.0,0.0,30.0
2203,281,2015,,481.0,,100.0,145.0,,481.0,100.0,18.0,,,,30.0
2204,281,2014,17.2,481.0,55.2,100.0,,13.8,,,10.0,76.0,,,
2205,281,2011,,460.0,,100.0,,,0.0,0.0,,,,,
2206,281,2013,,,,,145.0,,481.0,100.0,,,,,30.0
2207,281,2012,0.0,,73.3,,,13.3,,,,69.0,,,
2208,282,2018,,0.0,,0.0,82.0,,0.0,0.0,,,0.0,0.0,15.0
