,NPA,year,commuters_driving_alone,water_consumption_total,impervious_surface_area,electricity_consumption,adopt_a_street_length,recycling_participation,tree_canopy_area,solid_waste_diversion_rate,residential_canopy_area,electricity_consumption_total,impervious_surface,solid_waste,adopt_a_street,tree_canopy,natural_gas_consumption,commuters_driving_alone_moe,recycling_participating_units,adopt_a_stream_length,solid_waste_diverted,natural_gas_consumption_total,solid_waste_total,residential_tree_canopy,water_consumption,adopt_a_stream
3008,382.0,2012,,,,928.0,,,193.1,,79.6,688688.0,,,,44.5,,,,,,,,55.5,,
3009,382.0,2018,,79181.0,94.0,,,,,,,,21.6,,,,,,,,,,,,102.0,
3010,382.0,2017,62.0,,91.0,,5.41,,,,,,21,,25.53,,,14.0,,0.4,,,,,,16.67
3011,382.0,2016,,78819.0,90.0,,,,,,,,20.7,,,,,,,0.39,,,,,108.0,16.6
3012,382.0,2015,,,88.0,,,,,,,,20.3,,,,,,,0.39,,,,,,16.4
3013,382.0,2013,,73087.0,87.0,844.0,,22.0,,23.6,,626111.0,20,6.6,,,47.0,,160.0,1.41,207.0,21689.0,4812.0,,105.0,58.88
3014,382.0,2011,,,88.0,,,,,,,,25.6,,,,,,,0.39,,,,,,16.14
3015,382.0,2014,,73845.0,,,,,,,,,,,,,,,,,,,,,84.0,
3016,383.0,2012,,,,920.0,,,314.5,,240.4,1374683.0,,,,50.9,,,,,,,,65.5,,
3017,383.0,2018,,130869.0,178.0,,,,,,,,28.8,,,,,,,,,,,,121.0,
3018,383.0,2017,73.0,,179.0,,0.95,,,,,,29,,3.84,,,12.0,,1.4,,,,,,100.0
3019,383.0,2016,,142243.0,175.0,,,,,,,,28.3,,,,,,,1.44,,,,,126.0,100.0
3020,383.0,2015,,,174.0,,,,,,,,28.2,,,,,,,1.44,,,,,,100.0
3021,383.0,2013,,139903.0,180.0,996.0,,51.8,,45.2,,1555966.0,29.1,7.3,,,49.0,,547.0,1.45,637.0,51430.0,7722.0,,131.0,100.0
3022,383.0,2011,,,176.0,,,,,,,,20.3,,,,,,,0.0,,,,,,0.0
3023,383.0,2014,,140653.0,,,,,,,,,,,,,,,,,,,,,129.0,
3024,384.0,2012,,,,816.0,,,68.8,,14.9,1173991.0,,,,19.8,,,,,,,,37.9,,
3025,384.0,2018,,14677.0,137.0,,,,,,,,39.4,,,,,,,,,,,,116.0,
3026,384.0,2017,59.0,,132.0,,10.81,,,,,,38,,66.09,,,16.0,,1.2,,,,,,100.0
3027,384.0,2016,,13864.0,136.0,,,,,,,,39.1,,,,,,,1.15,,,,,113.0,99.14
3028,384.0,2015,,,136.0,,,,,,,,39.1,,,,,,,1.15,,,,,,98.76
3029,384.0,2013,,13474.0,132.0,949.0,,32.9,,36.9,,1374817.0,38,4.9,,,37.0,,69.0,1.49,69.0,7663.0,1025.0,,118.0,100.0
3030,384.0,2011,,,133.0,,,,,,,,28.5,,,,,,,1.15,,,,,,77.34
3031,384.0,2014,,13952.0,,,,,,,,,,,,,,,,,,,,,112.0,
3032,385.0,2012,,,,1289.0,,,335.0,,202.9,2336928.0,,,,42.3,,,,,,,,52.6,,
3033,385.0,2018,,170085.0,148.0,,,,,,,,18.7,,,,,,,,,,,,127.0,
3034,385.0,2017,74.0,,148.0,,2.35,,,,,,18.7,,7.02,,,17.0,,0.0,,,,,,0.0
3035,385.0,2016,,170657.0,148.0,,,,,,,,18.7,,,,,,,0.0,,,,,133.0,0.0
3036,385.0,2015,,,148.0,,,,,,,,18.7,,,,,,,0.0,,,,,,0.0
3037,385.0,2013,,157105.0,148.0,2763.0,,36.7,,29.9,,5069871.0,18.7,7.6,,,55.0,,501.0,0.0,567.0,42416.0,10391.0,,125.0,0.0
3038,385.0,2011,,,151.0,,,,,,,,38.3,,,,,,,0.0,,,,,,0.0
3039,385.0,2014,,163830.0,,,,,,,,,,,,,,,,,,,,,115.0,
3040,386.0,2012,,,,996.0,,,151.3,,102.8,597313.0,,,,54.5,,,,,,,,68.3,,
3041,386.0,2018,,61490.0,55.0,,,,,,,,19.8,,,,,,,,,,,,91.0,
3042,386.0,2017,72.0,,50.0,,5.66,,,,,,18,,29.59,,,17.0,,,,,,,,
3043,386.0,2016,,63252.0,48.0,,,,,,,,17.3,,,,,,,,,,,,96.0,
3044,386.0,2015,,,47.0,,,,,,,,16.9,,,,,,,0.41,,,,,,100.0
3045,386.0,2013,,62478.0,47.0,898.0,,32.0,,27.0,,557897.0,16.9,6.7,,,47.0,,216.0,0.42,222.0,16947.0,4514.0,,100.0,100.0
3046,386.0,2011,,,46.0,,,,,,,,19.1,,,,,,,0.41,,,,,,99.28
3047,386.0,2014,,63773.0,,,,,,,,,,,,,,,,,,,,,90.0,
3048,387.0,2012,,,,1009.0,,,662.8,,158.5,1034328.0,,,,37.1,,,,,,,,58.6,,
3049,387.0,2018,,98517.0,551.0,,,,,,,,31,,,,,,,,,,,,125.0,
3050,387.0,2017,80.0,,541.0,,5.81,,,,,,30.4,,14.83,,,18.0,,0.0,,,,,,0.0
3051,387.0,2016,,107425.0,537.0,,,,,,,,30.2,,,,,,,0.0,,,,,137.0,0.0
3052,387.0,2015,,,523.0,,,,,,,,29.2,,,,,,,0.0,,,,,,0.0
3053,387.0,2013,,103853.0,778.0,1033.0,,27.6,,26.0,,1054700.0,43.5,7.6,,,51.0,,240.0,0.0,312.0,30102.0,6579.0,,137.0,0.0
3054,387.0,2011,,,510.0,,,,,,,,16.6,,,,,,,1.0,,,,,,40.27
3055,387.0,2014,,105157.0,,,,,,,,,,,,,,,,,,,,,128.0,
3056,388.0,2012,,,,959.0,,,156.8,,75.0,711935.0,,,,39.5,,,,,,,,59.0,,
3057,388.0,2018,,62738.0,95.0,,,,,,,,23.9,,,,,,,,,,,,101.0,
3058,388.0,2017,76.0,,95.0,,10.28,,,,,,23.9,,54.18,,,18.0,,0.9,,,,,,100.0
3059,388.0,2016,,69767.0,93.0,,,,,,,,23.4,,,,,,,0.02,,,,,111.0,2.27
3060,388.0,2015,,,92.0,,,,,,,,23.1,,,,,,,0.0,,,,,,0.0
3061,388.0,2013,,69870.0,89.0,887.0,,22.3,,26.6,,645491.0,22.4,6.5,,,48.0,,147.0,0.89,210.0,22243.0,4322.0,,110.0,100.0
3062,388.0,2011,,,96.0,,,,,,,,28.5,,,,,,,0.02,,,,,,1.8
3063,388.0,2014,,74210.0,,,,,,,,,,,,,,,,,,,,,102.0,
3064,389.0,2012,,,,1028.0,,,569.7,,484.1,3342851.0,,,,51.8,,,,,,,,56.3,,
3065,389.0,2018,,236505.0,238.0,,,,,,,,21.6,,,,,,,,,,,,128.0,
3066,389.0,2017,79.0,,237.0,,14.95,,,,,,21.6,,32.59,,,12.0,,0.0,,,,,,0.0
3067,389.0,2016,,250338.0,232.0,,,,,,,,21.1,,,,,,,0.01,,,,,134.0,2.44
3068,389.0,2015,,,232.0,,,,,,,,21.1,,,,,,,0.01,,,,,,1.64
3069,389.0,2013,,252697.0,231.0,899.0,,40.2,,35.5,,2933834.0,21,7.7,,,53.0,,776.0,0.01,971.0,94253.0,14980.0,,138.0,1.59
3070,389.0,2011,,,235.0,,,,,,,,24.1,,,,,,,0.41,,,,,,97.16
3071,389.0,2014,,250201.0,,,,,,,,,,,,,,,,,,,,,133.0,
3072,390.0,2012,,,,789.0,,,118.1,,71.2,561283.0,,,,44.3,,,,,,,,56.4,,
3073,390.0,2018,,47708.0,75.0,,,,,,,,28.1,,,,,,,,,,,,95.0,
3074,390.0,2017,84.0,,74.0,,0.0,,,,,,27.8,,0.0,,,19.0,,,,,,,,
3075,390.0,2016,,45501.0,73.0,,,,,,,,27.4,,,,,,,,,,,,93.0,
3076,390.0,2015,,,73.0,,,,,,,,27.4,,,,,,,,,,,,,
3077,390.0,2013,,42788.0,80.0,850.0,,41.4,,36.1,,658460.0,30,7.7,,,37.0,,165.0,,203.0,15744.0,3085.0,,93.0,
3078,390.0,2011,,,68.0,,,,,,,,21.4,,,,,,,,,,,,,
3079,390.0,2014,,44337.0,,,,,,,,,,,,,,,,,,,,,92.0,
3080,391.0,2012,,,,1146.0,,,387.2,,295.2,1080772.0,,,,68.9,,,,,,,,72.3,,
3081,391.0,2018,,143180.0,95.0,,,,,,,,16.9,,,,,,,,,,,,150.0,
3082,391.0,2017,88.0,,95.0,,1.18,,,,,,16.9,,4.55,,,28.0,,,,,,,,
3083,391.0,2016,,159935.0,95.0,,,,,,,,16.9,,,,,,,,,,,,165.0,
3084,391.0,2015,,,94.0,,,,,,,,16.7,,,,,,,,,,,,,
3085,391.0,2013,,151451.0,95.0,1140.0,,47.2,,39.9,,1099214.0,16.9,6.5,,,59.0,,454.0,,454.0,53012.0,6239.0,,159.0,
3086,391.0,2011,,,99.0,,,,,,,,25.5,,,,,,,,,,,,,
3087,391.0,2014,,150077.0,,,,,,,,,,,,,,,,,,,,,157.0,
3088,392.0,2012,,,,1428.0,,,928.7,,635.6,5265085.0,,,,63.3,,,,,,,,67.5,,
3089,392.0,2018,,583325.0,411.0,,,,,,,,28,,,,,,,,,,,,243.0,
3090,392.0,2017,87.0,,408.0,,17.97,,,,,,27.8,,28.75,,,9.0,,7.8,,,,,,100.0
3091,392.0,2016,,652799.0,405.0,,,,,,,,27.6,,,,,,,7.81,,,,,269.0,100.0
3092,392.0,2015,,,397.0,,,,,,,,27.1,,,,,,,6.48,,,,,,82.96
3093,392.0,2013,,568018.0,406.0,1443.0,,49.2,,44.2,,5492922.0,27.7,9.3,,,72.0,,1355.0,9.19,2063.0,205769.0,25595.0,,239.0,90.09
3094,392.0,2011,,,392.0,,,,,,,,17.6,,,,,,,5.97,,,,,,58.5
3095,392.0,2014,,578735.0,,,,,,,,,,,,,,,,,,,,,236.0,
3096,393.0,2012,,,,801.0,,,494.4,,398.2,2395103.0,,,,49.5,,,,,,,,64.0,,
3097,393.0,2018,,201235.0,292.0,,,,,,,,29.3,,,,,,,,,,,,111.0,
3098,393.0,2017,91.0,,293.0,,13.63,,,,,,29.4,,29.87,,,15.0,,5.7,,,,,,90.48
3099,393.0,2016,,224021.0,289.0,,,,,,,,29,,,,,,,4.4,,,,,119.0,69.84
3100,393.0,2015,,,289.0,,,,,,,,29,,,,,,,5.45,,,,,,86.56
3101,393.0,2013,,217412.0,294.0,855.0,,60.1,,48.7,,2635593.0,29.5,8.2,,,49.0,,1080.0,5.2,1309.0,96794.0,14736.0,,123.0,88.9
3102,393.0,2011,,,297.0,,,,,,,,26.7,,,,,,,2.9,,,,,,49.67
3103,393.0,2014,,222830.0,,,,,,,,,,,,,,,,,,,,,121.0,
3104,394.0,2012,,,,847.0,,,222.3,,152.2,978367.0,,,,56.6,,,,,,,,62.8,,
3105,394.0,2018,,66295.0,95.0,,,,,,,,24.2,,,,,,,,,,,,125.0,
3106,394.0,2017,84.0,,95.0,,0.0,,,,,,24.2,,0.0,,,15.0,,0.1,,,,,,100.0
3107,394.0,2016,,67556.0,93.0,,,,,,,,23.7,,,,,,,0.14,,,,,128.0,100.0
3108,394.0,2015,,,92.0,,,,,,,,23.4,,,,,,,0.14,,,,,,100.0
3109,394.0,2013,,66181.0,91.0,827.0,,51.8,,46.0,,1035472.0,23.2,7.1,,,49.0,,347.0,0.14,401.0,25509.0,4779.0,,129.0,100.0
3110,394.0,2011,,,90.0,,,,,,,,29.8,,,,,,,0.0,,,,,,0.0
3111,394.0,2014,,65131.0,,,,,,,,,,,,,,,,,,,,,121.0,
3112,395.0,2012,,,,,,,270.1,,171.1,,,,,42.8,,,,,,,,52.1,,
3113,395.0,2018,,58067.0,157.0,,,,,,,,24.9,,,,,,,,,,,,158.0,
3114,395.0,2017,93.0,,156.0,,,,,,,,24.7,,,,,20.0,,0.2,,,,,,22.22
3115,395.0,2016,,62531.0,154.0,,,,,,,,24.4,,,,,,,0.21,,,,,170.0,22.58
3116,395.0,2015,,,146.0,,,,,,,,23.2,,,,,,,0.0,,,,,,0.0
3117,395.0,2013,,56033.0,145.0,,,,,,,,23,,,,49.0,,,0.0,,28734.0,,,156.0,0.0
3118,395.0,2011,,,141.0,,,,,,,,22.9,,,,,,,0.21,,,,,,22.34
3119,395.0,2014,,56248.0,,,,,,,,,,,,,,,,,,,,,152.0,
3120,396.0,2012,,,,,,,2774.5,,1273.2,,,,,61.7,,,,,,,,65.6,,
3121,396.0,2018,,15800.0,117.0,,,,,,,,2.6,,,,,,,,,,,,157.0,
3122,396.0,2017,92.0,,114.0,,,,,,,,2.5,,,,,13.0,,0.0,,,,,,0.0
3123,396.0,2016,,10230.0,113.0,,,,,,,,2.5,,,,,,,0.0,,,,,197.0,0.0
3124,396.0,2015,,,108.0,,,,,,,,2.4,,,,,,,0.0,,,,,,0.0
3125,396.0,2013,,,106.0,,,,,,,,2.4,,,,50.0,,,0.0,,13616.0,,,,0.0
3126,396.0,2011,,,108.0,,,,,,,,22.4,,,,,,,0.0,,,,,,0.0
3127,396.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
3128,397.0,2012,,,,,,,28.0,,15.8,,,,,18.6,,,,,,,,24.5,,
3129,397.0,2018,,15989.0,61.0,,,,,,,,40.5,,,,,,,,,,,,96.0,
3130,397.0,2017,93.0,,61.0,,,,,,,,40.5,,,,,24.0,,,,,,,,
3131,397.0,2016,,17059.0,61.0,,,,,,,,40.5,,,,,,,,,,,,99.0,
3132,397.0,2015,,,61.0,,,,,,,,40.5,,,,,,,,,,,,,
3133,397.0,2013,,15675.0,62.0,,,,,,,,41.2,,,,25.0,,,,,13448.0,,,95.0,
3134,397.0,2011,,,59.0,,,,,,,,2.4,,,,,,,,,,,,,
3135,397.0,2014,,16712.0,,,,,,,,,,,,,,,,,,,,,100.0,
3136,398.0,2012,,,,,,,111.3,,5.6,,,,,39.9,,,,,,,,16.8,,
3137,398.0,2018,,16474.0,36.0,,,,,,,,12.9,,,,,,,,,,,,113.0,
3138,398.0,2017,87.0,,36.0,,,,,,,,12.9,,,,,48.0,,0.7,,,,,,100.0
3139,398.0,2016,,16893.0,35.0,,,,,,,,12.6,,,,,,,0.73,,,,,117.0,100.0
3140,398.0,2015,,,32.0,,,,,,,,11.5,,,,,,,0.73,,,,,,100.0
3141,398.0,2013,,11042.0,23.0,,,,,,,,8.2,,,,40.0,,,0.75,,4742.0,,,100.0,100.0
3142,398.0,2011,,,20.0,,,,,,,,39.2,,,,,,,0.0,,,,,,0.0
3143,398.0,2014,,13901.0,,,,,,,,,,,,,,,,,,,,,101.0,
3144,399.0,2012,,,,,,,223.1,,40.2,,,,,34.2,,,,,,,,30.0,,
3145,399.0,2018,,74583.0,117.0,,,,,,,,17.9,,,,,,,,,,,,145.0,
3146,399.0,2017,83.0,,117.0,,,,,,,,17.9,,,,,18.0,,2.8,,,,,,82.35
3147,399.0,2016,,81647.0,116.0,,,,,,,,17.8,,,,,,,2.75,,,,,156.0,81.12
3148,399.0,2015,,,109.0,,,,,,,,16.7,,,,,,,1.99,,,,,,55.06
3149,399.0,2013,,64668.0,108.0,,,,,,,,16.6,,,,53.0,,,1.99,,23634.0,,,145.0,54.83
3150,399.0,2011,,,111.0,,,,,,,,7.2,,,,,,,0.0,,,,,,0.0
3151,399.0,2014,,66746.0,,,,,,,,,,,,,,,,,,,,,139.0,
3152,400.0,2012,,,,,,,403.9,,302.2,,,,,60.9,,,,,,,,66.1,,
3153,400.0,2018,,152871.0,89.0,,,,,,,,13.4,,,,,,,,,,,,180.0,
3154,400.0,2017,93.0,,89.0,,0.0,,,,,,13.4,,0.0,,,14.0,,0.0,,,,,,0.0
3155,400.0,2016,,169114.0,88.0,,,,,,,,13.3,,,,,,,0.0,,,,,197.0,0.0
3156,400.0,2015,,,87.0,,,,,,,,13.1,,,,,,,0.0,,,,,,0.0
3157,400.0,2013,,160527.0,95.0,,,30.8,,36.9,,,14.3,7.0,,,54.0,,16.0,0.0,25.0,35343.0,369.0,,191.0,0.0
3158,400.0,2011,,,89.0,,,,,,,,17,,,,,,,0.0,,,,,,0.0
3159,400.0,2014,,159791.0,,,,,,,,,,,,,,,,,,,,,189.0,
3160,401.0,2012,,,,,,,469.7,,301.2,,,,,52.1,,,,,,,,61.2,,
3161,401.0,2018,,95697.0,109.0,,,,,,,,12.1,,,,,,,,,,,,149.0,
3162,401.0,2017,88.0,,109.0,,,,,,,,12.1,,,,,12.0,,,,,,,,
3163,401.0,2016,,103265.0,109.0,,,,,,,,12.1,,,,,,,,,,,,160.0,
3164,401.0,2015,,,108.0,,,,,,,,12,,,,,,,,,,,,,
3165,401.0,2013,,96724.0,102.0,,,,,,,,11.3,,,,54.0,,,,,32170.0,,,155.0,
3166,401.0,2011,,,104.0,,,,,,,,13.4,,,,,,,,,,,,,
3167,401.0,2014,,97326.0,,,,,,,,,,,,,,,,,,,,,152.0,
3168,402.0,2012,,,,,,,537.7,,299.2,,,,,54.7,,,,,,,,60.7,,
3169,402.0,2018,,60604.0,69.0,,,,,,,,7,,,,,,,,,,,,146.0,
3170,402.0,2017,89.0,,69.0,,,,,,,,7,,,,,23.0,,,,,,,,
3171,402.0,2016,,61773.0,64.0,,,,,,,,6.5,,,,,,,,,,,,155.0,
3172,402.0,2015,,,64.0,,,,,,,,6.5,,,,,,,,,,,,,
3173,402.0,2013,,58607.0,65.0,,,,,,,,6.6,,,,50.0,,,,,19418.0,,,151.0,
3174,402.0,2011,,,66.0,,,,,,,,11.5,,,,,,,,,,,,,
3175,402.0,2014,,59567.0,,,,,,,,,,,,,,,,,,,,,146.0,
3176,403.0,2012,,,,,,,1050.8,,605.2,,,,,58.7,,,,,,,,62.4,,
3177,403.0,2018,,109487.0,124.0,,,,,,,,6.9,,,,,,,,,,,,213.0,
3178,403.0,2017,88.0,,121.0,,,,,,,,6.8,,,,,13.0,,0.0,,,,,,0.0
3179,403.0,2016,,125005.0,119.0,,,,,,,,6.7,,,,,,,0.0,,,,,266.0,0.0
3180,403.0,2015,,,112.0,,,,,,,,6.3,,,,,,,0.0,,,,,,0.0
3181,403.0,2013,,59572.0,98.0,,,,,,,,5.5,,,,60.0,,,0.0,,31970.0,,,187.0,0.0
3182,403.0,2011,,,97.0,,,,,,,,6.7,,,,,,,0.0,,,,,,0.05
3183,403.0,2014,,71025.0,,,,,,,,,,,,,,,,,,,,,195.0,
3184,404.0,2012,,,,,,,206.6,,127.6,,,,,50.6,,,,,,,,56.2,,
3185,404.0,2018,,75316.0,68.0,,,,,,,,16.7,,,,,,,,,,,,129.0,
3186,404.0,2017,77.0,,68.0,,,,,,,,16.7,,,,,28.0,,0.2,,,,,,100.0
3187,404.0,2016,,85475.0,67.0,,,,,,,,16.4,,,,,,,0.17,,,,,141.0,100.0
3188,404.0,2015,,,67.0,,,,,,,,16.4,,,,,,,0.17,,,,,,100.0
3189,404.0,2013,,78403.0,66.0,,,,,,,,16.2,,,,,,,0.17,,,,,139.0,100.0
3190,404.0,2011,,,69.0,,,,,,,,5.4,,,,,,,0.0,,,,,,0.0
3191,404.0,2014,,80905.0,,,,,,,,,,,,,,,,,,,,,132.0,
3192,405.0,2012,,,,,,,214.3,,96.2,,,,,37.4,,,,,,,,32.9,,
3193,405.0,2018,,152817.0,102.0,,,,,,,,17.8,,,,,,,,,,,,134.0,
3194,405.0,2017,81.0,,101.0,,,,,,,,17.6,,,,,16.0,,,,,,,,
3195,405.0,2016,,164109.0,99.0,,,,,,,,17.3,,,,,,,,,,,,139.0,
3196,405.0,2015,,,97.0,,,,,,,,16.9,,,,,,,,,,,,,
3197,405.0,2013,,154056.0,95.0,,,,,,,,16.6,,,,,,,,,,,,136.0,
3198,405.0,2011,,,94.0,,,,,,,,16.9,,,,,,,,,,,,,
3199,405.0,2014,,152496.0,,,,,,,,,,,,,,,,,,,,,133.0,
3200,406.0,2012,,,,,,,790.0,,590.3,,,,,57.3,,,,,,,,65.9,,
3201,406.0,2018,,129744.0,143.0,,,,,,,,10.4,,,,,,,,,,,,161.0,
3202,406.0,2017,83.0,,144.0,,,,,,,,10.5,,,,,22.0,,0.0,,,,,,0.0
3203,406.0,2016,,137659.0,142.0,,,,,,,,10.3,,,,,,,0.0,,,,,172.0,0.0
3204,406.0,2015,,,136.0,,,,,,,,9.9,,,,,,,0.0,,,,,,0.0
3205,406.0,2013,,113582.0,125.0,,,,,,,,9.1,,,,54.0,,,0.0,,33516.0,,,171.0,0.0
3206,406.0,2011,,,123.0,,,,,,,,16.4,,,,,,,0.0,,,,,,0.0
3207,406.0,2014,,122012.0,,,,,,,,,,,,,,,,,,,,,161.0,
3208,407.0,2012,,,,,,,902.9,,495.1,,,,,60.4,,,,,,,,60.0,,
3209,407.0,2018,,90131.0,97.0,,,,,,,,6.5,,,,,,,,,,,,155.0,
3210,407.0,2017,91.0,,96.0,,,,,,,,6.4,,,,,28.0,,0.0,,,,,,0.0
3211,407.0,2016,,95658.0,96.0,,,,,,,,6.4,,,,,,,0.17,,,,,167.0,8.37
3212,407.0,2015,,,94.0,,,,,,,,6.3,,,,,,,0.17,,,,,,8.2
3213,407.0,2013,,84153.0,92.0,,,,,,,,6.2,,,,54.0,,,0.17,,26670.0,,,160.0,8.14
3214,407.0,2011,,,86.0,,,,,,,,8.9,,,,,,,0.0,,,,,,0.0
3215,407.0,2014,,88647.0,,,,,,,,,,,,,,,,,,,,,157.0,
3216,408.0,2012,,,,,,,588.6,,420.7,,,,,53.0,,,,,,,,62.5,,
3217,408.0,2018,,157125.0,153.0,,,,,,,,13.8,,,,,,,,,,,,148.0,
3218,408.0,2017,93.0,,154.0,,,,,,,,13.9,,,,,23.0,,1.4,,,,,,27.45
3219,408.0,2016,,164384.0,153.0,,,,,,,,13.8,,,,,,,0.26,,,,,158.0,5.06
3220,408.0,2015,,,150.0,,,,,,,,13.5,,,,,,,0.26,,,,,,5.0
3221,408.0,2013,,147768.0,147.0,,,,,,,,13.2,,,,52.0,,,0.26,,44049.0,,,150.0,4.92
3222,408.0,2011,,,141.0,,,,,,,,5.8,,,,,,,0.0,,,,,,0.0
3223,408.0,2014,,152748.0,,,,,,,,,,,,,,,,,,,,,152.0,
3224,409.0,2012,,,,,,,473.1,,303.0,,,,,47.6,,,,,,,,53.3,,
3225,409.0,2018,,220375.0,170.0,,,,,,,,18.5,,,,,,,,,,,,238.0,
3226,409.0,2017,86.0,,170.0,,,,,,,,18.5,,,,,23.0,,,,,,,,
3227,409.0,2016,,247791.0,168.0,,,,,,,,18.3,,,,,,,,,,,,271.0,
3228,409.0,2015,,,161.0,,,,,,,,16.2,,,,,,,,,,,,,
3229,409.0,2013,,200093.0,159.0,,,,,,,,16,,,,75.0,,,,,72753.0,,,233.0,
3230,409.0,2011,,,156.0,,,,,,,,12.7,,,,,,,,,,,,,
3231,409.0,2014,,207344.0,,,,,,,,,,,,,,,,,,,,,232.0,
3232,410.0,2012,,,,,,,82.0,,50.2,,,,,31.2,,,,,,,,34.5,,
3233,410.0,2018,,21803.0,65.0,,,,,,,,26.5,,,,,,,,,,,,125.0,
3234,410.0,2017,98.0,,65.0,,,,,,,,26.5,,,,,45.0,,,,,,,,
3235,410.0,2016,,20323.0,65.0,,,,,,,,26.5,,,,,,,,,,,,116.0,
3236,410.0,2015,,,64.0,,,,,,,,24.3,,,,,,,,,,,,,
3237,410.0,2013,,19180.0,63.0,,,,,,,,24,,,,32.0,,,,,26722.0,,,118.0,
3238,410.0,2011,,,62.0,,,,,,,,15.7,,,,,,,,,,,,,
3239,410.0,2014,,19944.0,,,,,,,,,,,,,,,,,,,,,115.0,
3240,411.0,2012,,,,,,,184.3,,29.2,,,,,35.3,,,,,,,,25.8,,
3241,411.0,2018,,79329.0,121.0,,,,,,,,23.2,,,,,,,,,,,,128.0,
3242,411.0,2017,95.0,,114.0,,,,,,,,21.8,,,,,22.0,,0.0,,,,,,0.0
3243,411.0,2016,,81591.0,108.0,,,,,,,,20.7,,,,,,,0.0,,,,,130.0,0.0
3244,411.0,2015,,,105.0,,,,,,,,20.1,,,,,,,0.0,,,,,,0.0
3245,411.0,2013,,76069.0,98.0,,,,,,,,18.8,,,,44.0,,,0.0,,18795.0,,,129.0,0.0
3246,411.0,2011,,,95.0,,,,,,,,23.6,,,,,,,0.0,,,,,,0.0
3247,411.0,2014,,75005.0,,,,,,,,,,,,,,,,,,,,,125.0,
3248,412.0,2012,,,,,,,1079.0,,534.5,,,,,53.5,,,,,,,,59.4,,
3249,412.0,2018,,23657.0,103.0,,,,,,,,5.1,,,,,,,,,,,,163.0,
3250,412.0,2017,94.0,,100.0,,,,,,,,5,,,,,57.0,,0.0,,,,,,0.0
3251,412.0,2016,,23192.0,98.0,,,,,,,,4.9,,,,,,,0.0,,,,,180.0,0.0
3252,412.0,2015,,,97.0,,,,,,,,4.8,,,,,,,0.0,,,,,,0.0
3253,412.0,2013,,21079.0,94.0,,,,,,,,4.7,,,,56.0,,,0.0,,10021.0,,,159.0,0.0
3254,412.0,2011,,,93.0,,,,,,,,18.2,,,,,,,0.0,,,,,,0.0
3255,412.0,2014,,21753.0,,,,,,,,,,,,,,,,,,,,,162.0,
3256,413.0,2012,,,,,,,502.5,,265.7,,,,,42.5,,,,,,,,45.5,,
3257,413.0,2018,,231673.0,127.0,,,,,,,,10.7,,,,,,,,,,,,204.0,
3258,413.0,2017,97.0,,127.0,,,,,,,,10.7,,,,,17.0,,0.0,,,,,,0.0
3259,413.0,2016,,256033.0,126.0,,,,,,,,10.7,,,,,,,0.0,,,,,241.0,0.0
3260,413.0,2015,,,124.0,,,,,,,,10.5,,,,,,,0.0,,,,,,0.0
3261,413.0,2013,,226317.0,122.0,,,,,,,,10.3,,,,64.0,,,0.0,,73950.0,,,202.0,0.0
3262,413.0,2011,,,126.0,,,,,,,,4.6,,,,,,,1.53,,,,,,94.15
3263,413.0,2014,,237014.0,,,,,,,,,,,,,,,,,,,,,209.0,
3264,416.0,2012,,,,,,,60.1,,11.9,,,,,28.4,,,,,,,,23.8,,
3265,416.0,2018,,21028.0,58.0,,,,,,,,27.4,,,,,,,,,,,,115.0,
3266,416.0,2017,91.0,,58.0,,,,,,,,27.4,,,,,23.0,,0.8,,,,,,32.0
3267,416.0,2016,,21872.0,57.0,,,,,,,,26.9,,,,,,,0.76,,,,,115.0,30.65
3268,416.0,2015,,,57.0,,,,,,,,26.9,,,,,,,0.76,,,,,,30.76
3269,416.0,2013,,21477.0,50.0,,,,,,,,23.6,,,,40.0,,,0.0,,7378.0,,,120.0,0.0
3270,416.0,2011,,,51.0,,,,,,,,10.7,,,,,,,0.0,,,,,,0.0
3271,416.0,2014,,21907.0,,,,,,,,,,,,,,,,,,,,,119.0,
3272,417.0,2012,,,,,,,327.6,,191.8,,,,,47.9,,,,,,,,51.8,,
3273,417.0,2018,,69728.0,76.0,,,,,,,,11.1,,,,,,,,,,,,149.0,
3274,417.0,2017,81.0,,73.0,,,,,,,,10.7,,,,,16.0,,3.9,,,,,,58.21
3275,417.0,2016,,63660.0,70.0,,,,,,,,10.2,,,,,,,3.9,,,,,157.0,58.56
3276,417.0,2015,,,69.0,,,,,,,,10.1,,,,,,,3.9,,,,,,58.5
3277,417.0,2013,,63390.0,66.0,,,,,,,,9.6,,,,49.0,,,4.19,,29710.0,,,152.0,60.36
3278,417.0,2011,,,68.0,,,,,,,,24.1,,,,,,,1.15,,,,,,16.49
3279,417.0,2014,,63603.0,,,,,,,,,,,,,,,,,,,,,152.0,
3280,418.0,2012,,,,,,,320.0,,132.5,,,,,37.8,,,,,,,,37.2,,
3281,418.0,2018,,175704.0,138.0,,,,,,,,16.3,,,,,,,,,,,,208.0,
3282,418.0,2017,87.0,,139.0,,,,,,,,16.4,,,,,18.0,,1.0,,,,,,27.03
3283,418.0,2016,,217855.0,137.0,,,,,,,,16.1,,,,,,,0.46,,,,,255.0,12.3
