,NPA,year,commuters_driving_alone,water_consumption_total,impervious_surface_area,electricity_consumption,adopt_a_street_length,recycling_participation,tree_canopy_area,solid_waste_diversion_rate,residential_canopy_area,electricity_consumption_total,impervious_surface,solid_waste,adopt_a_street,tree_canopy,natural_gas_consumption,commuters_driving_alone_moe,recycling_participating_units,adopt_a_stream_length,solid_waste_diverted,natural_gas_consumption_total,solid_waste_total,residential_tree_canopy,water_consumption,adopt_a_stream
2751,349.0,2014,,65099.0,,,,,,,,,,,,,,,,,,,,,241.0,
2752,350.0,2012,,,,1077.0,,,174.1,,132.2,798302.0,,,,55.9,,,,,,,,68.0,,
2753,350.0,2018,,57319.0,75.0,,,,,,,,24.1,,,,,,,,,,,,191.0,
2754,350.0,2017,94.0,,75.0,,5.27,,,,,,24.1,,41.27,,,20.0,,1.5,,,,,,100.0
2755,350.0,2016,,64558.0,75.0,,,,,,,,24.1,,,,,,,1.52,,,,,212.0,100.0
2756,350.0,2015,,,74.0,,,,,,,,23.7,,,,,,,1.52,,,,,,100.0
2757,350.0,2013,,60836.0,74.0,988.0,,40.5,,40.0,,731014.0,23.7,8.6,,,60.0,,160.0,1.53,250.0,19531.0,3423.0,,203.0,100.0
2758,350.0,2011,,,75.0,,,,,,,,20.5,,,,,,,1.52,,,,,,99.48
2759,350.0,2014,,60158.0,,,,,,,,,,,,,,,,,,,,,199.0,
2760,351.0,2012,,,,1214.0,,,108.3,,82.1,469832.0,,,,53.5,,,,,,,,56.9,,
2761,351.0,2018,,63293.0,38.0,,,,,,,,18.8,,,,,,,,,,,,199.0,
2762,351.0,2017,83.0,,37.0,,0.0,,,,,,18.3,,0.0,,,20.0,,0.0,,,,,,0.0
2763,351.0,2016,,72642.0,36.0,,,,,,,,17.8,,,,,,,0.0,,,,,226.0,0.0
2764,351.0,2015,,,35.0,,,,,,,,17.3,,,,,,,0.0,,,,,,0.0
2765,351.0,2013,,58883.0,34.0,1160.0,,52.5,,49.3,,452527.0,16.8,8.4,,,56.0,,186.0,0.0,267.0,19861.0,2965.0,,195.0,0.0
2766,351.0,2011,,,32.0,,,,,,,,24.1,,,,,,,0.77,,,,,,88.76
2767,351.0,2014,,62947.0,,,,,,,,,,,,,,,,,,,,,201.0,
2768,352.0,2012,,,,918.0,,,98.2,,44.5,1045414.0,,,,38.7,,,,,,,,33.9,,
2769,352.0,2018,,37199.0,76.0,,,,,,,,30,,,,,,,,,,,,213.0,
2770,352.0,2017,91.0,,76.0,,0.0,,,,,,30,,0.0,,,17.0,,0.0,,,,,,0.0
2771,352.0,2016,,44005.0,76.0,,,,,,,,30,,,,,,,0.0,,,,,248.0,0.0
2772,352.0,2015,,,76.0,,,,,,,,30,,,,,,,0.0,,,,,,0.0
2773,352.0,2013,,36275.0,75.0,896.0,,88.2,,40.7,,1019308.0,29.6,8.9,,,49.0,,154.0,0.0,115.0,20389.0,1549.0,,207.0,0.0
2774,352.0,2011,,,75.0,,,,,,,,15.8,,,,,,,0.0,,,,,,0.0
2775,352.0,2014,,38505.0,,,,,,,,,,,,,,,,,,,,,219.0,
2776,353.0,2012,,,,1341.0,,,416.3,,321.3,1267636.0,,,,60.7,,,,,,,,66.3,,
2777,353.0,2018,,162400.0,114.0,,,,,,,,16.6,,,,,,,,,,,,169.0,
2778,353.0,2017,88.0,,113.0,,2.02,,,,,,16.5,,8.41,,,22.0,,1.8,,,,,,32.73
2779,353.0,2016,,173005.0,113.0,,,,,,,,16.5,,,,,,,4.12,,,,,183.0,75.18
2780,353.0,2015,,,112.0,,,,,,,,16.3,,,,,,,4.12,,,,,,75.1
2781,353.0,2013,,156279.0,110.0,1256.0,,54.3,,42.8,,1208246.0,16,8.1,,,59.0,,526.0,8.34,611.0,49932.0,7811.0,,169.0,85.45
2782,353.0,2011,,,110.0,,,,,,,,29.6,,,,,,,4.12,,,,,,42.21
2783,353.0,2014,,161658.0,,,,,,,,,,,,,,,,,,,,,172.0,
2784,354.0,2012,,,,992.0,,,130.5,,67.2,985544.0,,,,51.0,,,,,,,,54.3,,
2785,354.0,2018,,13829.0,72.0,,,,,,,,28.1,,,,,,,,,,,,135.0,
2786,354.0,2017,86.0,,72.0,,0.92,,,,,,28.1,,14.9,,,18.0,,1.8,,,,,,100.0
2787,354.0,2016,,15069.0,72.0,,,,,,,,28.1,,,,,,,1.77,,,,,145.0,99.44
2788,354.0,2015,,,72.0,,,,,,,,28.1,,,,,,,1.78,,,,,,100.0
2789,354.0,2013,,15282.0,72.0,1018.0,,64.1,,42.7,,1012796.0,28.1,11.5,,,29.0,,68.0,3.57,95.0,3078.0,1219.0,,152.0,100.0
2790,354.0,2011,,,72.0,,,,,,,,16,,,,,,,1.77,,,,,,49.64
2791,354.0,2014,,15013.0,,,,,,,,,,,,,,,,,,,,,146.0,
2792,355.0,2012,,,,936.0,,,214.8,,38.0,953604.0,,,,33.9,,,,,,,,33.3,,
2793,355.0,2018,,34240.0,182.0,,,,,,,,28.6,,,,,,,,,,,,162.0,
2794,355.0,2017,73.0,,183.0,,0.0,,,,,,28.7,,0.0,,,18.0,,3.3,,,,,,75.0
2795,355.0,2016,,38197.0,183.0,,,,,,,,28.7,,,,,,,4.34,,,,,177.0,99.31
2796,355.0,2015,,,182.0,,,,,,,,28.7,,,,,,,3.77,,,,,,57.77
2797,355.0,2013,,36722.0,178.0,924.0,,49.5,,26.6,,980733.0,28.1,7.0,,,47.0,,103.0,3.78,71.0,11675.0,1455.0,,174.0,57.72
2798,355.0,2011,,,177.0,,,,,,,,28.1,,,,,,,2.82,,,,,,43.08
2799,355.0,2014,,34672.0,,,,,,,,,,,,,,,,,,,,,163.0,
2800,356.0,2012,,,,1543.0,,,369.0,,240.1,2732143.0,,,,37.8,,,,,,,,40.6,,
2801,356.0,2018,,321115.0,211.0,,,,,,,,21.6,,,,,,,,,,,,322.0,
2802,356.0,2017,92.0,,210.0,,1.36,,,,,,21.5,,4.82,,,17.0,,,,,,,,
2803,356.0,2016,,393362.0,207.0,,,,,,,,21.2,,,,,,,,,,,,411.0,
2804,356.0,2015,,,204.0,,,,,,,,20.9,,,,,,,,,,,,,
2805,356.0,2013,,310650.0,212.0,1501.0,,40.0,,29.1,,2782463.0,21.7,7.9,,,73.0,,362.0,,380.0,90369.0,7138.0,,340.0,
2806,356.0,2011,,,203.0,,,,,,,,27.9,,,,,,,,,,,,,
2807,356.0,2014,,317504.0,,,,,,,,,,,,,,,,,,,,,340.0,
2808,357.0,2012,,,,942.0,,,174.5,,124.8,1007888.0,,,,50.5,,,,,,,,55.0,,
2809,357.0,2018,,79749.0,96.0,,,,,,,,27.8,,,,,,,,,,,,126.0,
2810,357.0,2017,85.0,,97.0,,4.68,,,,,,28.1,,28.27,,,12.0,,0.4,,,,,,100.0
2811,357.0,2016,,89854.0,96.0,,,,,,,,27.8,,,,,,,0.0,,,,,138.0,0.0
2812,357.0,2015,,,95.0,,,,,,,,27.5,,,,,,,0.44,,,,,,100.0
2813,357.0,2013,,90439.0,96.0,914.0,,60.3,,42.5,,970346.0,27.8,6.7,,,46.0,,409.0,0.44,353.0,32479.0,4559.0,,130.0,100.0
2814,357.0,2011,,,98.0,,,,,,,,20.8,,,,,,,0.0,,,,,,0.0
2815,357.0,2014,,87059.0,,,,,,,,,,,,,,,,,,,,,136.0,
2816,358.0,2012,,,,1152.0,,,382.9,,222.0,1650286.0,,,,46.5,,,,,,,,63.4,,
2817,358.0,2018,,120160.0,307.0,,,,,,,,37.3,,,,,,,,,,,,191.0,
2818,358.0,2017,84.0,,305.0,,8.94,,,,,,37,,33.51,,,16.0,,4.9,,,,,,100.0
2819,358.0,2016,,132263.0,306.0,,,,,,,,37.2,,,,,,,4.92,,,,,207.0,100.0
2820,358.0,2015,,,303.0,,,,,,,,36.8,,,,,,,2.91,,,,,,59.24
2821,358.0,2013,,123219.0,298.0,1131.0,,59.4,,42.1,,1620842.0,36.2,8.5,,,62.0,,379.0,2.92,418.0,39479.0,5439.0,,196.0,58.61
2822,358.0,2011,,,299.0,,,,,,,,28.3,,,,,,,3.16,,,,,,63.39
2823,358.0,2014,,119143.0,,,,,,,,,,,,,,,,,,,,,188.0,
2824,359.0,2012,,,,1151.0,,,257.0,,220.6,931131.0,,,,61.8,,,,,,,,65.3,,
2825,359.0,2018,,112020.0,89.0,,,,,,,,21.4,,,,,,,,,,,,152.0,
2826,359.0,2017,89.0,,89.0,,5.0,,,,,,21.4,,23.85,,,24.0,,,,,,,,
2827,359.0,2016,,122643.0,88.0,,,,,,,,21.2,,,,,,,,,,,,168.0,
2828,359.0,2015,,,86.0,,,,,,,,20.7,,,,,,,,,,,,,
2829,359.0,2013,,112401.0,86.0,1103.0,,71.5,,51.1,,895401.0,20.7,9.8,,,57.0,,558.0,,715.0,44583.0,7669.0,,158.0,
2830,359.0,2011,,,89.0,,,,,,,,36.3,,,,,,,,,,,,,
2831,359.0,2014,,117305.0,,,,,,,,,,,,,,,,,,,,,162.0,
2832,360.0,2012,,,,1108.0,,,796.2,,345.8,1496689.0,,,,56.1,,,,,,,,52.8,,
2833,360.0,2018,,201173.0,108.0,,,,,,,,7.6,,,,,,,,,,,,136.0,
2834,360.0,2017,88.0,,104.0,,0.0,,,,,,7.3,,0.0,,,13.0,,2.0,,,,,,34.48
2835,360.0,2016,,195628.0,104.0,,,,,,,,7.3,,,,,,,3.82,,,,,142.0,65.64
2836,360.0,2015,,,103.0,,,,,,,,7.3,,,,,,,3.82,,,,,,65.65
2837,360.0,2013,,182892.0,101.0,987.0,,44.3,,25.8,,1329976.0,7.1,6.7,,,53.0,,589.0,3.9,417.0,67245.0,8858.0,,145.0,65.96
2838,360.0,2011,,,101.0,,,,,,,,21.4,,,,,,,0.0,,,,,,0.0
2839,360.0,2014,,185697.0,,,,,,,,,,,,,,,,,,,,,138.0,
2840,361.0,2012,,,,1029.0,,,190.6,,66.4,410533.0,,,,38.5,,,,,,,,69.1,,
2841,361.0,2018,,64672.0,124.0,,,,,,,,25,,,,,,,,,,,,109.0,
2842,361.0,2017,60.0,,120.0,,4.22,,,,,,24.2,,30.53,,,24.0,,1.2,,,,,,29.27
2843,361.0,2016,,58592.0,117.0,,,,,,,,23.6,,,,,,,2.94,,,,,114.0,72.41
2844,361.0,2015,,,114.0,,,,,,,,23,,,,,,,0.0,,,,,,0.0
2845,361.0,2013,,45558.0,107.0,944.0,,38.0,,44.3,,372067.0,21.6,9.9,,,53.0,,148.0,1.54,311.0,11659.0,3856.0,,137.0,36.52
2846,361.0,2011,,,110.0,,,,,,,,7.1,,,,,,,0.02,,,,,,0.4
2847,361.0,2014,,45290.0,,,,,,,,,,,,,,,,,,,,,108.0,
2848,362.0,2012,,,,972.0,,,408.6,,147.2,1217471.0,,,,50.2,,,,,,,,53.2,,
2849,362.0,2018,,95246.0,168.0,,,,,,,,20.6,,,,,,,,,,,,124.0,
2850,362.0,2017,73.0,,168.0,,0.28,,,,,,20.6,,1.36,,,18.0,,2.7,,,,,,64.29
2851,362.0,2016,,99820.0,169.0,,,,,,,,20.8,,,,,,,1.59,,,,,130.0,37.41
2852,362.0,2015,,,168.0,,,,,,,,20.6,,,,,,,1.33,,,,,,23.9
2853,362.0,2013,,98908.0,169.0,848.0,,22.3,,24.4,,1067110.0,20.8,7.0,,,59.0,,174.0,1.59,243.0,35086.0,5466.0,,133.0,28.24
2854,362.0,2011,,,168.0,,,,,,,,22.2,,,,,,,1.59,,,,,,28.22
2855,362.0,2014,,96732.0,,,,,,,,,,,,,,,,,,,,,122.0,
2856,363.0,2012,,,,945.0,,,422.3,,90.2,914439.0,,,,31.0,,,,,,,,52.3,,
2857,363.0,2018,,86850.0,365.0,,,,,,,,26.8,,,,,,,,,,,,102.0,
2858,363.0,2017,68.0,,364.0,,8.57,,,,,,26.8,,27.28,,,19.0,,2.7,,,,,,61.36
2859,363.0,2016,,91018.0,362.0,,,,,,,,26.6,,,,,,,0.0,,,,,113.0,0.0
2860,363.0,2015,,,361.0,,,,,,,,26.5,,,,,,,0.0,,,,,,0.0
2861,363.0,2013,,79075.0,357.0,938.0,,25.7,,25.9,,900717.0,26.2,7.2,,,46.0,,205.0,0.0,270.0,17722.0,5714.0,,102.0,0.0
2862,363.0,2011,,,348.0,,,,,,,,20.6,,,,,,,0.0,,,,,,0.0
2863,363.0,2014,,85993.0,,,,,,,,,,,,,,,,,,,,,93.0,
2864,364.0,2012,,,,1913.0,,,303.8,,219.9,1884427.0,,,,62.8,,,,,,,,66.3,,
2865,364.0,2018,,203743.0,134.0,,,,,,,,27.7,,,,,,,,,,,,252.0,
2866,364.0,2017,94.0,,134.0,,7.1,,,,,,27.7,,35.39,,,17.0,,2.6,,,,,,100.0
2867,364.0,2016,,231136.0,132.0,,,,,,,,27.3,,,,,,,2.58,,,,,285.0,100.0
2868,364.0,2015,,,131.0,,,,,,,,27.1,,,,,,,2.58,,,,,,100.0
2869,364.0,2013,,198973.0,129.0,1838.0,,61.0,,43.1,,1830490.0,26.7,9.5,,,84.0,,470.0,2.6,574.0,73369.0,7300.0,,247.0,100.0
2870,364.0,2011,,,127.0,,,,,,,,25.6,,,,,,,2.58,,,,,,99.42
2871,364.0,2014,,198540.0,,,,,,,,,,,,,,,,,,,,,246.0,
2872,365.0,2012,,,,819.0,,,125.9,,99.8,478417.0,,,,46.9,,,,,,,,64.3,,
2873,365.0,2018,,60604.0,70.0,,,,,,,,26,,,,,,,,,,,,102.0,
2874,365.0,2017,78.0,,70.0,,13.48,,,,,,26,,99.97,,,21.0,,0.6,,,,,,100.0
2875,365.0,2016,,67779.0,70.0,,,,,,,,26,,,,,,,0.6,,,,,107.0,100.0
2876,365.0,2015,,,70.0,,,,,,,,26.1,,,,,,,0.0,,,,,,0.0
2877,365.0,2013,,57418.0,70.0,760.0,,35.3,,43.1,,444073.0,26.1,7.4,,,49.0,,206.0,0.6,340.0,27015.0,4322.0,,113.0,53.49
2878,365.0,2011,,,71.0,,,,,,,,26.3,,,,,,,0.6,,,,,,53.42
2879,365.0,2014,,63723.0,,,,,,,,,,,,,,,,,,,,,103.0,
2880,366.0,2012,,,,922.0,,,119.2,,53.6,362534.0,,,,34.2,,,,,,,,64.9,,
2881,366.0,2018,,23418.0,135.0,,,,,,,,38.8,,,,,,,,,,,,109.0,
2882,366.0,2017,92.0,,134.0,,2.98,,,,,,38.5,,36.22,,,20.0,,2.0,,,,,,90.91
2883,366.0,2016,,26016.0,133.0,,,,,,,,38.2,,,,,,,2.24,,,,,118.0,100.0
2884,366.0,2015,,,133.0,,,,,,,,38.2,,,,,,,2.03,,,,,,89.83
2885,366.0,2013,,25231.0,139.0,892.0,,49.1,,50.6,,353328.0,39.9,8.4,,,45.0,,118.0,1.45,186.0,7305.0,2012.0,,121.0,61.41
2886,366.0,2011,,,137.0,,,,,,,,26.4,,,,,,,1.11,,,,,,47.12
2887,366.0,2014,,24819.0,,,,,,,,,,,,,,,,,,,,,111.0,
2888,367.0,2012,,,,861.0,,,292.9,,148.2,2105976.0,,,,40.1,,,,,,,,59.4,,
2889,367.0,2018,,131230.0,268.0,,,,,,,,36.7,,,,,,,,,,,,137.0,
2890,367.0,2017,87.0,,266.0,,17.07,,,,,,36.4,,46.15,,,10.0,,2.1,,,,,,100.0
2891,367.0,2016,,143862.0,263.0,,,,,,,,36,,,,,,,2.05,,,,,151.0,100.0
2892,367.0,2015,,,260.0,,,,,,,,35.6,,,,,,,2.05,,,,,,100.0
2893,367.0,2013,,128447.0,257.0,832.0,,51.1,,42.5,,2057302.0,35.1,5.8,,,47.0,,631.0,2.06,556.0,62544.0,7176.0,,138.0,100.0
2894,367.0,2011,,,255.0,,,,,,,,39.3,,,,,,,0.99,,,,,,47.84
2895,367.0,2014,,135845.0,,,,,,,,,,,,,,,,,,,,,139.0,
2896,368.0,2012,,,,,,,432.6,,196.9,,,,,38.9,,,,,,,,61.4,,
2897,368.0,2018,,125471.0,304.0,,,,,,,,27.4,,,,,,,,,,,,138.0,
2898,368.0,2017,75.0,,304.0,,0.0,,,,,,27.4,,0.0,,,12.0,,1.3,,,,,,27.66
2899,368.0,2016,,138495.0,299.0,,,,,,,,26.9,,,,,,,0.37,,,,,150.0,7.86
2900,368.0,2015,,,298.0,,,,,,,,26.8,,,,,,,3.76,,,,,,54.86
2901,368.0,2013,,134331.0,292.0,,,54.9,,41.3,,,26.3,8.6,,,44.0,,502.0,3.79,592.0,26856.0,7860.0,,149.0,54.61
2902,368.0,2011,,,298.0,,,,,,,,34.9,,,,,,,3.88,,,,,,55.98
2903,368.0,2014,,134404.0,,,,,,,,,,,,,,,,,,,,,146.0,
2904,369.0,2012,,,,960.0,,,120.1,,73.1,384156.0,,,,36.5,,,,,,,,60.6,,
2905,369.0,2018,,36291.0,87.0,,,,,,,,26.5,,,,,,,,,,,,101.0,
2906,369.0,2017,71.0,,86.0,,1.36,,,,,,26.1,,9.99,,,23.0,,,,,,,,
2907,369.0,2016,,36832.0,87.0,,,,,,,,26.4,,,,,,,,,,,,106.0,
2908,369.0,2015,,,87.0,,,,,,,,26.4,,,,,,,0.55,,,,,,100.0
2909,369.0,2013,,37925.0,91.0,876.0,,27.4,,20.1,,346927.0,27.7,5.6,,,52.0,,112.0,0.57,84.0,14083.0,2301.0,,108.0,100.0
2910,369.0,2011,,,88.0,,,,,,,,26.8,,,,,,,0.0,,,,,,0.0
2911,369.0,2014,,39351.0,,,,,,,,,,,,,,,,,,,,,96.0,
2912,370.0,2012,,,,916.0,,,217.0,,75.3,841690.0,,,,46.0,,,,,,,,52.9,,
2913,370.0,2018,,56764.0,144.0,,,,,,,,30.5,,,,,,,,,,,,109.0,
2914,370.0,2017,64.0,,143.0,,12.99,,,,,,30.3,,76.48,,,14.0,,3.2,,,,,,100.0
2915,370.0,2016,,58846.0,141.0,,,,,,,,29.9,,,,,,,3.19,,,,,123.0,100.0
2916,370.0,2015,,,141.0,,,,,,,,29.9,,,,,,,3.19,,,,,,100.0
2917,370.0,2013,,52780.0,138.0,815.0,,31.8,,36.8,,831390.0,29.3,9.1,,,45.0,,154.0,3.2,299.0,14814.0,4445.0,,114.0,100.0
2918,370.0,2011,,,139.0,,,,,,,,26.7,,,,,,,3.19,,,,,,99.69
2919,370.0,2014,,58430.0,,,,,,,,,,,,,,,,,,,,,108.0,
2920,371.0,2012,,,,1360.0,,,601.5,,370.0,3143120.0,,,,43.1,,,,,,,,57.6,,
2921,371.0,2018,,242586.0,342.0,,,,,,,,24.5,,,,,,,,,,,,138.0,
2922,371.0,2017,77.0,,341.0,,3.15,,,,,,24.4,,6.85,,,13.0,,2.0,,,,,,83.33
2923,371.0,2016,,241327.0,339.0,,,,,,,,24.3,,,,,,,2.01,,,,,138.0,83.75
2924,371.0,2015,,,343.0,,,,,,,,24.6,,,,,,,0.01,,,,,,0.28
2925,371.0,2013,,236926.0,344.0,1726.0,,39.6,,34.9,,4144772.0,24.7,7.3,,,55.0,,755.0,0.4,885.0,50885.0,13889.0,,139.0,16.73
2926,371.0,2011,,,349.0,,,,,,,,29.5,,,,,,,0.01,,,,,,0.25
2927,371.0,2014,,232362.0,,,,,,,,,,,,,,,,,,,,,127.0,
2928,372.0,2012,,,,1050.0,,,661.8,,373.8,3964112.0,,,,33.6,,,,,,,,36.2,,
2929,372.0,2018,,578641.0,318.0,,,,,,,,16.3,,,,,,,,,,,,150.0,
2930,372.0,2017,93.0,,320.0,,7.05,,,,,,16.4,,9.41,,,7.0,,0.0,,,,,,0.0
2931,372.0,2016,,593035.0,320.0,,,,,,,,16.4,,,,,,,0.0,,,,,163.0,0.0
2932,372.0,2015,,,317.0,,,,,,,,16.1,,,,,,,0.0,,,,,,0.0
2933,372.0,2013,,587239.0,312.0,1104.0,,57.2,,35.8,,4573807.0,15.9,5.8,,,55.0,,2006.0,0.0,1335.0,222760.0,20435.0,,153.0,0.0
2934,372.0,2011,,,322.0,,,,,,,,25,,,,,,,0.0,,,,,,0.0
2935,372.0,2014,,600435.0,,,,,,,,,,,,,,,,,,,,,155.0,
2936,373.0,2012,,,,1274.0,,,531.6,,406.7,1312504.0,,,,62.2,,,,,,,,70.8,,
2937,373.0,2018,,151643.0,181.0,,,,,,,,21.2,,,,,,,,,,,,169.0,
2938,373.0,2017,82.0,,179.0,,4.47,,,,,,20.9,,14.33,,,20.0,,0.0,,,,,,0.0
2939,373.0,2016,,157076.0,178.0,,,,,,,,20.8,,,,,,,0.0,,,,,174.0,0.0
2940,373.0,2015,,,175.0,,,,,,,,20.5,,,,,,,0.0,,,,,,0.0
2941,373.0,2013,,143323.0,173.0,1262.0,,72.3,,46.6,,1410028.0,20.2,6.8,,,63.0,,672.0,0.0,541.0,56576.0,6352.0,,165.0,0.0
2942,373.0,2011,,,176.0,,,,,,,,16.4,,,,,,,1.54,,,,,,99.03
2943,373.0,2014,,141442.0,,,,,,,,,,,,,,,,,,,,,159.0,
2944,374.0,2012,,,,982.0,,,195.2,,97.1,918604.0,,,,46.8,,,,,,,,50.2,,
2945,374.0,2018,,108620.0,65.0,,,,,,,,15.6,,,,,,,,,,,,109.0,
2946,374.0,2017,72.0,,65.0,,8.36,,,,,,15.6,,38.16,,,21.0,,0.0,,,,,,0.0
2947,374.0,2016,,110704.0,65.0,,,,,,,,15.6,,,,,,,0.0,,,,,115.0,0.0
2948,374.0,2015,,,65.0,,,,,,,,15.6,,,,,,,0.0,,,,,,0.0
2949,374.0,2013,,101728.0,63.0,887.0,,28.3,,26.9,,830488.0,15.1,6.4,,,56.0,,265.0,0.0,296.0,29852.0,6031.0,,111.0,0.0
2950,374.0,2011,,,66.0,,,,,,,,20.6,,,,,,,0.0,,,,,,0.0
2951,374.0,2014,,100923.0,,,,,,,,,,,,,,,,,,,,,95.0,
2952,375.0,2012,,,,2331.0,,,571.2,,449.9,2014337.0,,,,57.7,,,,,,,,65.4,,
2953,375.0,2018,,223873.0,154.0,,,,,,,,15.6,,,,,,,,,,,,267.0,
2954,375.0,2017,99.0,,153.0,,5.69,,,,,,15.5,,17.67,,,26.0,,2.2,,,,,,100.0
2955,375.0,2016,,251699.0,150.0,,,,,,,,15.1,,,,,,,2.16,,,,,298.0,100.0
2956,375.0,2015,,,146.0,,,,,,,,14.7,,,,,,,2.16,,,,,,99.62
2957,375.0,2013,,216802.0,149.0,2212.0,,43.0,,53.3,,1926809.0,15,8.4,,,72.0,,366.0,3.87,697.0,57501.0,7165.0,,258.0,78.86
2958,375.0,2011,,,146.0,,,,,,,,15.8,,,,,,,3.41,,,,,,69.36
2959,375.0,2014,,224914.0,,,,,,,,,,,,,,,,,,,,,265.0,
2960,376.0,2012,,,,1221.0,,,595.8,,326.3,1641209.0,,,,51.8,,,,,,,,52.3,,
2961,376.0,2018,,179694.0,108.0,,,,,,,,9.4,,,,,,,,,,,,130.0,
2962,376.0,2017,91.0,,109.0,,0.0,,,,,,9.5,,0.0,,,12.0,,1.2,,,,,,19.67
2963,376.0,2016,,196417.0,109.0,,,,,,,,9.5,,,,,,,1.23,,,,,139.0,20.26
2964,376.0,2015,,,108.0,,,,,,,,9.4,,,,,,,1.23,,,,,,20.25
2965,376.0,2013,,186095.0,132.0,1083.0,,47.8,,28.3,,1467912.0,11.5,6.0,,,46.0,,638.0,1.24,413.0,50767.0,7984.0,,139.0,20.24
2966,376.0,2011,,,102.0,,,,,,,,14.7,,,,,,,0.0,,,,,,0.0
2967,376.0,2014,,202919.0,,,,,,,,,,,,,,,,,,,,,145.0,
2968,377.0,2012,,,,1150.0,,,412.4,,173.8,2247506.0,,,,38.2,,,,,,,,32.0,,
2969,377.0,2018,,255464.0,130.0,,,,,,,,12,,,,,,,,,,,,154.0,
2970,377.0,2017,92.0,,131.0,,2.05,,,,,,12.1,,7.79,,,14.0,,2.1,,,,,,45.65
2971,377.0,2016,,258882.0,130.0,,,,,,,,12,,,,,,,1.39,,,,,153.0,30.42
2972,377.0,2015,,,125.0,,,,,,,,11.6,,,,,,,0.01,,,,,,0.14
2973,377.0,2013,,236397.0,124.0,1079.0,,61.4,,27.1,,2123065.0,11.5,5.6,,,53.0,,945.0,0.01,424.0,99139.0,8571.0,,152.0,0.14
2974,377.0,2011,,,122.0,,,,,,,,8.9,,,,,,,1.39,,,,,,30.06
2975,377.0,2014,,244287.0,,,,,,,,,,,,,,,,,,,,,148.0,
2976,378.0,2012,,,,1034.0,,,513.0,,324.4,2097619.0,,,,56.1,,,,,,,,67.6,,
2977,378.0,2018,,234528.0,185.0,,,,,,,,20.3,,,,,,,,,,,,125.0,
2978,378.0,2017,85.0,,181.0,,12.72,,,,,,19.8,,29.24,,,11.0,,2.5,,,,,,100.0
2979,378.0,2016,,249357.0,176.0,,,,,,,,19.3,,,,,,,2.45,,,,,132.0,100.0
2980,378.0,2015,,,174.0,,,,,,,,19,,,,,,,2.45,,,,,,100.0
2981,378.0,2013,,224505.0,174.0,961.0,,38.0,,34.9,,1960820.0,19,7.0,,,50.0,,721.0,2.46,849.0,88158.0,13334.0,,123.0,99.87
2982,378.0,2011,,,173.0,,,,,,,,11.3,,,,,,,2.45,,,,,,99.76
2983,378.0,2014,,231948.0,,,,,,,,,,,,,,,,,,,,,122.0,
2984,379.0,2012,,,,1967.0,,,473.3,,350.4,2569321.0,,,,44.1,,,,,,,,47.4,,
2985,379.0,2018,,383361.0,181.0,,,,,,,,16.9,,,,,,,,,,,,292.0,
2986,379.0,2017,88.0,,182.0,,2.17,,,,,,16.9,,6.62,,,10.0,,0.0,,,,,,0.0
2987,379.0,2016,,445003.0,180.0,,,,,,,,16.8,,,,,,,2.85,,,,,335.0,44.25
2988,379.0,2015,,,178.0,,,,,,,,16.6,,,,,,,0.0,,,,,,0.0
2989,379.0,2013,,355672.0,175.0,1800.0,,65.1,,39.9,,2357915.0,16.3,9.0,,,78.0,,833.0,0.0,836.0,102740.0,11466.0,,274.0,0.0
2990,379.0,2011,,,178.0,,,,,,,,18.9,,,,,,,0.0,,,,,,0.0
2991,379.0,2014,,379666.0,,,,,,,,,,,,,,,,,,,,,290.0,
2992,380.0,2012,,,,1875.0,,,1370.5,,1159.0,3337526.0,,,,72.9,,,,,,,,76.3,,
2993,380.0,2018,,384601.0,224.0,,,,,,,,11.9,,,,,,,,,,,,228.0,
2994,380.0,2017,89.0,,224.0,,3.01,,,,,,11.9,,5.61,,,11.0,,2.0,,,,,,29.85
2995,380.0,2016,,433775.0,220.0,,,,,,,,11.7,,,,,,,2.0,,,,,255.0,29.99
2996,380.0,2015,,,218.0,,,,,,,,11.6,,,,,,,2.0,,,,,,30.05
2997,380.0,2013,,372913.0,219.0,1754.0,,61.8,,42.8,,3133924.0,11.6,9.2,,,69.0,,1119.0,0.01,1300.0,108577.0,16640.0,,226.0,0.09
2998,380.0,2011,,,222.0,,,,,,,,16.6,,,,,,,0.01,,,,,,0.09
2999,380.0,2014,,388341.0,,,,,,,,,,,,,,,,,,,,,232.0,
3000,381.0,2012,,,,826.0,,,241.3,,182.9,1266811.0,,,,49.0,,,,,,,,56.9,,
3001,381.0,2018,,95543.0,128.0,,,,,,,,26,,,,,,,,,,,,113.0,
3002,381.0,2017,81.0,,123.0,,11.02,,,,,,25,,43.97,,,13.0,,0.9,,,,,,100.0
3003,381.0,2016,,117643.0,125.0,,,,,,,,25.4,,,,,,,0.94,,,,,122.0,100.0
3004,381.0,2015,,,127.0,,,,,,,,25.8,,,,,,,0.0,,,,,,0.0
3005,381.0,2013,,95146.0,128.0,825.0,,30.9,,40.3,,1263661.0,26,6.0,,,40.0,,324.0,0.94,467.0,45406.0,6349.0,,112.0,100.0
3006,381.0,2011,,,126.0,,,,,,,,11.8,,,,,,,0.0,,,,,,0.0
3007,381.0,2014,,100568.0,,,,,,,,,,,,,,,,,,,,,114.0,
