,Unnamed: 0,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
52,52,6,2019,Kennedy Howard,B-1,MUDD-O,CD,no,NO,0.268,CMUD,CMUD,YES,Wedge,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/09/17 11:14:11+00,2020/03/16 00:00:00+00,App,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
53,53,7,2015,Chidress Klein,R-3,MUDD-O,CD,no,NO,7.1,CMUD,CMUD,YES,Mixed Use Activity Center,South,Main_Kent,Dixon_Bridget,John Kinley,2015/03/20 00:00:00+00,2016/03/21 00:00:00+00,App,-1.0,199.0,-1.0,47.0,-1.0,-1.0,-1.0,26.5,-1.0,97.18,100.0,94.44444444444441,100.0,-1.0,1.40845070422535,399.0,1.0,43.0,2.2,2.0,1310.0,30.0,1.19,1.5
54,54,7,2015,Chidress Klein,B-1SCD,MUDD-O,CD,no,NO,7.1,CMUD,CMUD,YES,Mixed Use Activity Center,South,Main_Kent,Dixon_Bridget,John Kinley,2015/03/20 00:00:00+00,2016/03/21 00:00:00+00,App,-1.0,199.0,-1.0,47.0,-1.0,-1.0,-1.0,26.5,-1.0,97.18,100.0,94.44444444444441,100.0,-1.0,1.40845070422535,399.0,1.0,43.0,2.2,2.0,1310.0,30.0,1.19,1.5
55,55,7,2015,Chidress Klein,R-3,MUDD-O,CD,no,NO,1.53,CMUD,CMUD,YES,Mixed Use Activity Center,South,Main_Kent,Dixon_Bridget,John Kinley,2015/03/20 00:00:00+00,2016/03/21 00:00:00+00,App,-1.0,199.0,-1.0,47.0,-1.0,-1.0,-1.0,26.5,-1.0,97.18,100.0,94.44444444444441,100.0,-1.0,1.40845070422535,399.0,1.0,43.0,2.2,2.0,1310.0,30.0,1.19,1.5
56,56,7,2019,2901 LLC,O-6(CD),MUDD-O,CD,no,NO,1.12,CMUD,CMUD,YES,Mixed Use Activity Center,South,Scott Correll,Grant Meacci,John Kinley,2019/11/22 07:42:42+00,2020/06/15 00:00:00+00,App,-1.0,199.0,-1.0,47.0,-1.0,-1.0,-1.0,26.5,-1.0,97.18,100.0,94.44444444444441,100.0,-1.0,1.40845070422535,399.0,1.0,43.0,2.2,2.0,1310.0,30.0,1.19,1.5
57,57,8,2014,"Center for Healthy Living, Inc. dba The Ivey",INST(CD),UR-C,CD,no,NO,1.36,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Sanders_Sonja,2013/11/22 00:00:00+00,2014/03/17 00:00:00+00,App,0.0,127.0,90.7,12.0,4.7,20.0,85.0,-1.0,124.0,33.33,-1.0,81.81818181818183,71.42857142857143,-1.0,10.769230769230768,583.0,3.0,58.0,-1.0,-1.0,-1.0,11.0,-1.0,-1.0
58,58,8,2014,"Center for Healthy Living, Inc. dba The Ivey",R-3,UR-C,CD,no,NO,0.72,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Sanders_Sonja,2013/11/22 00:00:00+00,2014/03/17 00:00:00+00,App,0.0,127.0,90.7,12.0,4.7,20.0,85.0,-1.0,124.0,33.33,-1.0,81.81818181818183,71.42857142857143,-1.0,10.769230769230768,583.0,3.0,58.0,-1.0,-1.0,-1.0,11.0,-1.0,-1.0
59,59,8,2014,"Crossroads Realty Group, LLC",R-3,UR-2(CD),CD,no,NO,2.6,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Sanders_Sonja,2014/06/18 00:00:00+00,2014/12/15 00:00:00+00,App,0.0,127.0,90.7,12.0,4.7,20.0,85.0,-1.0,124.0,33.33,-1.0,81.81818181818183,71.42857142857143,-1.0,10.769230769230768,583.0,3.0,58.0,-1.0,-1.0,-1.0,11.0,-1.0,-1.0
60,60,10,2018,Michael Loeb,R-5,R-8(CD),CD,no,NO,0.33,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/08/23 00:00:00+00,2018/12/17 00:00:00+00,App,1.8,1036.0,60.2,65.0,12.4,-1.0,69.0,22.7,101.0,66.4,71.0,31.31,27.3,33.3,17.0,1070.0,-1.0,58.0,2.9,7.0,3814.0,-1.0,1.36,1.7
61,61,10,2019,James Doyle,B-1,NS,CD,no,NO,0.37,CMUD,CMUD,YES,Wedge,East,Travis Johnson,Grant Meacci,Will Linville,2019/11/06 07:26:39+00,2020/06/15 00:00:00+00,App,1.8,1088.5,60.2,68.25,12.4,-1.0,69.0,22.6,102.25,66.4,71.0,31.31,27.3,33.3,17.0,1180.0,-1.0,61.0,2.9,7.0,3806.75,-1.0,1.3575000000000002,1.7
62,62,10,2016,BWN Investments LLC,B-1,B-2(CD),CD,no,NO,1.53,CMUD,CMUD,YES,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,,Wd,1.8,1246.0,60.2,78.0,12.4,-1.0,69.0,22.3,106.0,66.4,71.0,31.31,27.3,33.3,17.0,1510.0,-1.0,70.0,2.9,7.0,3785.0,-1.0,1.35,1.7
63,63,10,2018,Michael Melton,B-1(CD),B-1,NC,no,NO,0.37,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/02/21 00:00:00+00,2018/06/18 00:00:00+00,App,1.8,1036.0,60.2,65.0,12.4,-1.0,69.0,22.7,101.0,66.4,71.0,31.31,27.3,33.3,17.0,1070.0,-1.0,58.0,2.9,7.0,3814.0,-1.0,1.36,1.7
64,64,10,2018,Michael Loeb,R-4,R-5,NC,no,NO,0.35,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/02/06 00:00:00+00,2018/06/18 00:00:00+00,App,1.8,1036.0,60.2,65.0,12.4,-1.0,69.0,22.7,101.0,66.4,71.0,31.31,27.3,33.3,17.0,1070.0,-1.0,58.0,2.9,7.0,3814.0,-1.0,1.36,1.7
65,65,11,2015,"PRSC Holdings (Edens), LLC",B-1,NS,CD,no,NO,1.14,CMUD,CMUD,YES,Mixed Use Activity Center,Central,Gonzalez_Alberto,Dixon_Bridget,Fortune_Solomon,2015/03/20 00:00:00+00,2015/07/20 00:00:00+00,App,-1.0,675.0,-1.0,55.0,-1.0,1.0,-1.0,27.2,174.0,69.81,100.0,88.0434782608696,95.74,85.71,1.8796992481203,539.0,2.0,33.0,3.8,5.0,2623.0,67.0,1.2,1.7
66,66,11,2017,"Hopper Communities, Inc.",R-4,UR-2 (CD),CD,no,NO,0.86,CMUD,CMUD,YES,Wedge,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2017/02/24 00:00:00+00,2017/07/17 00:00:00+00,App,-1.0,772.0,-1.0,59.0,-1.0,1.0,-1.0,28.0,174.0,70.0,100.0,89.9,85.5,85.71,3.0,821.0,2.0,39.0,3.8,5.0,2651.0,67.0,1.2,1.7
67,67,11,2018,The Drakeford Company,R-22MF,NS,CD,no,NO,0.87,CMUD,CMUD,YES,Wedge,Central,Julia Lund,Grant Meacci,Solomon Fortune,2018/02/23 00:00:00+00,2018/09/24 00:00:00+00,App,-1.0,745.0,-1.0,59.0,-1.0,1.0,-1.0,28.4,174.0,69.93666666666667,100.0,89.28115942028985,88.91333333333334,85.71,2.6265664160401,1457.0,2.0,77.0,3.8,5.0,2695.0,67.0,1.2,1.7
68,68,11,2017,"Hopper Communities, Inc.",R-5,UR-2 (CD),CD,no,NO,0.86,CMUD,CMUD,YES,Wedge,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2017/02/24 00:00:00+00,2017/07/17 00:00:00+00,App,-1.0,772.0,-1.0,59.0,-1.0,1.0,-1.0,28.0,174.0,70.0,100.0,89.9,85.5,85.71,3.0,821.0,2.0,39.0,3.8,5.0,2651.0,67.0,1.2,1.7
69,69,14,2018,"JDSI, LLC",R-3,R-4,NC,no,NO,1.34,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/08/13 00:00:00+00,2019/01/22 10:31:14+00,App,-1.0,960.0,-1.0,60.0,-1.0,-1.0,-1.0,20.6,138.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1146.0,-1.0,62.0,6.1,9.0,3761.0,-1.0,1.09,1.3
70,70,15,2014,"Sardis Road Land Company, LLC",INST(CD),UR-1(CD),CD,no,NO,5.05,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Fortune_Solomon,2014/03/21 00:00:00+00,2014/07/28 00:00:00+00,App,0.0,0.0,85.7,0.0,4.8,5.0,73.0,-1.0,158.0,57.96,91.0,72.2222222222222,62.16216216216216,-1.0,5.590062111801243,862.0,4.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
71,71,17,2015,QuikTrip Corporation,R-4,B-1(CD),CD,no,NO,5.11,CMUD,CMUD,YES,Wedge,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/04/27 00:00:00+00,2016/01/19 00:00:00+00,App,-1.0,472.0,-1.0,38.0,-1.0,36.0,-1.0,19.4,-1.0,71.93,81.0,36.2204724409449,19.83,37.93,11.680327868852501,374.0,3.0,19.0,1.7,7.0,3387.0,62.0,1.18,1.4
72,72,17,2015,QuikTrip Corporation,B-1(CD),B-1(CD),CD,SPA,NO,5.11,CMUD,CMUD,YES,Wedge,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/04/27 00:00:00+00,2016/01/19 00:00:00+00,App,-1.0,472.0,-1.0,38.0,-1.0,36.0,-1.0,19.4,-1.0,71.93,81.0,36.2204724409449,19.83,37.93,11.680327868852501,374.0,3.0,19.0,1.7,7.0,3387.0,62.0,1.18,1.4
73,73,18,2015,"North Wendover Partners, LLC",R-3,UR-2(CD),CD,no,NO,2.48,CMUD,CMUD,YES,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2015/06/22 00:00:00+00,,Den,-1.0,497.0,-1.0,29.0,-1.0,4.0,-1.0,22.8,219.0,83.73,89.0,76.0,81.54,50.0,3.2786885245901605,608.0,4.0,30.0,9.0,6.0,3433.0,87.0,1.17,1.6
74,74,18,2018,"Selwyn Property Group, Inc.",R-3,UR-2(CD),CD,no,NO,1.77,CMUD,CMUD,YES,Wedge,Central,Grant Meacci,Catherine Mahoney,Fortune_Solomon,2018/08/16 00:00:00+00,,Wd,-1.0,419.0,-1.0,25.0,-1.0,4.0,-1.0,23.4,219.0,83.73,89.0,76.0,81.54,50.0,3.2786885245901605,1436.0,4.0,70.0,8.0,5.0,3372.0,87.0,1.16,1.6
75,75,18,2018,Blue Azalea-Providence LLC,R-3,R-8 (CD),CD,no,NO,1.08,CMUD,CMUD,YES,Wedge,Central,Catherine Mahoney,Grant Meacci,Solomon Fortune,2018/10/15 09:14:20+00,2019/07/15 00:00:00+00,App,-1.0,419.0,-1.0,25.0,-1.0,4.0,-1.0,23.4,219.0,83.73,89.0,76.0,81.54,50.0,3.2786885245901605,1436.0,4.0,70.0,8.0,5.0,3372.0,87.0,1.16,1.6
76,76,20,2018,"Hopper Communities, Inc",R-12MF(CD),UR-2(CD),CD,no,NO,2.03,CMUD,CMUD,YES,Wedger,South,Kent Main,Grant Meacci,John Kinley,2018/07/17 00:00:00+00,2018/11/19 11:13:55+00,App,1.4,1081.0,71.4,74.0,10.0,5.0,79.0,23.3,136.0,93.575,92.5,71.05714285714285,64.65,79.185,5.76923076923077,1341.0,2.0,70.0,4.2,8.0,3146.0,-1.0,1.09,1.5
77,77,20,2016,Michael L. Lavelle,NS,NS,CD,SPA,NO,0.9,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2016/09/26 00:00:00+00,2017/01/17 00:00:00+00,App,1.4,1009.0,71.4,69.0,10.0,5.0,79.0,23.3,143.0,91.9,85.0,76.4,67.4,79.2,6.0,1670.0,2.0,82.0,4.0,8.0,3145.0,-1.0,1.08,1.5
78,78,20,2015,"Village at Robinson Farm, LLC",NS,NS,CD,SPA,NO,5.69,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Fortune_Solomon,2014/10/27 00:00:00+00,2015/03/16 00:00:00+00,App,1.4,1009.0,71.4,69.0,10.0,5.0,79.0,23.0,139.5,95.25,100.0,65.71428571428571,61.9,79.17,5.53846153846154,413.0,2.0,23.0,4.2,8.0,3145.0,-1.0,1.08,1.5
79,79,21,2014,Charlotte-Mecklenburg Planning Department,I-2,TOD-M,NC,no,NO,2.4,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Sanders_Sonja,2013/10/28 00:00:00+00,2014/02/17 00:00:00+00,App,1.7,0.0,55.4,0.0,8.3,32.0,62.0,27.973333333333336,111.0,77.75,57.0,39.44954128440367,23.232323232323232,28.57142857142857,9.915611814345992,375.0,4.0,42.0,8.953333333333331,3.0,2994.3333333333335,183.0,1.18,1.3000000000000003
80,80,21,2019,Anthony Kuhn,I-2,TOD-UC,NC,no,NO,2.55,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Michael Russell,2019/11/07 07:30:02+00,2020/05/18 16:38:34+00,App,1.0333333333333334,55.625,46.23333333333333,5.5,9.883333333333333,35.27272727272727,57.833333333333336,27.973333333333336,115.16666666666667,72.328125,88.1875,40.06505753717178,32.74202020202021,38.245714285714286,9.87350090618186,340.6875,4.0,29.375,8.953333333333331,3.0,2994.3333333333335,193.66666666666666,1.18,1.3000000000000003
81,81,21,2016,"Noda GrenwayOne, LLC & Noda Greenway Two, LLC",I-1,TOD-M(CD),CD,no,NO,18.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,35.27272727272727,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,4.0,64.0,8.1,3.0,3005.0,193.66666666666666,1.18,1.3
82,82,21,2017,Ninety-Eight and Three Quarters Holdings LLC,R-5,B-2(CD),CD,no,NO,0.38,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/03/27 00:00:00+00,2017/09/18 00:00:00+00,App,1.0333333333333334,445.0,46.23333333333333,44.0,9.883333333333333,30.0,57.833333333333336,28.3,115.16666666666667,72.0,92.0,37.1,34.6,30.0,12.0,150.0,4.0,10.0,8.1,3.0,3009.0,193.66666666666666,1.18,1.3
83,83,21,2015,"Cresent Acquisitions, LLC",UR-2(CD),TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,,,,,,2015/06/01 00:00:00+00,,Wd,1.0333333333333334,0.0,46.23333333333333,0.0,9.883333333333333,37.0,57.833333333333336,28.0,115.16666666666667,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
84,84,21,2016,"Noda Greenway One, LLC & Noda Greenway Two, LLC",I-2,TOD-M(CD),CD,no,NO,18.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,35.27272727272727,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,4.0,64.0,8.1,3.0,3005.0,193.66666666666666,1.18,1.3
85,85,21,2016,"Philemon NODA Partners, LLC",UR-2(CD),TOD-M(CD),CD,no,NO,9.91,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2016/06/16 00:00:00+00,2016/10/17 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,35.27272727272727,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,4.0,64.0,8.1,3.0,3005.0,193.66666666666666,1.18,1.3
86,86,21,2015,"Cresent Acquisitions, LLC",I-2(CD),TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,,,,,,2015/06/01 00:00:00+00,,Wd,1.0333333333333334,0.0,46.23333333333333,0.0,9.883333333333333,37.0,57.833333333333336,28.0,115.16666666666667,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
87,87,21,2019,Sugar Creek Ventures,I-2,TOD-CC,NC,no,NO,18.5,CMUD,CMUD,YES,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,2019/01/18 09:08:17+00,2019/06/17 00:00:00+00,App,1.0333333333333334,55.625,46.23333333333333,5.5,9.883333333333333,35.27272727272727,57.833333333333336,27.973333333333336,115.16666666666667,72.328125,88.1875,40.06505753717178,32.74202020202021,38.245714285714286,9.87350090618186,340.6875,4.0,29.375,8.953333333333331,3.0,2994.3333333333335,193.66666666666666,1.18,1.3000000000000003
88,88,21,2019,Canopy CLT,I-2,TOD-CC,NC,no,NO,3.1,CMUD,CMUD,YES,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,2019/01/22 08:42:48+00,2019/07/15 00:00:00+00,App,1.0333333333333334,55.625,46.23333333333333,5.5,9.883333333333333,35.27272727272727,57.833333333333336,27.973333333333336,115.16666666666667,72.328125,88.1875,40.06505753717178,32.74202020202021,38.245714285714286,9.87350090618186,340.6875,4.0,29.375,8.953333333333331,3.0,2994.3333333333335,193.66666666666666,1.18,1.3000000000000003
89,89,21,2015,"Cresent Acquisitions, LLC",I-2,TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/06/01 00:00:00+00,,Wd,1.0333333333333334,0.0,46.23333333333333,0.0,9.883333333333333,37.0,57.833333333333336,28.0,115.16666666666667,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
90,90,21,2015,"Cresent Acquisitions, LLC",I-2(CD),TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/06/01 00:00:00+00,,Wd,1.0333333333333334,0.0,46.23333333333333,0.0,9.883333333333333,37.0,57.833333333333336,28.0,115.16666666666667,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
91,91,21,2017,Flywheel Group,I-2,TOD-M(O),CD,no,NO,8.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/07/14 00:00:00+00,2017/11/20 00:00:00+00,App,1.0333333333333334,445.0,46.23333333333333,44.0,9.883333333333333,30.0,57.833333333333336,28.3,115.16666666666667,72.0,92.0,37.1,34.6,30.0,12.0,150.0,4.0,10.0,8.1,3.0,3009.0,193.66666666666666,1.18,1.3
92,92,21,2015,"Cresent Acquisitions, LLC",I-2,TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,,,,,,2015/06/01 00:00:00+00,,Wd,1.0333333333333334,0.0,46.23333333333333,0.0,9.883333333333333,37.0,57.833333333333336,28.0,115.16666666666667,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
93,93,21,2015,"Cresent Acquisitions, LLC",UR-2(CD),TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/06/01 00:00:00+00,,Wd,1.0333333333333334,0.0,46.23333333333333,0.0,9.883333333333333,37.0,57.833333333333336,28.0,115.16666666666667,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
94,94,21,2016,"Noda Greenway One, LLC & Noda Greenway Two, LLC",I-2(CD),TOD-M,CD,no,NO,18.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,35.27272727272727,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,4.0,64.0,8.1,3.0,3005.0,193.66666666666666,1.18,1.3
95,95,21,2016,"Philemon NODA Partners, LLC",I-1,TOD-M(CD),CD,no,NO,9.91,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2016/06/16 00:00:00+00,2016/10/17 00:00:00+00,App,0.9,0.0,44.4,0.0,10.2,35.27272727272727,57.0,27.8,116.0,67.1,90.0,42.03,36.0,30.0,13.0,784.0,4.0,64.0,8.1,3.0,3005.0,193.66666666666666,1.18,1.3
96,96,21,2015,"Cresent Acquisitions, LLC",I-1,TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/06/01 00:00:00+00,,Wd,1.0333333333333334,0.0,46.23333333333333,0.0,9.883333333333333,37.0,57.833333333333336,28.0,115.16666666666667,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
97,97,21,2015,"Cresent Acquisitions, LLC",I-1,TOD-M(O),CD,no,NO,24.7,CMUD,CMUD,YES,,,,,,2015/06/01 00:00:00+00,,Wd,1.0333333333333334,0.0,46.23333333333333,0.0,9.883333333333333,37.0,57.833333333333336,28.0,115.16666666666667,75.0,90.0,39.6551724137931,31.43,46.67,7.38255033557047,107.0,4.0,11.0,9.7,3.0,2984.0,195.0,1.18,1.3
98,98,22,2017,"Optimist Park Partners, LLC",B-2,TOD-R(O),CD,no,NO,2.17,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/06/16 00:00:00+00,2017/12/18 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,10.0,59.1764705882353,24.8,111.83333333333333,58.0,-1.0,39.54772079772077,23.1,-1.0,30.0,114.0,2.0,12.0,8.6,4.0,1345.0,65.46666666666667,1.22,1.4
99,99,22,2016,"FCD-Development, LLC",I-2,TOD-M(CD),NC,no,YES,4.3,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2015/10/26 00:00:00+00,,Wd,10.0,0.0,45.0,0.0,15.0,13.45,58.0,24.5,119.0,69.8,-1.0,37.5,54.6,-1.0,14.0,563.0,2.0,71.0,8.6,3.0,984.0,65.46666666666667,1.22,1.4
100,100,22,2015,"DAMBCA Enterprises, LLC",R-5,TOD-MO,CD,no,NO,1.65,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Lyte-Graham_Claire,2015/01/15 00:00:00+00,2015/07/20 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,15.0,59.1764705882353,25.5,111.83333333333333,67.57,-1.0,44.4444444444444,8.33,-1.0,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
101,101,22,2015,"Parkwood Residences, LLC",I-2,TOD-RO,CD,no,NO,3.63,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/24 00:00:00+00,2016/03/21 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,15.0,59.1764705882353,25.5,111.83333333333333,67.57,-1.0,44.4444444444444,8.33,-1.0,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
102,102,22,2018,Camden Development Inc,I-2,TOD-M,NC,no,NO,0.43,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/12/14 10:56:25+00,2019/04/15 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,13.45,59.1764705882353,27.1,99.0,67.02942857142857,-1.0,39.54772079772077,30.673120879120884,-1.0,16.645014762661816,372.0,2.0,55.0,8.6,4.0,1328.0,65.46666666666667,1.23,1.4
103,103,22,2014,"Edgeline Residential, LLC",MUDD(CD),MUDD(CD),CD,SPA,NO,2.15,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Dixon_Bridget,Fortune_Solomon,2013/12/20 00:00:00+00,2014/04/28 00:00:00+00,App,8.3,0.0,66.7,0.0,0.0,12.0,68.0,25.317500000000003,103.0,65.31,-1.0,23.07692307692308,15.384615384615385,-1.0,5.882352941176469,179.0,2.0,41.0,8.600000000000003,3.3,1081.85,75.0,1.2249999999999992,1.399999999999999
104,104,22,2015,"White Point Pcess Properties, LLC",B-2,TOD-M,NC,no,NO,2.1,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/23 00:00:00+00,2016/01/19 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,15.0,59.1764705882353,25.5,111.83333333333333,67.57,-1.0,44.4444444444444,8.33,-1.0,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
105,105,22,2015,"Parkwood Residences, LLC",I-1,TOD-RO,CD,no,NO,3.63,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/24 00:00:00+00,2016/03/21 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,15.0,59.1764705882353,25.5,111.83333333333333,67.57,-1.0,44.4444444444444,8.33,-1.0,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
106,106,22,2015,"300 Parkwood, LLC",B-1,TOD-RO,CD,no,NO,0.99,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/04/27 00:00:00+00,2015/10/19 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,15.0,59.1764705882353,25.5,111.83333333333333,67.57,-1.0,44.4444444444444,8.33,-1.0,16.2162162162162,45.0,2.0,9.0,8.6,3.0,961.0,64.0,1.23,1.4
107,107,22,2017,"Optimist Park Partners, LLC",B-1,TOD-R(O),CD,no,NO,2.17,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/06/16 00:00:00+00,2017/12/18 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,10.0,59.1764705882353,24.8,111.83333333333333,58.0,-1.0,39.54772079772077,23.1,-1.0,30.0,114.0,2.0,12.0,8.6,4.0,1345.0,65.46666666666667,1.22,1.4
108,108,22,2017,"Optimist Park Partners, LLC",R-22MF,TOD-R(O),CD,no,NO,2.17,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/06/16 00:00:00+00,2017/12/18 00:00:00+00,App,9.799999999999999,0.0,47.55294117647059,0.0,13.235294117647058,10.0,59.1764705882353,24.8,111.83333333333333,58.0,-1.0,39.54772079772077,23.1,-1.0,30.0,114.0,2.0,12.0,8.6,4.0,1345.0,65.46666666666667,1.22,1.4
